Time (s);Ip PGU (pu);Ip lower (pu);Ip upper (pu);Ip upper_overdamped (pu);Ip lower_overdamped (pu);Ip upper_underdamped (pu);Ip lower_underdamped (pu)
1.017e-01;-6.959e-01;-8.632e-01;-5.595e-01;-5.595e-01;-8.282e-01;-6.206e-01;-8.632e-01
1.034e-01;-6.972e-01;-8.671e-01;-5.613e-01;-5.613e-01;-8.291e-01;-6.229e-01;-8.671e-01
1.050e-01;-6.986e-01;-8.709e-01;-5.631e-01;-5.631e-01;-8.300e-01;-6.252e-01;-8.709e-01
1.067e-01;-6.999e-01;-8.747e-01;-5.649e-01;-5.649e-01;-8.309e-01;-6.274e-01;-8.747e-01
1.084e-01;-7.013e-01;-8.785e-01;-5.667e-01;-5.667e-01;-8.318e-01;-6.297e-01;-8.785e-01
1.100e-01;-7.026e-01;-8.823e-01;-5.686e-01;-5.686e-01;-8.327e-01;-6.319e-01;-8.823e-01
1.117e-01;-7.040e-01;-8.860e-01;-5.704e-01;-5.704e-01;-8.336e-01;-6.341e-01;-8.860e-01
1.134e-01;-7.054e-01;-8.897e-01;-5.722e-01;-5.722e-01;-8.345e-01;-6.363e-01;-8.897e-01
1.150e-01;-7.067e-01;-8.933e-01;-5.741e-01;-5.741e-01;-8.353e-01;-6.385e-01;-8.933e-01
1.167e-01;-7.081e-01;-8.970e-01;-5.759e-01;-5.759e-01;-8.362e-01;-6.406e-01;-8.970e-01
1.184e-01;-7.095e-01;-9.005e-01;-5.777e-01;-5.777e-01;-8.371e-01;-6.428e-01;-9.005e-01
1.200e-01;-7.108e-01;-9.041e-01;-5.796e-01;-5.796e-01;-8.380e-01;-6.449e-01;-9.041e-01
1.217e-01;-7.122e-01;-9.076e-01;-5.814e-01;-5.814e-01;-8.389e-01;-6.470e-01;-9.076e-01
1.234e-01;-7.136e-01;-9.110e-01;-5.832e-01;-5.832e-01;-8.398e-01;-6.491e-01;-9.110e-01
1.250e-01;-7.149e-01;-9.145e-01;-5.851e-01;-5.851e-01;-8.407e-01;-6.511e-01;-9.145e-01
1.267e-01;-7.163e-01;-9.178e-01;-5.869e-01;-5.869e-01;-8.416e-01;-6.532e-01;-9.178e-01
1.284e-01;-7.177e-01;-9.212e-01;-5.887e-01;-5.887e-01;-8.425e-01;-6.552e-01;-9.212e-01
1.300e-01;-7.190e-01;-9.245e-01;-5.906e-01;-5.906e-01;-8.434e-01;-6.572e-01;-9.245e-01
1.317e-01;-7.204e-01;-9.278e-01;-5.924e-01;-5.924e-01;-8.443e-01;-6.592e-01;-9.278e-01
1.334e-01;-7.217e-01;-9.310e-01;-5.942e-01;-5.942e-01;-8.452e-01;-6.612e-01;-9.310e-01
1.350e-01;-7.231e-01;-9.342e-01;-5.960e-01;-5.960e-01;-8.460e-01;-6.632e-01;-9.342e-01
1.367e-01;-7.244e-01;-9.373e-01;-5.979e-01;-5.979e-01;-8.469e-01;-6.651e-01;-9.373e-01
1.384e-01;-7.258e-01;-9.404e-01;-5.997e-01;-5.997e-01;-8.478e-01;-6.671e-01;-9.404e-01
1.400e-01;-7.271e-01;-9.435e-01;-6.015e-01;-6.015e-01;-8.487e-01;-6.690e-01;-9.435e-01
1.417e-01;-7.285e-01;-9.465e-01;-6.033e-01;-6.033e-01;-8.496e-01;-6.709e-01;-9.465e-01
1.434e-01;-7.298e-01;-9.495e-01;-6.051e-01;-6.051e-01;-8.504e-01;-6.728e-01;-9.495e-01
1.450e-01;-7.311e-01;-9.525e-01;-6.069e-01;-6.069e-01;-8.513e-01;-6.747e-01;-9.525e-01
1.467e-01;-7.325e-01;-9.554e-01;-6.087e-01;-6.087e-01;-8.522e-01;-6.765e-01;-9.554e-01
1.484e-01;-7.338e-01;-9.582e-01;-6.105e-01;-6.105e-01;-8.530e-01;-6.784e-01;-9.582e-01
1.501e-01;-7.351e-01;-9.611e-01;-6.123e-01;-6.123e-01;-8.539e-01;-6.802e-01;-9.611e-01
1.517e-01;-7.364e-01;-9.638e-01;-6.141e-01;-6.141e-01;-8.548e-01;-6.820e-01;-9.638e-01
1.534e-01;-7.377e-01;-9.666e-01;-6.159e-01;-6.159e-01;-8.556e-01;-6.838e-01;-9.666e-01
1.551e-01;-7.390e-01;-9.693e-01;-6.176e-01;-6.176e-01;-8.565e-01;-6.856e-01;-9.693e-01
1.567e-01;-7.403e-01;-9.719e-01;-6.194e-01;-6.194e-01;-8.573e-01;-6.874e-01;-9.719e-01
1.584e-01;-7.416e-01;-9.746e-01;-6.212e-01;-6.212e-01;-8.582e-01;-6.891e-01;-9.746e-01
1.601e-01;-7.429e-01;-9.771e-01;-6.229e-01;-6.229e-01;-8.590e-01;-6.909e-01;-9.771e-01
1.617e-01;-7.442e-01;-9.797e-01;-6.247e-01;-6.247e-01;-8.599e-01;-6.926e-01;-9.797e-01
1.634e-01;-7.455e-01;-9.822e-01;-6.264e-01;-6.264e-01;-8.607e-01;-6.943e-01;-9.822e-01
1.651e-01;-7.468e-01;-9.846e-01;-6.281e-01;-6.281e-01;-8.616e-01;-6.960e-01;-9.846e-01
1.667e-01;-7.481e-01;-9.870e-01;-6.299e-01;-6.299e-01;-8.624e-01;-6.977e-01;-9.870e-01
1.684e-01;-7.493e-01;-9.894e-01;-6.316e-01;-6.316e-01;-8.632e-01;-6.994e-01;-9.894e-01
1.701e-01;-7.506e-01;-9.917e-01;-6.333e-01;-6.333e-01;-8.641e-01;-7.010e-01;-9.917e-01
1.717e-01;-7.518e-01;-9.940e-01;-6.350e-01;-6.350e-01;-8.649e-01;-7.027e-01;-9.940e-01
1.734e-01;-7.531e-01;-9.962e-01;-6.367e-01;-6.367e-01;-8.657e-01;-7.043e-01;-9.962e-01
1.751e-01;-7.543e-01;-9.985e-01;-6.384e-01;-6.384e-01;-8.665e-01;-7.059e-01;-9.985e-01
1.767e-01;-7.556e-01;-1.001e+00;-6.401e-01;-6.401e-01;-8.673e-01;-7.075e-01;-1.001e+00
1.784e-01;-7.568e-01;-1.003e+00;-6.417e-01;-6.417e-01;-8.681e-01;-7.091e-01;-1.003e+00
1.801e-01;-7.580e-01;-1.005e+00;-6.434e-01;-6.434e-01;-8.689e-01;-7.107e-01;-1.005e+00
1.817e-01;-7.593e-01;-1.007e+00;-6.451e-01;-6.451e-01;-8.697e-01;-7.123e-01;-1.007e+00
1.834e-01;-7.605e-01;-1.009e+00;-6.467e-01;-6.467e-01;-8.705e-01;-7.138e-01;-1.009e+00
1.851e-01;-7.617e-01;-1.011e+00;-6.484e-01;-6.484e-01;-8.713e-01;-7.154e-01;-1.011e+00
1.867e-01;-7.629e-01;-1.013e+00;-6.500e-01;-6.500e-01;-8.721e-01;-7.169e-01;-1.013e+00
1.884e-01;-7.641e-01;-1.015e+00;-6.516e-01;-6.516e-01;-8.729e-01;-7.184e-01;-1.015e+00
1.901e-01;-7.653e-01;-1.016e+00;-6.533e-01;-6.533e-01;-8.737e-01;-7.199e-01;-1.016e+00
1.917e-01;-7.665e-01;-1.018e+00;-6.549e-01;-6.549e-01;-8.745e-01;-7.214e-01;-1.018e+00
1.934e-01;-7.677e-01;-1.020e+00;-6.565e-01;-6.565e-01;-8.753e-01;-7.229e-01;-1.020e+00
1.951e-01;-7.688e-01;-1.022e+00;-6.581e-01;-6.581e-01;-8.760e-01;-7.244e-01;-1.022e+00
1.967e-01;-7.700e-01;-1.023e+00;-6.597e-01;-6.597e-01;-8.768e-01;-7.258e-01;-1.023e+00
1.984e-01;-7.712e-01;-1.025e+00;-6.612e-01;-6.612e-01;-8.776e-01;-7.273e-01;-1.025e+00
2.001e-01;-7.723e-01;-1.027e+00;-6.628e-01;-6.628e-01;-8.783e-01;-7.287e-01;-1.027e+00
2.017e-01;-7.735e-01;-1.028e+00;-6.644e-01;-6.644e-01;-8.791e-01;-7.301e-01;-1.028e+00
2.034e-01;-7.746e-01;-1.030e+00;-6.659e-01;-6.659e-01;-8.798e-01;-7.315e-01;-1.030e+00
2.051e-01;-7.758e-01;-1.031e+00;-6.675e-01;-6.675e-01;-8.806e-01;-7.329e-01;-1.031e+00
2.067e-01;-7.769e-01;-1.033e+00;-6.690e-01;-6.690e-01;-8.813e-01;-7.343e-01;-1.033e+00
2.084e-01;-7.780e-01;-1.034e+00;-6.705e-01;-6.705e-01;-8.821e-01;-7.357e-01;-1.034e+00
2.101e-01;-7.791e-01;-1.035e+00;-6.721e-01;-6.721e-01;-8.828e-01;-7.370e-01;-1.035e+00
2.117e-01;-7.802e-01;-1.037e+00;-6.736e-01;-6.736e-01;-8.835e-01;-7.384e-01;-1.037e+00
2.134e-01;-7.813e-01;-1.038e+00;-6.751e-01;-6.751e-01;-8.843e-01;-7.397e-01;-1.038e+00
2.151e-01;-7.825e-01;-1.039e+00;-6.766e-01;-6.766e-01;-8.850e-01;-7.411e-01;-1.039e+00
2.167e-01;-7.835e-01;-1.041e+00;-6.781e-01;-6.781e-01;-8.857e-01;-7.424e-01;-1.041e+00
2.184e-01;-7.846e-01;-1.042e+00;-6.795e-01;-6.795e-01;-8.864e-01;-7.437e-01;-1.042e+00
2.201e-01;-7.857e-01;-1.043e+00;-6.810e-01;-6.810e-01;-8.871e-01;-7.450e-01;-1.043e+00
2.217e-01;-7.868e-01;-1.044e+00;-6.825e-01;-6.825e-01;-8.878e-01;-7.463e-01;-1.044e+00
2.234e-01;-7.879e-01;-1.045e+00;-6.839e-01;-6.839e-01;-8.885e-01;-7.476e-01;-1.045e+00
2.251e-01;-7.889e-01;-1.046e+00;-6.854e-01;-6.854e-01;-8.892e-01;-7.488e-01;-1.046e+00
2.267e-01;-7.900e-01;-1.047e+00;-6.868e-01;-6.868e-01;-8.899e-01;-7.501e-01;-1.047e+00
2.284e-01;-7.910e-01;-1.048e+00;-6.882e-01;-6.882e-01;-8.906e-01;-7.513e-01;-1.048e+00
2.301e-01;-7.921e-01;-1.049e+00;-6.896e-01;-6.896e-01;-8.913e-01;-7.526e-01;-1.049e+00
2.317e-01;-7.931e-01;-1.050e+00;-6.911e-01;-6.911e-01;-8.920e-01;-7.538e-01;-1.050e+00
2.334e-01;-7.941e-01;-1.051e+00;-6.925e-01;-6.925e-01;-8.927e-01;-7.550e-01;-1.051e+00
2.351e-01;-7.952e-01;-1.052e+00;-6.939e-01;-6.939e-01;-8.934e-01;-7.562e-01;-1.052e+00
2.367e-01;-7.962e-01;-1.052e+00;-6.952e-01;-6.952e-01;-8.940e-01;-7.574e-01;-1.052e+00
2.384e-01;-7.972e-01;-1.053e+00;-6.966e-01;-6.966e-01;-8.947e-01;-7.586e-01;-1.053e+00
2.401e-01;-7.982e-01;-1.054e+00;-6.980e-01;-6.980e-01;-8.954e-01;-7.598e-01;-1.054e+00
2.417e-01;-7.992e-01;-1.055e+00;-6.994e-01;-6.994e-01;-8.960e-01;-7.609e-01;-1.055e+00
2.434e-01;-8.002e-01;-1.055e+00;-7.007e-01;-7.007e-01;-8.967e-01;-7.621e-01;-1.055e+00
2.451e-01;-8.012e-01;-1.056e+00;-7.020e-01;-7.020e-01;-8.973e-01;-7.632e-01;-1.056e+00
2.467e-01;-8.022e-01;-1.057e+00;-7.034e-01;-7.034e-01;-8.980e-01;-7.644e-01;-1.057e+00
2.484e-01;-8.032e-01;-1.057e+00;-7.047e-01;-7.047e-01;-8.986e-01;-7.655e-01;-1.057e+00
2.501e-01;-8.041e-01;-1.058e+00;-7.060e-01;-7.060e-01;-8.993e-01;-7.666e-01;-1.058e+00
2.518e-01;-8.051e-01;-1.058e+00;-7.073e-01;-7.073e-01;-8.999e-01;-7.677e-01;-1.058e+00
2.534e-01;-8.061e-01;-1.059e+00;-7.086e-01;-7.086e-01;-9.006e-01;-7.688e-01;-1.059e+00
2.551e-01;-8.070e-01;-1.059e+00;-7.099e-01;-7.099e-01;-9.012e-01;-7.699e-01;-1.059e+00
2.568e-01;-8.080e-01;-1.060e+00;-7.112e-01;-7.112e-01;-9.018e-01;-7.710e-01;-1.060e+00
2.584e-01;-8.089e-01;-1.060e+00;-7.125e-01;-7.125e-01;-9.024e-01;-7.721e-01;-1.060e+00
2.601e-01;-8.098e-01;-1.060e+00;-7.138e-01;-7.138e-01;-9.031e-01;-7.731e-01;-1.060e+00
2.618e-01;-8.108e-01;-1.061e+00;-7.150e-01;-7.150e-01;-9.037e-01;-7.742e-01;-1.061e+00
2.634e-01;-8.117e-01;-1.061e+00;-7.163e-01;-7.163e-01;-9.043e-01;-7.752e-01;-1.061e+00
2.651e-01;-8.126e-01;-1.061e+00;-7.175e-01;-7.175e-01;-9.049e-01;-7.763e-01;-1.061e+00
2.668e-01;-8.135e-01;-1.062e+00;-7.188e-01;-7.188e-01;-9.055e-01;-7.773e-01;-1.062e+00
2.684e-01;-8.144e-01;-1.062e+00;-7.200e-01;-7.200e-01;-9.061e-01;-7.783e-01;-1.062e+00
2.701e-01;-8.153e-01;-1.062e+00;-7.212e-01;-7.212e-01;-9.067e-01;-7.794e-01;-1.062e+00
2.718e-01;-8.162e-01;-1.062e+00;-7.224e-01;-7.224e-01;-9.073e-01;-7.804e-01;-1.062e+00
2.734e-01;-8.171e-01;-1.062e+00;-7.237e-01;-7.237e-01;-9.079e-01;-7.814e-01;-1.062e+00
2.751e-01;-8.180e-01;-1.063e+00;-7.249e-01;-7.249e-01;-9.085e-01;-7.824e-01;-1.063e+00
2.768e-01;-8.189e-01;-1.063e+00;-7.260e-01;-7.260e-01;-9.091e-01;-7.833e-01;-1.063e+00
2.784e-01;-8.198e-01;-1.063e+00;-7.272e-01;-7.272e-01;-9.096e-01;-7.843e-01;-1.063e+00
2.801e-01;-8.206e-01;-1.063e+00;-7.284e-01;-7.284e-01;-9.102e-01;-7.853e-01;-1.063e+00
2.818e-01;-8.215e-01;-1.063e+00;-7.296e-01;-7.296e-01;-9.108e-01;-7.862e-01;-1.063e+00
2.834e-01;-8.223e-01;-1.063e+00;-7.307e-01;-7.307e-01;-9.114e-01;-7.872e-01;-1.063e+00
2.851e-01;-8.232e-01;-1.063e+00;-7.319e-01;-7.319e-01;-9.119e-01;-7.881e-01;-1.063e+00
2.868e-01;-8.240e-01;-1.063e+00;-7.330e-01;-7.330e-01;-9.125e-01;-7.891e-01;-1.063e+00
2.884e-01;-8.249e-01;-1.063e+00;-7.342e-01;-7.342e-01;-9.130e-01;-7.900e-01;-1.063e+00
2.901e-01;-8.257e-01;-1.063e+00;-7.353e-01;-7.353e-01;-9.136e-01;-7.909e-01;-1.063e+00
2.918e-01;-8.266e-01;-1.063e+00;-7.364e-01;-7.364e-01;-9.141e-01;-7.918e-01;-1.063e+00
2.934e-01;-8.274e-01;-1.063e+00;-7.375e-01;-7.375e-01;-9.147e-01;-7.927e-01;-1.063e+00
2.951e-01;-8.282e-01;-1.062e+00;-7.387e-01;-7.387e-01;-9.152e-01;-7.936e-01;-1.062e+00
2.968e-01;-8.290e-01;-1.062e+00;-7.398e-01;-7.398e-01;-9.158e-01;-7.945e-01;-1.062e+00
2.984e-01;-8.298e-01;-1.062e+00;-7.409e-01;-7.409e-01;-9.163e-01;-7.954e-01;-1.062e+00
3.001e-01;-8.306e-01;-1.062e+00;-7.419e-01;-7.419e-01;-9.169e-01;-7.963e-01;-1.062e+00
3.018e-01;-8.314e-01;-1.062e+00;-7.430e-01;-7.430e-01;-9.174e-01;-7.971e-01;-1.062e+00
3.034e-01;-8.322e-01;-1.062e+00;-7.441e-01;-7.441e-01;-9.179e-01;-7.980e-01;-1.062e+00
3.051e-01;-8.330e-01;-1.061e+00;-7.452e-01;-7.452e-01;-9.184e-01;-7.988e-01;-1.061e+00
3.068e-01;-8.338e-01;-1.061e+00;-7.462e-01;-7.462e-01;-9.190e-01;-7.997e-01;-1.061e+00
3.084e-01;-8.346e-01;-1.061e+00;-7.473e-01;-7.473e-01;-9.195e-01;-8.005e-01;-1.061e+00
3.101e-01;-8.353e-01;-1.060e+00;-7.483e-01;-7.483e-01;-9.200e-01;-8.014e-01;-1.060e+00
3.118e-01;-8.361e-01;-1.060e+00;-7.494e-01;-7.494e-01;-9.205e-01;-8.022e-01;-1.060e+00
3.134e-01;-8.369e-01;-1.060e+00;-7.504e-01;-7.504e-01;-9.210e-01;-8.030e-01;-1.060e+00
3.151e-01;-8.376e-01;-1.059e+00;-7.514e-01;-7.514e-01;-9.215e-01;-8.038e-01;-1.059e+00
3.168e-01;-8.384e-01;-1.059e+00;-7.524e-01;-7.524e-01;-9.220e-01;-8.046e-01;-1.059e+00
3.184e-01;-8.391e-01;-1.059e+00;-7.534e-01;-7.534e-01;-9.225e-01;-8.054e-01;-1.059e+00
3.201e-01;-8.399e-01;-1.058e+00;-7.544e-01;-7.544e-01;-9.230e-01;-8.062e-01;-1.058e+00
3.218e-01;-8.406e-01;-1.058e+00;-7.554e-01;-7.554e-01;-9.235e-01;-8.070e-01;-1.058e+00
3.234e-01;-8.413e-01;-1.058e+00;-7.564e-01;-7.564e-01;-9.240e-01;-8.078e-01;-1.058e+00
3.251e-01;-8.421e-01;-1.057e+00;-7.574e-01;-7.574e-01;-9.245e-01;-8.086e-01;-1.057e+00
3.268e-01;-8.428e-01;-1.057e+00;-7.584e-01;-7.584e-01;-9.250e-01;-8.093e-01;-1.057e+00
3.284e-01;-8.435e-01;-1.056e+00;-7.594e-01;-7.594e-01;-9.254e-01;-8.101e-01;-1.056e+00
3.301e-01;-8.442e-01;-1.056e+00;-7.603e-01;-7.603e-01;-9.259e-01;-8.108e-01;-1.056e+00
3.318e-01;-8.449e-01;-1.055e+00;-7.613e-01;-7.613e-01;-9.264e-01;-8.116e-01;-1.055e+00
3.334e-01;-8.456e-01;-1.055e+00;-7.622e-01;-7.622e-01;-9.269e-01;-8.123e-01;-1.055e+00
3.351e-01;-8.463e-01;-1.054e+00;-7.632e-01;-7.632e-01;-9.273e-01;-8.131e-01;-1.054e+00
3.368e-01;-8.470e-01;-1.054e+00;-7.641e-01;-7.641e-01;-9.278e-01;-8.138e-01;-1.054e+00
3.384e-01;-8.477e-01;-1.053e+00;-7.651e-01;-7.651e-01;-9.283e-01;-8.145e-01;-1.053e+00
3.401e-01;-8.484e-01;-1.053e+00;-7.660e-01;-7.660e-01;-9.287e-01;-8.152e-01;-1.053e+00
3.418e-01;-8.491e-01;-1.053e+00;-7.669e-01;-7.669e-01;-9.292e-01;-8.159e-01;-1.053e+00
3.434e-01;-8.498e-01;-1.053e+00;-7.678e-01;-7.678e-01;-9.296e-01;-8.166e-01;-1.053e+00
3.451e-01;-8.504e-01;-1.052e+00;-7.687e-01;-7.687e-01;-9.301e-01;-8.173e-01;-1.052e+00
3.468e-01;-8.511e-01;-1.052e+00;-7.696e-01;-7.696e-01;-9.305e-01;-8.180e-01;-1.052e+00
3.484e-01;-8.518e-01;-1.052e+00;-7.705e-01;-7.705e-01;-9.310e-01;-8.187e-01;-1.052e+00
3.501e-01;-8.524e-01;-1.051e+00;-7.714e-01;-7.714e-01;-9.314e-01;-8.194e-01;-1.051e+00
3.518e-01;-8.531e-01;-1.051e+00;-7.723e-01;-7.723e-01;-9.319e-01;-8.201e-01;-1.051e+00
3.535e-01;-8.537e-01;-1.050e+00;-7.732e-01;-7.732e-01;-9.323e-01;-8.208e-01;-1.050e+00
3.551e-01;-8.544e-01;-1.050e+00;-7.740e-01;-7.740e-01;-9.327e-01;-8.214e-01;-1.050e+00
3.568e-01;-8.550e-01;-1.050e+00;-7.749e-01;-7.749e-01;-9.332e-01;-8.221e-01;-1.050e+00
3.585e-01;-8.557e-01;-1.049e+00;-7.758e-01;-7.758e-01;-9.336e-01;-8.227e-01;-1.049e+00
3.601e-01;-8.563e-01;-1.049e+00;-7.766e-01;-7.766e-01;-9.340e-01;-8.234e-01;-1.049e+00
3.618e-01;-8.569e-01;-1.048e+00;-7.775e-01;-7.775e-01;-9.344e-01;-8.240e-01;-1.048e+00
3.635e-01;-8.575e-01;-1.048e+00;-7.783e-01;-7.783e-01;-9.349e-01;-8.247e-01;-1.048e+00
