time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_VoltageInjTerminal;Bess_GEN_ActiveCurrentInjTerminal;Bess_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;-6.667e-01;-2.167e-01;-6.383e-01;-2.074e-01;9.794e-01;1.024e+00;-6.287e-01;-1.785e-01;1.044e+00;-4.000e-01;-1.300e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.000e+01;5.000e+01
19.989996;1.044e+00;-6.667e-01;-2.167e-01;-6.383e-01;-2.074e-01;9.794e-01;1.024e+00;-6.287e-01;-1.785e-01;1.044e+00;-4.000e-01;-1.300e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.000e+01;5.000e+01
19.990000;1.044e+00;-6.667e-01;-2.167e-01;-6.383e-01;-2.074e-01;9.794e-01;1.024e+00;-6.287e-01;-1.785e-01;1.044e+00;-4.000e-01;-1.300e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.000e+01;5.000e+01
19.990060;1.045e+00;-6.672e-01;-2.168e-01;-6.383e-01;-2.074e-01;9.802e-01;1.024e+00;-6.287e-01;-1.785e-01;1.045e+00;-4.003e-01;-1.301e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.000e+01;5.000e+01
19.990124;1.046e+00;-6.677e-01;-2.170e-01;-6.383e-01;-2.074e-01;9.809e-01;1.025e+00;-6.287e-01;-1.785e-01;1.046e+00;-4.006e-01;-1.302e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.001e+01;5.001e+01
19.990252;1.048e+00;-6.687e-01;-2.173e-01;-6.383e-01;-2.074e-01;9.825e-01;1.027e+00;-6.287e-01;-1.785e-01;1.048e+00;-4.012e-01;-1.304e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.001e+01;5.001e+01
19.990380;1.049e+00;-6.698e-01;-2.176e-01;-6.383e-01;-2.074e-01;9.840e-01;1.029e+00;-6.287e-01;-1.785e-01;1.049e+00;-4.019e-01;-1.306e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.002e+01;5.002e+01
19.990508;1.051e+00;-6.708e-01;-2.180e-01;-6.383e-01;-2.074e-01;9.855e-01;1.030e+00;-6.286e-01;-1.785e-01;1.051e+00;-4.025e-01;-1.308e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.003e+01;5.003e+01
19.990764;1.054e+00;-6.729e-01;-2.186e-01;-6.383e-01;-2.074e-01;9.886e-01;1.033e+00;-6.286e-01;-1.786e-01;1.054e+00;-4.037e-01;-1.312e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.003e+01;5.003e+01
19.990822;1.055e+00;-6.734e-01;-2.187e-01;-6.383e-01;-2.073e-01;9.893e-01;1.034e+00;-6.286e-01;-1.786e-01;1.055e+00;-4.040e-01;-1.312e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.004e+01;5.004e+01
19.991078;1.058e+00;-6.755e-01;-2.194e-01;-6.383e-01;-2.073e-01;9.924e-01;1.037e+00;-6.286e-01;-1.786e-01;1.058e+00;-4.053e-01;-1.316e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.004e+01;5.004e+01
19.991206;1.060e+00;-6.765e-01;-2.197e-01;-6.383e-01;-2.073e-01;9.940e-01;1.039e+00;-6.286e-01;-1.786e-01;1.060e+00;-4.059e-01;-1.318e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.005e+01;5.005e+01
19.991462;1.063e+00;-6.786e-01;-2.203e-01;-6.383e-01;-2.072e-01;9.970e-01;1.042e+00;-6.286e-01;-1.786e-01;1.063e+00;-4.072e-01;-1.322e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.005e+01;5.005e+01
19.991740;1.067e+00;-6.809e-01;-2.209e-01;-6.383e-01;-2.071e-01;1.000e+00;1.046e+00;-6.286e-01;-1.785e-01;1.067e+00;-4.085e-01;-1.325e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.005e+01;5.005e+01
19.991996;1.070e+00;-6.830e-01;-2.215e-01;-6.383e-01;-2.070e-01;1.004e+00;1.049e+00;-6.286e-01;-1.785e-01;1.070e+00;-4.098e-01;-1.329e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.992252;1.073e+00;-6.851e-01;-2.221e-01;-6.383e-01;-2.069e-01;1.007e+00;1.052e+00;-6.285e-01;-1.785e-01;1.073e+00;-4.111e-01;-1.332e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.992508;1.076e+00;-6.872e-01;-2.227e-01;-6.383e-01;-2.068e-01;1.010e+00;1.056e+00;-6.285e-01;-1.785e-01;1.076e+00;-4.123e-01;-1.336e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.992764;1.080e+00;-6.892e-01;-2.233e-01;-6.383e-01;-2.068e-01;1.013e+00;1.059e+00;-6.285e-01;-1.785e-01;1.080e+00;-4.135e-01;-1.340e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.993020;1.083e+00;-6.913e-01;-2.238e-01;-6.383e-01;-2.067e-01;1.016e+00;1.062e+00;-6.285e-01;-1.785e-01;1.083e+00;-4.148e-01;-1.343e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.993276;1.086e+00;-6.934e-01;-2.244e-01;-6.383e-01;-2.066e-01;1.019e+00;1.066e+00;-6.284e-01;-1.784e-01;1.086e+00;-4.160e-01;-1.347e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.993532;1.090e+00;-6.954e-01;-2.250e-01;-6.383e-01;-2.065e-01;1.022e+00;1.069e+00;-6.284e-01;-1.784e-01;1.090e+00;-4.173e-01;-1.350e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.993788;1.093e+00;-6.975e-01;-2.256e-01;-6.382e-01;-2.065e-01;1.025e+00;1.072e+00;-6.283e-01;-1.784e-01;1.093e+00;-4.185e-01;-1.354e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.994044;1.096e+00;-6.995e-01;-2.262e-01;-6.382e-01;-2.064e-01;1.028e+00;1.075e+00;-6.282e-01;-1.784e-01;1.096e+00;-4.197e-01;-1.357e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.994300;1.099e+00;-7.016e-01;-2.268e-01;-6.381e-01;-2.063e-01;1.031e+00;1.079e+00;-6.282e-01;-1.784e-01;1.099e+00;-4.209e-01;-1.361e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.994812;1.106e+00;-7.056e-01;-2.281e-01;-6.380e-01;-2.062e-01;1.038e+00;1.085e+00;-6.280e-01;-1.785e-01;1.106e+00;-4.234e-01;-1.369e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.995273;1.112e+00;-7.092e-01;-2.292e-01;-6.379e-01;-2.062e-01;1.043e+00;1.091e+00;-6.278e-01;-1.785e-01;1.112e+00;-4.255e-01;-1.375e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.995734;1.118e+00;-7.127e-01;-2.304e-01;-6.377e-01;-2.061e-01;1.049e+00;1.097e+00;-6.276e-01;-1.786e-01;1.118e+00;-4.276e-01;-1.382e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.996195;1.124e+00;-7.163e-01;-2.316e-01;-6.375e-01;-2.061e-01;1.054e+00;1.103e+00;-6.274e-01;-1.787e-01;1.124e+00;-4.298e-01;-1.390e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.996655;1.129e+00;-7.198e-01;-2.329e-01;-6.372e-01;-2.062e-01;1.060e+00;1.109e+00;-6.271e-01;-1.789e-01;1.129e+00;-4.319e-01;-1.397e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.997116;1.135e+00;-7.232e-01;-2.342e-01;-6.370e-01;-2.062e-01;1.065e+00;1.115e+00;-6.268e-01;-1.790e-01;1.135e+00;-4.339e-01;-1.405e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.997438;1.139e+00;-7.256e-01;-2.351e-01;-6.368e-01;-2.063e-01;1.069e+00;1.119e+00;-6.266e-01;-1.792e-01;1.139e+00;-4.354e-01;-1.411e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.997694;1.143e+00;-7.275e-01;-2.359e-01;-6.366e-01;-2.064e-01;1.072e+00;1.122e+00;-6.264e-01;-1.794e-01;1.143e+00;-4.365e-01;-1.415e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.998206;1.149e+00;-7.312e-01;-2.377e-01;-6.362e-01;-2.068e-01;1.078e+00;1.129e+00;-6.260e-01;-1.800e-01;1.149e+00;-4.387e-01;-1.426e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.998718;1.156e+00;-7.348e-01;-2.398e-01;-6.358e-01;-2.075e-01;1.084e+00;1.135e+00;-6.255e-01;-1.807e-01;1.156e+00;-4.409e-01;-1.439e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.999230;1.162e+00;-7.384e-01;-2.421e-01;-6.353e-01;-2.083e-01;1.090e+00;1.142e+00;-6.250e-01;-1.817e-01;1.162e+00;-4.430e-01;-1.453e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.006e+01;5.006e+01
19.999742;1.169e+00;-7.419e-01;-2.447e-01;-6.347e-01;-2.094e-01;1.096e+00;1.148e+00;-6.245e-01;-1.829e-01;1.169e+00;-4.452e-01;-1.468e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.007e+01;5.007e+01
19.999957;1.172e+00;-7.434e-01;-2.459e-01;-6.345e-01;-2.099e-01;1.098e+00;1.151e+00;-6.242e-01;-1.835e-01;1.172e+00;-4.460e-01;-1.475e-01;1.000e+01;-6.667e-01;-2.167e-01;9.794e-01;5.007e+01;5.007e+01
