time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;-6.667e-01;1.089e-08;-6.383e-01;-8.979e-09;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;-4.628e-09;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.999996000;1.044e+00;-6.667e-01;-5.610e-11;-6.383e-01;5.551e-10;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;2.580e-09;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.999996000;1.044e+00;-6.667e-01;-1.793e-10;-6.383e-01;8.071e-10;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;2.513e-09;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.002020000;1.044e+00;-6.667e-01;1.666e-06;-6.383e-01;1.599e-06;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;1.002e-06;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.004020000;1.044e+00;-6.667e-01;8.332e-06;-6.383e-01;7.982e-06;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;5.002e-06;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.023020000;1.044e+00;-6.667e-01;1.550e-04;-6.383e-01;1.484e-04;1.044e+00;1.037e+00;-6.211e-01;3.972e-02;1.044e+00;-4.000e-01;9.300e-05;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.024020000;1.044e+00;-6.667e-01;1.650e-04;-6.383e-01;1.580e-04;1.045e+00;1.037e+00;-6.211e-01;3.973e-02;1.044e+00;-4.000e-01;9.900e-05;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.046020000;1.044e+00;-6.667e-01;4.083e-04;-6.383e-01;3.909e-04;1.045e+00;1.037e+00;-6.211e-01;3.997e-02;1.044e+00;-4.000e-01;2.450e-04;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.047020000;1.044e+00;-6.667e-01;4.200e-04;-6.383e-01;4.021e-04;1.045e+00;1.037e+00;-6.211e-01;3.998e-02;1.044e+00;-4.000e-01;2.520e-04;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.056020000;1.044e+00;-6.667e-01;5.283e-04;-6.383e-01;5.058e-04;1.045e+00;1.037e+00;-6.211e-01;4.008e-02;1.044e+00;-4.000e-01;3.170e-04;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.098020000;1.044e+00;-6.667e-01;1.067e-03;-6.383e-01;1.021e-03;1.045e+00;1.037e+00;-6.211e-01;4.060e-02;1.044e+00;-4.000e-01;6.400e-04;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.099020000;1.045e+00;-6.667e-01;1.082e-03;-6.383e-01;1.036e-03;1.045e+00;1.037e+00;-6.211e-01;4.061e-02;1.045e+00;-4.000e-01;6.490e-04;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.113020000;1.045e+00;-6.667e-01;1.272e-03;-6.383e-01;1.217e-03;1.045e+00;1.037e+00;-6.211e-01;4.080e-02;1.045e+00;-4.000e-01;7.630e-04;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.114020000;1.045e+00;-6.667e-01;1.285e-03;-6.383e-01;1.230e-03;1.045e+00;1.037e+00;-6.210e-01;4.081e-02;1.045e+00;-4.000e-01;7.710e-04;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.125020000;1.045e+00;-6.667e-01;1.438e-03;-6.383e-01;1.377e-03;1.045e+00;1.037e+00;-6.210e-01;4.096e-02;1.045e+00;-4.000e-01;8.630e-04;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.135020000;1.045e+00;-6.667e-01;1.580e-03;-6.383e-01;1.513e-03;1.045e+00;1.037e+00;-6.210e-01;4.109e-02;1.045e+00;-4.000e-01;9.480e-04;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.138020000;1.045e+00;-6.667e-01;1.623e-03;-6.383e-01;1.554e-03;1.045e+00;1.037e+00;-6.210e-01;4.113e-02;1.045e+00;-4.000e-01;9.740e-04;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.200020000;1.045e+00;-6.667e-01;2.542e-03;-6.383e-01;2.433e-03;1.045e+00;1.037e+00;-6.210e-01;4.201e-02;1.045e+00;-4.000e-01;1.525e-03;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.201020000;1.045e+00;-6.667e-01;2.558e-03;-6.382e-01;2.449e-03;1.045e+00;1.037e+00;-6.209e-01;4.203e-02;1.045e+00;-4.000e-01;1.535e-03;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.229020000;1.045e+00;-6.667e-01;2.990e-03;-6.382e-01;2.862e-03;1.045e+00;1.037e+00;-6.209e-01;4.244e-02;1.045e+00;-4.000e-01;1.794e-03;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.230020000;1.045e+00;-6.667e-01;3.005e-03;-6.382e-01;2.877e-03;1.046e+00;1.037e+00;-6.209e-01;4.246e-02;1.045e+00;-4.000e-01;1.803e-03;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.277020000;1.045e+00;-6.667e-01;3.747e-03;-6.382e-01;3.587e-03;1.046e+00;1.037e+00;-6.209e-01;4.317e-02;1.045e+00;-4.000e-01;2.248e-03;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.278020000;1.045e+00;-6.667e-01;3.762e-03;-6.382e-01;3.601e-03;1.046e+00;1.037e+00;-6.208e-01;4.318e-02;1.045e+00;-4.000e-01;2.257e-03;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.301020000;1.045e+00;-6.667e-01;4.132e-03;-6.382e-01;3.955e-03;1.046e+00;1.037e+00;-6.208e-01;4.353e-02;1.045e+00;-4.000e-01;2.479e-03;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.302020000;1.045e+00;-6.667e-01;4.147e-03;-6.382e-01;3.969e-03;1.046e+00;1.038e+00;-6.208e-01;4.355e-02;1.045e+00;-4.000e-01;2.488e-03;1.000e+01;-6.667e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
