time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;NetworkFrequencyPu
30.009994000;9.520e-01;3.068e-01;2.144e-01;3.223e-01;2.252e-01;9.520e-01;3.223e-01;2.252e-01;9.520e-01;1.534e-03;1.072e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.009994000;9.519e-01;3.068e-01;2.144e-01;3.223e-01;2.252e-01;9.520e-01;3.223e-01;2.252e-01;9.519e-01;1.534e-03;1.072e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.016010000;9.531e-01;3.112e-01;2.254e-01;3.265e-01;2.365e-01;9.531e-01;3.265e-01;2.365e-01;9.531e-01;1.556e-03;1.127e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.017546000;9.534e-01;3.124e-01;2.280e-01;3.277e-01;2.392e-01;9.534e-01;3.277e-01;2.391e-01;9.534e-01;1.562e-03;1.140e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.018058000;9.534e-01;3.128e-01;2.288e-01;3.281e-01;2.400e-01;9.535e-01;3.281e-01;2.400e-01;9.534e-01;1.564e-03;1.144e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.019594000;9.537e-01;3.140e-01;2.312e-01;3.292e-01;2.424e-01;9.537e-01;3.292e-01;2.424e-01;9.537e-01;1.570e-03;1.156e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.021130000;9.539e-01;3.152e-01;2.334e-01;3.304e-01;2.447e-01;9.540e-01;3.304e-01;2.447e-01;9.539e-01;1.576e-03;1.167e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.022154000;9.541e-01;3.158e-01;2.348e-01;3.310e-01;2.461e-01;9.541e-01;3.310e-01;2.461e-01;9.541e-01;1.579e-03;1.174e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.023154000;9.542e-01;3.166e-01;2.360e-01;3.318e-01;2.473e-01;9.543e-01;3.318e-01;2.473e-01;9.542e-01;1.583e-03;1.180e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.026754000;9.546e-01;3.190e-01;2.400e-01;3.342e-01;2.514e-01;9.547e-01;3.341e-01;2.514e-01;9.546e-01;1.595e-03;1.200e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.028554000;9.548e-01;3.200e-01;2.416e-01;3.351e-01;2.530e-01;9.549e-01;3.351e-01;2.530e-01;9.548e-01;1.600e-03;1.208e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.029454000;9.549e-01;3.206e-01;2.424e-01;3.357e-01;2.539e-01;9.549e-01;3.357e-01;2.538e-01;9.549e-01;1.603e-03;1.212e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.030354000;9.550e-01;3.210e-01;2.432e-01;3.361e-01;2.547e-01;9.550e-01;3.361e-01;2.547e-01;9.550e-01;1.605e-03;1.216e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.031254000;9.550e-01;3.216e-01;2.438e-01;3.367e-01;2.553e-01;9.551e-01;3.367e-01;2.553e-01;9.550e-01;1.608e-03;1.219e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.034854000;9.553e-01;3.234e-01;2.462e-01;3.385e-01;2.577e-01;9.553e-01;3.385e-01;2.577e-01;9.553e-01;1.617e-03;1.231e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.036654000;9.554e-01;3.242e-01;2.470e-01;3.393e-01;2.585e-01;9.554e-01;3.393e-01;2.587e-01;9.554e-01;1.621e-03;1.235e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.040254000;9.555e-01;3.256e-01;2.486e-01;3.407e-01;2.602e-01;9.556e-01;3.407e-01;2.601e-01;9.555e-01;1.628e-03;1.243e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.041154000;9.556e-01;3.258e-01;2.490e-01;3.409e-01;2.606e-01;9.556e-01;3.409e-01;2.606e-01;9.556e-01;1.629e-03;1.245e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.042954000;9.556e-01;3.264e-01;2.496e-01;3.415e-01;2.612e-01;9.557e-01;3.415e-01;2.612e-01;9.556e-01;1.632e-03;1.248e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.046554000;9.557e-01;3.276e-01;2.504e-01;3.428e-01;2.620e-01;9.558e-01;3.427e-01;2.620e-01;9.557e-01;1.638e-03;1.252e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.048354000;9.558e-01;3.280e-01;2.508e-01;3.432e-01;2.624e-01;9.558e-01;3.432e-01;2.624e-01;9.558e-01;1.640e-03;1.254e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.050154000;9.558e-01;3.284e-01;2.512e-01;3.436e-01;2.628e-01;9.559e-01;3.436e-01;2.628e-01;9.558e-01;1.642e-03;1.256e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.051054000;9.558e-01;3.286e-01;2.512e-01;3.438e-01;2.628e-01;9.559e-01;3.438e-01;2.630e-01;9.558e-01;1.643e-03;1.256e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.051954000;9.559e-01;3.288e-01;2.514e-01;3.440e-01;2.630e-01;9.559e-01;3.440e-01;2.630e-01;9.559e-01;1.644e-03;1.257e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.052854000;9.559e-01;3.290e-01;2.516e-01;3.442e-01;2.632e-01;9.559e-01;3.442e-01;2.632e-01;9.559e-01;1.645e-03;1.258e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.054654000;9.559e-01;3.294e-01;2.518e-01;3.446e-01;2.634e-01;9.560e-01;3.446e-01;2.634e-01;9.559e-01;1.647e-03;1.259e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.055554000;9.559e-01;3.296e-01;2.518e-01;3.448e-01;2.634e-01;9.560e-01;3.448e-01;2.634e-01;9.559e-01;1.648e-03;1.259e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.056454000;9.559e-01;3.296e-01;2.520e-01;3.448e-01;2.636e-01;9.560e-01;3.448e-01;2.636e-01;9.559e-01;1.648e-03;1.260e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.059454000;9.559e-01;3.302e-01;2.522e-01;3.454e-01;2.638e-01;9.560e-01;3.454e-01;2.638e-01;9.559e-01;1.651e-03;1.261e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.064454000;9.560e-01;3.308e-01;2.524e-01;3.460e-01;2.640e-01;9.560e-01;3.460e-01;2.642e-01;9.560e-01;1.654e-03;1.262e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.065454000;9.560e-01;3.308e-01;2.526e-01;3.460e-01;2.642e-01;9.560e-01;3.462e-01;2.642e-01;9.560e-01;1.654e-03;1.263e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.071454000;9.560e-01;3.314e-01;2.528e-01;3.467e-01;2.644e-01;9.561e-01;3.466e-01;2.644e-01;9.560e-01;1.657e-03;1.264e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.072454000;9.560e-01;3.316e-01;2.528e-01;3.469e-01;2.644e-01;9.561e-01;3.468e-01;2.644e-01;9.560e-01;1.658e-03;1.264e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.078454000;9.560e-01;3.320e-01;2.528e-01;3.473e-01;2.644e-01;9.561e-01;3.473e-01;2.646e-01;9.560e-01;1.660e-03;1.264e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.093454000;9.560e-01;3.326e-01;2.530e-01;3.479e-01;2.646e-01;9.561e-01;3.479e-01;2.646e-01;9.560e-01;1.663e-03;1.265e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.098454000;9.560e-01;3.326e-01;2.530e-01;3.479e-01;2.646e-01;9.561e-01;3.479e-01;2.648e-01;9.560e-01;1.663e-03;1.265e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.104454000;9.561e-01;3.328e-01;2.532e-01;3.481e-01;2.648e-01;9.561e-01;3.481e-01;2.648e-01;9.561e-01;1.664e-03;1.266e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.123454000;9.561e-01;3.328e-01;2.532e-01;3.481e-01;2.648e-01;9.561e-01;3.483e-01;2.648e-01;9.561e-01;1.664e-03;1.266e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.124454000;9.561e-01;3.330e-01;2.532e-01;3.483e-01;2.648e-01;9.561e-01;3.483e-01;2.648e-01;9.561e-01;1.665e-03;1.266e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.303454000;9.562e-01;3.330e-01;2.540e-01;3.483e-01;2.656e-01;9.562e-01;3.482e-01;2.656e-01;9.562e-01;1.665e-03;1.270e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.383454000;9.562e-01;3.330e-01;2.544e-01;3.483e-01;2.661e-01;9.562e-01;3.482e-01;2.660e-01;9.562e-01;1.665e-03;1.272e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.442454000;9.562e-01;3.330e-01;2.544e-01;3.483e-01;2.661e-01;9.563e-01;3.482e-01;2.660e-01;9.562e-01;1.665e-03;1.272e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.452454000;9.562e-01;3.330e-01;2.544e-01;3.483e-01;2.661e-01;9.563e-01;3.482e-01;2.662e-01;9.562e-01;1.665e-03;1.272e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.474454000;9.562e-01;3.330e-01;2.546e-01;3.483e-01;2.663e-01;9.563e-01;3.482e-01;2.662e-01;9.562e-01;1.665e-03;1.273e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
30.723454000;9.562e-01;3.330e-01;2.546e-01;3.483e-01;2.663e-01;9.563e-01;3.482e-01;2.662e-01;9.562e-01;1.665e-03;1.273e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
31.020454000;9.562e-01;3.330e-01;2.542e-01;3.483e-01;2.659e-01;9.562e-01;3.482e-01;2.658e-01;9.562e-01;1.665e-03;1.271e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
31.034454000;9.562e-01;3.330e-01;2.540e-01;3.483e-01;2.656e-01;9.562e-01;3.482e-01;2.658e-01;9.562e-01;1.665e-03;1.270e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
31.194454000;9.561e-01;3.330e-01;2.536e-01;3.483e-01;2.652e-01;9.562e-01;3.483e-01;2.652e-01;9.561e-01;1.665e-03;1.268e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
31.687454000;9.558e-01;3.330e-01;2.510e-01;3.484e-01;2.626e-01;9.559e-01;3.484e-01;2.626e-01;9.558e-01;1.665e-03;1.255e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
31.693454000;9.558e-01;3.330e-01;2.508e-01;3.484e-01;2.624e-01;9.559e-01;3.484e-01;2.626e-01;9.558e-01;1.665e-03;1.254e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
31.749454000;9.558e-01;3.330e-01;2.506e-01;3.484e-01;2.622e-01;9.559e-01;3.484e-01;2.622e-01;9.558e-01;1.665e-03;1.253e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
34.040454000;9.539e-01;3.330e-01;2.322e-01;3.491e-01;2.434e-01;9.540e-01;3.491e-01;2.436e-01;9.539e-01;1.665e-03;1.161e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
34.148454000;9.539e-01;3.330e-01;2.314e-01;3.491e-01;2.426e-01;9.539e-01;3.491e-01;2.428e-01;9.539e-01;1.665e-03;1.157e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
34.349454000;9.537e-01;3.330e-01;2.300e-01;3.492e-01;2.412e-01;9.538e-01;3.491e-01;2.411e-01;9.537e-01;1.665e-03;1.150e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
34.891454000;9.533e-01;3.330e-01;2.264e-01;3.493e-01;2.375e-01;9.534e-01;3.493e-01;2.377e-01;9.533e-01;1.665e-03;1.132e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
35.506454000;9.530e-01;3.330e-01;2.230e-01;3.494e-01;2.340e-01;9.531e-01;3.494e-01;2.342e-01;9.530e-01;1.665e-03;1.115e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
35.588454000;9.530e-01;3.330e-01;2.226e-01;3.494e-01;2.336e-01;9.530e-01;3.494e-01;2.338e-01;9.530e-01;1.665e-03;1.113e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
35.858454000;9.528e-01;3.330e-01;2.214e-01;3.495e-01;2.324e-01;9.529e-01;3.495e-01;2.323e-01;9.528e-01;1.665e-03;1.107e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
36.248454000;9.527e-01;3.330e-01;2.198e-01;3.495e-01;2.307e-01;9.527e-01;3.495e-01;2.309e-01;9.527e-01;1.665e-03;1.099e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
36.303454000;9.527e-01;3.330e-01;2.196e-01;3.495e-01;2.305e-01;9.527e-01;3.495e-01;2.307e-01;9.527e-01;1.665e-03;1.098e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
37.031454000;9.524e-01;3.330e-01;2.174e-01;3.496e-01;2.283e-01;9.525e-01;3.496e-01;2.285e-01;9.524e-01;1.665e-03;1.087e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
37.113454000;9.524e-01;3.330e-01;2.172e-01;3.496e-01;2.281e-01;9.525e-01;3.496e-01;2.283e-01;9.524e-01;1.665e-03;1.086e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
37.199454000;9.524e-01;3.330e-01;2.170e-01;3.496e-01;2.278e-01;9.524e-01;3.496e-01;2.280e-01;9.524e-01;1.665e-03;1.085e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
37.216454000;9.524e-01;3.330e-01;2.170e-01;3.496e-01;2.278e-01;9.524e-01;3.496e-01;2.278e-01;9.524e-01;1.665e-03;1.085e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
37.238454000;9.524e-01;3.330e-01;2.170e-01;3.497e-01;2.279e-01;9.524e-01;3.496e-01;2.278e-01;9.524e-01;1.665e-03;1.085e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
37.488454000;9.523e-01;3.330e-01;2.164e-01;3.497e-01;2.272e-01;9.524e-01;3.497e-01;2.274e-01;9.523e-01;1.665e-03;1.082e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
38.393454000;9.522e-01;3.330e-01;2.152e-01;3.497e-01;2.260e-01;9.522e-01;3.497e-01;2.260e-01;9.522e-01;1.665e-03;1.076e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
38.793454000;9.522e-01;3.330e-01;2.148e-01;3.497e-01;2.256e-01;9.522e-01;3.497e-01;2.258e-01;9.522e-01;1.665e-03;1.074e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
38.851454000;9.522e-01;3.330e-01;2.148e-01;3.497e-01;2.256e-01;9.522e-01;3.497e-01;2.256e-01;9.522e-01;1.665e-03;1.074e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
39.053454000;9.521e-01;3.330e-01;2.148e-01;3.497e-01;2.256e-01;9.522e-01;3.497e-01;2.256e-01;9.521e-01;1.665e-03;1.074e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
41.227454000;9.521e-01;3.330e-01;2.146e-01;3.497e-01;2.254e-01;9.522e-01;3.497e-01;2.256e-01;9.521e-01;1.665e-03;1.073e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
45.794454000;9.523e-01;3.330e-01;2.158e-01;3.497e-01;2.266e-01;9.523e-01;3.497e-01;2.268e-01;9.523e-01;1.665e-03;1.079e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
46.096454000;9.523e-01;3.330e-01;2.160e-01;3.497e-01;2.268e-01;9.523e-01;3.497e-01;2.268e-01;9.523e-01;1.665e-03;1.080e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
100.000000000;9.523e-01;3.330e-01;2.160e-01;3.497e-01;2.268e-01;9.523e-01;3.497e-01;2.268e-01;9.523e-01;1.665e-03;1.080e-03;5.000e+01;1.000e+01;3.330e-01;2.160e-01;5.000e+01
