time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_VoltageInjTerminal;Bess_GEN_ActiveCurrentInjTerminal;Bess_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;6.667e-01;-0.000e+00;6.383e-01;0.000e+00;1.044e+00;1.055e+00;6.535e-01;3.225e-02;1.044e+00;4.000e-01;-0.000e+00;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000512;1.044e+00;6.666e-01;-2.833e-04;6.383e-01;-2.713e-04;1.044e+00;1.055e+00;6.535e-01;3.198e-02;1.044e+00;4.000e-01;-1.700e-04;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.001024;1.044e+00;6.665e-01;-5.533e-04;6.383e-01;-5.299e-04;1.044e+00;1.055e+00;6.535e-01;3.173e-02;1.044e+00;3.999e-01;-3.320e-04;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.001536;1.044e+00;6.665e-01;-8.100e-04;6.383e-01;-7.757e-04;1.044e+00;1.055e+00;6.535e-01;3.148e-02;1.044e+00;3.999e-01;-4.860e-04;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.002048;1.044e+00;6.664e-01;-1.055e-03;6.383e-01;-1.010e-03;1.044e+00;1.055e+00;6.535e-01;3.126e-02;1.044e+00;3.998e-01;-6.330e-04;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.002560;1.044e+00;6.664e-01;-1.285e-03;6.383e-01;-1.231e-03;1.044e+00;1.055e+00;6.535e-01;3.104e-02;1.044e+00;3.998e-01;-7.710e-04;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.003072;1.044e+00;6.663e-01;-1.503e-03;6.382e-01;-1.440e-03;1.044e+00;1.055e+00;6.535e-01;3.083e-02;1.044e+00;3.998e-01;-9.020e-04;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.003584;1.044e+00;6.663e-01;-1.707e-03;6.382e-01;-1.635e-03;1.043e+00;1.055e+00;6.535e-01;3.064e-02;1.044e+00;3.998e-01;-1.024e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.004096;1.044e+00;6.662e-01;-1.898e-03;6.382e-01;-1.819e-03;1.043e+00;1.055e+00;6.535e-01;3.046e-02;1.044e+00;3.997e-01;-1.139e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.004608;1.044e+00;6.662e-01;-2.078e-03;6.382e-01;-1.991e-03;1.043e+00;1.055e+00;6.535e-01;3.029e-02;1.044e+00;3.997e-01;-1.247e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
