time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;-6.660e-01;7.925e-10;-6.660e-01;2.720e-09;1.000e+00;-6.660e-01;1.255e-09;1.000e+00;-3.330e-03;-0.000e+00;1.000e+01;-6.660e-01;9.000e-05
0.000001000;1.000e+00;-6.660e-01;7.405e-10;-6.660e-01;2.799e-09;1.000e+00;-6.660e-01;1.229e-09;1.000e+00;-3.330e-03;-0.000e+00;1.000e+01;-6.660e-01;9.000e-05
19.999996000;1.000e+00;-6.660e-01;-1.574e-09;-6.660e-01;-2.444e-09;1.000e+00;-6.660e-01;4.927e-09;1.000e+00;-3.330e-03;-0.000e+00;1.000e+01;-6.660e-01;9.001e-05
19.999996000;1.000e+00;-6.660e-01;-1.744e-09;-6.660e-01;-2.138e-09;1.000e+00;-6.660e-01;5.062e-09;1.000e+00;-3.330e-03;-0.000e+00;1.000e+01;-6.660e-01;-1.071e-02
20.000124000;1.000e+00;-6.660e-01;-2.604e-09;-6.660e-01;-7.553e-11;1.000e+00;-6.660e-01;5.287e-09;1.000e+00;-3.330e-03;-0.000e+00;1.000e+01;-6.660e-01;-1.071e-02
20.000252000;1.000e+00;-6.660e-01;-2.000e-04;-6.660e-01;-2.000e-04;9.999e-01;-6.660e-01;5.248e-09;1.000e+00;-3.330e-03;-1.000e-06;1.000e+01;-6.660e-01;-1.071e-02
20.000508000;9.999e-01;-6.660e-01;-2.000e-04;-6.661e-01;-2.000e-04;9.999e-01;-6.661e-01;-2.000e-04;9.999e-01;-3.330e-03;-1.000e-06;1.000e+01;-6.660e-01;-1.071e-02
20.000764000;9.999e-01;-6.660e-01;-4.000e-04;-6.661e-01;-4.001e-04;9.999e-01;-6.661e-01;-4.001e-04;9.999e-01;-3.330e-03;-2.000e-06;1.000e+01;-6.660e-01;-1.071e-02
20.001276000;9.998e-01;-6.658e-01;-6.000e-04;-6.659e-01;-6.001e-04;9.998e-01;-6.659e-01;-6.001e-04;9.998e-01;-3.329e-03;-3.000e-06;1.000e+01;-6.660e-01;-1.071e-02
20.001737000;9.997e-01;-6.658e-01;-8.000e-04;-6.660e-01;-8.002e-04;9.997e-01;-6.660e-01;-8.002e-04;9.997e-01;-3.329e-03;-4.000e-06;1.000e+01;-6.660e-01;-1.071e-02
