time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_AVRSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;-6.667e-01;-6.667e-02;-6.383e-01;-6.383e-02;1.044e+00;-4.000e-01;-4.000e-02;1.000e+01;-6.231e-01;4.678e-02;1.028e+00;5.000e+01;5.000e+01
20.000508000;1.044e+00;-6.667e-01;-6.667e-02;-6.383e-01;-6.383e-02;1.044e+00;-4.000e-01;-4.000e-02;1.000e+01;-6.231e-01;4.678e-02;1.028e+00;5.000e+01;5.000e+01
20.001020000;1.044e+00;-6.667e-01;-6.667e-02;-6.383e-01;-6.383e-02;1.044e+00;-4.000e-01;-4.000e-02;1.000e+01;-6.231e-01;4.677e-02;1.028e+00;5.000e+01;5.000e+01
20.002020000;1.044e+00;-6.667e-01;-6.666e-02;-6.383e-01;-6.382e-02;1.044e+00;-4.000e-01;-4.000e-02;1.000e+01;-6.231e-01;4.677e-02;1.028e+00;5.000e+01;5.000e+01
20.010020000;1.044e+00;-6.667e-01;-6.652e-02;-6.383e-01;-6.368e-02;1.044e+00;-4.000e-01;-3.991e-02;1.000e+01;-6.231e-01;4.663e-02;1.028e+00;5.000e+01;5.000e+01
20.011020000;1.045e+00;-6.667e-01;-6.649e-02;-6.383e-01;-6.366e-02;1.045e+00;-4.000e-01;-3.989e-02;1.000e+01;-6.231e-01;4.660e-02;1.028e+00;5.000e+01;5.000e+01
20.013020000;1.045e+00;-6.667e-01;-6.643e-02;-6.383e-01;-6.360e-02;1.045e+00;-4.000e-01;-3.986e-02;1.000e+01;-6.231e-01;4.655e-02;1.028e+00;5.000e+01;5.000e+01
20.016020000;1.045e+00;-6.667e-01;-6.634e-02;-6.383e-01;-6.351e-02;1.045e+00;-4.000e-01;-3.980e-02;1.000e+01;-6.231e-01;4.645e-02;1.028e+00;5.000e+01;5.000e+01
20.018020000;1.045e+00;-6.667e-01;-6.627e-02;-6.383e-01;-6.344e-02;1.045e+00;-4.000e-01;-3.976e-02;1.000e+01;-6.231e-01;4.639e-02;1.028e+00;5.000e+01;5.000e+01
20.019020000;1.045e+00;-6.668e-01;-6.623e-02;-6.383e-01;-6.341e-02;1.045e+00;-4.001e-01;-3.974e-02;1.000e+01;-6.231e-01;4.636e-02;1.028e+00;5.000e+01;5.000e+01
20.022020000;1.045e+00;-6.668e-01;-6.613e-02;-6.383e-01;-6.330e-02;1.045e+00;-4.001e-01;-3.968e-02;1.000e+01;-6.231e-01;4.625e-02;1.028e+00;5.000e+01;5.000e+01
20.030020000;1.045e+00;-6.668e-01;-6.583e-02;-6.383e-01;-6.301e-02;1.045e+00;-4.001e-01;-3.950e-02;1.000e+01;-6.231e-01;4.596e-02;1.028e+00;5.000e+01;5.000e+01
20.031020000;1.045e+00;-6.668e-01;-6.579e-02;-6.383e-01;-6.297e-02;1.045e+00;-4.001e-01;-3.947e-02;1.000e+01;-6.230e-01;4.592e-02;1.028e+00;5.000e+01;5.000e+01
20.035020000;1.045e+00;-6.668e-01;-6.563e-02;-6.383e-01;-6.282e-02;1.045e+00;-4.001e-01;-3.938e-02;1.000e+01;-6.230e-01;4.577e-02;1.028e+00;5.000e+01;5.000e+01
