time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;NetworkFrequencyPu
0.000000000;1.044e+00;-6.667e-01;0.000e+00;-6.383e-01;0.000e+00;1.044e+00;-4.000e-01;0.000e+00;5.000e+01;1.000e+01;-6.666e-01;9.960e-03;9.960e-03;-6.382e-01;-9.537e-03;5.000e+01
0.036024000;1.044e+00;-6.667e-01;-0.000e+00;-6.383e-01;-0.000e+00;1.044e+00;-4.000e-01;-0.000e+00;5.000e+01;1.000e+01;-6.666e-01;9.960e-03;9.960e-03;-6.382e-01;-9.537e-03;5.000e+01
0.037024000;1.044e+00;-6.667e-01;-0.000e+00;-6.383e-01;-0.000e+00;1.044e+00;-4.000e-01;-0.000e+00;5.000e+01;1.000e+01;-6.666e-01;9.960e-03;9.960e-03;-6.382e-01;-9.536e-03;5.000e+01
1.569024000;1.044e+00;-6.667e-01;-0.000e+00;-6.383e-01;-0.000e+00;1.044e+00;-4.000e-01;-0.000e+00;5.000e+01;1.000e+01;-6.666e-01;9.960e-03;9.960e-03;-6.382e-01;-9.536e-03;5.000e+01
1.570024000;1.044e+00;-6.667e-01;-0.000e+00;-6.383e-01;-0.000e+00;1.044e+00;-4.000e-01;-0.000e+00;5.000e+01;1.000e+01;-6.666e-01;9.960e-03;9.960e-03;-6.382e-01;-9.537e-03;5.000e+01
20.002020000;1.044e+00;-6.667e-01;0.000e+00;-6.383e-01;0.000e+00;1.044e+00;-4.000e-01;0.000e+00;5.000e+01;1.000e+01;-6.666e-01;9.960e-03;9.960e-03;-6.382e-01;-9.537e-03;5.000e+01
20.003020000;1.044e+00;-6.667e-01;0.000e+00;-6.383e-01;0.000e+00;1.044e+00;-4.000e-01;0.000e+00;5.001e+01;1.000e+01;-6.666e-01;9.960e-03;9.960e-03;-6.382e-01;-9.537e-03;5.001e+01
20.007020000;1.044e+00;-6.667e-01;0.000e+00;-6.383e-01;0.000e+00;1.044e+00;-4.000e-01;0.000e+00;5.001e+01;1.000e+01;-6.666e-01;9.960e-03;9.960e-03;-6.382e-01;-9.537e-03;5.001e+01
20.008020000;1.044e+00;-6.667e-01;0.000e+00;-6.383e-01;0.000e+00;1.044e+00;-4.000e-01;0.000e+00;5.002e+01;1.000e+01;-6.666e-01;9.960e-03;9.960e-03;-6.382e-01;-9.537e-03;5.002e+01
20.012020000;1.044e+00;-6.667e-01;0.000e+00;-6.383e-01;0.000e+00;1.044e+00;-4.000e-01;0.000e+00;5.002e+01;1.000e+01;-6.666e-01;9.960e-03;9.960e-03;-6.382e-01;-9.537e-03;5.002e+01
