time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Bess_GEN_VoltageInjTerminal;Bess_GEN_ActiveCurrentInjTerminal;Bess_GEN_ReactiveCurrentInjTerminal;Bess_GEN_ActivePowerControlledPu;Bess_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;-6.660e-01;-0.000e+00;-6.660e-01;-0.000e+00;9.908e-01;-6.655e-01;2.685e-02;-6.594e-01;2.660e-02;1.000e+00;-3.330e-03;-0.000e+00;-6.593e-01;2.661e-02
29.999994;1.000e+00;-6.660e-01;1.095e-06;-6.660e-01;3.303e-07;9.908e-01;-6.655e-01;2.685e-02;-6.594e-01;2.660e-02;1.000e+00;-3.331e-03;1.245e-07;-6.593e-01;2.661e-02
29.999995;3.832e-01;-2.552e-01;1.095e-06;-6.660e-01;3.303e-07;3.753e-01;-6.624e-01;7.087e-02;-2.486e-01;2.660e-02;3.832e-01;-1.277e-03;1.245e-07;-6.593e-01;2.661e-02
30.000002;3.832e-01;-2.552e-01;1.095e-06;-6.660e-01;3.301e-07;3.753e-01;-6.624e-01;7.088e-02;-2.486e-01;2.660e-02;3.832e-01;-1.277e-03;1.242e-07;-6.593e-01;2.661e-02
30.001063;3.817e-01;-2.546e-01;-4.399e-03;-6.671e-01;-1.153e-02;3.731e-01;-6.647e-01;5.950e-02;-2.480e-01;2.220e-02;3.817e-01;-1.274e-03;-2.191e-05;-6.593e-01;2.661e-02
30.002023;3.816e-01;-2.558e-01;-4.399e-03;-6.704e-01;-1.153e-02;3.730e-01;-6.681e-01;6.059e-02;-2.492e-01;2.260e-02;3.816e-01;-1.280e-03;-2.195e-05;-6.593e-01;2.661e-02
30.003047;3.826e-01;-2.590e-01;-5.989e-04;-6.770e-01;-1.568e-03;3.745e-01;-6.734e-01;7.156e-02;-2.522e-01;2.680e-02;3.826e-01;-1.296e-03;-2.980e-06;-6.593e-01;2.661e-02
30.004110;3.844e-01;-2.640e-01;6.401e-03;-6.867e-01;1.665e-02;3.774e-01;-6.804e-01;9.220e-02;-2.568e-01;3.480e-02;3.844e-01;-1.321e-03;3.198e-05;-6.593e-01;2.661e-02
30.004455;3.852e-01;-2.658e-01;9.401e-03;-6.900e-01;2.440e-02;3.786e-01;-6.830e-01;1.004e-01;-2.586e-01;3.800e-02;3.852e-01;-1.330e-03;4.697e-05;-6.593e-01;2.661e-02
30.004570;3.855e-01;-2.666e-01;1.040e-02;-6.916e-01;2.698e-02;3.790e-01;-6.844e-01;1.029e-01;-2.594e-01;3.900e-02;3.855e-01;-1.334e-03;5.197e-05;-6.593e-01;2.661e-02
