time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_VoltageInjTerminal;Bess_GEN_ActiveCurrentInjTerminal;Bess_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;6.667e-01;0.000e+00;6.383e-01;0.000e+00;1.044e+00;1.055e+00;6.535e-01;3.225e-02;1.044e+00;4.000e-01;0.000e+00;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000256;1.044e+00;6.667e-01;-1.450e-04;6.383e-01;-1.388e-04;1.044e+00;1.055e+00;6.535e-01;3.211e-02;1.044e+00;4.000e-01;-8.700e-05;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000512;1.044e+00;6.666e-01;-2.850e-04;6.383e-01;-2.729e-04;1.044e+00;1.055e+00;6.535e-01;3.198e-02;1.044e+00;4.000e-01;-1.710e-04;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.002048;1.044e+00;6.666e-01;-1.060e-03;6.383e-01;-1.015e-03;1.044e+00;1.055e+00;6.535e-01;3.124e-02;1.044e+00;4.000e-01;-6.360e-04;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.002560;1.044e+00;6.666e-01;-1.292e-03;6.383e-01;-1.237e-03;1.044e+00;1.055e+00;6.535e-01;3.102e-02;1.044e+00;3.999e-01;-7.750e-04;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.003072;1.044e+00;6.666e-01;-1.512e-03;6.382e-01;-1.447e-03;1.044e+00;1.055e+00;6.535e-01;3.082e-02;1.044e+00;3.999e-01;-9.070e-04;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.003584;1.044e+00;6.665e-01;-1.720e-03;6.382e-01;-1.647e-03;1.044e+00;1.055e+00;6.535e-01;3.062e-02;1.044e+00;3.999e-01;-1.032e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.005120;1.044e+00;6.665e-01;-2.278e-03;6.382e-01;-2.182e-03;1.044e+00;1.055e+00;6.535e-01;3.009e-02;1.044e+00;3.999e-01;-1.367e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.006144;1.044e+00;6.665e-01;-2.600e-03;6.382e-01;-2.490e-03;1.044e+00;1.055e+00;6.535e-01;2.978e-02;1.044e+00;3.999e-01;-1.560e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.006656;1.044e+00;6.665e-01;-2.748e-03;6.382e-01;-2.632e-03;1.043e+00;1.055e+00;6.535e-01;2.964e-02;1.044e+00;3.999e-01;-1.649e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.008362;1.044e+00;6.665e-01;-3.180e-03;6.382e-01;-3.045e-03;1.043e+00;1.055e+00;6.535e-01;2.924e-02;1.044e+00;3.999e-01;-1.908e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.008874;1.044e+00;6.664e-01;-3.293e-03;6.382e-01;-3.154e-03;1.043e+00;1.055e+00;6.535e-01;2.913e-02;1.044e+00;3.999e-01;-1.976e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.010774;1.044e+00;6.664e-01;-3.660e-03;6.382e-01;-3.505e-03;1.043e+00;1.055e+00;6.535e-01;2.878e-02;1.044e+00;3.999e-01;-2.196e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.012574;1.044e+00;6.664e-01;-3.937e-03;6.382e-01;-3.770e-03;1.043e+00;1.055e+00;6.535e-01;2.852e-02;1.044e+00;3.999e-01;-2.362e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.013474;1.044e+00;6.664e-01;-4.052e-03;6.382e-01;-3.880e-03;1.043e+00;1.055e+00;6.536e-01;2.841e-02;1.044e+00;3.999e-01;-2.431e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.014374;1.044e+00;6.664e-01;-4.155e-03;6.382e-01;-3.979e-03;1.043e+00;1.055e+00;6.536e-01;2.831e-02;1.044e+00;3.998e-01;-2.493e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.015274;1.044e+00;6.664e-01;-4.245e-03;6.382e-01;-4.065e-03;1.043e+00;1.055e+00;6.536e-01;2.823e-02;1.044e+00;3.998e-01;-2.547e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.016174;1.044e+00;6.664e-01;-4.327e-03;6.382e-01;-4.143e-03;1.043e+00;1.055e+00;6.536e-01;2.815e-02;1.044e+00;3.998e-01;-2.596e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.017074;1.044e+00;6.664e-01;-4.397e-03;6.382e-01;-4.210e-03;1.043e+00;1.055e+00;6.536e-01;2.808e-02;1.044e+00;3.999e-01;-2.638e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.020674;1.044e+00;6.664e-01;-4.602e-03;6.382e-01;-4.407e-03;1.043e+00;1.055e+00;6.536e-01;2.789e-02;1.044e+00;3.999e-01;-2.761e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.024274;1.044e+00;6.664e-01;-4.717e-03;6.382e-01;-4.517e-03;1.043e+00;1.055e+00;6.536e-01;2.778e-02;1.044e+00;3.999e-01;-2.830e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.025174;1.044e+00;6.665e-01;-4.735e-03;6.382e-01;-4.535e-03;1.043e+00;1.055e+00;6.536e-01;2.777e-02;1.044e+00;3.999e-01;-2.841e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
