time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;6.667e-01;6.862e-09;6.383e-01;2.064e-09;1.044e+00;1.057e+00;6.530e-01;4.210e-02;1.044e+00;4.000e-01;-8.960e-10;1.000e+01;6.667e-01;6.235e-09;1.044e+00;5.000e+01;5.000e+01
0.000001000;1.044e+00;6.667e-01;6.864e-09;6.383e-01;2.025e-09;1.044e+00;1.057e+00;6.530e-01;4.210e-02;1.044e+00;4.000e-01;-9.011e-10;1.000e+01;6.667e-01;6.153e-09;1.044e+00;5.000e+01;5.000e+01
0.000004000;1.044e+00;6.667e-01;-3.326e-06;6.383e-01;-3.189e-06;1.044e+00;1.057e+00;6.530e-01;4.210e-02;1.044e+00;4.000e-01;-2.001e-06;1.000e+01;6.667e-01;5.939e-09;1.044e+00;5.000e+01;5.000e+01
0.000008000;1.044e+00;6.667e-01;-4.993e-06;6.383e-01;-4.785e-06;1.044e+00;1.057e+00;6.530e-01;4.209e-02;1.044e+00;4.000e-01;-3.001e-06;1.000e+01;6.667e-01;5.806e-09;1.044e+00;5.000e+01;5.000e+01
0.000016000;1.044e+00;6.667e-01;-1.166e-05;6.383e-01;-1.117e-05;1.044e+00;1.057e+00;6.530e-01;4.209e-02;1.044e+00;4.000e-01;-7.001e-06;1.000e+01;6.667e-01;5.658e-09;1.044e+00;5.000e+01;5.000e+01
0.000032000;1.044e+00;6.667e-01;-2.166e-05;6.383e-01;-2.074e-05;1.044e+00;1.057e+00;6.530e-01;4.208e-02;1.044e+00;4.000e-01;-1.300e-05;1.000e+01;6.667e-01;5.494e-09;1.044e+00;5.000e+01;5.000e+01
0.000064000;1.044e+00;6.667e-01;-4.332e-05;6.383e-01;-4.149e-05;1.044e+00;1.057e+00;6.530e-01;4.206e-02;1.044e+00;4.000e-01;-2.600e-05;1.000e+01;6.667e-01;5.320e-09;1.044e+00;5.000e+01;5.000e+01
0.000128000;1.044e+00;6.666e-01;-8.832e-05;6.383e-01;-8.458e-05;1.044e+00;1.057e+00;6.530e-01;4.202e-02;1.044e+00;4.000e-01;-5.300e-05;1.000e+01;6.667e-01;5.138e-09;1.044e+00;5.000e+01;5.000e+01
0.000256000;1.044e+00;6.666e-01;-1.750e-04;6.383e-01;-1.676e-04;1.044e+00;1.056e+00;6.530e-01;4.193e-02;1.044e+00;4.000e-01;-1.050e-04;1.000e+01;6.667e-01;4.948e-09;1.044e+00;5.000e+01;5.000e+01
0.000512000;1.044e+00;6.666e-01;-3.450e-04;6.383e-01;-3.304e-04;1.044e+00;1.056e+00;6.530e-01;4.177e-02;1.044e+00;3.999e-01;-2.070e-04;1.000e+01;6.667e-01;4.752e-09;1.044e+00;5.000e+01;5.000e+01
