time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Bess_GEN_VoltageInjTerminal;Bess_GEN_ActiveCurrentInjTerminal;Bess_GEN_ReactiveCurrentInjTerminal;Bess_GEN_ActivePowerControlledPu;Bess_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;6.660e-01;-2.160e-01;6.660e-01;-2.160e-01;9.980e-01;6.748e-01;-1.870e-01;6.734e-01;-1.866e-01;1.000e+00;3.330e-03;-1.080e-03;6.734e-01;-1.866e-01
29.999994;1.000e+00;6.660e-01;-2.160e-01;6.660e-01;-2.160e-01;9.980e-01;6.748e-01;-1.870e-01;6.734e-01;-1.866e-01;1.000e+00;3.329e-03;-1.080e-03;6.734e-01;-1.866e-01
29.999995;4.314e-07;-1.329e-07;-6.561e-07;-3.182e-08;-3.114e-07;4.331e-02;1.709e-01;6.788e-01;7.400e-03;2.940e-02;8.360e-07;-6.306e-07;-1.862e-07;6.734e-01;-1.866e-01
30.000002;4.313e-07;-1.330e-07;-6.561e-07;-3.190e-08;-3.115e-07;4.331e-02;1.709e-01;6.788e-01;7.400e-03;2.940e-02;8.357e-07;-6.305e-07;-1.861e-07;6.734e-01;-1.866e-01
30.001111;4.152e-07;-1.374e-07;-6.523e-07;-4.142e-08;-3.317e-07;4.345e-02;1.703e-01;6.813e-01;7.400e-03;2.960e-02;7.967e-07;-6.142e-07;-1.730e-07;6.734e-01;-1.866e-01
30.002033;3.995e-07;-1.417e-07;-6.474e-07;-4.819e-08;-3.480e-07;4.358e-02;1.698e-01;6.839e-01;7.400e-03;2.980e-02;7.628e-07;-6.026e-07;-1.633e-07;6.734e-01;-1.866e-01
30.003150;3.774e-07;-1.476e-07;-6.386e-07;-5.487e-08;-3.674e-07;4.381e-02;1.735e-01;6.848e-01;7.600e-03;3.000e-02;7.201e-07;-5.914e-07;-1.530e-07;6.734e-01;-1.866e-01
30.004075;3.569e-07;-1.528e-07;-6.294e-07;-5.942e-08;-3.834e-07;4.402e-02;1.727e-01;6.906e-01;7.600e-03;3.040e-02;6.838e-07;-5.844e-07;-1.452e-07;6.734e-01;-1.866e-01
30.005046;3.334e-07;-1.585e-07;-6.174e-07;-6.318e-08;-4.004e-07;4.427e-02;1.717e-01;6.957e-01;7.600e-03;3.080e-02;6.451e-07;-5.795e-07;-1.376e-07;6.734e-01;-1.866e-01
30.006135;3.050e-07;-1.652e-07;-6.014e-07;-6.608e-08;-4.194e-07;4.467e-02;1.746e-01;6.984e-01;7.800e-03;3.120e-02;6.015e-07;-5.770e-07;-1.292e-07;6.734e-01;-1.866e-01
30.007044;2.804e-07;-1.711e-07;-5.860e-07;-6.745e-08;-4.352e-07;4.491e-02;1.781e-01;7.037e-01;8.000e-03;3.160e-02;5.654e-07;-5.766e-07;-1.222e-07;6.734e-01;-1.866e-01
30.008177;2.489e-07;-1.787e-07;-5.639e-07;-6.762e-08;-4.550e-07;4.501e-02;1.777e-01;7.065e-01;8.000e-03;3.180e-02;5.210e-07;-5.781e-07;-1.132e-07;6.734e-01;-1.866e-01
30.009176;2.211e-07;-1.857e-07;-5.419e-07;-6.676e-08;-4.724e-07;4.532e-02;1.765e-01;7.106e-01;8.000e-03;3.220e-02;4.827e-07;-5.809e-07;-1.051e-07;6.734e-01;-1.866e-01
30.010115;1.955e-07;-1.925e-07;-5.191e-07;-6.540e-08;-4.889e-07;4.577e-02;1.792e-01;7.167e-01;8.200e-03;3.280e-02;4.475e-07;-5.847e-07;-9.746e-08;6.734e-01;-1.866e-01
