time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;-6.660e-01;-0.000e+00;-6.377e-01;-0.000e+00;1.044e+00;-3.330e-03;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.377e-01;-7.901e-05
29.999994000;1.044e+00;-6.660e-01;-0.000e+00;-6.377e-01;-0.000e+00;1.044e+00;-3.330e-03;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.377e-01;-7.900e-05
29.999994000;-4.452e-09;2.140e-10;-0.000e+00;-3.296e-09;0.000e+00;1.952e-09;5.391e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.377e-01;-7.900e-05
30.000002000;-7.005e-09;-1.213e-09;-0.000e+00;-1.269e-09;0.000e+00;2.752e-09;3.613e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.377e-01;-7.900e-05
30.000186000;-1.022e-08;-2.650e-09;-0.000e+00;1.813e-09;0.000e+00;3.239e-09;6.631e-10;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.377e-01;-1.750e-04
30.000544000;-1.156e-08;-3.114e-09;-0.000e+00;3.939e-09;0.000e+00;3.566e-09;-1.126e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.381e-01;-8.480e-04
30.000775000;-1.210e-08;-3.196e-09;-0.000e+00;5.456e-09;0.000e+00;3.878e-09;-2.213e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.386e-01;-1.608e-03
30.001390000;-1.311e-08;-3.066e-09;-0.000e+00;1.657e-08;0.000e+00;4.551e-09;-6.154e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.408e-01;-5.754e-03
30.002030000;-8.728e-09;-5.635e-09;-0.000e+00;2.073e-08;0.000e+00;1.612e-09;-4.928e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.445e-01;-1.518e-02
30.002478000;-3.065e-09;-7.976e-09;-0.000e+00;2.260e-08;0.000e+00;1.628e-11;-2.387e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.479e-01;-2.470e-02
30.003182000;5.324e-09;-9.867e-09;-0.000e+00;2.647e-08;0.000e+00;7.817e-10;1.995e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.548e-01;-4.407e-02
30.003307000;8.012e-09;-8.263e-09;-0.000e+00;2.744e-08;0.000e+00;1.559e-09;3.210e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.562e-01;-4.803e-02
30.004448000;3.606e-09;1.187e-08;-0.000e+00;1.710e-08;0.000e+00;-7.332e-11;-4.627e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.713e-01;-9.083e-02
30.004791000;1.614e-09;1.320e-08;-0.000e+00;1.404e-08;0.000e+00;5.924e-10;-6.385e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.746e-01;-1.058e-01
30.005134000;-8.445e-10;1.380e-08;-0.000e+00;1.116e-08;0.000e+00;1.722e-09;-8.089e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.764e-01;-1.216e-01
30.005358000;-8.772e-09;1.356e-08;-0.000e+00;5.519e-09;0.000e+00;6.287e-09;-1.257e-08;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.768e-01;-1.324e-01
30.006625000;-1.390e-08;1.299e-08;-0.000e+00;2.988e-09;0.000e+00;9.212e-09;-1.319e-08;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.777e-01;-1.918e-01
30.007316000;-1.580e-08;1.235e-08;-0.000e+00;2.004e-09;0.000e+00;9.749e-09;-1.275e-08;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.783e-01;-2.227e-01
30.009625000;-1.998e-08;7.022e-09;-0.000e+00;-7.599e-10;0.000e+00;3.884e-09;-5.002e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.798e-01;-3.183e-01
30.009657000;-1.972e-08;6.699e-09;-0.000e+00;-8.623e-10;0.000e+00;3.164e-09;-4.222e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.799e-01;-3.196e-01
30.012076000;-1.360e-08;1.846e-09;-0.000e+00;-1.944e-09;0.000e+00;-3.430e-09;3.208e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.813e-01;-4.085e-01
30.012998000;-1.215e-08;4.223e-10;-0.000e+00;-1.834e-09;0.000e+00;-3.954e-09;4.554e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.819e-01;-4.396e-01
30.015302000;-1.075e-08;-3.189e-09;-0.000e+00;-4.091e-10;0.000e+00;-6.280e-09;7.089e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.830e-01;-5.115e-01
30.015532000;-1.082e-08;-3.452e-09;-0.000e+00;-1.490e-10;0.000e+00;-6.637e-09;7.322e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.832e-01;-5.182e-01
30.019910000;-1.663e-08;-3.073e-09;-0.000e+00;9.399e-09;0.000e+00;-1.065e-08;1.036e-08;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.851e-01;-6.326e-01
30.020140000;-1.704e-08;-3.014e-09;-0.000e+00;9.824e-09;0.000e+00;-1.058e-08;1.021e-08;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.851e-01;-6.380e-01
30.021062000;-1.806e-08;-2.521e-09;-0.000e+00;1.136e-08;0.000e+00;-1.009e-08;9.141e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.855e-01;-6.588e-01
30.021523000;-1.812e-08;-2.117e-09;-0.000e+00;1.201e-08;0.000e+00;-9.696e-09;8.369e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.857e-01;-6.688e-01
30.021753000;-1.804e-08;-1.884e-09;-0.000e+00;1.229e-08;0.000e+00;-9.457e-09;7.933e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.857e-01;-6.738e-01
30.022675000;-1.716e-08;-9.060e-10;-0.000e+00;1.309e-08;0.000e+00;-8.149e-09;5.899e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.861e-01;-6.930e-01
30.022905000;-1.682e-08;-7.008e-10;-0.000e+00;1.321e-08;0.000e+00;-7.739e-09;5.348e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.861e-01;-6.976e-01
30.023596000;-1.555e-08;-3.258e-10;-0.000e+00;1.329e-08;0.000e+00;-6.261e-09;3.700e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.864e-01;-7.113e-01
30.023827000;-1.506e-08;-2.872e-10;-0.000e+00;1.322e-08;0.000e+00;-5.657e-09;3.168e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.864e-01;-7.157e-01
30.024518000;-1.340e-08;-3.435e-10;-0.000e+00;1.286e-08;0.000e+00;-3.349e-09;1.604e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.867e-01;-7.288e-01
30.025439000;-1.087e-08;-4.927e-10;-0.000e+00;1.256e-08;0.000e+00;8.936e-10;-6.744e-10;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.869e-01;-7.455e-01
30.025900000;-9.536e-09;-5.093e-10;-0.000e+00;1.263e-08;0.000e+00;3.317e-09;-2.025e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.871e-01;-7.536e-01
30.026131000;-8.870e-09;-4.709e-10;-0.000e+00;1.273e-08;0.000e+00;4.553e-09;-2.768e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.871e-01;-7.576e-01
30.027283000;-6.113e-09;5.408e-10;-0.000e+00;1.379e-08;0.000e+00;1.051e-08;-6.926e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.875e-01;-7.767e-01
30.027974000;-5.141e-09;1.816e-09;-0.000e+00;1.457e-08;0.000e+00;1.364e-08;-9.330e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.876e-01;-7.877e-01
30.028435000;-4.739e-09;2.940e-09;-0.000e+00;1.503e-08;0.000e+00;1.542e-08;-1.063e-08;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.878e-01;-7.948e-01
30.030047000;-4.233e-09;7.598e-09;-0.000e+00;1.500e-08;0.000e+00;1.993e-08;-1.236e-08;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.881e-01;-8.185e-01
30.030508000;-4.301e-09;8.746e-09;-0.000e+00;1.454e-08;0.000e+00;2.086e-08;-1.217e-08;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.883e-01;-8.249e-01
30.031430000;-4.534e-09;1.024e-08;-0.000e+00;1.326e-08;0.000e+00;2.222e-08;-1.149e-08;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.885e-01;-8.373e-01
30.032351000;-5.001e-09;1.052e-08;-0.000e+00;1.136e-08;0.000e+00;2.284e-08;-1.065e-08;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.887e-01;-8.491e-01
30.032812000;-5.413e-09;1.036e-08;-0.000e+00;1.026e-08;0.000e+00;2.282e-08;-1.025e-08;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.887e-01;-8.548e-01
30.036038000;-6.994e-09;6.730e-09;-0.000e+00;2.280e-09;0.000e+00;1.420e-08;-9.042e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.894e-01;-8.913e-01
30.037190000;-5.032e-09;6.178e-09;-0.000e+00;1.149e-09;0.000e+00;8.018e-09;-8.980e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.895e-01;-9.030e-01
30.037881000;-3.344e-09;5.705e-09;-0.000e+00;7.875e-10;0.000e+00;3.990e-09;-8.649e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.897e-01;-9.097e-01
30.038342000;-2.155e-09;5.110e-09;-0.000e+00;4.820e-10;0.000e+00;1.381e-09;-8.303e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.897e-01;-9.140e-01
30.039263000;3.064e-10;3.237e-09;-0.000e+00;-5.823e-10;0.000e+00;-3.339e-09;-7.317e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.899e-01;-9.224e-01
30.041107000;5.329e-09;-8.796e-10;-0.000e+00;-3.976e-09;0.000e+00;-9.593e-09;-6.712e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.901e-01;-9.381e-01
30.041337000;5.952e-09;-1.304e-09;-0.000e+00;-4.432e-09;0.000e+00;-1.007e-08;-6.908e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.902e-01;-9.399e-01
30.043871000;9.808e-09;-3.834e-09;-0.000e+00;-6.334e-09;0.000e+00;-1.193e-08;-8.448e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.905e-01;-9.590e-01
30.046360000;1.450e-08;-6.229e-09;-0.000e+00;-5.593e-09;0.000e+00;-1.203e-08;-9.350e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.908e-01;-9.755e-01
30.047208000;3.137e-08;-1.193e-08;-0.000e+00;-2.858e-10;0.000e+00;-6.086e-09;-1.686e-09;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.908e-01;-9.806e-01
30.047464000;3.159e-08;-1.182e-08;-0.000e+00;-2.569e-10;0.000e+00;-5.929e-09;-9.714e-10;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.909e-01;-9.822e-01
30.048232000;3.172e-08;-1.141e-08;-0.000e+00;-2.774e-10;0.000e+00;-5.656e-09;5.881e-10;-0.000e+00;1.000e+01;-6.660e-01;8.300e-05;8.300e-05;-6.909e-01;-9.866e-01
