time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu
20.022780000;1.010e+00;-6.712e-01;3.200e-02;-6.643e-01;3.167e-02;1.010e+00;-6.643e-01;3.167e-02;1.010e+00;-3.356e-03;1.600e-04;1.000e+01;-6.660e-01
20.023292000;1.011e+00;-6.712e-01;3.220e-02;-6.642e-01;3.186e-02;1.011e+00;-6.642e-01;3.206e-02;1.011e+00;-3.356e-03;1.610e-04;1.000e+01;-6.660e-01
20.024828000;1.011e+00;-6.712e-01;3.300e-02;-6.640e-01;3.265e-02;1.011e+00;-6.640e-01;3.284e-02;1.011e+00;-3.356e-03;1.650e-04;1.000e+01;-6.660e-01
20.025340000;1.011e+00;-6.710e-01;3.340e-02;-6.637e-01;3.304e-02;1.011e+00;-6.637e-01;3.304e-02;1.011e+00;-3.355e-03;1.670e-04;1.000e+01;-6.660e-01
20.028412000;1.011e+00;-6.710e-01;3.480e-02;-6.634e-01;3.441e-02;1.011e+00;-6.634e-01;3.441e-02;1.011e+00;-3.355e-03;1.740e-04;1.000e+01;-6.660e-01
20.028924000;1.011e+00;-6.708e-01;3.500e-02;-6.632e-01;3.460e-02;1.011e+00;-6.632e-01;3.460e-02;1.011e+00;-3.354e-03;1.750e-04;1.000e+01;-6.660e-01
20.029436000;1.012e+00;-6.708e-01;3.520e-02;-6.631e-01;3.480e-02;1.012e+00;-6.631e-01;3.480e-02;1.012e+00;-3.354e-03;1.760e-04;1.000e+01;-6.660e-01
20.030948000;1.012e+00;-6.708e-01;3.560e-02;-6.630e-01;3.519e-02;1.012e+00;-6.630e-01;3.538e-02;1.012e+00;-3.354e-03;1.780e-04;1.000e+01;-6.660e-01
20.031848000;1.012e+00;-6.706e-01;3.600e-02;-6.627e-01;3.558e-02;1.012e+00;-6.627e-01;3.558e-02;1.012e+00;-3.353e-03;1.800e-04;1.000e+01;-6.660e-01
20.032748000;1.012e+00;-6.706e-01;3.620e-02;-6.627e-01;3.577e-02;1.012e+00;-6.627e-01;3.577e-02;1.012e+00;-3.353e-03;1.810e-04;1.000e+01;-6.660e-01
20.033648000;1.012e+00;-6.704e-01;3.640e-02;-6.624e-01;3.597e-02;1.012e+00;-6.624e-01;3.597e-02;1.012e+00;-3.352e-03;1.820e-04;1.000e+01;-6.660e-01
20.035448000;1.012e+00;-6.704e-01;3.680e-02;-6.623e-01;3.636e-02;1.012e+00;-6.623e-01;3.655e-02;1.012e+00;-3.352e-03;1.840e-04;1.000e+01;-6.660e-01
20.036348000;1.012e+00;-6.702e-01;3.700e-02;-6.621e-01;3.655e-02;1.012e+00;-6.621e-01;3.675e-02;1.012e+00;-3.351e-03;1.850e-04;1.000e+01;-6.660e-01
20.037248000;1.012e+00;-6.702e-01;3.720e-02;-6.620e-01;3.675e-02;1.012e+00;-6.620e-01;3.675e-02;1.012e+00;-3.351e-03;1.860e-04;1.000e+01;-6.660e-01
20.038148000;1.012e+00;-6.700e-01;3.740e-02;-6.618e-01;3.694e-02;1.012e+00;-6.618e-01;3.694e-02;1.012e+00;-3.350e-03;1.870e-04;1.000e+01;-6.660e-01
20.039048000;1.012e+00;-6.700e-01;3.760e-02;-6.617e-01;3.714e-02;1.012e+00;-6.617e-01;3.714e-02;1.012e+00;-3.350e-03;1.880e-04;1.000e+01;-6.660e-01
20.039948000;1.013e+00;-6.698e-01;3.760e-02;-6.615e-01;3.713e-02;1.013e+00;-6.615e-01;3.733e-02;1.013e+00;-3.349e-03;1.880e-04;1.000e+01;-6.660e-01
20.040848000;1.013e+00;-6.698e-01;3.780e-02;-6.615e-01;3.733e-02;1.013e+00;-6.615e-01;3.733e-02;1.013e+00;-3.349e-03;1.890e-04;1.000e+01;-6.660e-01
20.041748000;1.013e+00;-6.696e-01;3.800e-02;-6.612e-01;3.753e-02;1.013e+00;-6.612e-01;3.753e-02;1.013e+00;-3.348e-03;1.900e-04;1.000e+01;-6.660e-01
20.042648000;1.013e+00;-6.696e-01;3.800e-02;-6.612e-01;3.752e-02;1.013e+00;-6.612e-01;3.772e-02;1.013e+00;-3.348e-03;1.900e-04;1.000e+01;-6.660e-01
20.043548000;1.013e+00;-6.694e-01;3.820e-02;-6.610e-01;3.772e-02;1.013e+00;-6.610e-01;3.772e-02;1.013e+00;-3.347e-03;1.910e-04;1.000e+01;-6.660e-01
20.044448000;1.013e+00;-6.694e-01;3.820e-02;-6.610e-01;3.772e-02;1.013e+00;-6.610e-01;3.792e-02;1.013e+00;-3.347e-03;1.910e-04;1.000e+01;-6.660e-01
20.045348000;1.013e+00;-6.692e-01;3.820e-02;-6.607e-01;3.772e-02;1.013e+00;-6.607e-01;3.791e-02;1.013e+00;-3.346e-03;1.910e-04;1.000e+01;-6.660e-01
20.047148000;1.013e+00;-6.692e-01;3.840e-02;-6.607e-01;3.791e-02;1.013e+00;-6.607e-01;3.811e-02;1.013e+00;-3.346e-03;1.920e-04;1.000e+01;-6.660e-01
20.048048000;1.013e+00;-6.690e-01;3.860e-02;-6.605e-01;3.811e-02;1.013e+00;-6.605e-01;3.811e-02;1.013e+00;-3.345e-03;1.930e-04;1.000e+01;-6.660e-01
20.048948000;1.013e+00;-6.690e-01;3.860e-02;-6.604e-01;3.811e-02;1.013e+00;-6.604e-01;3.811e-02;1.013e+00;-3.345e-03;1.930e-04;1.000e+01;-6.660e-01
20.049848000;1.013e+00;-6.688e-01;3.860e-02;-6.602e-01;3.811e-02;1.013e+00;-6.602e-01;3.830e-02;1.013e+00;-3.344e-03;1.930e-04;1.000e+01;-6.660e-01
20.050748000;1.013e+00;-6.688e-01;3.860e-02;-6.602e-01;3.810e-02;1.013e+00;-6.602e-01;3.830e-02;1.013e+00;-3.344e-03;1.930e-04;1.000e+01;-6.660e-01
20.051648000;1.013e+00;-6.686e-01;3.880e-02;-6.600e-01;3.830e-02;1.013e+00;-6.600e-01;3.830e-02;1.013e+00;-3.343e-03;1.940e-04;1.000e+01;-6.660e-01
20.053448000;1.013e+00;-6.686e-01;3.880e-02;-6.600e-01;3.830e-02;1.013e+00;-6.600e-01;3.850e-02;1.013e+00;-3.343e-03;1.940e-04;1.000e+01;-6.660e-01
20.054348000;1.013e+00;-6.684e-01;3.880e-02;-6.598e-01;3.830e-02;1.013e+00;-6.598e-01;3.850e-02;1.013e+00;-3.342e-03;1.940e-04;1.000e+01;-6.660e-01
20.055248000;1.013e+00;-6.684e-01;3.880e-02;-6.597e-01;3.830e-02;1.013e+00;-6.597e-01;3.850e-02;1.013e+00;-3.342e-03;1.940e-04;1.000e+01;-6.660e-01
20.056248000;1.013e+00;-6.682e-01;3.900e-02;-6.595e-01;3.849e-02;1.013e+00;-6.595e-01;3.849e-02;1.013e+00;-3.341e-03;1.950e-04;1.000e+01;-6.660e-01
20.058248000;1.013e+00;-6.682e-01;3.900e-02;-6.595e-01;3.849e-02;1.013e+00;-6.595e-01;3.849e-02;1.013e+00;-3.341e-03;1.950e-04;1.000e+01;-6.660e-01
20.059248000;1.013e+00;-6.680e-01;3.900e-02;-6.593e-01;3.849e-02;1.013e+00;-6.593e-01;3.869e-02;1.013e+00;-3.340e-03;1.950e-04;1.000e+01;-6.660e-01
20.060248000;1.013e+00;-6.680e-01;3.900e-02;-6.593e-01;3.849e-02;1.013e+00;-6.593e-01;3.869e-02;1.013e+00;-3.340e-03;1.950e-04;1.000e+01;-6.660e-01
20.061248000;1.013e+00;-6.678e-01;3.900e-02;-6.591e-01;3.849e-02;1.013e+00;-6.591e-01;3.869e-02;1.013e+00;-3.339e-03;1.950e-04;1.000e+01;-6.660e-01
20.063248000;1.013e+00;-6.678e-01;3.900e-02;-6.591e-01;3.849e-02;1.013e+00;-6.591e-01;3.869e-02;1.013e+00;-3.339e-03;1.950e-04;1.000e+01;-6.660e-01
20.064248000;1.013e+00;-6.676e-01;3.920e-02;-6.589e-01;3.869e-02;1.013e+00;-6.589e-01;3.869e-02;1.013e+00;-3.338e-03;1.960e-04;1.000e+01;-6.660e-01
20.066248000;1.013e+00;-6.676e-01;3.920e-02;-6.588e-01;3.869e-02;1.013e+00;-6.588e-01;3.869e-02;1.013e+00;-3.338e-03;1.960e-04;1.000e+01;-6.660e-01
20.067248000;1.013e+00;-6.674e-01;3.920e-02;-6.586e-01;3.869e-02;1.013e+00;-6.586e-01;3.869e-02;1.013e+00;-3.337e-03;1.960e-04;1.000e+01;-6.660e-01
20.070248000;1.013e+00;-6.674e-01;3.920e-02;-6.586e-01;3.868e-02;1.013e+00;-6.586e-01;3.868e-02;1.013e+00;-3.337e-03;1.960e-04;1.000e+01;-6.660e-01
20.071248000;1.013e+00;-6.672e-01;3.920e-02;-6.584e-01;3.868e-02;1.013e+00;-6.584e-01;3.888e-02;1.013e+00;-3.336e-03;1.960e-04;1.000e+01;-6.660e-01
20.074248000;1.013e+00;-6.672e-01;3.920e-02;-6.584e-01;3.868e-02;1.013e+00;-6.584e-01;3.888e-02;1.013e+00;-3.336e-03;1.960e-04;1.000e+01;-6.660e-01
20.075248000;1.013e+00;-6.670e-01;3.920e-02;-6.582e-01;3.868e-02;1.013e+00;-6.582e-01;3.888e-02;1.013e+00;-3.335e-03;1.960e-04;1.000e+01;-6.660e-01
20.079248000;1.013e+00;-6.670e-01;3.940e-02;-6.582e-01;3.888e-02;1.013e+00;-6.582e-01;3.888e-02;1.013e+00;-3.335e-03;1.970e-04;1.000e+01;-6.660e-01
20.080248000;1.013e+00;-6.668e-01;3.940e-02;-6.580e-01;3.888e-02;1.013e+00;-6.580e-01;3.888e-02;1.013e+00;-3.334e-03;1.970e-04;1.000e+01;-6.660e-01
20.086248000;1.013e+00;-6.668e-01;3.940e-02;-6.579e-01;3.888e-02;1.013e+00;-6.579e-01;3.888e-02;1.013e+00;-3.334e-03;1.970e-04;1.000e+01;-6.660e-01
20.087248000;1.013e+00;-6.666e-01;3.940e-02;-6.577e-01;3.888e-02;1.013e+00;-6.577e-01;3.888e-02;1.013e+00;-3.333e-03;1.970e-04;1.000e+01;-6.660e-01
20.091248000;1.013e+00;-6.666e-01;3.940e-02;-6.577e-01;3.888e-02;1.013e+00;-6.577e-01;3.907e-02;1.013e+00;-3.333e-03;1.970e-04;1.000e+01;-6.660e-01
20.092248000;1.014e+00;-6.666e-01;3.940e-02;-6.577e-01;3.887e-02;1.014e+00;-6.577e-01;3.907e-02;1.014e+00;-3.333e-03;1.970e-04;1.000e+01;-6.660e-01
20.095248000;1.014e+00;-6.666e-01;3.940e-02;-6.577e-01;3.887e-02;1.014e+00;-6.577e-01;3.907e-02;1.014e+00;-3.333e-03;1.970e-04;1.000e+01;-6.660e-01
20.096248000;1.014e+00;-6.664e-01;3.960e-02;-6.575e-01;3.907e-02;1.014e+00;-6.575e-01;3.907e-02;1.014e+00;-3.332e-03;1.980e-04;1.000e+01;-6.660e-01
20.111248000;1.014e+00;-6.664e-01;3.980e-02;-6.574e-01;3.926e-02;1.014e+00;-6.572e-01;3.926e-02;1.014e+00;-3.332e-03;1.990e-04;1.000e+01;-6.660e-01
20.112248000;1.014e+00;-6.662e-01;3.980e-02;-6.572e-01;3.926e-02;1.014e+00;-6.572e-01;3.926e-02;1.014e+00;-3.331e-03;1.990e-04;1.000e+01;-6.660e-01
20.245248000;1.014e+00;-6.662e-01;4.220e-02;-6.567e-01;4.160e-02;1.014e+00;-6.567e-01;4.179e-02;1.014e+00;-3.331e-03;2.110e-04;1.000e+01;-6.660e-01
20.246248000;1.015e+00;-6.662e-01;4.220e-02;-6.567e-01;4.160e-02;1.015e+00;-6.567e-01;4.179e-02;1.015e+00;-3.331e-03;2.110e-04;1.000e+01;-6.660e-01
20.402248000;1.015e+00;-6.662e-01;4.520e-02;-6.560e-01;4.451e-02;1.015e+00;-6.560e-01;4.451e-02;1.015e+00;-3.331e-03;2.260e-04;1.000e+01;-6.660e-01
20.403248000;1.016e+00;-6.662e-01;4.520e-02;-6.560e-01;4.451e-02;1.016e+00;-6.560e-01;4.471e-02;1.016e+00;-3.331e-03;2.260e-04;1.000e+01;-6.660e-01
20.564248000;1.016e+00;-6.662e-01;4.820e-02;-6.554e-01;4.742e-02;1.016e+00;-6.554e-01;4.742e-02;1.016e+00;-3.331e-03;2.410e-04;1.000e+01;-6.660e-01
20.565248000;1.017e+00;-6.662e-01;4.820e-02;-6.554e-01;4.742e-02;1.017e+00;-6.554e-01;4.742e-02;1.017e+00;-3.331e-03;2.410e-04;1.000e+01;-6.660e-01
20.731248000;1.017e+00;-6.662e-01;5.120e-02;-6.547e-01;5.032e-02;1.017e+00;-6.547e-01;5.032e-02;1.017e+00;-3.331e-03;2.560e-04;1.000e+01;-6.660e-01
20.732248000;1.018e+00;-6.662e-01;5.120e-02;-6.547e-01;5.032e-02;1.018e+00;-6.547e-01;5.032e-02;1.018e+00;-3.331e-03;2.560e-04;1.000e+01;-6.660e-01
20.903248000;1.018e+00;-6.662e-01;5.420e-02;-6.541e-01;5.322e-02;1.018e+00;-6.541e-01;5.322e-02;1.018e+00;-3.331e-03;2.710e-04;1.000e+01;-6.660e-01
20.904248000;1.018e+00;-6.662e-01;5.420e-02;-6.541e-01;5.322e-02;1.019e+00;-6.541e-01;5.322e-02;1.018e+00;-3.331e-03;2.710e-04;1.000e+01;-6.660e-01
20.905248000;1.019e+00;-6.662e-01;5.420e-02;-6.541e-01;5.322e-02;1.019e+00;-6.541e-01;5.322e-02;1.019e+00;-3.331e-03;2.710e-04;1.000e+01;-6.660e-01
21.081248000;1.019e+00;-6.662e-01;5.700e-02;-6.535e-01;5.591e-02;1.019e+00;-6.535e-01;5.611e-02;1.019e+00;-3.331e-03;2.850e-04;1.000e+01;-6.660e-01
21.082248000;1.020e+00;-6.662e-01;5.720e-02;-6.535e-01;5.611e-02;1.020e+00;-6.535e-01;5.611e-02;1.020e+00;-3.331e-03;2.860e-04;1.000e+01;-6.660e-01
21.265248000;1.020e+00;-6.662e-01;6.000e-02;-6.528e-01;5.879e-02;1.020e+00;-6.526e-01;5.899e-02;1.020e+00;-3.331e-03;3.000e-04;1.000e+01;-6.660e-01
21.266248000;1.020e+00;-6.662e-01;6.020e-02;-6.528e-01;5.899e-02;1.021e+00;-6.526e-01;5.899e-02;1.020e+00;-3.331e-03;3.010e-04;1.000e+01;-6.660e-01
21.267248000;1.021e+00;-6.662e-01;6.020e-02;-6.528e-01;5.899e-02;1.021e+00;-6.526e-01;5.899e-02;1.021e+00;-3.331e-03;3.010e-04;1.000e+01;-6.660e-01
21.455248000;1.021e+00;-6.662e-01;6.300e-02;-6.522e-01;6.167e-02;1.021e+00;-6.520e-01;6.187e-02;1.021e+00;-3.331e-03;3.150e-04;1.000e+01;-6.660e-01
21.456248000;1.021e+00;-6.662e-01;6.300e-02;-6.522e-01;6.167e-02;1.022e+00;-6.520e-01;6.187e-02;1.021e+00;-3.331e-03;3.150e-04;1.000e+01;-6.660e-01
21.457248000;1.022e+00;-6.662e-01;6.320e-02;-6.522e-01;6.187e-02;1.022e+00;-6.520e-01;6.187e-02;1.022e+00;-3.331e-03;3.160e-04;1.000e+01;-6.660e-01
21.537248000;1.022e+00;-6.662e-01;6.440e-02;-6.519e-01;6.302e-02;1.022e+00;-6.517e-01;6.302e-02;1.022e+00;-3.331e-03;3.220e-04;1.000e+01;-6.660e-01
21.538248000;1.022e+00;-6.660e-01;6.440e-02;-6.517e-01;6.302e-02;1.022e+00;-6.517e-01;6.302e-02;1.022e+00;-3.330e-03;3.220e-04;1.000e+01;-6.660e-01
21.652248000;1.022e+00;-6.660e-01;6.600e-02;-6.513e-01;6.455e-02;1.022e+00;-6.513e-01;6.474e-02;1.022e+00;-3.330e-03;3.300e-04;1.000e+01;-6.660e-01
21.653248000;1.022e+00;-6.660e-01;6.600e-02;-6.513e-01;6.455e-02;1.023e+00;-6.513e-01;6.474e-02;1.022e+00;-3.330e-03;3.300e-04;1.000e+01;-6.660e-01
21.654248000;1.023e+00;-6.660e-01;6.620e-02;-6.513e-01;6.474e-02;1.023e+00;-6.513e-01;6.474e-02;1.023e+00;-3.330e-03;3.310e-04;1.000e+01;-6.660e-01
21.682248000;1.023e+00;-6.660e-01;6.660e-02;-6.513e-01;6.513e-02;1.023e+00;-6.512e-01;6.512e-02;1.023e+00;-3.330e-03;3.330e-04;1.000e+01;-6.660e-01
21.747248000;1.023e+00;-6.660e-01;6.740e-02;-6.510e-01;6.589e-02;1.023e+00;-6.510e-01;6.608e-02;1.023e+00;-3.330e-03;3.370e-04;1.000e+01;-6.660e-01
21.856248000;1.023e+00;-6.660e-01;6.900e-02;-6.507e-01;6.742e-02;1.023e+00;-6.507e-01;6.761e-02;1.023e+00;-3.330e-03;3.450e-04;1.000e+01;-6.660e-01
21.857248000;1.023e+00;-6.660e-01;6.900e-02;-6.507e-01;6.742e-02;1.024e+00;-6.507e-01;6.761e-02;1.023e+00;-3.330e-03;3.450e-04;1.000e+01;-6.660e-01
21.858248000;1.024e+00;-6.660e-01;6.920e-02;-6.507e-01;6.761e-02;1.024e+00;-6.507e-01;6.761e-02;1.024e+00;-3.330e-03;3.460e-04;1.000e+01;-6.660e-01
21.893248000;1.024e+00;-6.660e-01;6.960e-02;-6.506e-01;6.799e-02;1.024e+00;-6.506e-01;6.819e-02;1.024e+00;-3.330e-03;3.480e-04;1.000e+01;-6.660e-01
21.969248000;1.024e+00;-6.660e-01;7.080e-02;-6.504e-01;6.914e-02;1.024e+00;-6.504e-01;6.914e-02;1.024e+00;-3.330e-03;3.540e-04;1.000e+01;-6.660e-01
22.040248000;1.024e+00;-6.660e-01;7.180e-02;-6.502e-01;7.009e-02;1.024e+00;-6.502e-01;7.009e-02;1.024e+00;-3.330e-03;3.590e-04;1.000e+01;-6.660e-01
22.068248000;1.024e+00;-6.660e-01;7.200e-02;-6.501e-01;7.028e-02;1.024e+00;-6.501e-01;7.047e-02;1.024e+00;-3.330e-03;3.600e-04;1.000e+01;-6.660e-01
22.069248000;1.024e+00;-6.660e-01;7.220e-02;-6.501e-01;7.047e-02;1.025e+00;-6.501e-01;7.047e-02;1.024e+00;-3.330e-03;3.610e-04;1.000e+01;-6.660e-01
22.070248000;1.025e+00;-6.660e-01;7.220e-02;-6.501e-01;7.047e-02;1.025e+00;-6.501e-01;7.047e-02;1.025e+00;-3.330e-03;3.610e-04;1.000e+01;-6.660e-01
22.288248000;1.025e+00;-6.660e-01;7.520e-02;-6.494e-01;7.333e-02;1.025e+00;-6.494e-01;7.333e-02;1.025e+00;-3.330e-03;3.760e-04;1.000e+01;-6.660e-01
22.289248000;1.025e+00;-6.660e-01;7.520e-02;-6.494e-01;7.333e-02;1.026e+00;-6.494e-01;7.333e-02;1.025e+00;-3.330e-03;3.760e-04;1.000e+01;-6.660e-01
22.290248000;1.025e+00;-6.660e-01;7.520e-02;-6.494e-01;7.333e-02;1.026e+00;-6.494e-01;7.333e-02;1.025e+00;-3.330e-03;3.760e-04;1.000e+01;-6.660e-01
22.291248000;1.026e+00;-6.660e-01;7.520e-02;-6.494e-01;7.333e-02;1.026e+00;-6.494e-01;7.333e-02;1.026e+00;-3.330e-03;3.760e-04;1.000e+01;-6.660e-01
22.518248000;1.026e+00;-6.660e-01;7.820e-02;-6.488e-01;7.618e-02;1.026e+00;-6.488e-01;7.618e-02;1.026e+00;-3.330e-03;3.910e-04;1.000e+01;-6.660e-01
22.519248000;1.026e+00;-6.660e-01;7.820e-02;-6.488e-01;7.618e-02;1.027e+00;-6.488e-01;7.618e-02;1.026e+00;-3.330e-03;3.910e-04;1.000e+01;-6.660e-01
22.520248000;1.026e+00;-6.660e-01;7.820e-02;-6.488e-01;7.618e-02;1.027e+00;-6.488e-01;7.618e-02;1.026e+00;-3.330e-03;3.910e-04;1.000e+01;-6.660e-01
