time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
31.312767000;1.053e+00;-6.673e-01;3.667e-02;-6.337e-01;3.482e-02;1.054e+00;-6.170e-01;5.165e-02;1.053e+00;-4.004e-01;2.200e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
31.322767000;1.053e+00;-6.673e-01;3.663e-02;-6.336e-01;3.478e-02;1.054e+00;-6.169e-01;5.161e-02;1.053e+00;-4.004e-01;2.198e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
31.326767000;1.053e+00;-6.672e-01;3.661e-02;-6.335e-01;3.476e-02;1.054e+00;-6.169e-01;5.159e-02;1.053e+00;-4.003e-01;2.197e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
31.392767000;1.053e+00;-6.668e-01;3.632e-02;-6.331e-01;3.448e-02;1.054e+00;-6.165e-01;5.130e-02;1.053e+00;-4.001e-01;2.179e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
31.396767000;1.053e+00;-6.667e-01;3.630e-02;-6.331e-01;3.447e-02;1.054e+00;-6.165e-01;5.128e-02;1.053e+00;-4.000e-01;2.178e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
31.407767000;1.053e+00;-6.667e-01;3.624e-02;-6.331e-01;3.441e-02;1.054e+00;-6.164e-01;5.123e-02;1.053e+00;-4.000e-01;2.175e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
31.412767000;1.053e+00;-6.667e-01;3.622e-02;-6.330e-01;3.439e-02;1.054e+00;-6.164e-01;5.121e-02;1.053e+00;-4.000e-01;2.173e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
31.619767000;1.053e+00;-6.663e-01;3.504e-02;-6.328e-01;3.328e-02;1.054e+00;-6.162e-01;5.009e-02;1.053e+00;-3.998e-01;2.102e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
31.630767000;1.053e+00;-6.663e-01;3.497e-02;-6.329e-01;3.321e-02;1.054e+00;-6.162e-01;5.002e-02;1.053e+00;-3.998e-01;2.098e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
31.762767000;1.053e+00;-6.663e-01;3.404e-02;-6.331e-01;3.234e-02;1.054e+00;-6.165e-01;4.916e-02;1.053e+00;-3.998e-01;2.043e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
31.802767000;1.053e+00;-6.664e-01;3.374e-02;-6.331e-01;3.206e-02;1.053e+00;-6.165e-01;4.888e-02;1.053e+00;-3.998e-01;2.024e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
32.035767000;1.052e+00;-6.666e-01;3.179e-02;-6.336e-01;3.022e-02;1.053e+00;-6.170e-01;4.706e-02;1.052e+00;-4.000e-01;1.907e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
32.048767000;1.052e+00;-6.666e-01;3.167e-02;-6.336e-01;3.011e-02;1.053e+00;-6.171e-01;4.694e-02;1.052e+00;-4.000e-01;1.900e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
32.052767000;1.052e+00;-6.666e-01;3.164e-02;-6.337e-01;3.007e-02;1.053e+00;-6.171e-01;4.691e-02;1.052e+00;-4.000e-01;1.898e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
32.064767000;1.052e+00;-6.666e-01;3.153e-02;-6.337e-01;2.997e-02;1.053e+00;-6.171e-01;4.681e-02;1.052e+00;-4.000e-01;1.892e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
33.993328000;1.047e+00;-6.667e-01;8.590e-03;-6.371e-01;8.208e-03;1.047e+00;-6.208e-01;2.520e-02;1.047e+00;-4.000e-01;5.154e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
33.995328000;1.046e+00;-6.667e-01;8.568e-03;-6.371e-01;8.188e-03;1.047e+00;-6.208e-01;2.518e-02;1.046e+00;-4.000e-01;5.141e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
33.999328000;1.046e+00;-6.667e-01;8.523e-03;-6.371e-01;8.145e-03;1.047e+00;-6.208e-01;2.513e-02;1.046e+00;-4.000e-01;5.114e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
34.008328000;1.046e+00;-6.667e-01;8.423e-03;-6.371e-01;8.049e-03;1.047e+00;-6.208e-01;2.504e-02;1.046e+00;-4.000e-01;5.054e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
34.019328000;1.046e+00;-6.667e-01;8.303e-03;-6.371e-01;7.935e-03;1.047e+00;-6.209e-01;2.492e-02;1.046e+00;-4.000e-01;4.982e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
34.113328000;1.046e+00;-6.667e-01;7.288e-03;-6.373e-01;6.967e-03;1.046e+00;-6.210e-01;2.396e-02;1.046e+00;-4.000e-01;4.373e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
34.310328000;1.046e+00;-6.667e-01;5.300e-03;-6.376e-01;5.068e-03;1.046e+00;-6.213e-01;2.208e-02;1.046e+00;-4.000e-01;3.180e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
34.457328000;1.045e+00;-6.667e-01;3.942e-03;-6.377e-01;3.771e-03;1.046e+00;-6.216e-01;2.079e-02;1.045e+00;-4.000e-01;2.365e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
34.757328000;1.045e+00;-6.667e-01;1.500e-03;-6.381e-01;1.436e-03;1.045e+00;-6.219e-01;1.847e-02;1.045e+00;-4.000e-01;9.000e-04;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
34.764328000;1.045e+00;-6.667e-01;1.448e-03;-6.381e-01;1.386e-03;1.045e+00;-6.219e-01;1.842e-02;1.045e+00;-4.000e-01;8.690e-04;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
34.775328000;1.045e+00;-6.667e-01;1.368e-03;-6.381e-01;1.310e-03;1.045e+00;-6.220e-01;1.834e-02;1.045e+00;-4.000e-01;8.210e-04;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
35.605662000;1.044e+00;-6.667e-01;-3.172e-03;-6.388e-01;-3.039e-03;1.044e+00;-6.227e-01;1.402e-02;1.044e+00;-4.000e-01;-1.903e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
35.609662000;1.044e+00;-6.667e-01;-3.187e-03;-6.388e-01;-3.053e-03;1.044e+00;-6.227e-01;1.401e-02;1.044e+00;-4.000e-01;-1.912e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
35.619662000;1.044e+00;-6.667e-01;-3.223e-03;-6.388e-01;-3.088e-03;1.044e+00;-6.227e-01;1.398e-02;1.044e+00;-4.000e-01;-1.934e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
35.620662000;1.044e+00;-6.667e-01;-3.227e-03;-6.388e-01;-3.092e-03;1.044e+00;-6.227e-01;1.397e-02;1.044e+00;-4.000e-01;-1.936e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
35.839662000;1.043e+00;-6.667e-01;-3.928e-03;-6.389e-01;-3.765e-03;1.044e+00;-6.228e-01;1.330e-02;1.043e+00;-4.000e-01;-2.357e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
35.901662000;1.043e+00;-6.667e-01;-4.095e-03;-6.389e-01;-3.924e-03;1.043e+00;-6.228e-01;1.315e-02;1.043e+00;-4.000e-01;-2.457e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
36.075662000;1.043e+00;-6.667e-01;-4.487e-03;-6.390e-01;-4.300e-03;1.043e+00;-6.229e-01;1.277e-02;1.043e+00;-4.000e-01;-2.692e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
36.439662000;1.043e+00;-6.667e-01;-4.987e-03;-6.390e-01;-4.780e-03;1.043e+00;-6.230e-01;1.230e-02;1.043e+00;-4.000e-01;-2.992e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
36.548662000;1.043e+00;-6.667e-01;-5.060e-03;-6.390e-01;-4.850e-03;1.043e+00;-6.230e-01;1.222e-02;1.043e+00;-4.000e-01;-3.036e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
36.549662000;1.043e+00;-6.667e-01;-5.062e-03;-6.390e-01;-4.852e-03;1.043e+00;-6.230e-01;1.222e-02;1.043e+00;-4.000e-01;-3.037e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
36.552662000;1.043e+00;-6.667e-01;-5.063e-03;-6.390e-01;-4.854e-03;1.043e+00;-6.230e-01;1.222e-02;1.043e+00;-4.000e-01;-3.038e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
40.170662000;1.044e+00;-6.667e-01;-3.050e-04;-6.383e-01;-2.920e-04;1.045e+00;-6.222e-01;1.675e-02;1.044e+00;-4.000e-01;-1.830e-04;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
40.675897000;1.045e+00;-6.667e-01;2.333e-04;-6.383e-01;2.234e-04;1.045e+00;-6.221e-01;1.727e-02;1.045e+00;-4.000e-01;1.400e-04;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
41.218897000;1.045e+00;-6.667e-01;6.850e-04;-6.382e-01;6.557e-04;1.045e+00;-6.220e-01;1.769e-02;1.045e+00;-4.000e-01;4.110e-04;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
41.976897000;1.045e+00;-6.667e-01;1.028e-03;-6.381e-01;9.843e-04;1.045e+00;-6.220e-01;1.802e-02;1.045e+00;-4.000e-01;6.170e-04;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
42.372897000;1.045e+00;-6.667e-01;1.095e-03;-6.381e-01;1.048e-03;1.045e+00;-6.220e-01;1.809e-02;1.045e+00;-4.000e-01;6.570e-04;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
42.383897000;1.045e+00;-6.667e-01;1.097e-03;-6.381e-01;1.050e-03;1.045e+00;-6.220e-01;1.809e-02;1.045e+00;-4.000e-01;6.580e-04;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
100.000000000;1.044e+00;-6.667e-01;-7.667e-05;-6.383e-01;-7.342e-05;1.045e+00;-6.222e-01;1.697e-02;1.044e+00;-4.000e-01;-4.600e-05;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
