time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
30.110529000;1.125e+00;7.510e-01;3.736e-01;6.677e-01;3.321e-01;1.133e+00;6.785e-01;3.501e-01;1.125e+00;4.506e-01;2.242e-01;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.983e+01;4.983e+01
30.112321000;1.110e+00;7.327e-01;3.024e-01;6.598e-01;2.723e-01;1.118e+00;6.715e-01;2.902e-01;1.110e+00;4.396e-01;1.814e-01;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.984e+01;4.984e+01
30.112833000;1.107e+00;7.278e-01;2.835e-01;6.576e-01;2.562e-01;1.113e+00;6.696e-01;2.740e-01;1.107e+00;4.367e-01;1.701e-01;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.984e+01;4.984e+01
30.115137000;1.090e+00;7.076e-01;2.062e-01;6.489e-01;1.891e-01;1.096e+00;6.619e-01;2.069e-01;1.090e+00;4.246e-01;1.237e-01;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.986e+01;4.986e+01
30.115393000;1.089e+00;7.055e-01;1.984e-01;6.480e-01;1.822e-01;1.094e+00;6.611e-01;2.000e-01;1.089e+00;4.233e-01;1.190e-01;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.987e+01;4.987e+01
30.116301000;1.083e+00;6.987e-01;1.726e-01;6.450e-01;1.593e-01;1.088e+00;6.584e-01;1.771e-01;1.083e+00;4.192e-01;1.035e-01;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.987e+01;4.987e+01
30.116528000;1.082e+00;6.971e-01;1.666e-01;6.443e-01;1.540e-01;1.086e+00;6.577e-01;1.717e-01;1.082e+00;4.183e-01;9.996e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.988e+01;4.988e+01
30.117890000;1.075e+00;6.883e-01;1.344e-01;6.402e-01;1.250e-01;1.079e+00;6.541e-01;1.427e-01;1.075e+00;4.130e-01;8.064e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.989e+01;4.989e+01
30.118571000;1.072e+00;6.843e-01;1.204e-01;6.384e-01;1.123e-01;1.075e+00;6.525e-01;1.300e-01;1.072e+00;4.106e-01;7.226e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.990e+01;4.990e+01
30.119252000;1.069e+00;6.807e-01;1.078e-01;6.367e-01;1.008e-01;1.072e+00;6.509e-01;1.184e-01;1.069e+00;4.084e-01;6.466e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.990e+01;4.990e+01
30.119933000;1.067e+00;6.774e-01;9.629e-02;6.350e-01;9.026e-02;1.069e+00;6.495e-01;1.079e-01;1.067e+00;4.064e-01;5.777e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.991e+01;4.991e+01
30.120160000;1.066e+00;6.764e-01;9.271e-02;6.345e-01;8.697e-02;1.069e+00;6.490e-01;1.046e-01;1.066e+00;4.058e-01;5.563e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.991e+01;4.991e+01
30.121522000;1.062e+00;6.707e-01;7.362e-02;6.317e-01;6.934e-02;1.064e+00;6.465e-01;8.694e-02;1.062e+00;4.024e-01;4.417e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.992e+01;4.992e+01
30.121976000;1.060e+00;6.690e-01;6.809e-02;6.309e-01;6.421e-02;1.063e+00;6.457e-01;8.179e-02;1.060e+00;4.014e-01;4.086e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.992e+01;4.992e+01
30.122430000;1.059e+00;6.674e-01;6.295e-02;6.301e-01;5.942e-02;1.061e+00;6.449e-01;7.699e-02;1.059e+00;4.005e-01;3.777e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.993e+01;4.993e+01
30.123338000;1.057e+00;6.646e-01;5.372e-02;6.286e-01;5.081e-02;1.059e+00;6.436e-01;6.836e-02;1.057e+00;3.988e-01;3.223e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.994e+01;4.994e+01
30.123565000;1.057e+00;6.639e-01;5.162e-02;6.282e-01;4.884e-02;1.058e+00;6.433e-01;6.639e-02;1.057e+00;3.984e-01;3.097e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.994e+01;4.994e+01
30.124246000;1.055e+00;6.621e-01;4.578e-02;6.273e-01;4.337e-02;1.057e+00;6.424e-01;6.091e-02;1.055e+00;3.972e-01;2.747e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.994e+01;4.994e+01
30.124473000;1.055e+00;6.615e-01;4.398e-02;6.270e-01;4.168e-02;1.057e+00;6.421e-01;5.921e-02;1.055e+00;3.969e-01;2.639e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.994e+01;4.994e+01
30.125381000;1.054e+00;6.594e-01;3.746e-02;6.258e-01;3.555e-02;1.055e+00;6.411e-01;5.307e-02;1.054e+00;3.956e-01;2.248e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.995e+01;4.995e+01
30.125608000;1.053e+00;6.589e-01;3.599e-02;6.256e-01;3.417e-02;1.055e+00;6.408e-01;5.168e-02;1.053e+00;3.953e-01;2.159e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.995e+01;4.995e+01
30.125835000;1.053e+00;6.584e-01;3.458e-02;6.253e-01;3.284e-02;1.054e+00;6.406e-01;5.035e-02;1.053e+00;3.951e-01;2.075e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.995e+01;4.995e+01
30.126289000;1.052e+00;6.576e-01;3.194e-02;6.248e-01;3.035e-02;1.054e+00;6.402e-01;4.784e-02;1.052e+00;3.945e-01;1.916e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.996e+01;4.996e+01
30.128786000;1.050e+00;6.538e-01;2.100e-02;6.227e-01;2.000e-02;1.051e+00;6.382e-01;3.746e-02;1.050e+00;3.923e-01;1.260e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.997e+01;4.997e+01
30.129240000;1.050e+00;6.533e-01;1.958e-02;6.224e-01;1.865e-02;1.051e+00;6.379e-01;3.611e-02;1.050e+00;3.920e-01;1.175e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.997e+01;4.997e+01
30.129467000;1.049e+00;6.531e-01;1.892e-02;6.223e-01;1.803e-02;1.050e+00;6.378e-01;3.548e-02;1.049e+00;3.919e-01;1.135e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.997e+01;4.997e+01
30.129694000;1.049e+00;6.529e-01;1.830e-02;6.222e-01;1.744e-02;1.050e+00;6.377e-01;3.489e-02;1.049e+00;3.917e-01;1.098e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.997e+01;4.997e+01
30.130148000;1.049e+00;6.524e-01;1.715e-02;6.219e-01;1.635e-02;1.050e+00;6.375e-01;3.380e-02;1.049e+00;3.915e-01;1.029e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.998e+01;4.998e+01
30.131510000;1.048e+00;6.514e-01;1.446e-02;6.213e-01;1.379e-02;1.049e+00;6.369e-01;3.123e-02;1.048e+00;3.909e-01;8.676e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.998e+01;4.998e+01
30.131964000;1.048e+00;6.512e-01;1.378e-02;6.212e-01;1.315e-02;1.049e+00;6.368e-01;3.058e-02;1.048e+00;3.907e-01;8.269e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.998e+01;4.998e+01
30.132418000;1.048e+00;6.510e-01;1.320e-02;6.210e-01;1.259e-02;1.049e+00;6.366e-01;3.002e-02;1.048e+00;3.906e-01;7.920e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.999e+01;4.999e+01
30.134915000;1.048e+00;6.502e-01;1.145e-02;6.206e-01;1.092e-02;1.049e+00;6.362e-01;2.834e-02;1.048e+00;3.901e-01;6.867e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;4.999e+01;4.999e+01
30.135256000;1.048e+00;6.502e-01;1.136e-02;6.205e-01;1.085e-02;1.049e+00;6.362e-01;2.827e-02;1.048e+00;3.901e-01;6.818e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.135512000;1.048e+00;6.502e-01;1.132e-02;6.205e-01;1.081e-02;1.048e+00;6.361e-01;2.822e-02;1.048e+00;3.901e-01;6.793e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.135768000;1.048e+00;6.501e-01;1.130e-02;6.205e-01;1.078e-02;1.048e+00;6.361e-01;2.820e-02;1.048e+00;3.901e-01;6.778e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.136024000;1.048e+00;6.501e-01;1.129e-02;6.205e-01;1.077e-02;1.048e+00;6.361e-01;2.819e-02;1.048e+00;3.901e-01;6.773e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.139864000;1.048e+00;6.506e-01;1.258e-02;6.208e-01;1.200e-02;1.049e+00;6.363e-01;2.943e-02;1.048e+00;3.903e-01;7.548e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.144677000;1.049e+00;6.521e-01;1.612e-02;6.217e-01;1.536e-02;1.050e+00;6.373e-01;3.281e-02;1.049e+00;3.913e-01;9.669e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.146520000;1.049e+00;6.528e-01;1.760e-02;6.222e-01;1.678e-02;1.050e+00;6.377e-01;3.423e-02;1.049e+00;3.917e-01;1.056e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.155736000;1.051e+00;6.565e-01;2.387e-02;6.249e-01;2.272e-02;1.052e+00;6.404e-01;4.024e-02;1.051e+00;3.939e-01;1.432e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.167348000;1.051e+00;6.605e-01;2.793e-02;6.282e-01;2.657e-02;1.052e+00;6.436e-01;4.418e-02;1.051e+00;3.963e-01;1.676e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.168178000;1.051e+00;6.607e-01;2.810e-02;6.284e-01;2.673e-02;1.053e+00;6.438e-01;4.434e-02;1.051e+00;3.964e-01;1.686e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.173154000;1.052e+00;6.621e-01;2.889e-02;6.297e-01;2.747e-02;1.053e+00;6.450e-01;4.513e-02;1.052e+00;3.973e-01;1.733e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.180619000;1.052e+00;6.640e-01;2.963e-02;6.315e-01;2.818e-02;1.053e+00;6.468e-01;4.588e-02;1.052e+00;3.984e-01;1.778e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.183108000;1.052e+00;6.647e-01;2.981e-02;6.320e-01;2.834e-02;1.053e+00;6.474e-01;4.606e-02;1.052e+00;3.988e-01;1.789e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.185596000;1.052e+00;6.653e-01;2.997e-02;6.326e-01;2.850e-02;1.053e+00;6.479e-01;4.623e-02;1.052e+00;3.992e-01;1.798e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.186425000;1.052e+00;6.655e-01;3.002e-02;6.328e-01;2.855e-02;1.053e+00;6.481e-01;4.629e-02;1.052e+00;3.993e-01;1.801e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.214270000;1.052e+00;6.715e-01;3.139e-02;6.384e-01;2.985e-02;1.053e+00;6.538e-01;4.776e-02;1.052e+00;4.029e-01;1.884e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.214856000;1.052e+00;6.716e-01;3.142e-02;6.386e-01;2.987e-02;1.053e+00;6.539e-01;4.779e-02;1.052e+00;4.030e-01;1.885e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.234624000;1.052e+00;6.753e-01;3.223e-02;6.421e-01;3.065e-02;1.053e+00;6.573e-01;4.867e-02;1.052e+00;4.052e-01;1.934e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.240624000;1.052e+00;6.764e-01;3.246e-02;6.430e-01;3.086e-02;1.053e+00;6.583e-01;4.891e-02;1.052e+00;4.058e-01;1.947e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.241624000;1.052e+00;6.765e-01;3.249e-02;6.432e-01;3.089e-02;1.053e+00;6.585e-01;4.894e-02;1.052e+00;4.059e-01;1.950e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.263624000;1.052e+00;6.799e-01;3.321e-02;6.464e-01;3.157e-02;1.053e+00;6.616e-01;4.972e-02;1.052e+00;4.080e-01;1.993e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.264624000;1.052e+00;6.801e-01;3.324e-02;6.465e-01;3.160e-02;1.053e+00;6.618e-01;4.976e-02;1.052e+00;4.080e-01;1.995e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.269624000;1.052e+00;6.807e-01;3.339e-02;6.472e-01;3.174e-02;1.053e+00;6.624e-01;4.991e-02;1.052e+00;4.084e-01;2.003e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.275624000;1.052e+00;6.815e-01;3.356e-02;6.479e-01;3.190e-02;1.053e+00;6.632e-01;5.009e-02;1.052e+00;4.089e-01;2.013e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.001e+01;5.001e+01
30.329624000;1.052e+00;6.868e-01;3.476e-02;6.528e-01;3.304e-02;1.053e+00;6.681e-01;5.138e-02;1.052e+00;4.121e-01;2.085e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.333624000;1.052e+00;6.870e-01;3.483e-02;6.531e-01;3.311e-02;1.053e+00;6.683e-01;5.146e-02;1.052e+00;4.122e-01;2.090e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.338624000;1.052e+00;6.874e-01;3.492e-02;6.534e-01;3.319e-02;1.053e+00;6.686e-01;5.155e-02;1.052e+00;4.124e-01;2.095e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.339624000;1.052e+00;6.874e-01;3.493e-02;6.534e-01;3.320e-02;1.053e+00;6.687e-01;5.157e-02;1.052e+00;4.124e-01;2.096e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.407624000;1.052e+00;6.897e-01;3.585e-02;6.556e-01;3.407e-02;1.054e+00;6.708e-01;5.250e-02;1.052e+00;4.138e-01;2.151e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.408624000;1.052e+00;6.898e-01;3.586e-02;6.556e-01;3.408e-02;1.054e+00;6.708e-01;5.252e-02;1.052e+00;4.139e-01;2.152e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.415624000;1.052e+00;6.898e-01;3.594e-02;6.556e-01;3.415e-02;1.054e+00;6.708e-01;5.259e-02;1.052e+00;4.139e-01;2.156e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.420624000;1.052e+00;6.899e-01;3.599e-02;6.556e-01;3.420e-02;1.054e+00;6.708e-01;5.263e-02;1.052e+00;4.139e-01;2.159e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.421624000;1.052e+00;6.899e-01;3.600e-02;6.556e-01;3.421e-02;1.054e+00;6.709e-01;5.264e-02;1.052e+00;4.139e-01;2.160e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.454624000;1.052e+00;6.897e-01;3.629e-02;6.555e-01;3.449e-02;1.054e+00;6.707e-01;5.291e-02;1.052e+00;4.138e-01;2.177e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.455624000;1.052e+00;6.897e-01;3.630e-02;6.554e-01;3.450e-02;1.054e+00;6.707e-01;5.292e-02;1.052e+00;4.138e-01;2.178e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.461624000;1.052e+00;6.896e-01;3.635e-02;6.554e-01;3.454e-02;1.054e+00;6.706e-01;5.296e-02;1.052e+00;4.138e-01;2.181e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.465624000;1.052e+00;6.896e-01;3.638e-02;6.553e-01;3.457e-02;1.054e+00;6.705e-01;5.299e-02;1.052e+00;4.137e-01;2.183e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.513624000;1.052e+00;6.885e-01;3.669e-02;6.542e-01;3.486e-02;1.054e+00;6.694e-01;5.325e-02;1.052e+00;4.131e-01;2.201e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.514624000;1.052e+00;6.884e-01;3.670e-02;6.541e-01;3.487e-02;1.054e+00;6.693e-01;5.325e-02;1.052e+00;4.131e-01;2.202e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.517624000;1.052e+00;6.883e-01;3.671e-02;6.540e-01;3.488e-02;1.054e+00;6.693e-01;5.327e-02;1.052e+00;4.130e-01;2.203e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.520624000;1.052e+00;6.882e-01;3.673e-02;6.540e-01;3.490e-02;1.054e+00;6.692e-01;5.328e-02;1.052e+00;4.129e-01;2.204e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.749624000;1.053e+00;6.788e-01;3.742e-02;6.447e-01;3.554e-02;1.054e+00;6.599e-01;5.363e-02;1.053e+00;4.073e-01;2.245e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.805624000;1.053e+00;6.766e-01;3.747e-02;6.425e-01;3.558e-02;1.054e+00;6.577e-01;5.360e-02;1.053e+00;4.060e-01;2.248e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.813624000;1.053e+00;6.763e-01;3.748e-02;6.422e-01;3.559e-02;1.054e+00;6.575e-01;5.360e-02;1.053e+00;4.058e-01;2.249e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.823624000;1.053e+00;6.759e-01;3.748e-02;6.419e-01;3.559e-02;1.054e+00;6.571e-01;5.359e-02;1.053e+00;4.056e-01;2.249e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.824624000;1.053e+00;6.759e-01;3.748e-02;6.419e-01;3.559e-02;1.054e+00;6.571e-01;5.359e-02;1.053e+00;4.055e-01;2.249e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.871624000;1.053e+00;6.743e-01;3.749e-02;6.403e-01;3.560e-02;1.054e+00;6.555e-01;5.355e-02;1.053e+00;4.046e-01;2.249e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.881624000;1.053e+00;6.740e-01;3.749e-02;6.400e-01;3.559e-02;1.054e+00;6.552e-01;5.354e-02;1.053e+00;4.044e-01;2.249e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.909624000;1.053e+00;6.732e-01;3.748e-02;6.392e-01;3.558e-02;1.055e+00;6.544e-01;5.350e-02;1.053e+00;4.039e-01;2.249e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.984624000;1.053e+00;6.713e-01;3.741e-02;6.373e-01;3.552e-02;1.055e+00;6.526e-01;5.338e-02;1.053e+00;4.028e-01;2.245e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
30.990624000;1.053e+00;6.711e-01;3.740e-02;6.372e-01;3.551e-02;1.055e+00;6.524e-01;5.337e-02;1.053e+00;4.027e-01;2.244e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
31.012624000;1.053e+00;6.706e-01;3.737e-02;6.368e-01;3.549e-02;1.055e+00;6.520e-01;5.333e-02;1.053e+00;4.024e-01;2.242e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
31.024624000;1.053e+00;6.704e-01;3.735e-02;6.365e-01;3.547e-02;1.055e+00;6.518e-01;5.330e-02;1.053e+00;4.022e-01;2.241e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
31.191624000;1.053e+00;6.680e-01;3.697e-02;6.342e-01;3.510e-02;1.055e+00;6.495e-01;5.287e-02;1.053e+00;4.008e-01;2.218e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
31.195624000;1.053e+00;6.680e-01;3.695e-02;6.342e-01;3.509e-02;1.055e+00;6.494e-01;5.285e-02;1.053e+00;4.008e-01;2.217e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
31.284624000;1.053e+00;6.673e-01;3.664e-02;6.336e-01;3.479e-02;1.055e+00;6.488e-01;5.254e-02;1.053e+00;4.004e-01;2.199e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
31.393624000;1.053e+00;6.667e-01;3.617e-02;6.331e-01;3.435e-02;1.054e+00;6.484e-01;5.209e-02;1.053e+00;4.000e-01;2.170e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
31.442624000;1.053e+00;6.666e-01;3.593e-02;6.330e-01;3.412e-02;1.054e+00;6.483e-01;5.185e-02;1.053e+00;4.000e-01;2.156e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
31.445624000;1.053e+00;6.666e-01;3.591e-02;6.330e-01;3.411e-02;1.054e+00;6.483e-01;5.184e-02;1.053e+00;4.000e-01;2.155e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
31.458624000;1.053e+00;6.666e-01;3.585e-02;6.330e-01;3.404e-02;1.054e+00;6.483e-01;5.177e-02;1.053e+00;3.999e-01;2.151e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
31.487624000;1.053e+00;6.665e-01;3.569e-02;6.330e-01;3.389e-02;1.054e+00;6.482e-01;5.162e-02;1.053e+00;3.999e-01;2.141e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
31.534624000;1.053e+00;6.664e-01;3.542e-02;6.330e-01;3.364e-02;1.054e+00;6.482e-01;5.137e-02;1.053e+00;3.999e-01;2.125e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
31.568624000;1.053e+00;6.664e-01;3.521e-02;6.330e-01;3.345e-02;1.054e+00;6.482e-01;5.118e-02;1.053e+00;3.998e-01;2.113e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
31.782624000;1.053e+00;6.664e-01;3.374e-02;6.331e-01;3.206e-02;1.054e+00;6.484e-01;4.980e-02;1.053e+00;3.998e-01;2.024e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
32.047624000;1.052e+00;6.665e-01;3.151e-02;6.335e-01;2.995e-02;1.053e+00;6.488e-01;4.772e-02;1.052e+00;3.999e-01;1.891e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
32.086624000;1.052e+00;6.665e-01;3.115e-02;6.336e-01;2.962e-02;1.053e+00;6.489e-01;4.738e-02;1.052e+00;3.999e-01;1.869e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
32.090624000;1.052e+00;6.665e-01;3.112e-02;6.336e-01;2.958e-02;1.053e+00;6.489e-01;4.734e-02;1.052e+00;3.999e-01;1.867e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
32.119624000;1.052e+00;6.665e-01;3.084e-02;6.336e-01;2.932e-02;1.053e+00;6.490e-01;4.709e-02;1.052e+00;3.999e-01;1.851e-02;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
33.987716000;1.046e+00;6.666e-01;8.565e-03;6.370e-01;8.184e-03;1.047e+00;6.527e-01;2.611e-02;1.046e+00;4.000e-01;5.139e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
34.026716000;1.046e+00;6.666e-01;8.127e-03;6.371e-01;7.766e-03;1.047e+00;6.527e-01;2.570e-02;1.046e+00;4.000e-01;4.876e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
34.031716000;1.046e+00;6.666e-01;8.072e-03;6.371e-01;7.714e-03;1.047e+00;6.527e-01;2.564e-02;1.046e+00;4.000e-01;4.843e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
34.531716000;1.045e+00;6.667e-01;3.140e-03;6.378e-01;3.004e-03;1.046e+00;6.536e-01;2.097e-02;1.045e+00;4.000e-01;1.884e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
34.542716000;1.045e+00;6.667e-01;3.045e-03;6.379e-01;2.913e-03;1.046e+00;6.536e-01;2.088e-02;1.045e+00;4.000e-01;1.827e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
34.732716000;1.045e+00;6.667e-01;1.513e-03;6.381e-01;1.448e-03;1.045e+00;6.538e-01;1.943e-02;1.045e+00;4.000e-01;9.080e-04;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
34.762716000;1.045e+00;6.667e-01;1.288e-03;6.381e-01;1.233e-03;1.045e+00;6.539e-01;1.921e-02;1.045e+00;4.000e-01;7.730e-04;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
35.228638000;1.044e+00;6.667e-01;-1.672e-03;6.386e-01;-1.601e-03;1.044e+00;6.543e-01;1.640e-02;1.044e+00;4.000e-01;-1.003e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
35.587638000;1.044e+00;6.667e-01;-3.297e-03;6.388e-01;-3.159e-03;1.044e+00;6.546e-01;1.486e-02;1.044e+00;4.000e-01;-1.978e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
