time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_VoltageInjTerminal;Bess_GEN_ActiveCurrentInjTerminal;Bess_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;-6.667e-01;0.000e+00;-6.383e-01;0.000e+00;1.044e+00;1.036e+00;-6.216e-01;3.049e-02;1.044e+00;-4.000e-01;0.000e+00;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.989996;1.044e+00;-6.667e-01;3.025e-07;-6.383e-01;7.719e-09;1.044e+00;1.036e+00;-6.216e-01;3.049e-02;1.044e+00;-4.000e-01;-4.745e-07;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.990004;1.044e+00;-6.665e-01;2.873e-07;-6.383e-01;7.250e-09;1.044e+00;1.036e+00;-6.216e-01;3.049e-02;1.044e+00;-3.999e-01;-4.509e-07;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.991041;9.927e-01;-6.337e-01;-3.580e-04;-6.383e-01;-3.611e-04;9.926e-01;9.845e-01;-6.216e-01;3.131e-02;9.927e-01;-3.802e-01;-2.154e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.982e+01;4.982e+01
19.992065;9.418e-01;-6.013e-01;-8.631e-04;-6.385e-01;-9.168e-04;9.415e-01;9.336e-01;-6.218e-01;3.206e-02;9.418e-01;-3.608e-01;-5.184e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.974e+01;4.974e+01
19.993125;8.891e-01;-5.682e-01;-1.110e-03;-6.391e-01;-1.249e-03;8.887e-01;8.809e-01;-6.222e-01;3.326e-02;8.891e-01;-3.409e-01;-6.664e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.968e+01;4.968e+01
19.993381;8.763e-01;-5.602e-01;-1.108e-03;-6.393e-01;-1.265e-03;8.760e-01;8.682e-01;-6.224e-01;3.365e-02;8.763e-01;-3.361e-01;-6.654e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.967e+01;4.967e+01
19.993611;8.649e-01;-5.530e-01;-1.083e-03;-6.395e-01;-1.253e-03;8.646e-01;8.567e-01;-6.226e-01;3.404e-02;8.649e-01;-3.318e-01;-6.504e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.966e+01;4.966e+01
19.993842;8.534e-01;-5.459e-01;-1.035e-03;-6.397e-01;-1.213e-03;8.531e-01;8.453e-01;-6.228e-01;3.447e-02;8.534e-01;-3.275e-01;-6.214e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.965e+01;4.965e+01
19.994072;8.420e-01;-5.388e-01;-9.665e-04;-6.399e-01;-1.148e-03;8.417e-01;8.339e-01;-6.230e-01;3.494e-02;8.420e-01;-3.233e-01;-5.804e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.964e+01;4.964e+01
19.994303;8.305e-01;-5.317e-01;-8.765e-04;-6.402e-01;-1.056e-03;8.302e-01;8.224e-01;-6.233e-01;3.545e-02;8.305e-01;-3.190e-01;-5.264e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.963e+01;4.963e+01
19.994533;8.191e-01;-5.246e-01;-7.632e-04;-6.405e-01;-9.321e-04;8.188e-01;8.110e-01;-6.235e-01;3.601e-02;8.191e-01;-3.148e-01;-4.584e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.962e+01;4.962e+01
19.994763;8.076e-01;-5.175e-01;-6.299e-04;-6.408e-01;-7.802e-04;8.074e-01;7.995e-01;-6.238e-01;3.661e-02;8.076e-01;-3.105e-01;-3.784e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.961e+01;4.961e+01
19.994994;7.961e-01;-5.105e-01;-4.749e-04;-6.412e-01;-5.967e-04;7.960e-01;7.881e-01;-6.242e-01;3.725e-02;7.961e-01;-3.063e-01;-2.854e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.960e+01;4.960e+01
19.995224;7.847e-01;-5.035e-01;-2.982e-04;-6.416e-01;-3.803e-04;7.846e-01;7.767e-01;-6.245e-01;3.795e-02;7.847e-01;-3.021e-01;-1.794e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.958e+01;4.958e+01
19.995455;7.732e-01;-4.964e-01;-1.032e-04;-6.420e-01;-1.337e-04;7.732e-01;7.652e-01;-6.249e-01;3.870e-02;7.732e-01;-2.979e-01;-6.241e-05;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.957e+01;4.957e+01
