time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Bess_GEN_VoltageInjTerminal;Bess_GEN_ActiveCurrentInjTerminal;Bess_GEN_ReactiveCurrentInjTerminal;Bess_GEN_ActivePowerControlledPu;Bess_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;9.777e-01;-6.736e-01;-1.909e-01;-6.586e-01;-1.866e-01;1.000e+00;-3.330e-03;-1.080e-03;-6.586e-01;-1.866e-01
29.999994;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;9.777e-01;-6.736e-01;-1.909e-01;-6.586e-01;-1.866e-01;1.000e+00;-3.330e-03;-1.080e-03;-6.586e-01;-1.866e-01
29.999995;6.503e-07;3.564e-07;-1.958e-07;-6.290e-08;3.806e-07;4.331e-02;1.709e-01;6.788e-01;7.400e-03;2.940e-02;-8.609e-08;-2.700e-07;-2.083e-07;-6.586e-01;-1.866e-01
30.000002;6.502e-07;3.564e-07;-1.960e-07;-6.301e-08;3.808e-07;4.331e-02;1.709e-01;6.788e-01;7.400e-03;2.940e-02;-8.601e-08;-2.700e-07;-2.083e-07;-6.586e-01;-1.866e-01
30.001127;6.380e-07;3.558e-07;-2.133e-07;-7.545e-08;3.976e-07;4.341e-02;1.705e-01;6.819e-01;7.400e-03;2.960e-02;-7.608e-08;-2.661e-07;-2.078e-07;-6.586e-01;-1.866e-01
30.002049;6.265e-07;3.542e-07;-2.255e-07;-8.297e-08;4.086e-07;4.350e-02;1.701e-01;6.805e-01;7.400e-03;2.960e-02;-6.911e-08;-2.644e-07;-2.073e-07;-6.586e-01;-1.866e-01
30.003086;6.120e-07;3.509e-07;-2.360e-07;-8.833e-08;4.180e-07;4.369e-02;1.694e-01;6.866e-01;7.400e-03;3.000e-02;-6.253e-08;-2.642e-07;-2.064e-07;-6.586e-01;-1.866e-01
30.004123;5.962e-07;3.461e-07;-2.425e-07;-9.098e-08;4.247e-07;4.408e-02;1.724e-01;6.896e-01;7.600e-03;3.040e-02;-5.708e-08;-2.651e-07;-2.050e-07;-6.586e-01;-1.866e-01
30.005079;5.807e-07;3.405e-07;-2.446e-07;-9.164e-08;4.292e-07;4.470e-02;1.745e-01;7.024e-01;7.800e-03;3.140e-02;-5.295e-08;-2.666e-07;-2.033e-07;-6.586e-01;-1.866e-01
30.006103;5.634e-07;3.329e-07;-2.420e-07;-9.106e-08;4.325e-07;4.521e-02;1.769e-01;7.078e-01;8.000e-03;3.200e-02;-4.956e-08;-2.684e-07;-2.006e-07;-6.586e-01;-1.866e-01
30.007353;5.418e-07;3.215e-07;-2.312e-07;-8.987e-08;4.350e-07;4.537e-02;1.763e-01;7.098e-01;8.000e-03;3.220e-02;-4.698e-08;-2.705e-07;-1.959e-07;-6.586e-01;-1.866e-01
30.008121;5.284e-07;3.133e-07;-2.212e-07;-8.938e-08;4.362e-07;4.546e-02;1.804e-01;7.128e-01;8.000e-03;3.240e-02;-4.620e-08;-2.715e-07;-1.923e-07;-6.586e-01;-1.866e-01
30.009222;5.095e-07;2.996e-07;-2.010e-07;-8.986e-08;4.375e-07;4.580e-02;1.790e-01;7.162e-01;8.200e-03;3.280e-02;-4.666e-08;-2.721e-07;-1.854e-07;-6.586e-01;-1.866e-01
30.010161;4.937e-07;2.861e-07;-1.794e-07;-9.167e-08;4.387e-07;4.626e-02;1.816e-01;7.264e-01;8.400e-03;3.360e-02;-4.855e-08;-2.720e-07;-1.784e-07;-6.586e-01;-1.866e-01
30.011185;4.771e-07;2.695e-07;-1.514e-07;-9.556e-08;4.403e-07;4.690e-02;1.834e-01;7.335e-01;8.600e-03;3.440e-02;-5.259e-08;-2.712e-07;-1.693e-07;-6.586e-01;-1.866e-01
30.012209;4.610e-07;2.512e-07;-1.195e-07;-1.016e-07;4.423e-07;4.766e-02;1.888e-01;7.469e-01;9.000e-03;3.560e-02;-5.883e-08;-2.697e-07;-1.589e-07;-6.586e-01;-1.866e-01
30.013233;4.456e-07;2.317e-07;-8.443e-08;-1.097e-07;4.446e-07;4.852e-02;1.896e-01;7.626e-01;9.200e-03;3.700e-02;-6.725e-08;-2.677e-07;-1.473e-07;-6.586e-01;-1.866e-01
