time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;NetworkFrequencyPu
30.012682000;9.523e-01;-3.086e-01;2.194e-01;-3.241e-01;2.304e-01;9.523e-01;-3.240e-01;2.304e-01;9.523e-01;-1.543e-03;1.097e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.015754000;9.528e-01;-3.110e-01;2.250e-01;-3.264e-01;2.361e-01;9.529e-01;-3.264e-01;2.361e-01;9.528e-01;-1.555e-03;1.125e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.019338000;9.534e-01;-3.138e-01;2.308e-01;-3.291e-01;2.421e-01;9.534e-01;-3.291e-01;2.421e-01;9.534e-01;-1.569e-03;1.154e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.019850000;9.535e-01;-3.140e-01;2.314e-01;-3.293e-01;2.427e-01;9.535e-01;-3.293e-01;2.429e-01;9.535e-01;-1.570e-03;1.157e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.020874000;9.536e-01;-3.148e-01;2.330e-01;-3.301e-01;2.443e-01;9.536e-01;-3.301e-01;2.443e-01;9.536e-01;-1.574e-03;1.165e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.021898000;9.537e-01;-3.156e-01;2.344e-01;-3.309e-01;2.458e-01;9.538e-01;-3.309e-01;2.458e-01;9.537e-01;-1.578e-03;1.172e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.024698000;9.540e-01;-3.174e-01;2.378e-01;-3.327e-01;2.493e-01;9.541e-01;-3.327e-01;2.492e-01;9.540e-01;-1.587e-03;1.189e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.026498000;9.542e-01;-3.186e-01;2.398e-01;-3.339e-01;2.513e-01;9.543e-01;-3.339e-01;2.513e-01;9.542e-01;-1.593e-03;1.199e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.027398000;9.543e-01;-3.192e-01;2.406e-01;-3.345e-01;2.521e-01;9.544e-01;-3.345e-01;2.521e-01;9.543e-01;-1.596e-03;1.203e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.028298000;9.544e-01;-3.198e-01;2.414e-01;-3.351e-01;2.529e-01;9.544e-01;-3.351e-01;2.529e-01;9.544e-01;-1.599e-03;1.207e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.029198000;9.545e-01;-3.202e-01;2.422e-01;-3.355e-01;2.538e-01;9.545e-01;-3.355e-01;2.537e-01;9.545e-01;-1.601e-03;1.211e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.030098000;9.545e-01;-3.208e-01;2.430e-01;-3.361e-01;2.546e-01;9.546e-01;-3.361e-01;2.546e-01;9.545e-01;-1.604e-03;1.215e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.031898000;9.546e-01;-3.218e-01;2.442e-01;-3.371e-01;2.558e-01;9.547e-01;-3.371e-01;2.560e-01;9.546e-01;-1.609e-03;1.221e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.035498000;9.548e-01;-3.234e-01;2.466e-01;-3.387e-01;2.583e-01;9.549e-01;-3.387e-01;2.582e-01;9.548e-01;-1.617e-03;1.233e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.039998000;9.550e-01;-3.254e-01;2.486e-01;-3.407e-01;2.603e-01;9.551e-01;-3.407e-01;2.603e-01;9.550e-01;-1.627e-03;1.243e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.040898000;9.551e-01;-3.256e-01;2.490e-01;-3.409e-01;2.607e-01;9.551e-01;-3.409e-01;2.607e-01;9.551e-01;-1.628e-03;1.245e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.045398000;9.552e-01;-3.272e-01;2.502e-01;-3.426e-01;2.619e-01;9.552e-01;-3.425e-01;2.619e-01;9.552e-01;-1.636e-03;1.251e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.048998000;9.552e-01;-3.280e-01;2.510e-01;-3.434e-01;2.628e-01;9.553e-01;-3.434e-01;2.627e-01;9.552e-01;-1.640e-03;1.255e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.050798000;9.553e-01;-3.284e-01;2.514e-01;-3.438e-01;2.632e-01;9.553e-01;-3.438e-01;2.632e-01;9.553e-01;-1.642e-03;1.257e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.054398000;9.553e-01;-3.292e-01;2.518e-01;-3.446e-01;2.636e-01;9.554e-01;-3.446e-01;2.636e-01;9.553e-01;-1.646e-03;1.259e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.055298000;9.553e-01;-3.294e-01;2.520e-01;-3.448e-01;2.638e-01;9.554e-01;-3.448e-01;2.638e-01;9.553e-01;-1.647e-03;1.260e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.057198000;9.553e-01;-3.298e-01;2.522e-01;-3.452e-01;2.640e-01;9.554e-01;-3.452e-01;2.640e-01;9.553e-01;-1.649e-03;1.261e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.062198000;9.554e-01;-3.304e-01;2.524e-01;-3.458e-01;2.642e-01;9.554e-01;-3.458e-01;2.644e-01;9.554e-01;-1.652e-03;1.262e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.070198000;9.554e-01;-3.314e-01;2.528e-01;-3.469e-01;2.646e-01;9.554e-01;-3.466e-01;2.646e-01;9.554e-01;-1.657e-03;1.264e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.073198000;9.554e-01;-3.316e-01;2.530e-01;-3.471e-01;2.648e-01;9.554e-01;-3.471e-01;2.648e-01;9.554e-01;-1.658e-03;1.265e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.079198000;9.554e-01;-3.320e-01;2.530e-01;-3.475e-01;2.648e-01;9.554e-01;-3.475e-01;2.650e-01;9.554e-01;-1.660e-03;1.265e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.081198000;9.554e-01;-3.320e-01;2.532e-01;-3.475e-01;2.650e-01;9.554e-01;-3.475e-01;2.650e-01;9.554e-01;-1.660e-03;1.266e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.088198000;9.554e-01;-3.324e-01;2.532e-01;-3.479e-01;2.650e-01;9.555e-01;-3.479e-01;2.650e-01;9.554e-01;-1.662e-03;1.266e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.095198000;9.554e-01;-3.326e-01;2.532e-01;-3.481e-01;2.650e-01;9.555e-01;-3.481e-01;2.650e-01;9.554e-01;-1.663e-03;1.266e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.125198000;9.554e-01;-3.330e-01;2.534e-01;-3.485e-01;2.652e-01;9.555e-01;-3.485e-01;2.652e-01;9.554e-01;-1.665e-03;1.267e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.126198000;9.554e-01;-3.330e-01;2.534e-01;-3.485e-01;2.652e-01;9.555e-01;-3.485e-01;2.654e-01;9.554e-01;-1.665e-03;1.267e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.169198000;9.554e-01;-3.330e-01;2.538e-01;-3.485e-01;2.656e-01;9.555e-01;-3.485e-01;2.656e-01;9.554e-01;-1.665e-03;1.269e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.209198000;9.555e-01;-3.330e-01;2.540e-01;-3.485e-01;2.658e-01;9.555e-01;-3.485e-01;2.658e-01;9.555e-01;-1.665e-03;1.270e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.554198000;9.556e-01;-3.330e-01;2.548e-01;-3.485e-01;2.667e-01;9.556e-01;-3.485e-01;2.668e-01;9.556e-01;-1.665e-03;1.274e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.616198000;9.556e-01;-3.330e-01;2.550e-01;-3.485e-01;2.669e-01;9.556e-01;-3.485e-01;2.668e-01;9.556e-01;-1.665e-03;1.275e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.652198000;9.556e-01;-3.330e-01;2.550e-01;-3.485e-01;2.669e-01;9.556e-01;-3.485e-01;2.668e-01;9.556e-01;-1.665e-03;1.275e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.826198000;9.556e-01;-3.330e-01;2.548e-01;-3.485e-01;2.667e-01;9.556e-01;-3.485e-01;2.666e-01;9.556e-01;-1.665e-03;1.274e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
30.967198000;9.555e-01;-3.330e-01;2.546e-01;-3.485e-01;2.665e-01;9.556e-01;-3.485e-01;2.664e-01;9.555e-01;-1.665e-03;1.273e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
31.049198000;9.555e-01;-3.330e-01;2.542e-01;-3.485e-01;2.660e-01;9.556e-01;-3.485e-01;2.662e-01;9.555e-01;-1.665e-03;1.271e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
31.101198000;9.555e-01;-3.330e-01;2.542e-01;-3.485e-01;2.660e-01;9.555e-01;-3.485e-01;2.660e-01;9.555e-01;-1.665e-03;1.271e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
31.112198000;9.555e-01;-3.330e-01;2.540e-01;-3.485e-01;2.658e-01;9.555e-01;-3.485e-01;2.660e-01;9.555e-01;-1.665e-03;1.270e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
31.156198000;9.555e-01;-3.330e-01;2.540e-01;-3.485e-01;2.658e-01;9.555e-01;-3.485e-01;2.658e-01;9.555e-01;-1.665e-03;1.270e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
31.724198000;9.552e-01;-3.330e-01;2.510e-01;-3.486e-01;2.628e-01;9.552e-01;-3.486e-01;2.628e-01;9.552e-01;-1.665e-03;1.255e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
31.761198000;9.551e-01;-3.330e-01;2.506e-01;-3.486e-01;2.624e-01;9.552e-01;-3.486e-01;2.626e-01;9.551e-01;-1.665e-03;1.253e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
34.191198000;9.532e-01;-3.330e-01;2.312e-01;-3.494e-01;2.426e-01;9.532e-01;-3.493e-01;2.428e-01;9.532e-01;-1.665e-03;1.156e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
34.224198000;9.531e-01;-3.330e-01;2.310e-01;-3.494e-01;2.424e-01;9.532e-01;-3.494e-01;2.423e-01;9.531e-01;-1.665e-03;1.155e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
34.274198000;9.531e-01;-3.330e-01;2.306e-01;-3.494e-01;2.419e-01;9.531e-01;-3.494e-01;2.421e-01;9.531e-01;-1.665e-03;1.153e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
35.558198000;9.523e-01;-3.330e-01;2.228e-01;-3.497e-01;2.340e-01;9.524e-01;-3.497e-01;2.342e-01;9.523e-01;-1.665e-03;1.114e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
35.566198000;9.523e-01;-3.330e-01;2.228e-01;-3.497e-01;2.340e-01;9.523e-01;-3.497e-01;2.339e-01;9.523e-01;-1.665e-03;1.114e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
35.641198000;9.523e-01;-3.330e-01;2.224e-01;-3.497e-01;2.335e-01;9.523e-01;-3.497e-01;2.337e-01;9.523e-01;-1.665e-03;1.112e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
35.672198000;9.522e-01;-3.330e-01;2.224e-01;-3.497e-01;2.336e-01;9.523e-01;-3.497e-01;2.335e-01;9.522e-01;-1.665e-03;1.112e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
36.257198000;9.520e-01;-3.330e-01;2.198e-01;-3.498e-01;2.309e-01;9.520e-01;-3.498e-01;2.311e-01;9.520e-01;-1.665e-03;1.099e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
37.036198000;9.518e-01;-3.330e-01;2.174e-01;-3.499e-01;2.284e-01;9.518e-01;-3.499e-01;2.286e-01;9.518e-01;-1.665e-03;1.087e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
37.051198000;9.517e-01;-3.330e-01;2.174e-01;-3.499e-01;2.284e-01;9.518e-01;-3.499e-01;2.284e-01;9.517e-01;-1.665e-03;1.087e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
37.204198000;9.517e-01;-3.330e-01;2.170e-01;-3.499e-01;2.280e-01;9.518e-01;-3.499e-01;2.282e-01;9.517e-01;-1.665e-03;1.085e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
38.018198000;9.516e-01;-3.330e-01;2.156e-01;-3.500e-01;2.266e-01;9.516e-01;-3.499e-01;2.266e-01;9.516e-01;-1.665e-03;1.078e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
38.390198000;9.515e-01;-3.330e-01;2.152e-01;-3.500e-01;2.262e-01;9.516e-01;-3.500e-01;2.262e-01;9.515e-01;-1.665e-03;1.076e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
38.550198000;9.515e-01;-3.330e-01;2.150e-01;-3.500e-01;2.260e-01;9.515e-01;-3.500e-01;2.262e-01;9.515e-01;-1.665e-03;1.075e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
38.783198000;9.515e-01;-3.330e-01;2.148e-01;-3.500e-01;2.258e-01;9.515e-01;-3.500e-01;2.260e-01;9.515e-01;-1.665e-03;1.074e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
38.840198000;9.515e-01;-3.330e-01;2.148e-01;-3.500e-01;2.258e-01;9.515e-01;-3.500e-01;2.257e-01;9.515e-01;-1.665e-03;1.074e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
39.147198000;9.515e-01;-3.330e-01;2.146e-01;-3.500e-01;2.255e-01;9.515e-01;-3.500e-01;2.257e-01;9.515e-01;-1.665e-03;1.073e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
39.839198000;9.514e-01;-3.330e-01;2.146e-01;-3.500e-01;2.256e-01;9.515e-01;-3.500e-01;2.255e-01;9.514e-01;-1.665e-03;1.073e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
41.120198000;9.515e-01;-3.330e-01;2.146e-01;-3.500e-01;2.255e-01;9.515e-01;-3.500e-01;2.255e-01;9.515e-01;-1.665e-03;1.073e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
41.267198000;9.515e-01;-3.330e-01;2.146e-01;-3.500e-01;2.255e-01;9.515e-01;-3.500e-01;2.257e-01;9.515e-01;-1.665e-03;1.073e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
45.804198000;9.516e-01;-3.330e-01;2.158e-01;-3.499e-01;2.268e-01;9.516e-01;-3.499e-01;2.270e-01;9.516e-01;-1.665e-03;1.079e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
46.105198000;9.516e-01;-3.330e-01;2.160e-01;-3.499e-01;2.270e-01;9.516e-01;-3.499e-01;2.270e-01;9.516e-01;-1.665e-03;1.080e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
100.000000000;9.516e-01;-3.330e-01;2.160e-01;-3.499e-01;2.270e-01;9.516e-01;-3.499e-01;2.270e-01;9.516e-01;-1.665e-03;1.080e-03;5.000e+01;1.000e+01;-3.330e-01;2.160e-01;5.000e+01
