time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;-6.667e-01;-1.730e-09;-6.383e-01;-3.965e-09;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;-9.953e-09;1.000e+01;-6.667e-01;-8.472e-10;1.044e+00;5.000e+01;5.000e+01
19.999996000;1.044e+00;-6.667e-01;-4.641e-09;-6.383e-01;-1.035e-09;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;1.501e-09;1.000e+01;-6.667e-01;-6.049e-10;1.044e+00;5.000e+01;5.000e+01
19.999996000;1.044e+00;-6.667e-01;-4.751e-09;-6.383e-01;-9.949e-10;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;1.553e-09;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.000508000;1.044e+00;-6.667e-01;-6.047e-09;-6.383e-01;-1.400e-09;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;2.079e-09;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.001020000;1.044e+00;-6.667e-01;-1.673e-06;-6.383e-01;-1.597e-06;1.044e+00;1.037e+00;-6.211e-01;3.957e-02;1.044e+00;-4.000e-01;-9.979e-07;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.007020000;1.044e+00;-6.667e-01;-6.834e-05;-6.383e-01;-6.543e-05;1.044e+00;1.037e+00;-6.211e-01;3.951e-02;1.044e+00;-4.000e-01;-4.100e-05;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.008020000;1.044e+00;-6.666e-01;-8.668e-05;-6.383e-01;-8.298e-05;1.044e+00;1.037e+00;-6.211e-01;3.949e-02;1.044e+00;-4.000e-01;-5.200e-05;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.019020000;1.044e+00;-6.666e-01;-3.633e-04;-6.383e-01;-3.479e-04;1.044e+00;1.037e+00;-6.211e-01;3.923e-02;1.044e+00;-4.000e-01;-2.180e-04;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.020020000;1.044e+00;-6.666e-01;-3.933e-04;-6.383e-01;-3.766e-04;1.044e+00;1.037e+00;-6.211e-01;3.920e-02;1.044e+00;-3.999e-01;-2.360e-04;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.025020000;1.044e+00;-6.666e-01;-5.450e-04;-6.383e-01;-5.219e-04;1.044e+00;1.037e+00;-6.211e-01;3.906e-02;1.044e+00;-3.999e-01;-3.270e-04;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.026020000;1.044e+00;-6.665e-01;-5.767e-04;-6.383e-01;-5.522e-04;1.044e+00;1.037e+00;-6.211e-01;3.903e-02;1.044e+00;-3.999e-01;-3.460e-04;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.027020000;1.044e+00;-6.665e-01;-6.083e-04;-6.383e-01;-5.826e-04;1.044e+00;1.037e+00;-6.211e-01;3.900e-02;1.044e+00;-3.999e-01;-3.650e-04;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.042020000;1.044e+00;-6.665e-01;-1.102e-03;-6.383e-01;-1.055e-03;1.044e+00;1.037e+00;-6.212e-01;3.853e-02;1.044e+00;-3.999e-01;-6.610e-04;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
