time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;-6.667e-01;3.338e-09;-6.383e-01;1.096e-08;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;-7.442e-09;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.999996000;1.044e+00;-6.667e-01;-1.521e-09;-6.383e-01;-1.217e-09;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;-6.411e-09;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.999996000;1.044e+00;-6.667e-01;-1.837e-09;-6.383e-01;-1.291e-09;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;-6.290e-09;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.005580000;1.044e+00;-6.667e-01;-7.514e-09;-6.383e-01;-1.396e-09;1.044e+00;1.037e+00;-6.211e-01;3.957e-02;1.044e+00;-4.000e-01;-4.448e-09;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.006580000;1.044e+00;-6.666e-01;-7.644e-09;-6.383e-01;-1.394e-09;1.044e+00;1.037e+00;-6.211e-01;3.957e-02;1.044e+00;-4.000e-01;-4.354e-09;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.008580000;1.044e+00;-6.666e-01;1.659e-06;-6.383e-01;1.595e-06;1.044e+00;1.037e+00;-6.211e-01;3.957e-02;1.044e+00;-4.000e-01;9.958e-07;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.009580000;1.044e+00;-6.666e-01;3.325e-06;-6.382e-01;3.190e-06;1.044e+00;1.037e+00;-6.211e-01;3.957e-02;1.044e+00;-4.000e-01;1.996e-06;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.010580000;1.044e+00;-6.666e-01;3.325e-06;-6.382e-01;3.190e-06;1.044e+00;1.037e+00;-6.210e-01;3.957e-02;1.044e+00;-4.000e-01;1.996e-06;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.019580000;1.044e+00;-6.662e-01;3.332e-05;-6.379e-01;3.191e-05;1.044e+00;1.037e+00;-6.207e-01;3.956e-02;1.044e+00;-3.997e-01;2.000e-05;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.020580000;1.044e+00;-6.662e-01;3.832e-05;-6.378e-01;3.670e-05;1.045e+00;1.037e+00;-6.206e-01;3.956e-02;1.044e+00;-3.997e-01;2.300e-05;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.021580000;1.044e+00;-6.661e-01;4.499e-05;-6.377e-01;4.308e-05;1.045e+00;1.037e+00;-6.206e-01;3.956e-02;1.044e+00;-3.997e-01;2.700e-05;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.022580000;1.045e+00;-6.660e-01;4.999e-05;-6.377e-01;4.787e-05;1.045e+00;1.037e+00;-6.205e-01;3.956e-02;1.045e+00;-3.996e-01;3.000e-05;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.023580000;1.045e+00;-6.660e-01;5.666e-05;-6.376e-01;5.425e-05;1.045e+00;1.037e+00;-6.204e-01;3.956e-02;1.045e+00;-3.996e-01;3.400e-05;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.024580000;1.045e+00;-6.659e-01;6.499e-05;-6.375e-01;6.223e-05;1.045e+00;1.037e+00;-6.203e-01;3.956e-02;1.045e+00;-3.995e-01;3.900e-05;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.001e+01;5.001e+01
20.050322000;1.045e+00;-6.622e-01;3.600e-04;-6.337e-01;3.445e-04;1.045e+00;1.037e+00;-6.166e-01;3.945e-02;1.045e+00;-3.973e-01;2.160e-04;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.001e+01;5.001e+01
20.052322000;1.045e+00;-6.617e-01;3.917e-04;-6.333e-01;3.748e-04;1.045e+00;1.037e+00;-6.161e-01;3.943e-02;1.045e+00;-3.970e-01;2.350e-04;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.001e+01;5.001e+01
20.053322000;1.045e+00;-6.615e-01;4.067e-04;-6.331e-01;3.892e-04;1.045e+00;1.038e+00;-6.159e-01;3.943e-02;1.045e+00;-3.969e-01;2.440e-04;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.001e+01;5.001e+01
20.054322000;1.045e+00;-6.613e-01;4.217e-04;-6.329e-01;4.035e-04;1.045e+00;1.038e+00;-6.157e-01;3.942e-02;1.045e+00;-3.968e-01;2.530e-04;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.001e+01;5.001e+01
20.055322000;1.045e+00;-6.611e-01;4.383e-04;-6.326e-01;4.195e-04;1.045e+00;1.038e+00;-6.155e-01;3.941e-02;1.045e+00;-3.967e-01;2.630e-04;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.001e+01;5.001e+01
20.057322000;1.045e+00;-6.606e-01;4.717e-04;-6.322e-01;4.514e-04;1.045e+00;1.038e+00;-6.150e-01;3.939e-02;1.045e+00;-3.964e-01;2.830e-04;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.001e+01;5.001e+01
20.058322000;1.045e+00;-6.604e-01;4.867e-04;-6.319e-01;4.657e-04;1.045e+00;1.038e+00;-6.148e-01;3.938e-02;1.045e+00;-3.962e-01;2.920e-04;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.002e+01;5.002e+01
20.070322000;1.045e+00;-6.573e-01;7.000e-04;-6.288e-01;6.697e-04;1.045e+00;1.038e+00;-6.116e-01;3.927e-02;1.045e+00;-3.944e-01;4.200e-04;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.002e+01;5.002e+01
20.071322000;1.045e+00;-6.570e-01;7.183e-04;-6.285e-01;6.872e-04;1.046e+00;1.038e+00;-6.114e-01;3.925e-02;1.045e+00;-3.942e-01;4.310e-04;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.002e+01;5.002e+01
20.072322000;1.045e+00;-6.567e-01;7.367e-04;-6.282e-01;7.047e-04;1.046e+00;1.038e+00;-6.111e-01;3.924e-02;1.045e+00;-3.940e-01;4.420e-04;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.002e+01;5.002e+01
20.074322000;1.045e+00;-6.561e-01;7.750e-04;-6.276e-01;7.414e-04;1.046e+00;1.038e+00;-6.105e-01;3.922e-02;1.045e+00;-3.937e-01;4.650e-04;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.002e+01;5.002e+01
20.078322000;1.045e+00;-6.549e-01;8.533e-04;-6.264e-01;8.162e-04;1.046e+00;1.038e+00;-6.093e-01;3.917e-02;1.045e+00;-3.929e-01;5.120e-04;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.002e+01;5.002e+01
20.079322000;1.046e+00;-6.546e-01;8.733e-04;-6.261e-01;8.353e-04;1.046e+00;1.038e+00;-6.089e-01;3.916e-02;1.046e+00;-3.928e-01;5.240e-04;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.002e+01;5.002e+01
20.087322000;1.046e+00;-6.520e-01;1.037e-03;-6.235e-01;9.913e-04;1.046e+00;1.038e+00;-6.063e-01;3.905e-02;1.046e+00;-3.912e-01;6.220e-04;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.002e+01;5.002e+01
20.088322000;1.046e+00;-6.517e-01;1.057e-03;-6.232e-01;1.010e-03;1.046e+00;1.039e+00;-6.060e-01;3.903e-02;1.046e+00;-3.910e-01;6.340e-04;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.002e+01;5.002e+01
