time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;9.999e-01;-6.660e-01;-2.158e-01;1.000e+00;-3.330e-03;-1.080e-03;1.000e+01;-6.660e-01;-2.159e-01
19.999996000;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;9.999e-01;-6.660e-01;-2.158e-01;1.000e+00;-3.330e-03;-1.080e-03;1.000e+01;-6.660e-01;-2.159e-01
19.999996000;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;9.999e-01;-6.660e-01;-2.158e-01;1.000e+00;-3.330e-03;-1.080e-03;1.000e+01;-6.327e-01;-2.159e-01
20.001084000;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;9.999e-01;-6.660e-01;-2.158e-01;1.000e+00;-3.330e-03;-1.080e-03;1.000e+01;-6.327e-01;-2.159e-01
20.001148000;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;9.999e-01;-6.660e-01;-2.160e-01;1.000e+00;-3.330e-03;-1.080e-03;1.000e+01;-6.327e-01;-2.159e-01
20.001532000;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;9.999e-01;-6.660e-01;-2.160e-01;1.000e+00;-3.330e-03;-1.080e-03;1.000e+01;-6.327e-01;-2.159e-01
20.001596000;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;1.000e+00;-6.660e-01;-2.160e-01;1.000e+00;-3.330e-03;-1.080e-03;1.000e+01;-6.327e-01;-2.159e-01
20.001724000;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;1.000e+00;-6.660e-01;-2.160e-01;1.000e+00;-3.330e-03;-1.080e-03;1.000e+01;-6.327e-01;-2.159e-01
20.004975000;1.000e+00;-6.650e-01;-2.160e-01;-6.649e-01;-2.160e-01;1.000e+00;-6.648e-01;-2.160e-01;1.000e+00;-3.325e-03;-1.080e-03;1.000e+01;-6.327e-01;-2.159e-01
20.005183000;1.000e+00;-6.648e-01;-2.160e-01;-6.647e-01;-2.160e-01;1.000e+00;-6.648e-01;-2.160e-01;1.000e+00;-3.324e-03;-1.080e-03;1.000e+01;-6.327e-01;-2.159e-01
20.005390000;1.000e+00;-6.648e-01;-2.162e-01;-6.647e-01;-2.162e-01;1.000e+00;-6.646e-01;-2.160e-01;1.000e+00;-3.324e-03;-1.081e-03;1.000e+01;-6.327e-01;-2.159e-01
20.007464000;1.000e+00;-6.636e-01;-2.162e-01;-6.635e-01;-2.162e-01;1.000e+00;-6.635e-01;-2.160e-01;1.000e+00;-3.318e-03;-1.081e-03;1.000e+01;-6.327e-01;-2.159e-01
20.007878000;1.000e+00;-6.632e-01;-2.162e-01;-6.630e-01;-2.161e-01;1.000e+00;-6.631e-01;-2.160e-01;1.000e+00;-3.316e-03;-1.081e-03;1.000e+01;-6.327e-01;-2.159e-01
20.008293000;1.000e+00;-6.630e-01;-2.162e-01;-6.628e-01;-2.161e-01;1.000e+00;-6.629e-01;-2.160e-01;1.000e+00;-3.315e-03;-1.081e-03;1.000e+01;-6.327e-01;-2.159e-01
20.008708000;1.000e+00;-6.628e-01;-2.162e-01;-6.626e-01;-2.161e-01;1.000e+00;-6.626e-01;-2.159e-01;1.000e+00;-3.314e-03;-1.081e-03;1.000e+01;-6.327e-01;-2.159e-01
20.009122000;1.000e+00;-6.624e-01;-2.162e-01;-6.622e-01;-2.161e-01;1.000e+00;-6.622e-01;-2.159e-01;1.000e+00;-3.312e-03;-1.081e-03;1.000e+01;-6.327e-01;-2.159e-01
20.009952000;1.000e+00;-6.618e-01;-2.162e-01;-6.615e-01;-2.161e-01;1.000e+00;-6.616e-01;-2.161e-01;1.000e+00;-3.309e-03;-1.081e-03;1.000e+01;-6.327e-01;-2.159e-01
20.010698000;1.000e+00;-6.614e-01;-2.162e-01;-6.611e-01;-2.161e-01;1.000e+00;-6.609e-01;-2.161e-01;1.000e+00;-3.307e-03;-1.081e-03;1.000e+01;-6.327e-01;-2.159e-01
20.011445000;1.001e+00;-6.608e-01;-2.162e-01;-6.605e-01;-2.161e-01;1.000e+00;-6.605e-01;-2.161e-01;1.001e+00;-3.304e-03;-1.081e-03;1.000e+01;-6.327e-01;-2.159e-01
20.012191000;1.001e+00;-6.602e-01;-2.162e-01;-6.598e-01;-2.161e-01;1.001e+00;-6.599e-01;-2.161e-01;1.001e+00;-3.301e-03;-1.081e-03;1.000e+01;-6.327e-01;-2.159e-01
20.013684000;1.001e+00;-6.590e-01;-2.162e-01;-6.585e-01;-2.161e-01;1.001e+00;-6.586e-01;-2.161e-01;1.001e+00;-3.295e-03;-1.081e-03;1.000e+01;-6.327e-01;-2.159e-01
20.014431000;1.001e+00;-6.584e-01;-2.162e-01;-6.579e-01;-2.160e-01;1.001e+00;-6.579e-01;-2.161e-01;1.001e+00;-3.292e-03;-1.081e-03;1.000e+01;-6.327e-01;-2.159e-01
20.015177000;1.001e+00;-6.578e-01;-2.164e-01;-6.573e-01;-2.162e-01;1.001e+00;-6.573e-01;-2.160e-01;1.001e+00;-3.289e-03;-1.082e-03;1.000e+01;-6.327e-01;-2.159e-01
20.018910000;1.001e+00;-6.550e-01;-2.164e-01;-6.543e-01;-2.162e-01;1.001e+00;-6.543e-01;-2.160e-01;1.001e+00;-3.275e-03;-1.082e-03;1.000e+01;-6.327e-01;-2.159e-01
20.019656000;1.001e+00;-6.544e-01;-2.164e-01;-6.536e-01;-2.161e-01;1.001e+00;-6.537e-01;-2.160e-01;1.001e+00;-3.272e-03;-1.082e-03;1.000e+01;-6.327e-01;-2.159e-01
20.020403000;1.001e+00;-6.538e-01;-2.164e-01;-6.530e-01;-2.161e-01;1.001e+00;-6.530e-01;-2.161e-01;1.001e+00;-3.269e-03;-1.082e-03;1.000e+01;-6.327e-01;-2.159e-01
20.023389000;1.001e+00;-6.516e-01;-2.164e-01;-6.507e-01;-2.161e-01;1.001e+00;-6.507e-01;-2.161e-01;1.001e+00;-3.258e-03;-1.082e-03;1.000e+01;-6.327e-01;-2.159e-01
20.024135000;1.001e+00;-6.512e-01;-2.164e-01;-6.502e-01;-2.161e-01;1.001e+00;-6.503e-01;-2.161e-01;1.001e+00;-3.256e-03;-1.082e-03;1.000e+01;-6.327e-01;-2.159e-01
20.024882000;1.002e+00;-6.506e-01;-2.166e-01;-6.496e-01;-2.163e-01;1.001e+00;-6.496e-01;-2.161e-01;1.002e+00;-3.253e-03;-1.083e-03;1.000e+01;-6.327e-01;-2.159e-01
20.025628000;1.002e+00;-6.502e-01;-2.166e-01;-6.492e-01;-2.163e-01;1.002e+00;-6.492e-01;-2.161e-01;1.002e+00;-3.251e-03;-1.083e-03;1.000e+01;-6.327e-01;-2.159e-01
20.026628000;1.002e+00;-6.494e-01;-2.166e-01;-6.483e-01;-2.162e-01;1.002e+00;-6.484e-01;-2.161e-01;1.002e+00;-3.247e-03;-1.083e-03;1.000e+01;-6.327e-01;-2.159e-01
20.027628000;1.002e+00;-6.488e-01;-2.166e-01;-6.477e-01;-2.162e-01;1.002e+00;-6.477e-01;-2.160e-01;1.002e+00;-3.244e-03;-1.083e-03;1.000e+01;-6.327e-01;-2.159e-01
20.028628000;1.002e+00;-6.482e-01;-2.166e-01;-6.471e-01;-2.162e-01;1.002e+00;-6.471e-01;-2.162e-01;1.002e+00;-3.241e-03;-1.083e-03;1.000e+01;-6.327e-01;-2.159e-01
20.031628000;1.002e+00;-6.464e-01;-2.166e-01;-6.452e-01;-2.162e-01;1.002e+00;-6.452e-01;-2.162e-01;1.002e+00;-3.232e-03;-1.083e-03;1.000e+01;-6.327e-01;-2.159e-01
20.032628000;1.002e+00;-6.458e-01;-2.168e-01;-6.445e-01;-2.164e-01;1.002e+00;-6.446e-01;-2.162e-01;1.002e+00;-3.229e-03;-1.084e-03;1.000e+01;-6.327e-01;-2.159e-01
20.034628000;1.002e+00;-6.448e-01;-2.168e-01;-6.435e-01;-2.164e-01;1.002e+00;-6.435e-01;-2.162e-01;1.002e+00;-3.224e-03;-1.084e-03;1.000e+01;-6.327e-01;-2.159e-01
20.035628000;1.002e+00;-6.444e-01;-2.168e-01;-6.430e-01;-2.163e-01;1.002e+00;-6.431e-01;-2.164e-01;1.002e+00;-3.222e-03;-1.084e-03;1.000e+01;-6.327e-01;-2.159e-01
20.036628000;1.002e+00;-6.438e-01;-2.168e-01;-6.424e-01;-2.163e-01;1.002e+00;-6.424e-01;-2.163e-01;1.002e+00;-3.219e-03;-1.084e-03;1.000e+01;-6.327e-01;-2.159e-01
20.038628000;1.002e+00;-6.430e-01;-2.168e-01;-6.416e-01;-2.163e-01;1.002e+00;-6.416e-01;-2.163e-01;1.002e+00;-3.215e-03;-1.084e-03;1.000e+01;-6.327e-01;-2.159e-01
20.039628000;1.002e+00;-6.426e-01;-2.170e-01;-6.411e-01;-2.165e-01;1.002e+00;-6.412e-01;-2.163e-01;1.002e+00;-3.213e-03;-1.085e-03;1.000e+01;-6.327e-01;-2.159e-01
20.042628000;1.002e+00;-6.414e-01;-2.170e-01;-6.399e-01;-2.165e-01;1.002e+00;-6.399e-01;-2.163e-01;1.002e+00;-3.207e-03;-1.085e-03;1.000e+01;-6.327e-01;-2.159e-01
20.043628000;1.002e+00;-6.410e-01;-2.170e-01;-6.395e-01;-2.165e-01;1.002e+00;-6.395e-01;-2.165e-01;1.002e+00;-3.205e-03;-1.085e-03;1.000e+01;-6.327e-01;-2.159e-01
20.044628000;1.002e+00;-6.406e-01;-2.170e-01;-6.390e-01;-2.165e-01;1.002e+00;-6.391e-01;-2.165e-01;1.002e+00;-3.203e-03;-1.085e-03;1.000e+01;-6.327e-01;-2.159e-01
20.046628000;1.002e+00;-6.400e-01;-2.170e-01;-6.384e-01;-2.165e-01;1.002e+00;-6.384e-01;-2.165e-01;1.002e+00;-3.200e-03;-1.085e-03;1.000e+01;-6.327e-01;-2.159e-01
20.047628000;1.003e+00;-6.396e-01;-2.172e-01;-6.380e-01;-2.167e-01;1.002e+00;-6.380e-01;-2.165e-01;1.003e+00;-3.198e-03;-1.086e-03;1.000e+01;-6.327e-01;-2.159e-01
20.048628000;1.003e+00;-6.394e-01;-2.172e-01;-6.378e-01;-2.167e-01;1.002e+00;-6.378e-01;-2.165e-01;1.003e+00;-3.197e-03;-1.086e-03;1.000e+01;-6.327e-01;-2.159e-01
20.049628000;1.003e+00;-6.390e-01;-2.172e-01;-6.374e-01;-2.166e-01;1.002e+00;-6.374e-01;-2.165e-01;1.003e+00;-3.195e-03;-1.086e-03;1.000e+01;-6.327e-01;-2.159e-01
20.050628000;1.003e+00;-6.388e-01;-2.172e-01;-6.372e-01;-2.166e-01;1.003e+00;-6.372e-01;-2.165e-01;1.003e+00;-3.194e-03;-1.086e-03;1.000e+01;-6.327e-01;-2.159e-01
20.051628000;1.003e+00;-6.386e-01;-2.172e-01;-6.369e-01;-2.166e-01;1.003e+00;-6.370e-01;-2.166e-01;1.003e+00;-3.193e-03;-1.086e-03;1.000e+01;-6.327e-01;-2.159e-01
20.052628000;1.003e+00;-6.382e-01;-2.172e-01;-6.365e-01;-2.166e-01;1.003e+00;-6.366e-01;-2.166e-01;1.003e+00;-3.191e-03;-1.086e-03;1.000e+01;-6.327e-01;-2.159e-01
20.055628000;1.003e+00;-6.376e-01;-2.172e-01;-6.359e-01;-2.166e-01;1.003e+00;-6.359e-01;-2.166e-01;1.003e+00;-3.188e-03;-1.086e-03;1.000e+01;-6.327e-01;-2.159e-01
20.056628000;1.003e+00;-6.374e-01;-2.174e-01;-6.357e-01;-2.168e-01;1.003e+00;-6.357e-01;-2.166e-01;1.003e+00;-3.187e-03;-1.087e-03;1.000e+01;-6.327e-01;-2.159e-01
20.060628000;1.003e+00;-6.366e-01;-2.174e-01;-6.349e-01;-2.168e-01;1.003e+00;-6.349e-01;-2.166e-01;1.003e+00;-3.183e-03;-1.087e-03;1.000e+01;-6.327e-01;-2.159e-01
