time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;1.499e-08;7.979e-01;-6.161e-08;1.045e+00;1.044e+00;7.500e-01;4.621e-08;1.000e+01;8.335e-01;1.556e-02;1.045e+00
2.128000000;1.045e+00;8.230e-01;2.362e-03;7.877e-01;2.261e-03;1.045e+00;1.045e+00;7.407e-01;2.126e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
2.134000000;1.045e+00;8.229e-01;2.366e-03;7.877e-01;2.264e-03;1.045e+00;1.045e+00;7.407e-01;2.129e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
2.137000000;1.045e+00;8.229e-01;2.368e-03;7.877e-01;2.266e-03;1.045e+00;1.045e+00;7.406e-01;2.131e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
6.088923000;1.045e+00;8.184e-01;3.519e-03;7.833e-01;3.368e-03;1.045e+00;1.045e+00;7.366e-01;3.167e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
6.090923000;1.045e+00;8.184e-01;3.523e-03;7.833e-01;3.372e-03;1.045e+00;1.045e+00;7.366e-01;3.171e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
6.092923000;1.045e+00;8.184e-01;3.528e-03;7.833e-01;3.376e-03;1.045e+00;1.045e+00;7.365e-01;3.175e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
6.094923000;1.045e+00;8.184e-01;3.533e-03;7.832e-01;3.382e-03;1.045e+00;1.045e+00;7.365e-01;3.180e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
6.338923000;1.045e+00;8.120e-01;4.967e-03;7.771e-01;4.753e-03;1.045e+00;1.045e+00;7.308e-01;4.470e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
7.125233000;1.045e+00;7.913e-01;9.530e-03;7.569e-01;9.115e-03;1.046e+00;1.045e+00;7.122e-01;8.577e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
7.882233000;1.046e+00;7.737e-01;1.332e-02;7.398e-01;1.273e-02;1.047e+00;1.046e+00;6.964e-01;1.198e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
7.883233000;1.046e+00;7.737e-01;1.332e-02;7.397e-01;1.274e-02;1.047e+00;1.046e+00;6.963e-01;1.199e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
7.897233000;1.046e+00;7.734e-01;1.338e-02;7.395e-01;1.280e-02;1.047e+00;1.046e+00;6.961e-01;1.205e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
7.902233000;1.046e+00;7.733e-01;1.341e-02;7.393e-01;1.282e-02;1.047e+00;1.046e+00;6.960e-01;1.206e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
7.914233000;1.046e+00;7.730e-01;1.346e-02;7.391e-01;1.287e-02;1.047e+00;1.046e+00;6.957e-01;1.211e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
7.919233000;1.046e+00;7.729e-01;1.348e-02;7.390e-01;1.289e-02;1.047e+00;1.046e+00;6.956e-01;1.213e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
10.050233000;1.047e+00;7.349e-01;2.155e-02;7.021e-01;2.059e-02;1.048e+00;1.047e+00;6.614e-01;1.940e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
10.052233000;1.047e+00;7.349e-01;2.156e-02;7.021e-01;2.060e-02;1.048e+00;1.047e+00;6.614e-01;1.940e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
10.054233000;1.047e+00;7.349e-01;2.157e-02;7.020e-01;2.060e-02;1.048e+00;1.047e+00;6.614e-01;1.941e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
10.067233000;1.047e+00;7.347e-01;2.161e-02;7.018e-01;2.064e-02;1.048e+00;1.047e+00;6.612e-01;1.945e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
10.074233000;1.047e+00;7.346e-01;2.163e-02;7.017e-01;2.066e-02;1.048e+00;1.047e+00;6.611e-01;1.947e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
10.117233000;1.047e+00;7.339e-01;2.176e-02;7.011e-01;2.079e-02;1.048e+00;1.047e+00;6.606e-01;1.959e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
12.428233000;1.047e+00;7.061e-01;2.776e-02;6.741e-01;2.650e-02;1.048e+00;1.047e+00;6.354e-01;2.498e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
12.442233000;1.047e+00;7.059e-01;2.779e-02;6.739e-01;2.653e-02;1.048e+00;1.047e+00;6.353e-01;2.501e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
12.449233000;1.047e+00;7.058e-01;2.780e-02;6.739e-01;2.654e-02;1.048e+00;1.047e+00;6.353e-01;2.502e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
12.749233000;1.048e+00;7.030e-01;2.843e-02;6.711e-01;2.714e-02;1.048e+00;1.048e+00;6.327e-01;2.558e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
12.854233000;1.048e+00;7.020e-01;2.864e-02;6.702e-01;2.734e-02;1.049e+00;1.048e+00;6.318e-01;2.577e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
15.132233000;1.048e+00;6.845e-01;3.248e-02;6.532e-01;3.099e-02;1.049e+00;1.048e+00;6.160e-01;2.923e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
15.173233000;1.048e+00;6.842e-01;3.254e-02;6.529e-01;3.105e-02;1.049e+00;1.048e+00;6.158e-01;2.928e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
15.219233000;1.048e+00;6.839e-01;3.260e-02;6.527e-01;3.111e-02;1.049e+00;1.048e+00;6.156e-01;2.934e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
15.280233000;1.048e+00;6.836e-01;3.268e-02;6.523e-01;3.119e-02;1.049e+00;1.048e+00;6.152e-01;2.942e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
15.293233000;1.048e+00;6.835e-01;3.270e-02;6.522e-01;3.121e-02;1.049e+00;1.048e+00;6.151e-01;2.943e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
15.333233000;1.048e+00;6.832e-01;3.276e-02;6.520e-01;3.126e-02;1.049e+00;1.048e+00;6.149e-01;2.948e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
17.855233000;1.048e+00;6.704e-01;3.557e-02;6.395e-01;3.394e-02;1.049e+00;1.048e+00;6.034e-01;3.202e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
17.883233000;1.048e+00;6.703e-01;3.560e-02;6.394e-01;3.396e-02;1.049e+00;1.048e+00;6.032e-01;3.204e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
17.914233000;1.048e+00;6.701e-01;3.563e-02;6.393e-01;3.399e-02;1.049e+00;1.048e+00;6.031e-01;3.206e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
20.987880000;1.048e+00;6.598e-01;3.783e-02;6.293e-01;3.609e-02;1.050e+00;1.048e+00;5.938e-01;3.405e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
21.034880000;1.048e+00;6.597e-01;3.786e-02;6.292e-01;3.611e-02;1.050e+00;1.048e+00;5.937e-01;3.408e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
21.098880000;1.048e+00;6.595e-01;3.790e-02;6.290e-01;3.615e-02;1.050e+00;1.048e+00;5.936e-01;3.411e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
21.130880000;1.048e+00;6.594e-01;3.791e-02;6.290e-01;3.616e-02;1.050e+00;1.048e+00;5.935e-01;3.412e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
21.186880000;1.048e+00;6.593e-01;3.795e-02;6.288e-01;3.619e-02;1.050e+00;1.048e+00;5.934e-01;3.415e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
29.999880000;1.049e+00;6.445e-01;4.089e-02;6.146e-01;3.899e-02;1.050e+00;1.049e+00;5.801e-01;3.680e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
29.999994000;1.049e+00;6.445e-01;4.089e-02;6.146e-01;3.899e-02;1.050e+00;1.049e+00;5.801e-01;3.680e-02;1.000e+01;8.335e-01;1.556e-02;1.045e+00
29.999994000;7.900e-05;-2.001e-05;-6.778e-04;-1.119e-08;6.783e-09;1.506e-02;7.902e-05;-1.800e-05;-6.100e-04;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.000250000;7.900e-05;-2.001e-05;-6.767e-04;-1.433e-08;-2.321e-10;1.506e-02;7.901e-05;-1.799e-05;-6.090e-04;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.026082000;6.902e-05;-9.000e-05;-5.911e-04;-1.869e-08;-1.356e-08;2.539e-02;6.899e-05;-8.100e-05;-5.320e-04;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.047432000;8.902e-05;-9.003e-05;-7.600e-04;-1.976e-08;-2.033e-08;2.964e-02;8.900e-05;-8.100e-05;-6.840e-04;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.142236000;6.597e-05;-5.903e-05;-5.678e-04;-5.301e-08;-3.112e-10;3.170e-02;6.600e-05;-5.298e-05;-5.110e-04;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.149994000;7.897e-05;-1.680e-04;-6.611e-04;-7.138e-08;7.885e-09;3.179e-02;7.901e-05;-1.509e-04;-5.950e-04;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.149994000;1.055e+00;-1.320e+00;3.717e-01;-1.251e+00;3.523e-01;1.064e+00;1.055e+00;-1.188e+00;3.345e-01;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.151226000;1.195e+00;-4.493e-02;1.552e+00;-3.761e-02;1.299e+00;1.226e+00;1.195e+00;-4.043e-02;1.396e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.151255000;1.195e+00;-1.257e-02;1.553e+00;-1.051e-02;1.299e+00;1.227e+00;1.195e+00;-1.131e-02;1.398e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.151312000;1.196e+00;4.996e-02;1.553e+00;4.179e-02;1.299e+00;1.227e+00;1.196e+00;4.497e-02;1.398e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.151341000;1.196e+00;8.010e-02;1.552e+00;6.699e-02;1.298e+00;1.228e+00;1.196e+00;7.210e-02;1.397e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.152349000;1.182e+00;7.246e-01;1.355e+00;6.128e-01;1.146e+00;1.211e+00;1.182e+00;6.521e-01;1.220e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.152408000;1.181e+00;7.441e-01;1.343e+00;6.298e-01;1.137e+00;1.209e+00;1.181e+00;6.697e-01;1.209e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.152411000;1.181e+00;7.450e-01;1.342e+00;6.307e-01;1.136e+00;1.209e+00;1.181e+00;6.705e-01;1.208e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.153930000;1.165e+00;9.784e-01;1.155e+00;8.402e-01;9.914e-01;1.189e+00;1.165e+00;8.806e-01;1.039e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.153987000;1.164e+00;9.818e-01;1.151e+00;8.433e-01;9.888e-01;1.189e+00;1.164e+00;8.836e-01;1.036e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.154044000;1.164e+00;9.850e-01;1.148e+00;8.463e-01;9.862e-01;1.188e+00;1.164e+00;8.865e-01;1.033e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.154101000;1.164e+00;9.880e-01;1.145e+00;8.491e-01;9.838e-01;1.188e+00;1.164e+00;8.892e-01;1.030e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.154214000;1.163e+00;9.935e-01;1.139e+00;8.542e-01;9.794e-01;1.187e+00;1.163e+00;8.942e-01;1.025e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.157040000;1.155e+00;1.049e+00;1.056e+00;9.077e-01;9.138e-01;1.178e+00;1.155e+00;9.437e-01;9.500e-01;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.157424000;1.154e+00;1.049e+00;1.043e+00;9.093e-01;9.041e-01;1.177e+00;1.154e+00;9.445e-01;9.390e-01;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.157808000;1.153e+00;1.049e+00;1.030e+00;9.101e-01;8.938e-01;1.175e+00;1.153e+00;9.442e-01;9.274e-01;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.177468000;1.071e+00;7.547e-01;2.403e-01;7.044e-01;2.243e-01;1.077e+00;1.071e+00;6.792e-01;2.163e-01;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.177929000;1.070e+00;7.494e-01;2.281e-01;7.004e-01;2.131e-01;1.076e+00;1.070e+00;6.745e-01;2.053e-01;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.178390000;1.069e+00;7.443e-01;2.161e-01;6.964e-01;2.022e-01;1.074e+00;1.069e+00;6.699e-01;1.945e-01;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.179311000;1.066e+00;7.345e-01;1.934e-01;6.889e-01;1.814e-01;1.071e+00;1.066e+00;6.611e-01;1.740e-01;1.000e+01;8.335e-01;1.556e-02;1.045e+00
