time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;NetworkFrequencyPu
0.000000000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;9.922e-01;3.750e-01;-4.000e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.514e-01;4.162e-01;5.000e+01
0.071263000;9.922e-01;4.167e-01;-4.445e-01;4.200e-01;-4.479e-01;9.814e-01;9.922e-01;3.750e-01;-4.000e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.514e-01;4.162e-01;5.000e+01
0.079263000;9.922e-01;4.167e-01;-4.445e-01;4.200e-01;-4.479e-01;9.814e-01;9.922e-01;3.751e-01;-4.000e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.514e-01;4.162e-01;5.000e+01
0.080263000;9.922e-01;4.167e-01;-4.445e-01;4.200e-01;-4.479e-01;9.814e-01;9.922e-01;3.751e-01;-4.000e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.515e-01;4.162e-01;5.000e+01
0.089263000;9.922e-01;4.168e-01;-4.445e-01;4.200e-01;-4.479e-01;9.814e-01;9.922e-01;3.751e-01;-4.000e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.515e-01;4.162e-01;5.000e+01
0.131263000;9.922e-01;4.170e-01;-4.445e-01;4.203e-01;-4.480e-01;9.814e-01;9.922e-01;3.753e-01;-4.000e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.517e-01;4.162e-01;5.000e+01
0.135263000;9.922e-01;4.170e-01;-4.445e-01;4.203e-01;-4.480e-01;9.814e-01;9.922e-01;3.753e-01;-4.000e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.518e-01;4.162e-01;5.000e+01
0.136263000;9.922e-01;4.171e-01;-4.445e-01;4.203e-01;-4.480e-01;9.814e-01;9.922e-01;3.754e-01;-4.001e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.518e-01;4.162e-01;5.000e+01
0.138263000;9.922e-01;4.171e-01;-4.445e-01;4.203e-01;-4.480e-01;9.814e-01;9.922e-01;3.754e-01;-4.001e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.518e-01;4.162e-01;5.000e+01
0.175263000;9.922e-01;4.174e-01;-4.445e-01;4.207e-01;-4.480e-01;9.814e-01;9.922e-01;3.757e-01;-4.001e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.522e-01;4.162e-01;5.000e+01
0.176263000;9.922e-01;4.174e-01;-4.446e-01;4.207e-01;-4.480e-01;9.814e-01;9.922e-01;3.757e-01;-4.001e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.522e-01;4.162e-01;5.000e+01
0.182263000;9.922e-01;4.175e-01;-4.446e-01;4.208e-01;-4.480e-01;9.814e-01;9.922e-01;3.757e-01;-4.001e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.523e-01;4.162e-01;5.000e+01
0.183263000;9.922e-01;4.175e-01;-4.446e-01;4.208e-01;-4.481e-01;9.814e-01;9.922e-01;3.757e-01;-4.001e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.523e-01;4.162e-01;5.000e+01
0.214263000;9.922e-01;4.178e-01;-4.446e-01;4.211e-01;-4.481e-01;9.814e-01;9.922e-01;3.760e-01;-4.001e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.526e-01;4.162e-01;5.000e+01
0.215263000;9.922e-01;4.178e-01;-4.446e-01;4.211e-01;-4.481e-01;9.814e-01;9.922e-01;3.761e-01;-4.002e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.527e-01;4.162e-01;5.000e+01
0.281263000;9.922e-01;4.186e-01;-4.447e-01;4.219e-01;-4.482e-01;9.814e-01;9.922e-01;3.768e-01;-4.002e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.535e-01;4.162e-01;5.000e+01
0.282263000;9.922e-01;4.186e-01;-4.447e-01;4.219e-01;-4.482e-01;9.814e-01;9.922e-01;3.768e-01;-4.003e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.535e-01;4.162e-01;5.000e+01
0.301263000;9.922e-01;4.189e-01;-4.448e-01;4.221e-01;-4.483e-01;9.814e-01;9.922e-01;3.770e-01;-4.003e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.538e-01;4.162e-01;5.000e+01
0.311263000;9.922e-01;4.190e-01;-4.448e-01;4.223e-01;-4.483e-01;9.814e-01;9.922e-01;3.771e-01;-4.003e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.539e-01;4.162e-01;5.000e+01
0.321263000;9.922e-01;4.191e-01;-4.448e-01;4.224e-01;-4.483e-01;9.814e-01;9.922e-01;3.772e-01;-4.003e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.540e-01;4.162e-01;5.000e+01
0.328263000;9.922e-01;4.191e-01;-4.448e-01;4.224e-01;-4.483e-01;9.814e-01;9.922e-01;3.772e-01;-4.003e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.541e-01;4.162e-01;5.000e+01
0.364263000;9.922e-01;4.194e-01;-4.448e-01;4.227e-01;-4.483e-01;9.814e-01;9.922e-01;3.775e-01;-4.003e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.544e-01;4.162e-01;5.000e+01
0.365263000;9.922e-01;4.194e-01;-4.448e-01;4.227e-01;-4.483e-01;9.814e-01;9.922e-01;3.775e-01;-4.004e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.544e-01;4.162e-01;5.000e+01
0.380263000;9.922e-01;4.195e-01;-4.448e-01;4.228e-01;-4.483e-01;9.814e-01;9.922e-01;3.776e-01;-4.004e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.545e-01;4.162e-01;5.000e+01
0.381263000;9.922e-01;4.195e-01;-4.448e-01;4.228e-01;-4.484e-01;9.814e-01;9.922e-01;3.776e-01;-4.004e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.545e-01;4.162e-01;5.000e+01
0.383263000;9.922e-01;4.195e-01;-4.448e-01;4.228e-01;-4.484e-01;9.814e-01;9.922e-01;3.776e-01;-4.004e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.545e-01;4.162e-01;5.000e+01
0.384263000;9.922e-01;4.195e-01;-4.449e-01;4.228e-01;-4.484e-01;9.814e-01;9.922e-01;3.776e-01;-4.004e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.545e-01;4.162e-01;5.000e+01
0.387263000;9.922e-01;4.195e-01;-4.449e-01;4.229e-01;-4.484e-01;9.814e-01;9.922e-01;3.776e-01;-4.004e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.545e-01;4.162e-01;5.000e+01
0.388263000;9.922e-01;4.196e-01;-4.449e-01;4.229e-01;-4.484e-01;9.814e-01;9.922e-01;3.776e-01;-4.004e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.545e-01;4.162e-01;5.000e+01
0.393263000;9.922e-01;4.196e-01;-4.449e-01;4.229e-01;-4.484e-01;9.814e-01;9.922e-01;3.776e-01;-4.004e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.546e-01;4.162e-01;5.000e+01
0.402263000;9.922e-01;4.196e-01;-4.449e-01;4.229e-01;-4.484e-01;9.814e-01;9.922e-01;3.777e-01;-4.004e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.546e-01;4.162e-01;5.000e+01
0.495613000;9.922e-01;4.197e-01;-4.449e-01;4.230e-01;-4.484e-01;9.814e-01;9.922e-01;3.777e-01;-4.004e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.547e-01;4.162e-01;5.000e+01
0.504613000;9.922e-01;4.197e-01;-4.449e-01;4.230e-01;-4.484e-01;9.814e-01;9.922e-01;3.777e-01;-4.004e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.546e-01;4.162e-01;5.000e+01
0.506613000;9.922e-01;4.196e-01;-4.449e-01;4.230e-01;-4.484e-01;9.814e-01;9.922e-01;3.777e-01;-4.004e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;9.814e-01;4.546e-01;4.162e-01;5.000e+01
