time;BusPDR_bus_terminal_V_re;BusPDR_bus_terminal_V_im;AuxLoad_Xfmr_transformer_terminal1_V_re;AuxLoad_Xfmr_transformer_terminal1_V_im;AuxLoad_Xfmr_transformer_terminal1_i_re;AuxLoad_Xfmr_transformer_terminal1_i_im;StepUp_Xfmr_transformer_terminal1_V_re;StepUp_Xfmr_transformer_terminal1_V_im;StepUp_Xfmr_transformer_terminal1_i_re;StepUp_Xfmr_transformer_terminal1_i_im;StepUp_Xfmr_transformer_tap_value;Wind_Turbine_WPP_wT4BCurrentSource_wT4Injector_genSystem_iECFrameRotation_ipCmdPu;Wind_Turbine_WPP_wT4BCurrentSource_wT4Injector_genSystem_iECFrameRotation_iqCmdPu;Wind_Turbine_WPP_UWPRefPu;Wind_Turbine_WPP_wPPControl2015_qControl_UWPPu;Wind_Turbine_WPP_wPPControl2015_qControl_QWPPu;Wind_Turbine_WPP_omegaRefPu;
0.000000;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000001;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000002;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000004;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000008;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000016;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000032;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000064;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000128;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000256;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000512;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001000;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001000;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001001;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001002;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001004;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001008;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001016;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001032;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001064;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001128;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001256;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001512;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.002024;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.002536;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.003048;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.003560;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.004072;1.026555;0.192479;1.026555;0.192479;0.010293;-0.002941;1.026555;0.192479;-0.716079;-0.129394;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
