time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;PV_Array_GEN_ActivePowerControlledPu;PV_Array_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu
0.000000;1.050e+00;4.160e-01;4.440e-01;3.962e-01;4.229e-01;1.081e+00;3.895e-01;4.290e-01;4.212e-01;4.640e-01;1.050e+00;1.040e-03;1.110e-03;4.210e-01;4.641e-01
29.989994;1.050e+00;4.160e-01;4.440e-01;3.962e-01;4.229e-01;1.081e+00;3.895e-01;4.290e-01;4.212e-01;4.640e-01;1.050e+00;1.040e-03;1.110e-03;4.210e-01;4.641e-01
29.990002;1.050e+00;4.160e-01;4.440e-01;3.962e-01;4.229e-01;1.081e+00;3.895e-01;4.291e-01;4.212e-01;4.640e-01;1.050e+00;1.040e-03;1.110e-03;4.210e-01;4.641e-01
29.990010;1.050e+00;4.160e-01;4.440e-01;3.962e-01;4.229e-01;1.081e+00;3.895e-01;4.291e-01;4.212e-01;4.640e-01;1.050e+00;1.040e-03;1.110e-03;4.210e-01;4.641e-01
29.990026;1.050e+00;4.160e-01;4.440e-01;3.962e-01;4.229e-01;1.081e+00;3.891e-01;4.291e-01;4.208e-01;4.640e-01;1.050e+00;1.040e-03;1.110e-03;4.210e-01;4.641e-01
29.990058;1.050e+00;4.160e-01;4.440e-01;3.963e-01;4.230e-01;1.081e+00;3.892e-01;4.292e-01;4.208e-01;4.640e-01;1.050e+00;1.040e-03;1.110e-03;4.210e-01;4.641e-01
29.990122;1.049e+00;4.156e-01;4.436e-01;3.960e-01;4.227e-01;1.081e+00;3.893e-01;4.293e-01;4.208e-01;4.640e-01;1.049e+00;1.039e-03;1.109e-03;4.210e-01;4.641e-01
29.990250;1.049e+00;4.156e-01;4.436e-01;3.963e-01;4.230e-01;1.080e+00;3.892e-01;4.292e-01;4.204e-01;4.636e-01;1.049e+00;1.039e-03;1.109e-03;4.210e-01;4.641e-01
29.990378;1.048e+00;4.152e-01;4.432e-01;3.961e-01;4.229e-01;1.080e+00;3.894e-01;4.291e-01;4.204e-01;4.632e-01;1.048e+00;1.038e-03;1.108e-03;4.210e-01;4.641e-01
29.990506;1.047e+00;4.148e-01;4.428e-01;3.960e-01;4.227e-01;1.079e+00;3.893e-01;4.293e-01;4.200e-01;4.632e-01;1.047e+00;1.037e-03;1.107e-03;4.210e-01;4.641e-01
