time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;7.425e-09;7.979e-01;7.894e-10;1.051e+00;1.045e+00;8.083e-01;2.061e-02;1.044e+00;7.500e-01;-2.261e-09;1.000e+01;8.446e-01;2.154e-02;1.051e+00;5.000e+01;5.000e+01
19.992000000;1.044e+00;8.333e-01;1.955e-09;7.979e-01;-4.996e-09;1.051e+00;1.045e+00;8.083e-01;2.061e-02;1.044e+00;7.500e-01;6.019e-09;1.000e+01;8.446e-01;2.154e-02;1.051e+00;5.000e+01;5.000e+01
19.992000000;9.401e-01;7.501e-01;-8.888e-06;7.979e-01;-9.462e-06;9.470e-01;9.407e-01;8.082e-01;2.231e-02;9.401e-01;6.751e-01;-7.994e-06;1.000e+01;8.446e-01;2.154e-02;1.051e+00;5.030e+01;5.030e+01
19.995000000;7.836e-01;6.281e-01;6.667e-04;8.015e-01;8.508e-04;7.905e-01;7.842e-01;8.118e-01;2.673e-02;7.836e-01;5.653e-01;6.000e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;5.024e+01;5.024e+01
19.995000000;7.836e-01;6.281e-01;6.667e-04;8.015e-01;8.508e-04;7.905e-01;7.842e-01;8.118e-01;2.673e-02;7.836e-01;5.653e-01;6.000e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;5.024e+01;5.024e+01
19.998000000;6.271e-01;5.083e-01;3.870e-03;8.106e-01;6.172e-03;6.350e-01;6.279e-01;8.205e-01;3.774e-02;6.271e-01;4.575e-01;3.483e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;5.030e+01;5.030e+01
20.001000000;5.227e-01;4.318e-01;8.484e-03;8.260e-01;1.623e-02;5.324e-01;5.239e-01;8.352e-01;5.419e-02;5.227e-01;3.886e-01;7.636e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;5.033e+01;5.033e+01
20.001000000;4.706e-01;3.887e-01;7.638e-03;8.260e-01;1.623e-02;4.799e-01;4.717e-01;8.350e-01;5.780e-02;4.706e-01;3.498e-01;6.874e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;5.060e+01;5.060e+01
20.004000000;3.140e-01;2.674e-01;8.143e-03;8.516e-01;2.593e-02;3.241e-01;3.157e-01;8.583e-01;8.873e-02;3.140e-01;2.407e-01;7.329e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;5.081e+01;5.081e+01
20.007000000;1.575e-01;1.398e-01;1.143e-02;8.878e-01;7.255e-02;1.708e-01;1.612e-01;8.795e-01;1.995e-01;1.575e-01;1.259e-01;1.029e-02;1.000e+01;8.446e-01;2.154e-02;1.051e+00;5.147e+01;5.147e+01
