time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;PV_Array_GEN_MagnitudeControlledByAVRPu;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu;PV_Array_GEN_VoltageSetpointPu;PV_Array_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;8.333e-01;-0.000e+00;7.979e-01;0.000e+00;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.500e-01;0.000e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
30.000000;1.044e+00;8.333e-01;-8.923e-07;7.979e-01;-3.336e-06;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.500e-01;-1.031e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
30.000001;3.049e-02;2.427e-02;1.533e-03;7.960e-01;5.033e-02;3.095e-02;6.619e-02;5.199e-01;6.192e-01;3.049e-02;2.184e-02;1.381e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.726e+01;5.726e+01
30.001000;3.017e-02;2.412e-02;5.291e-04;7.995e-01;1.757e-02;3.032e-02;6.517e-02;5.263e-01;6.163e-01;3.017e-02;2.170e-02;4.769e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.712e+01;5.712e+01
30.002000;2.987e-02;2.400e-02;-3.809e-04;8.036e-01;-1.272e-02;2.975e-02;6.435e-02;5.327e-01;6.159e-01;2.987e-02;2.160e-02;-3.421e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.700e+01;5.700e+01
30.003000;2.959e-02;2.392e-02;-1.212e-03;8.087e-01;-4.094e-02;2.922e-02;6.370e-02;5.391e-01;6.180e-01;2.959e-02;2.153e-02;-1.090e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.689e+01;5.689e+01
30.004000;2.932e-02;2.389e-02;-1.980e-03;8.148e-01;-6.750e-02;2.872e-02;6.322e-02;5.456e-01;6.226e-01;2.932e-02;2.150e-02;-1.781e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.681e+01;5.681e+01
30.005000;2.911e-02;2.397e-02;-2.539e-03;8.234e-01;-8.718e-02;2.835e-02;6.313e-02;5.517e-01;6.308e-01;2.911e-02;2.157e-02;-2.284e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.674e+01;5.674e+01
30.006000;2.893e-02;2.413e-02;-2.970e-03;8.338e-01;-1.026e-01;2.805e-02;6.329e-02;5.575e-01;6.416e-01;2.893e-02;2.171e-02;-2.672e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.667e+01;5.667e+01
30.007000;2.880e-02;2.432e-02;-3.291e-03;8.444e-01;-1.142e-01;2.781e-02;6.359e-02;5.628e-01;6.530e-01;2.880e-02;2.189e-02;-2.961e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.658e+01;5.658e+01
30.008000;2.869e-02;2.455e-02;-3.513e-03;8.557e-01;-1.224e-01;2.764e-02;6.403e-02;5.675e-01;6.650e-01;2.869e-02;2.210e-02;-3.161e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.649e+01;5.649e+01
30.009000;2.861e-02;2.483e-02;-3.645e-03;8.679e-01;-1.274e-01;2.752e-02;6.460e-02;5.720e-01;6.779e-01;2.861e-02;2.235e-02;-3.280e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.638e+01;5.638e+01
30.010000;2.856e-02;2.516e-02;-3.698e-03;8.809e-01;-1.295e-01;2.745e-02;6.530e-02;5.763e-01;6.915e-01;2.856e-02;2.264e-02;-3.327e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.626e+01;5.626e+01
30.011000;2.852e-02;2.552e-02;-3.675e-03;8.948e-01;-1.288e-01;2.742e-02;6.611e-02;5.804e-01;7.059e-01;2.852e-02;2.297e-02;-3.307e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.613e+01;5.613e+01
