time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.044e+00;8.320e-01;-9.983e-09;7.966e-01;2.840e-09;1.044e+00;2.080e-03;2.059e-09;1.000e+01;-8.320e-01;-4.300e-05
0.001205000;1.044e+00;8.308e-01;-1.797e-10;7.955e-01;3.649e-09;1.044e+00;2.077e-03;-3.146e-09;1.000e+01;-8.320e-01;-4.300e-05
0.002289000;1.044e+00;8.240e-01;-4.000e-04;7.890e-01;-3.830e-04;1.044e+00;2.060e-03;-1.002e-06;1.000e+01;-8.320e-01;-4.300e-05
0.002331000;1.044e+00;8.236e-01;-4.000e-04;7.886e-01;-3.830e-04;1.044e+00;2.059e-03;-1.003e-06;1.000e+01;-8.320e-01;-4.300e-05
0.002863000;1.044e+00;8.176e-01;-8.000e-04;7.829e-01;-7.660e-04;1.044e+00;2.044e-03;-2.003e-06;1.000e+01;-8.320e-01;-4.300e-05
0.003541000;1.044e+00;8.076e-01;-8.000e-04;7.733e-01;-7.661e-04;1.044e+00;2.019e-03;-2.002e-06;1.000e+01;-8.320e-01;-4.300e-05
0.004558000;1.044e+00;7.880e-01;-1.200e-03;7.546e-01;-1.149e-03;1.044e+00;1.970e-03;-3.003e-06;1.000e+01;-8.320e-01;-4.300e-05
0.005575000;1.044e+00;7.636e-01;-1.600e-03;7.313e-01;-1.532e-03;1.044e+00;1.909e-03;-4.004e-06;1.000e+01;-8.320e-01;-4.300e-05
0.006796000;1.044e+00;7.288e-01;-2.000e-03;6.980e-01;-1.916e-03;1.044e+00;1.822e-03;-5.005e-06;1.000e+01;-8.320e-01;-4.300e-05
0.007650000;1.044e+00;7.016e-01;-2.000e-03;6.720e-01;-1.916e-03;1.044e+00;1.754e-03;-5.003e-06;1.000e+01;-8.320e-01;-4.300e-05
0.009361000;1.044e+00;6.444e-01;-2.000e-03;6.173e-01;-1.916e-03;1.044e+00;1.611e-03;-5.002e-06;1.000e+01;-8.320e-01;-4.300e-05
0.009476000;1.044e+00;6.404e-01;-1.600e-03;6.135e-01;-1.533e-03;1.044e+00;1.601e-03;-4.002e-06;1.000e+01;-8.320e-01;-4.300e-05
0.011550000;1.044e+00;5.772e-01;-1.200e-03;5.531e-01;-1.150e-03;1.044e+00;1.443e-03;-3.004e-06;1.000e+01;-8.320e-01;-4.300e-05
0.013163000;1.044e+00;5.324e-01;-8.000e-04;5.102e-01;-7.666e-04;1.044e+00;1.331e-03;-2.004e-06;1.000e+01;-8.320e-01;-4.300e-05
0.014821000;1.043e+00;4.900e-01;-4.000e-04;4.696e-01;-3.834e-04;1.043e+00;1.225e-03;-1.004e-06;1.000e+01;-8.320e-01;-4.300e-05
0.016480000;1.043e+00;4.508e-01;-4.000e-04;4.322e-01;-3.835e-04;1.043e+00;1.127e-03;-1.004e-06;1.000e+01;-8.320e-01;-4.300e-05
0.018969000;1.043e+00;3.980e-01;3.675e-09;3.816e-01;7.392e-09;1.043e+00;9.950e-04;-8.806e-10;1.000e+01;-8.320e-01;-4.300e-05
0.020835000;1.043e+00;3.624e-01;3.319e-09;3.476e-01;7.897e-09;1.043e+00;9.060e-04;3.667e-10;1.000e+01;-8.320e-01;-4.300e-05
0.021872000;1.043e+00;3.444e-01;4.000e-04;3.304e-01;3.837e-04;1.043e+00;8.610e-04;1.000e-06;1.000e+01;-8.320e-01;-4.300e-05
0.023323000;1.042e+00;3.200e-01;4.000e-04;3.070e-01;3.837e-04;1.042e+00;8.000e-04;9.996e-07;1.000e+01;-8.320e-01;-4.300e-05
0.025811000;1.042e+00;2.824e-01;4.000e-04;2.710e-01;3.838e-04;1.042e+00;7.060e-04;9.989e-07;1.000e+01;-8.320e-01;-4.300e-05
0.028922000;1.042e+00;2.416e-01;8.000e-04;2.319e-01;7.679e-04;1.042e+00;6.040e-04;1.997e-06;1.000e+01;-8.320e-01;-4.300e-05
0.032032000;1.041e+00;2.068e-01;8.000e-04;1.986e-01;7.681e-04;1.041e+00;5.170e-04;1.998e-06;1.000e+01;-8.320e-01;-4.300e-05
0.034313000;1.041e+00;1.844e-01;8.000e-04;1.771e-01;7.683e-04;1.041e+00;4.610e-04;2.001e-06;1.000e+01;-8.320e-01;-4.300e-05
0.036802000;1.041e+00;1.628e-01;8.000e-04;1.564e-01;7.684e-04;1.041e+00;4.070e-04;2.004e-06;1.000e+01;-8.320e-01;-4.300e-05
0.040451000;1.041e+00;1.356e-01;1.200e-03;1.303e-01;1.153e-03;1.041e+00;3.390e-04;3.007e-06;1.000e+01;-8.320e-01;-4.300e-05
0.044184000;1.041e+00;1.124e-01;1.200e-03;1.080e-01;1.153e-03;1.041e+00;2.810e-04;3.007e-06;1.000e+01;-8.320e-01;-4.300e-05
0.047170000;1.041e+00;9.680e-02;1.200e-03;9.303e-02;1.153e-03;1.041e+00;2.420e-04;3.006e-06;1.000e+01;-8.320e-01;-4.300e-05
0.047543000;1.040e+00;9.520e-02;1.200e-03;9.150e-02;1.153e-03;1.040e+00;2.380e-04;3.006e-06;1.000e+01;-8.320e-01;-4.300e-05
0.051275000;1.040e+00;7.880e-02;1.600e-03;7.574e-02;1.538e-03;1.040e+00;1.970e-04;4.007e-06;1.000e+01;-8.320e-01;-4.300e-05
0.053515000;1.040e+00;7.040e-02;1.600e-03;6.768e-02;1.538e-03;1.040e+00;1.760e-04;4.007e-06;1.000e+01;-8.320e-01;-4.300e-05
0.057247000;1.040e+00;5.840e-02;1.600e-03;5.615e-02;1.538e-03;1.040e+00;1.460e-04;4.006e-06;1.000e+01;-8.320e-01;-4.300e-05
0.060980000;1.040e+00;4.840e-02;1.600e-03;4.654e-02;1.538e-03;1.040e+00;1.210e-04;4.005e-06;1.000e+01;-8.320e-01;-4.300e-05
0.065832000;1.040e+00;3.800e-02;2.000e-03;3.654e-02;1.923e-03;1.040e+00;9.501e-05;5.002e-06;1.000e+01;-8.320e-01;-4.300e-05
0.071356000;1.040e+00;2.880e-02;2.000e-03;2.770e-02;1.923e-03;1.040e+00;7.201e-05;5.002e-06;1.000e+01;-8.320e-01;-4.300e-05
0.077403000;1.040e+00;2.120e-02;2.000e-03;2.039e-02;1.923e-03;1.040e+00;5.301e-05;5.003e-06;1.000e+01;-8.320e-01;-4.300e-05
0.080762000;1.040e+00;1.800e-02;2.400e-03;1.731e-02;2.308e-03;1.040e+00;4.501e-05;6.002e-06;1.000e+01;-8.320e-01;-4.300e-05
0.083449000;1.040e+00;1.560e-02;2.400e-03;1.500e-02;2.308e-03;1.040e+00;3.901e-05;6.002e-06;1.000e+01;-8.320e-01;-4.300e-05
0.097558000;1.040e+00;7.600e-03;2.400e-03;7.310e-03;2.308e-03;1.040e+00;1.900e-05;5.998e-06;1.000e+01;-8.320e-01;-4.300e-05
0.116651000;1.040e+00;2.800e-03;2.400e-03;2.693e-03;2.309e-03;1.040e+00;6.999e-06;5.998e-06;1.000e+01;-8.320e-01;-4.300e-05
0.138651000;1.040e+00;8.000e-04;2.400e-03;7.695e-04;2.309e-03;1.040e+00;2.000e-06;6.000e-06;1.000e+01;-8.320e-01;-4.300e-05
0.171651000;1.040e+00;4.904e-09;2.400e-03;2.715e-09;2.309e-03;1.040e+00;8.361e-10;6.000e-06;1.000e+01;-8.320e-01;-4.300e-05
0.910651000;1.040e+00;-1.024e-09;2.400e-03;1.347e-09;2.309e-03;1.040e+00;5.990e-10;6.000e-06;1.000e+01;-8.320e-01;-4.300e-05
0.959651000;1.040e+00;-2.602e-09;2.400e-03;-2.506e-09;2.309e-03;1.040e+00;3.331e-09;6.008e-06;1.000e+01;-8.320e-01;-4.300e-05
1.457651000;1.040e+00;-1.313e-09;2.400e-03;2.871e-09;2.309e-03;1.040e+00;7.057e-09;5.996e-06;1.000e+01;-8.320e-01;-4.300e-05
2.734651000;1.039e+00;3.913e-09;2.000e-03;-4.042e-09;1.924e-03;1.039e+00;-4.978e-09;5.001e-06;1.000e+01;-8.320e-01;-4.300e-05
7.298651000;1.039e+00;-2.499e-09;-1.974e-09;-2.998e-09;-5.081e-09;1.039e+00;7.745e-10;-9.141e-09;1.000e+01;-8.320e-01;-4.300e-05
7.301651000;1.039e+00;-2.168e-09;-2.275e-09;-3.068e-09;-5.609e-09;1.039e+00;3.523e-10;-9.983e-09;1.000e+01;-8.320e-01;-4.300e-05
29.999994000;1.039e+00;-1.973e-09;7.722e-09;1.492e-10;-5.690e-09;1.039e+00;1.293e-09;1.315e-10;1.000e+01;-8.320e-01;-4.300e-05
29.999994000;-3.231e-09;-1.911e-09;7.820e-09;3.988e-10;-5.458e-09;-3.071e-09;1.003e-09;3.477e-10;1.000e+01;-8.320e-01;-4.300e-05
29.999996000;-3.370e-09;-1.800e-09;8.007e-09;8.480e-10;-4.933e-09;-2.823e-09;4.571e-10;7.430e-10;1.000e+01;-8.320e-01;-4.300e-05
30.149994000;-1.257e-09;1.585e-09;2.975e-10;-5.314e-09;5.649e-09;1.581e-09;9.429e-09;2.390e-09;1.000e+01;-8.320e-01;-4.300e-05
30.149994000;1.196e+00;2.000e-02;1.553e+00;1.673e-02;1.299e+00;1.196e+00;5.001e-05;3.883e-03;1.000e+01;-8.320e-01;-4.300e-05
30.150002000;1.196e+00;2.000e-02;1.553e+00;1.673e-02;1.299e+00;1.196e+00;5.001e-05;3.883e-03;1.000e+01;-8.320e-01;-4.300e-05
30.150058000;1.196e+00;1.880e-02;1.553e+00;1.573e-02;1.299e+00;1.196e+00;4.701e-05;3.883e-03;1.000e+01;-8.320e-01;-4.300e-05
30.150349000;1.195e+00;1.400e-02;1.553e+00;1.171e-02;1.299e+00;1.195e+00;3.500e-05;3.883e-03;1.000e+01;-8.320e-01;-4.300e-05
30.150869000;1.195e+00;8.400e-03;1.553e+00;7.027e-03;1.299e+00;1.195e+00;2.100e-05;3.883e-03;1.000e+01;-8.320e-01;-4.300e-05
30.151401000;1.195e+00;4.800e-03;1.553e+00;4.015e-03;1.299e+00;1.195e+00;1.200e-05;3.883e-03;1.000e+01;-8.320e-01;-4.300e-05
30.151794000;1.195e+00;3.200e-03;1.553e+00;2.677e-03;1.299e+00;1.195e+00;7.999e-06;3.883e-03;1.000e+01;-8.320e-01;-4.300e-05
