time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;PV_Array_GEN_MagnitudeControlledByAVRPu;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu;PV_Array_GEN_VoltageSetpointPu;PV_Array_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;8.333e-01;0.000e+00;7.979e-01;0.000e+00;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.500e-01;0.000e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.999996;1.044e+00;8.333e-01;-3.604e-07;7.979e-01;2.445e-08;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.500e-01;3.258e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.999997;1.044e+00;8.333e-01;-3.604e-07;7.979e-01;2.445e-08;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.500e-01;3.258e-07;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.000000;1.044e+00;8.333e-01;-3.605e-07;7.979e-01;2.449e-08;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.500e-01;3.258e-07;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.002020;1.044e+00;8.333e-01;1.852e-06;7.979e-01;2.175e-06;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.500e-01;2.334e-06;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.003020;1.044e+00;8.333e-01;4.070e-06;7.979e-01;4.313e-06;1.044e+00;1.058e+00;8.074e-01;4.238e-02;1.044e+00;7.500e-01;4.337e-06;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.004020;1.044e+00;8.333e-01;7.400e-06;7.979e-01;7.516e-06;1.044e+00;1.058e+00;8.074e-01;4.238e-02;1.044e+00;7.500e-01;7.340e-06;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.005020;1.044e+00;8.333e-01;1.184e-05;7.979e-01;1.178e-05;1.044e+00;1.058e+00;8.074e-01;4.238e-02;1.044e+00;7.500e-01;1.134e-05;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.006020;1.044e+00;8.333e-01;1.629e-05;7.979e-01;1.605e-05;1.044e+00;1.058e+00;8.074e-01;4.239e-02;1.044e+00;7.500e-01;1.534e-05;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.007020;1.044e+00;8.333e-01;2.183e-05;7.979e-01;2.138e-05;1.044e+00;1.058e+00;8.074e-01;4.239e-02;1.044e+00;7.500e-01;2.034e-05;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.008020;1.044e+00;8.333e-01;2.739e-05;7.979e-01;2.671e-05;1.044e+00;1.058e+00;8.074e-01;4.240e-02;1.044e+00;7.500e-01;2.534e-05;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.009020;1.044e+00;8.333e-01;3.405e-05;7.979e-01;3.310e-05;1.044e+00;1.058e+00;8.074e-01;4.241e-02;1.044e+00;7.500e-01;3.133e-05;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.010020;1.044e+00;8.333e-01;4.072e-05;7.979e-01;3.949e-05;1.044e+00;1.058e+00;8.074e-01;4.241e-02;1.044e+00;7.500e-01;3.733e-05;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.012020;1.044e+00;8.333e-01;5.516e-05;7.979e-01;5.333e-05;1.044e+00;1.058e+00;8.074e-01;4.243e-02;1.044e+00;7.500e-01;5.032e-05;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.013020;1.044e+00;8.333e-01;6.404e-05;7.979e-01;6.185e-05;1.044e+00;1.058e+00;8.074e-01;4.243e-02;1.044e+00;7.500e-01;5.831e-05;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.017020;1.044e+00;8.333e-01;9.846e-05;7.979e-01;9.485e-05;1.044e+00;1.058e+00;8.074e-01;4.247e-02;1.044e+00;7.500e-01;8.929e-05;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.018020;1.044e+00;8.333e-01;1.085e-04;7.979e-01;1.045e-04;1.044e+00;1.058e+00;8.074e-01;4.248e-02;1.044e+00;7.500e-01;9.829e-05;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.019020;1.044e+00;8.333e-01;1.173e-04;7.979e-01;1.130e-04;1.044e+00;1.058e+00;8.074e-01;4.248e-02;1.044e+00;7.500e-01;1.063e-04;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.023020;1.044e+00;8.333e-01;1.584e-04;7.979e-01;1.523e-04;1.044e+00;1.058e+00;8.074e-01;4.252e-02;1.044e+00;7.500e-01;1.433e-04;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.024020;1.044e+00;8.333e-01;1.683e-04;7.979e-01;1.619e-04;1.045e+00;1.058e+00;8.074e-01;4.253e-02;1.044e+00;7.500e-01;1.523e-04;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.025020;1.044e+00;8.333e-01;1.783e-04;7.979e-01;1.715e-04;1.045e+00;1.058e+00;8.074e-01;4.254e-02;1.044e+00;7.500e-01;1.613e-04;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.027020;1.044e+00;8.333e-01;2.005e-04;7.979e-01;1.928e-04;1.045e+00;1.058e+00;8.074e-01;4.256e-02;1.044e+00;7.500e-01;1.813e-04;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.028020;1.044e+00;8.334e-01;2.116e-04;7.979e-01;2.034e-04;1.045e+00;1.058e+00;8.074e-01;4.257e-02;1.044e+00;7.500e-01;1.913e-04;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.031020;1.044e+00;8.334e-01;2.449e-04;7.979e-01;2.353e-04;1.045e+00;1.058e+00;8.074e-01;4.260e-02;1.044e+00;7.500e-01;2.213e-04;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.032020;1.044e+00;8.334e-01;2.560e-04;7.979e-01;2.459e-04;1.045e+00;1.058e+00;8.074e-01;4.262e-02;1.044e+00;7.500e-01;2.313e-04;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.034020;1.044e+00;8.334e-01;2.781e-04;7.979e-01;2.671e-04;1.045e+00;1.058e+00;8.074e-01;4.264e-02;1.044e+00;7.500e-01;2.513e-04;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
20.042020;1.044e+00;8.334e-01;3.724e-04;7.979e-01;3.574e-04;1.045e+00;1.058e+00;8.074e-01;4.272e-02;1.044e+00;7.500e-01;3.361e-04;1.000e+01;8.333e-01;0.000e+00;1.065e+00;5.000e+01;5.000e+01
