time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;PV_Array_GEN_MagnitudeControlledByAVRPu;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu;PV_Array_GEN_VoltageSetpointPu;PV_Array_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;5.000e-01;0.000e+00;4.787e-01;0.000e+00;1.044e+00;1.053e+00;4.890e-01;1.894e-02;1.044e+00;4.500e-01;0.000e+00;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.999996;1.044e+00;5.000e-01;1.512e-07;4.787e-01;5.845e-07;1.044e+00;1.053e+00;4.890e-01;1.894e-02;1.044e+00;4.500e-01;-3.246e-07;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.000000;1.044e+00;5.000e-01;1.511e-07;4.787e-01;5.845e-07;1.044e+00;1.053e+00;4.890e-01;1.894e-02;1.044e+00;4.500e-01;-3.246e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.006836;1.044e+00;5.000e-01;1.026e-07;4.787e-01;5.744e-07;1.044e+00;1.053e+00;4.890e-01;1.894e-02;1.044e+00;4.500e-01;-2.063e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.007836;1.044e+00;5.000e-01;1.030e-07;4.787e-01;5.730e-07;1.044e+00;1.053e+00;4.891e-01;1.894e-02;1.044e+00;4.500e-01;-1.879e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.008836;1.044e+00;5.000e-01;1.056e-07;4.788e-01;5.713e-07;1.044e+00;1.053e+00;4.891e-01;1.894e-02;1.044e+00;4.500e-01;-1.703e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.009836;1.044e+00;5.000e-01;-1.001e-06;4.788e-01;-4.950e-07;1.044e+00;1.053e+00;4.891e-01;1.894e-02;1.044e+00;4.500e-01;-1.154e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.010836;1.044e+00;5.001e-01;-9.940e-07;4.788e-01;-4.976e-07;1.044e+00;1.053e+00;4.891e-01;1.895e-02;1.044e+00;4.501e-01;-1.139e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.012836;1.044e+00;5.001e-01;-2.086e-06;4.788e-01;-1.567e-06;1.044e+00;1.053e+00;4.891e-01;1.895e-02;1.044e+00;4.501e-01;-2.114e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.013836;1.044e+00;5.001e-01;-3.185e-06;4.788e-01;-2.634e-06;1.044e+00;1.053e+00;4.892e-01;1.895e-02;1.044e+00;4.501e-01;-3.106e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
