time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_InjectedCurrent
0.0;1.04434059588876;0.8332806099174775;0.7978584459669517;-5.260306945761134e-07;-7.267757575234586e-07;1.0449373035688183;9.999741700926148;0.8334890981811491;0.015561771130809346;0.01556329894146092;0.7976620116224223;-0.014895000346577507;0.7978986430758012
0.0;1.0443403794073058;0.8332798185713399;0.7978578705289123;-1.8150736822907725e-07;-3.9401374280080516e-07;1.0449373066180954;9.999745999680677;0.8334887631986754;0.015561769717070148;0.015563296627967863;0.7976614602247284;-0.014895000460177162;0.7978974903164258
1e-06;1.0443401686715696;0.8332756909836367;0.7978540938398382;-8.836865618863669e-07;-1.0631903075827182e-06;1.044937310610185;9.999750611071967;0.8334884038047379;0.015561768197905735;0.015563294112750883;0.7976589427889169;-0.0148950005815172;0.7978943273385342
2e-06;1.0443399629910624;0.8332715470604759;0.7978502910294106;-1.5859743253632309e-06;-1.7322345850356727e-06;1.0449373171669116;9.999755531857243;0.8334880204473527;0.015561766597544918;0.015563291370901565;0.7976554606480537;-0.014895000709981385;0.7978901548752079
4e-06;1.0443398131559873;0.8332626514342271;0.7978418861075204;-5.099721861579961e-06;-5.092855316307126e-06;1.0449373298959703;9.999760749984862;0.8334876136410405;0.015561764980214327;0.015563288379734143;0.7976480145326693;-0.014895000844600407;0.7978819754264335
8e-06;1.0443400187373186;0.8332452247734606;0.7978250299917161;-9.496788864250406e-06;-9.298945063506547e-06;1.0449363544294608;9.999766248331728;0.833487183316074;0.015561763446678511;0.015563285109406636;0.7976326046334353;-0.014895000984166597;0.7978657925833138
1.6e-05;1.0443384225886514;0.8332105560955222;0.7977930287951963;-1.8566946546007883e-05;-1.7979027270295717e-05;1.044935397649222;9.999772008093357;0.8334867290787324;0.015561762112029996;0.015563281526974134;0.7976012310102281;-0.01489500112731555;0.7978336109510972
3.2e-05;1.0443367343705507;0.8331424214636246;0.7977290404251234;-3.6836840478529e-05;-3.546714556955807e-05;1.0449334669534038;9.999778012476575;0.8334862508991658;0.015561761087087797;0.015563277615070361;0.7975388941901619;-0.01489500127258632;0.7977704362645875
6.4e-05;1.0443342076274529;0.8330060959437641;0.7976003837964475;-7.395346332212542e-05;-7.099992438717873e-05;1.0449285695119526;9.999784248027344;0.8334857497367224;0.015561760478954871;0.015563273370285098;0.797411595592527;-0.014895001418577697;0.7976422772596312
0.000128;1.0443284013238667;0.8327355104935947;0.7973456595959353;-0.00014277828033386493;-0.00013689217893177522;1.044921711634338;9.999790701586248;0.8334852275862741;0.015561760394193169;0.015563268782557049;0.7971573372701531;-0.014895001564193981;0.7973871470060728
0.000256;1.0443239909797961;0.832202594614399;0.7968386696132586;-0.00026394646175234825;-0.000252901383713678;1.0449138987621294;9.999797358244209;0.8334846870772132;0.015561760929987511;0.01556326383351677;0.7966521211703841;-0.014897001708800883;0.7968811064262386
0.000512;1.0443344615376093;0.8311621221586195;0.79583434007543;-0.00045783711374827295;-0.0004385343252905954;1.0449191353104772;9.999804201895419;0.8334841309929972;0.01556176216401854;0.015563258514517534;0.7956489487461174;-0.014902001852164318;0.7958772196264474
0.001024;1.0444096666859322;0.8291656309054984;0.7938654642521278;-0.0006935654338252685;-0.0006641792413561228;1.0449874239382717;9.99981121688722;0.8334835617018812;0.015561764151853428;0.015563252839397499;0.7936808211946478;-0.01491900199422683;0.7939087409688347
0.001536;1.0445380296335958;0.8272620202457367;0.7919454578877774;-0.0007824000980980714;-0.0007491296360147056;1.045112765686716;9.999818391803993;0.8334829812003193;0.01556176692806664;0.015563246842335277;0.7917617396787281;-0.01494100213495929;0.7919893654471682
0.002048;1.0446982768026003;0.8254337819652464;0.7900739264086714;-0.0007786330271561243;-0.0007454023386030262;1.0452731611291501;9.99982572261601;0.8334823916563817;0.015561770507408071;0.015563240560307261;0.7898917052879784;-0.014965002274371171;0.7901190385838414
0.00256;1.044876109367167;0.8236692692017796;0.7882506610628769;-0.0007191662140520908;-0.0006883610082090574;1.0454506107911532;9.99983321419316;0.8334817950939256;0.015561774884757686;0.015563234019502891;0.7880687193142184;-0.014989002412601642;0.7882957236109958
0.003584;1.0452423600511738;0.8202851744669135;0.7847369111949836;-0.0005393243707870674;-0.0005160715286237296;1.0458191147539708;9.999840881043177;0.8334811925196007;0.015561780042759784;0.015563227245438618;0.7845547836133268;-0.015033002550075836;0.7847821204025999
0.004608;1.0456039486677278;0.8171507321695982;0.781467820658692;-0.00031452597843335004;-0.0003009122632627263;1.0461846725690842;9.999848741833834;0.8334805839185186;0.015561785973691108;0.015563220272034429;0.7812859004075725;-0.015063002687596515;0.78151323263075
0.005632;1.0459456745201257;0.8141366036305304;0.7783307566929578;-0.00010785172413131751;-0.00010322918356540792;1.0465302834501546;9.99985680576484;0.8334799690530512;0.015561792693004148;0.015563213125161464;0.7781510718656377;-0.015083002826236452;0.7783781522286011
0.006656;1.0462678292599576;0.8112588685184546;0.7753405586436537;8.342191044662814e-05;7.960888845345864e-05;1.0468549460627856;9.999865062745494;0.8334793479409863;0.015561800232588118;0.015563205809832812;0.7751612999918693;-0.015092002967097286;0.7753878553192876
