time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_InjectedCurrent;NetworkFrequencyPu
0.0;1.096570347401229;-0.4166669497863533;-0.3799393622278555;0.44443452034314435;0.40527615892843594;1.1065407153735727;0.9999226566052891;10.002044258948557;-0.41658202715173076;0.45198810358693453;0.45198471217299463;-0.37648298283688825;-0.4084810477601292;0.5555272541444167;1.0000700804725424
0.0;1.0965708821486841;-0.41666457395904727;-0.3799371957599197;0.44443293470901596;0.4052750587056539;1.1065407003027938;0.9999225871656647;10.0020366066816;-0.4165820270112245;0.45198834220188233;0.45198446803487674;-0.3764809829266678;-0.4084800475620022;0.5555251491890666;1.0000700267535005
1e-06;1.0965704085328438;-0.41665627526692967;-0.3799299911306226;0.4444265992019488;0.4052700425725799;1.10654068707727;0.999922513032761;10.002028375320418;-0.41658202686025664;0.4519885989839624;0.45198420679943796;-0.3764739830233431;-0.4084760473491828;0.5555174483819163;1.0000699691149328
2e-06;1.0965709721058088;-0.4166471583565775;-0.3799216943499962;0.44442056835560256;0.405264965972194;1.106539678938372;0.9999224352303453;10.002019534356632;-0.41658202669841154;0.45198887450080816;0.4519839296462005;-0.37646498312699306;-0.40847004712134094;0.5555069203487493;1.000069907078089
4e-06;1.0965705274396464;-0.41662736677917184;-0.3799040264216294;0.4444071163671035;0.4052535411194516;1.1065386792687368;0.9999223553212971;10.00201005533965;-0.41658202652509846;0.45198916886926893;0.45198363863683916;-0.3764469832374192;-0.4084590468783667;0.5554866153317745;1.0000698396397842
8e-06;1.0965689793257272;-0.41658944555627203;-0.3798702225504292;0.44437895155593166;0.40522915433224305;1.1065356898544905;0.9999222750048025;10.001999914585355;-0.4165820263394839;0.45198948186944854;0.45198333653795686;-0.37641098335424084;-0.40843604662035315;0.5554452869969112;1.0000697660142575
1.6e-05;1.096565233210979;-0.41651111028422616;-0.37980034133008406;0.4443240461627785;0.40518124188816557;1.1065297104312268;0.9999221959566221;10.001989092684529;-0.4165820261405862;0.4519898131491658;0.4519830266554967;-0.3763379834768666;-0.40839104634753776;0.5553627068934373;1.0000696865608578
3.2e-05;1.0965570988995925;-0.41635642845276577;-0.37966237404368985;0.4442163213695437;0.40508683146442187;1.106518739862888;0.9999221198197555;10.001977573996898;-0.4165820259275116;0.4519901623304848;0.45198271230474574;-0.3761939836043832;-0.40830104606025186;0.5551989242251169;1.0000696029036749
6.4e-05;1.096540101317529;-0.4160446866769952;-0.3793842639433375;0.4439999320350064;0.4048966490175958;1.1064967775800634;0.9999220480823694;10.00196534838174;-0.4165820256996913;0.45199052902538345;0.4519823961822687;-0.375904983735524;-0.40812104575907915;0.5548707119525159;1.0000695176569776
0.000128;1.0965063889962525;-0.4154209154563776;-0.3788273915507917;0.4435745029474694;0.40452204935805974;1.106451824358703;0.9999219821956703;10.001952414268304;-0.4165820254569932;0.4519909128028756;0.4519820801645488;-0.37532598386874;-0.40776304544504544;0.554215144427326;1.0000694340313256
0.000256;1.0964380334406783;-0.4141665560248536;-0.37770736881648936;0.44273624279100704;0.40378375199941996;1.1063658817677757;0.9999219240658235;10.001938778868684;-0.4165820251997138;0.4519913129592486;0.4519817653862848;-0.3741689840023189;-0.4070550451195067;0.5529107743825556;1.0000693549625026
0.000512;1.0963085384816598;-0.4116438361429492;-0.37545137151011815;0.4411149934503273;0.40235373685732706;1.1061999509183102;0.9999218762159745;10.001924454414606;-0.4165820249283981;0.4519917283527415;0.45198145234537207;-0.3718559841345515;-0.4056690447839646;0.5503255929769221;1.0000692823350907
0.000768;1.096186102365833;-0.4091015552954621;-0.37317460210436865;0.43956135192633444;0.4009825191453707;1.1060430322617218;0.9999218411734608;10.00190945350303;-0.41658202464346455;0.4519921574941037;0.45198114113371723;-0.36954198426385076;-0.4043220444400385;0.5477695989658836;1.0000692166541725
0.00128;1.0959584644049039;-0.4039801600415458;-0.3685798203353489;0.43662598140216397;0.3983887460483336;1.105752126294477;0.9999218207115784;10.001893782441615;-0.41658202434499103;0.45199259860623764;0.45198083154840435;-0.3649149843887099;-0.40173904408948097;0.5427439649786501;1.000069156665602
0.001792;1.0957520750277454;-0.3988262136103548;-0.3639463685544349;0.4338990855040121;0.3959765057233145;1.1054862339106524;0.9999218158016275;10.00187743459954;-0.4165820240330223;0.4519930498984481;0.4519805228074386;-0.3602879845076573;-0.3992980437341547;0.5378290004095767;1.0000690996692254
0.002304;1.0955650292115284;-0.39365525734218304;-0.35928930230850803;0.4313544906200518;0.39372283623852045;1.1052433562651114;0.9999218269055564;10.00186039198257;-0.4165820237080273;0.4519935101455482;0.45198021330129623;-0.355660984619383;-0.3969930433759204;0.5330213445755716;1.000069043149442
0.002816;1.0953953722010188;-0.38847805415749026;-0.35461931238794264;0.428971485938402;0.3916097304738888;1.1050214940140985;0.9999218539184782;10.001842636740285;-0.4165820233709022;0.45199397876156483;0.4519799008491474;-0.35103398472277475;-0.3948170430165376;0.5283169136894428;1.0000689859198222
0.003328;1.095240147532795;-0.3832985364848027;-0.3499411485274807;0.426737222538692;0.38962667400070444;1.10481764616105;0.9999218958048626;10.001824163838377;-0.4165820230226037;0.45199445534988864;0.451979583333469;-0.3464069848167001;-0.39276204265768666;0.5237108807947156;1.000068927601654
0.00384;1.095099349277743;-0.37812212956054764;-0.34525994636018015;0.424639611810779;0.38776276247361535;1.104630810361277;0.9999219503255357;10.001804984347245;-0.4165820226638555;0.4519949395445422;0.4519792591332266;-0.34177898489990377;-0.39082304230094933;0.5192000056579156;1.0000688680451173
0.004864;1.0948538865352209;-0.3677848772232866;-0.3358967061131734;0.4208083382803165;0.3843519438355967;1.1043019849115527;0.9999220145111456;10.001785117754961;-0.4165820222950569;0.4519954312131425;0.4519789270829799;-0.33252498497115107;-0.3872610419477241;0.5104476887442028;1.0000688079840065
0.005888;1.0946540653811103;-0.35746581468809446;-0.3265322524256963;0.417429348202174;0.38133688770436175;1.1040281701287427;0.9999220855538211;10.001764580150645;-0.41658202191626137;0.45199593052822656;0.4519785865085711;-0.32327098502938123;-0.3840930415992402;0.5020400397412549;1.0000687497635474
0.007936;1.0943669498547872;-0.33688759447206496;-0.30781581518593526;0.4117871099154324;0.3762829916582715;1.1036183684841003;0.999922160945086;10.001743376345146;-0.41658202152721563;0.45199643759017044;0.4519782373921748;-0.3047619850738252;-0.3787470412566594;0.4861495112071911;1.0000686967324868
0.009984;1.0942098229083652;-0.3163695293087211;-0.2891101494643572;0.4074364499484666;0.3723626621684578;1.1033665843744298;0.9999222380793655;10.001721501252305;-0.4165820211275095;0.45199695184658883;0.4519778799627461;-0.28625298510414365;-0.37455104092116687;0.47142442577495336;1.0000686519980448
0.012032;1.0941564131307404;-0.29589770150236516;-0.27041569907464214;0.40412486149679017;0.36935589806497954;1.1032418233163839;0.9999223143522034;10.00169894662228;-0.4165820207167578;0.45199747179646516;0.4519775139600385;-0.26774498512055045;-0.37128304059398937;0.45776610776690563;1.000068617756296
0.01408;1.0941845132587327;-0.2754565519301403;-0.2517286711647526;0.401633154118266;0.367070833057984;1.103215090656173;0.9999223875792747;10.0016757031653;-0.41658202029475466;0.45199799509878236;0.4519771385649831;-0.24923598512380135;-0.36875504027628914;0.4450952870004768;1.0000685949480432
0.016128;1.0942749716892477;-0.2550369359133065;-0.23304896295976107;0.39978098182300587;0.36534952144378813;1.1032653910861188;0.9999224557470365;10.001651759759332;-0.4165820198616209;0.4519985189630071;0.4519767530440808;-0.23072798511505016;-0.36680603996896677;0.43335052234159777;1.0000685830868756
0.018176;1.0944126260131053;-0.23463010816554977;-0.21437474517858388;0.3984188570642311;0.364060580459269;1.1033737291656798;0.999922516197531;10.00162711010318;-0.41658201941789325;0.45199904051996964;0.45197635729926916;-0.21221898509572146;-0.365306039672563;0.42248747126076014;1.000068580800844
0.020224;1.0945844487219407;-0.2142266767077215;-0.1957021807217457;0.39742846800088577;0.36310025479931846;1.1035241096492625;0.999922565619353;10.001601764176;-0.41658201896441577;0.4519995569743688;0.4519759521195841;-0.1937099850674465;-0.3641520393872976;0.4124805572261594;1.0000685865993997
0.022272;1.0947734560084945;-0.19423408248213808;-0.17740790884246072;0.39670098419867594;0.36237469916559406;1.103698536972295;0.999922600934767;10.001575751275025;-0.4165820185021277;0.4520000656874852;0.45197553926341333;-0.17557998503200184;-0.363258039113092;0.4034778576965963;1.0000685989558085
0.02353;1.0948947469541122;-0.18252234788235028;-0.16669243264953731;0.3963801461728121;0.3620431573477555;1.1038120140850824;0.9999226196794834;10.001549107883251;-0.41658201803207656;0.45200056416235646;0.45197512116991634;-0.16496998499121043;-0.3628150388496047;0.39857156955653067;1.0000686160481433
0.024789;1.09501028303054;-0.17143946187408385;-0.15655437873030323;0.39610511156465283;0.36175543507750174;1.1039215417964137;0.9999226198895204;10.001521859059908;-0.4165820175555606;0.45200104987636375;0.4519747005350544;-0.15493898494677502;-0.3624330385962345;0.39417388917177626;1.000068636064945
0.026047;1.0951208091121771;-0.1609970166118257;-0.1470038908112747;0.39587186491520643;0.3615075983394193;1.1040271197482825;0.999922600149032;10.001494009666331;-0.4165820170740216;0.45200152028561474;0.4519742800749966;-0.14549198490004933;-0.36210103835201685;0.3902488429904299;1.0000686580541174
0.027306;1.0952250637221328;-0.1511726620921889;-0.13802041486655198;0.395668989730811;0.36128962051017194;1.1041277478124316;0.9999225593087998;10.001465549789733;-0.41658201658889027;0.45200197307497386;0.4519738624335878;-0.1366069848519532;-0.36180903811579046;0.38675077283602816;1.0000686822854339
0.029822;1.0954164234231465;-0.13324582803276958;-0.12163209967547409;0.39533663262205815;0.3609247865020722;1.104312426282738;0.9999224959056492;10.001436467144977;-0.4165820161016744;0.4520024062546554;0.4519734502573464;-0.12039598480314649;-0.36131903788662423;0.38086130109664845;1.000068709509486
0.032088;1.0955693416680137;-0.11892548331214248;-0.10854486241140375;0.39509753684316046;0.3606578533357168;1.1044621551261977;0.9999224081736012;10.001406756374204;-0.41658201561404684;0.4520028178581325;0.4519730462998514;-0.10745098475426487;-0.3609660376640189;0.3766307251898911;1.0000687400963424
0.034353;1.0957053316352754;-0.10613949768453367;-0.09686298519985842;0.3949004889996852;0.3604349342267842;1.1045949328947293;0.9999222947227954;10.001376421124982;-0.4165820151279156;0.45200320555030826;0.4519726534207235;-0.09589498470606378;-0.36067303744800855;0.37321472918014686;1.0000687741304455
0.036391;1.0958161628935374;-0.0958161954821758;-0.08743316333041701;0.39474899243645145;0.3602619027437363;1.1047027559609053;0.9999221551137505;10.001345474268092;-0.4165820146455564;0.4520035666388047;0.4519722745703943;-0.08656798465948409;-0.3604500372392941;0.37071073431170143;1.0000688118888423
0.03843;1.095914768540765;-0.086497586900599;-0.07892281172967165;0.39461545447232177;0.3601093050600136;1.1047996188234535;0.9999219902160614;10.001313934151831;-0.416582014169452;0.452003898395698;0.45197191275428916;-0.07814798461575569;-0.36025603703904513;0.368645613028836;1.000068853713398
0.040469;1.096003637703849;-0.07807617713274118;-0.07123316469842574;0.394503326360202;0.3599794614097072;1.1048865148891855;0.9999218024890058;10.00128181533227;-0.4165820137018202;0.45200419824612525;0.45197157104275776;-0.07054198457658542;-0.3600860368483954;0.36694149940467147;1.000068899356971
0.042507;1.0960823857313335;-0.0704733971422662;-0.06429216488593;0.3943926678410585;0.3598542970187023;1.1049644368732192;0.9999215954074063;10.001249125336722;-0.41658201324429234;0.45200446381205617;0.45197125265866867;-0.06367398454418972;-0.3599350366680069;0.36553442857393986;1.0000689475448359
0.044546;1.0961537274192683;-0.06360901190150196;-0.058026124017008664;0.3942938858154933;0.3597424088871179;1.1050343770369115;0.9999213721531606;10.001215869592375;-0.41658201279796797;0.45200469295854734;0.4519709608958754;-0.057473984521058126;-0.3598010364978995;0.3643730651319053;1.0000689960678688
0.046585;1.0962173665395845;-0.05741176011814369;-0.052369796355990914;0.39420348887954193;0.3596407033464912;1.1050963279364674;0.9999211351756587;10.001182055512674;-0.4165820123636849;0.452004883749355;0.4519706988890469;-0.051877984509612486;-0.35968203633746754;0.36341443638554805;1.0000690424207472
0.048623;1.096274100679966;-0.051817091910767756;-0.04726404579573806;0.39412188083558825;0.3595492825047461;1.105152283510998;0.9999208872202535;10.00114769283624;-0.41658201194223626;0.4520050343315217;0.4519704694743919;-0.046825984511853;-0.35957603618547473;0.3626224368982236;1.000069084720317
0.050662;1.0963257478777746;-0.0467669198000803;-0.04265564017981604;0.39404793454134535;0.35946651891200593;1.1052032393452484;0.9999206326153107;10.00111279411994;-0.4165820115343559;0.4520051429803979;0.45197027509883675;-0.042265984529266436;-0.3594830360400137;0.3619692954383539;1.0000691221150573
0.0527;1.0963721626976062;-0.04220748763148002;-0.03849542325944359;0.39398401220028934;0.3593946129320842;1.1052491921271241;0.999920377525029;10.001077379338366;-0.4165820111404503;0.45200520847499576;0.45197011765698764;-0.03814998456322203;-0.3594010358985525;0.3614300735321087;1.0000691547963036
0.054739;1.0964142292911434;-0.03809327647076306;-0.03474173774539645;0.3939272296645316;0.35933064310203117;1.1052901391535745;0.999920129357924;10.001041480112127;-0.41658201076039403;0.452005230554224;0.45196999831071144;-0.03443498461541084;-0.3593300357581636;0.36098598092743134;1.000069184180536
0.056778;1.0964528397092532;-0.0343790493549548;-0.031353212267232235;0.3938798390661662;0.35927637068789275;1.1053280779136307;0.999919896252894;10.001005138494106;-0.4165820103936184;0.4520052099771481;0.4519699175064736;-0.031081984687875652;-0.35926903561588847;0.36062060867742035;1.0000692126861983
0.058816;1.0964879216374495;-0.031025771723075114;-0.02829418112086497;0.3938404942278942;0.35923059127994006;1.1053630059600408;0.9999196868281648;10.000968403903757;-0.41658201003928585;0.4520051481651579;0.45196987522181065;-0.028054984782665982;-0.35921803546898207;0.3603212795251177;1.0000692429776563
0.060855;1.0965193960260262;-0.027999985809421785;-0.025534074541303294;0.3938080127439164;0.3591922517992486;1.1053939210617023;0.999919509795158;10.000931328371525;-0.416582009696384;0.4520050468414463;0.45196987119988113;-0.025323984901402048;-0.35917603531493125;0.3600768227542121;1.0000692777269509
0.062894;1.0965482060084668;-0.025268730725924723;-0.023042763023691216;0.39378424358294767;0.35916272848950187;1.1054228208945989;0.9999193732496137;10.000893959874272;-0.41658200936361567;0.4520049079428869;0.45196990496042133;-0.02285798504506631;-0.3591420351512942;0.3598776390520009;1.0000693198563417
0.064932;1.0965752943405394;-0.022803065468860313;-0.02079379897526259;0.3937675115391834;0.3591401838821366;1.105449702382012;0.9999192838349479;10.000856341287745;-0.4165820090392228;0.4520047335200415;0.4519699755819853;-0.020631985214037796;-0.3591170349753705;0.35971791389174024;1.0000693722761058
0.066971;1.0966006231235446;-0.020576932193330275;-0.018763393745125808;0.39375840153214003;0.3591251629853867;1.1054755616399208;0.9999192460726782;10.000818513714592;-0.416582008721104;0.45200452532184404;0.4519700815994381;-0.01862298540824954;-0.359099034784053;0.35959005057446447;1.0000694370098848
0.06901;1.0966231467786056;-0.018568637156754803;-0.01693175766385318;0.3937547682751747;0.3591160517326077;1.1054983947338308;0.99991926231884;10.000780515654487;-0.4165820084071117;0.452004284311499;0.4519702211936624;-0.016808985627252394;-0.35908803457416144;0.35948941353263975;1.0000695146685203
0.071048;1.0966448366095685;-0.016755807354464056;-0.015278436973623159;0.3937580972265265;0.35911355951530466;1.1055201983890048;0.999919333510759;10.000742378841968;-0.41658200809521445;0.4520040104992574;0.45197039237919184;-0.015171985869991845;-0.3590840343427728;0.3594123112134937;1.0000696052479552
0.073087;1.0966646725802889;-0.015119308712816066;-0.013785983827256898;0.3937676726812128;0.3591173678790259;1.1055409697641916;0.9999194597584905;10.000704125827944;-0.4165820077834914;0.45200370325729883;0.4519705930721874;-0.01369498613467538;-0.35908503408709747;0.3593536916950503;1.0000697091236475
0.075125;1.096683625636519;-0.013641981867967577;-0.012438725360616718;0.3937822983654362;0.3591260679088901;1.105559705539967;0.9999196402121368;10.000665770863506;-0.41658200747012136;0.45200336192900964;0.45197082112245734;-0.012360986418908718;-0.35909303380431495;0.3593130030083886;1.0000698267699502
0.077164;1.0967016810248968;-0.012309576343844178;-0.011223657907684021;0.3938017296430344;0.3591394412341178;1.105578401968153;0.9999198731586176;10.00062732073389;-0.4165820071534454;0.4520029862581209;0.45197107424967214;-0.011157986719747805;-0.35910503349171913;0.3592852856869902;1.0000699584992399
0.079203;1.0967188161512604;-0.011106114113421937;-0.010126204157933015;0.39382693166365823;0.3591583754713282;1.1055960563039464;0.9999201564110619;10.00058877299033;-0.41658200683202834;0.45200257636932173;0.4519713500792369;-0.010070987033786784;-0.35912303314686866;0.3592708038128429;1.0000701053211032
0.081241;1.0967350269972675;-0.010019431848609593;-0.009135266131278044;0.3938553054474371;0.35918050279660674;1.105612667715518;0.9999204869632126;10.000550115445867;-0.4165820065046756;0.4520021327025601;0.45197164651472543;-0.0090899873575204;-0.3591440327675985;0.3592652528491216;1.0000702695732295
0.08328;1.0967502953934536;-0.009039641096790944;-0.008241821227541052;0.3938878987779706;0.35920678542080714;1.1056282368226507;0.9999208606055594;10.000511328784357;-0.416582006170415;0.4520016562486282;0.45197196205923007;-0.008204987687688733;-0.3591700323519934;0.35926953410227186;1.000070454129482
0.085319;1.0967646246900236;-0.008155422221995817;-0.007435542753022944;0.3939246007620341;0.3592371222662667;1.1056427644576994;0.9999212722503756;10.000472390351423;-0.41658200582844;0.45200114861202456;0.4519722958538212;-0.007405988021442036;-0.3591990318983211;0.3592807305906;1.0000706611227408
0.087357;1.0967780038668393;-0.007356537593892376;-0.006707091572863325;0.3939640636428914;0.3592702891269352;1.105657250387982;0.9999217157102483;10.000433278641191;-0.41658200547801616;0.4520006118096882;0.4519726477284048;-0.006684988356449781;-0.3592310314051799;0.359298117657199;1.0000708920096835
0.089396;1.096791422788397;-0.006636400450070855;-0.006050452406641384;0.39400776863643955;0.3593073127681705;1.1056716933399493;0.9999221828171911;10.000393979122917;-0.41658200511849813;0.45200004836601976;0.4519730181863111;-0.006033988690889948;-0.35926703087187506;0.35932208981467056;1.0000711488830845
0.091434;1.0968048811399211;-0.005986494139380449;-0.005457858169554088;0.3940532019054254;0.35934590132694166;1.105685092094744;0.9999226633958925;10.000354489886567;-0.416582004749529;0.4519994614307173;0.4519734080674153;-0.00544598902332055;-0.35930503029848737;0.3593501600639471;1.000071435060328
0.093473;1.0968163782648208;-0.005399489375167248;-0.004922633607575606;0.39410079848547785;0.35938710658905576;1.105698445911978;0.9999231460274369;10.000314823354826;-0.41658200437117393;0.45199885433929515;0.45197381815166954;-0.004915989352642591;-0.3593450296855033;0.3593819505504685;1.0000717541074695
0.095512;1.0968289042936112;-0.004870039873996666;-0.004439887913465592;0.3941503510138649;0.3594297598248325;1.1057107543006865;0.999923618507256;10.000275007685515;-0.41658200398381506;0.4519982301475011;0.45197424895959143;-0.004436989678126715;-0.35938802903341105;0.3594181184161148;1.000072108242763
0.09755;1.0968404641751182;-0.004391670012255178;-0.004003724364393603;0.3942035363777197;0.3594760438982609;1.10572301684999;0.9999240682088505;10.000235089882796;-0.41658200358794395;0.4519975918107129;0.4519747004994859;-0.004004989999428761;-0.35943202834262367;0.3594564157232294;1.0000724969945844
0.099589;1.0968520455395514;-0.003960607379655475;-0.0036106979920690094;0.39425700145106013;0.35952257942230165;1.105735232714099;0.999924482974086;10.000195131481073;-0.4165820031840875;0.4519969424809596;0.45197517191673003;-0.0036149903166683545;-0.3594790276137547;0.3594986228205601;1.000072916700396
0.101628;1.0968626551430896;-0.0035716025694893815;-0.003256024814894041;0.39431279450187473;0.35957156056256767;1.1057464001411936;0.9999248519519007;10.000155200527972;-0.41658200277288676;0.4519962852945919;0.4519756614385714;-0.0032629906303160818;-0.35952602684788254;0.35954156721685354;1.0000733613977575
0.103666;1.0968732955426779;-0.003221011044278573;-0.00293637761694239;0.39437002841312446;0.35962185030684;1.1057585172197708;0.999925166061472;10.000115369728613;-0.4165820023551099;0.45199562309827157;0.4519761667392837;-0.002944990940746322;-0.3595760260465897;0.35958810506459454;1.0000738243210014
