time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_InjectedCurrent
0.0;1.0444612521023722;0.833331941546798;0.7979232447833287;-2.4794679193025725e-05;0.0001030928284753352;9.999647103754418;0.8338083465052704;0.01556543572384083;0.015561363443393737;0.7977262318199246;-0.014890958099540495;1.0451032930689044;0.797793497167076
0.0;1.0444612679611254;0.8333319501336924;0.7979231884579777;-2.4705913169815607e-05;0.00010252949879280542;9.99963320676121;0.8338080190058058;0.015565435744656474;0.015561362542524998;0.7977263787260788;-0.014890958365791187;1.0451033720277447;0.7977938846985811
1e-06;1.0444612847891592;0.8333319596810448;0.7979231267052282;-2.4610366901928815e-05;0.00010192115498127379;9.999618270917045;0.8338076658072333;0.015565435699269473;0.015561361547027076;0.7977265368374018;-0.014890958652093715;1.0451034569072355;0.7977943032794182
2e-06;1.0444613023809957;0.8333319704504766;0.7979230575991079;-2.4507680891843573e-05;0.00010126457026032073;9.99960227277731;0.8338072861902556;0.015565435517326073;0.015561360443921564;0.7977267064250613;-0.014890958959166475;1.0451035479584372;0.7977947566401891
4e-06;1.044461320434434;0.8333319826508623;0.7979229779531806;-2.439744368803218e-05;0.00010055725881786671;9.999585198881432;0.8338068805407665;0.015565435113187134;0.015561359237400428;0.7977268879136151;-0.014890959287661069;1.0451036454445815;0.7977952497508368
8e-06;1.044461338580608;0.8333319964063963;0.7979228834927897;-2.4279082535859338e-05;9.979786919056812e-05;9.999567046443845;0.8338064496109122;0.015565434402173475;0.015561357949259825;0.7977270826793602;-0.014890959638261635;1.0451037496200388;0.7977957879560886
1.6e-05;1.0444613564588983;0.8333320117636005;0.7979227697559607;-2.4151805414962503e-05;9.898624084316832e-05;9.999547830132663;0.8338059937148873;0.015565433325420111;0.015561356610911474;0.7977272933563833;-0.01489096001171843;1.0451038606563134;0.7977963756413942
3.2e-05;1.044461373810726;0.8333320287003873;0.7979226328908169;-2.401470308851663e-05;9.812271295672645e-05;9.999527574993103;0.833805512467722;0.015565431858785951;0.015561355258233862;0.7977275235743522;-0.014890960408787934;1.0451039786399452;0.7977970160203026
6.4e-05;1.0444613905104663;0.8333320471290457;0.7979224696284727;-2.3866939258825266e-05;9.720759072169344e-05;9.999506303596918;0.8338050054073252;0.015565429997787743;0.015561353937270853;0.7977277775973777;-0.014890960830003358;1.0451041037632909;0.7977977120430211
0.000128;1.0444614065273976;0.8333320669116;0.7979222768579068;-2.3707849889589066e-05;9.62412685047112e-05;9.999484028684288;0.8338044730458124;0.015565427741777766;0.015561352704590492;0.7977280598048616;-0.014890961275617195;1.0451042364765286;0.7977984665371618
0.000256;1.0444614218727102;0.8333320878979106;0.7979220513615856;-2.3536936665481826e-05;9.522477445412767e-05;9.999460747087141;0.8338039170770783;0.015565425082378284;0.015561351609759513;0.7977283737737295;-0.014890961745914701;1.0451043773714268;0.7977992813360406
0.000512;1.0444614365122438;0.8333321099624346;0.7979217897777198;-2.3353843334504703e-05;9.41603870475322e-05;9.999436438751877;0.8338033394068338;0.015565421995316648;0.015561350672070066;0.797728721527005;-0.014890962241409485;1.045104526974178;0.7978001574908162
0.001024;1.0444614502929244;0.8333321329973444;0.7979214888282744;-2.315833358605822e-05;9.305122079118248e-05;9.999411074274233;0.8338027410865569;0.015565418446588876;0.01556134986922134;0.7977291034123882;-0.014890962762636498;1.045104685634652;0.797801097035889
0.002048;1.0444614630178055;0.8333321568941443;0.7979211456104148;-2.29502513817105e-05;9.189980740795004e-05;9.999384623827654;0.8338021222633375;0.015565414395531309;0.015561349142881426;0.7977295181041402;-0.014890963309987704;1.0451048534951373;0.7978021040794308
0.004096;1.0444614746155128;0.8333321815555506;0.7979207576049464;-2.2729488930023633e-05;9.07073346878112e-05;9.999357062467794;0.8338014829849477;0.015565409783449436;0.015561348415423167;0.7977299624235282;-0.014890963883828242;1.0451050304569194;0.7978031841924821
0.008192;1.0444614852282827;0.8333322069162958;0.7979203226046546;-2.249601041659063e-05;8.947384871561801e-05;9.999328376037536;0.8338008237702978;0.01556540453057911;0.015561347610241678;0.7977304314558926;-0.014890964484522777;1.0451052161071126;0.7978043432779455
