time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_InjectedCurrent
0.0;1.0444350157505706;1.2499792207005849;1.1968131308499166;1.8885565531473843e-05;3.368251448320461e-05;1.0451389000277087;10.000506211691347;1.250414500543643;0.035024441507376096;0.035015234106795266;1.1963060784697455;-0.03350197267119303;1.1968061724111314
0.0;1.0444349188270514;1.2499774877628365;1.1968118751575179;1.7448744562078018e-05;3.1791509168791325e-05;1.0451389065911683;10.00050352930441;1.2504139221182111;0.03502442121878491;0.035015223141854394;1.1963051661344888;-0.03350197265399852;1.1968051352364146
1e-06;1.0444349147344092;1.2499705127418317;1.1968055175848842;1.844984495664234e-05;3.219417040976481e-05;1.0451389143487608;10.000500607216223;1.2504132991147625;0.03502439934279408;0.0350152113717841;1.1962972618845744;-0.03350197263489655;1.1967970963980163
2e-06;1.0444348202960811;1.249959969360049;1.1967958724433858;1.793206305466303e-05;3.109933089200608e-05;1.0451389242939098;10.000497408887588;1.25041262820813;0.03502437579983656;0.035015198824363096;1.1962873685481217;-0.03350197261285885;1.196787054010085
4e-06;1.0444346365799784;1.249940658666158;1.1967779618690941;1.5413535766285184e-05;2.804421141971666e-05;1.0451389380601854;10.000493911667627;1.2504119054807232;0.03502435055485659;0.035015185552449334;1.1962684900939375;-0.03350197258655299;1.196768012430525
8e-06;1.0444343644538774;1.2499001279869961;1.1967398619926528;1.3237693784272329e-05;2.5272592896897117e-05;1.0451379576494968;10.000490105272828;1.2504111271558556;0.03502432361607264;0.03501517161978449;1.1962306309158723;-0.033501972554532966;1.1967299789510426
1.6e-05;1.0444338203241823;1.249819091712584;1.1966633171565697;7.25747053824203e-06;1.881452415384145e-05;1.0451379849220752;10.000485976678045;1.2504102905687442;0.03502429502160746;0.035015157096798574;1.1961537953901862;-0.03350197251534372;1.1966529662143344
3.2e-05;1.0444327282312973;1.249658285937048;1.1965110484712416;-9.6028121277616e-07;1.0170708344607117e-05;1.0451360215186343;10.000481504573921;1.2504093941654038;0.035024264820630736;0.03501514205812686;1.1960009877626783;-0.03350197246766941;1.1964999938397514
6.4e-05;1.0444314395073846;1.2493377583338217;1.1962061002035411;-2.0297466988230917e-05;-9.162761480778028e-06;1.0451340691388922;10.000476663942294;1.2504084367020518;0.03502423306291733;0.03501512657594051;1.1956952117161848;-0.03350297241043122;1.1961941248798091
0.000128;1.0444289425201256;1.248694590199528;1.1955936400174156;-5.4298781307492276e-05;-4.258073684981959e-05;1.0451301295906745;10.000471424981708;1.2504074164798964;0.035024199801273706;0.03501511070395454;1.195083469788344;-0.03350297234279215;1.1955823683458595
0.000256;1.0444239375871065;1.2474102667745648;1.1943701835619476;-0.00010779765334567972;-9.471301686983745e-05;1.0451222045770878;10.000465748866912;1.2504063311777491;0.03502416510482325;0.035015094476811115;1.1938587635925335;-0.03350397226430021;1.1943579064348413
0.000512;1.0444168286304718;1.2448463030754326;1.1919239240397812;-0.00017337081993114777;-0.00015845400014131175;1.0451122955723984;10.000459592343924;1.2504051788509565;0.03502412906140231;0.0350150779235283;1.1914100947811248;-0.033508972175186544;1.1919100710183643
0.001024;1.0444136497247536;1.2397285051085354;1.187027956365747;-0.00017534230207687557;-0.00016134570047379572;1.0451044039415527;10.000452915071474;1.2504039591602523;0.035024091750909515;0.03501506106280138;1.1865114656022686;-0.033523972076374274;1.1870135301628983
0.001536;1.0444205830241828;1.2346236165993982;1.182132881734827;-4.8612250536807996e-05;-4.10547084543871e-05;1.0451095310777931;10.000445680771483;1.250402673608236;0.035024053227322445;0.03501504389132823;1.181612878494148;-0.03354397196904337;1.1821171848975895
0.002048;1.0444326503032604;1.2295235731081295;1.1772367284158847;0.00015474353570327256;0.0001525571911778787;1.045121678460714;10.000437860068102;1.2504013250479038;0.03502401354216134;0.03501502639675095;1.176715335440508;-0.033566971854244204;1.177221979357491
0.00256;1.0444488567649883;1.2244297320997723;1.1723419821193202;0.0004071103810555096;0.00039305008705302954;1.0451388477850383;10.000429438092484;1.2503999168151714;0.03502397277691154;0.0350150085914025;1.171816837792843;-0.03358997173286739;1.1723258284343312
0.003072;1.0444661261573895;1.219337061264987;1.1674473198963735;0.0006847998514669571;0.0006577456186748815;1.0451590408705473;10.000420417665241;1.25039845223725;0.035023931043236985;0.03501499052795382;1.1669183861847794;-0.0336139716057604;1.167429759156354
0.004096;1.0445042401333153;1.2091529592752392;1.157655166678297;0.0012713351115510678;0.0012180683085798991;1.0452012592653313;10.000410816433975;1.2503969347193988;0.03502388844923266;0.035014972282817934;1.157121980067131;-0.033658971473854715;1.1576384115818774
0.00512;1.0445420601514224;1.1989957076570017;1.147889755482168;0.0018736105314553545;0.0017933919417640709;1.045244504073404;10.000400661674115;1.2503953674157513;0.035023845059128283;0.035014953943749115;1.147351617428082;-0.03369897133839448;1.1478730267691832
0.007168;1.0446153601942607;1.1799831889614567;1.1296094087444164;0.0030542113594115385;0.002922187429571224;1.045328776039629;10.000389982263725;1.2503937527449098;0.03502380088136262;0.03501493562146276;1.1290632953951347;-0.033761971201238875;1.1295942192933208
