time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0.0;1.0966545361315092;0.41667340229988165;0.3799387587085749;-0.44444412486657825;-0.40526838202872795;1.000006152855171;10.000295294351256;0.41674637937018766;-0.4368999991659905;-0.43689999883172664;0.3834298758863599;-0.4019679986648915;1.0869005377625467;0.5555070496127259;0.999996392551604
1e-06;1.0966545731353305;0.41667335765112395;0.3799387724778513;-0.4444441248773851;-0.4052683819922628;1.0000062533291874;10.000294984281277;0.41674640880758995;-0.4368999991628248;-0.43689999882183744;0.3834298678925007;-0.4019679986577853;1.086900563078489;0.555507111020549;0.9999963983828859
2e-06;1.0966546127653831;0.41667330957286863;0.3799387873453188;-0.4444441248890278;-0.40526838195307907;1.00000636142685;10.000294650966902;0.41674644046156667;-0.4368999991594288;-0.4368999988111742;0.3834298592610307;-0.4019679986500897;1.0869005901765776;0.5555071772437448;0.9999964045608662
4e-06;1.0966546548886351;0.4166732578862893;0.37993880340359126;-0.44444412490151697;-0.40526838191113806;1.0000064774321145;10.000294295256237;0.41674647439949386;-0.4368999991557946;-0.4368999987996747;0.38342984993330764;-0.40196799864178756;1.0869006190541572;0.5555072486066149;0.9999964109828351
8e-06;1.0966546994325546;0.41667320242758943;0.37993882076818813;-0.4444441249148051;-0.4052683818664789;1.0000066015583888;10.000293918785083;0.41674651066790713;-0.436899999151909;-0.4368999987872583;0.38342983983441725;-0.40196799863291754;1.086900649716001;0.5555073253358822;0.9999964176203768
1.6e-05;1.0966547465604224;0.4166731430420798;0.37993883960131225;-0.4444441249288043;-0.40526838181919794;1.0000067339403447;10.000293522942354;0.4167465493314955;-0.4368999991477545;-0.4368999987738512;0.3834298288623055;-0.40196799862357563;1.086900682166785;0.5555074075529927;0.9999964246315974
3.2e-05;1.0966547966955396;0.416673079570661;0.37993886010863315;-0.44444412494341656;-0.4052683817694136;1.000006874588622;10.000293109005428;0.4167465905004895;-0.4368999991433091;-0.4368999987594185;0.3834298168910721;-0.4019679986139038;1.0869007163668973;0.5555074953072545;0.9999964323191143
6.4e-05;1.096654850416302;0.41667301185044164;0.3799388824976469;-0.4444441249585271;-0.4052683817172513;1.000007023363331;10.00029267819604;0.4167466343162271;-0.4368999991385606;-0.43689999874395297;0.38342980378450464;-0.4019679986040667;1.0869007522054182;0.555507588582633;0.9999964410144915
0.000128;1.0966549082836181;0.4166729397425784;0.379938906913895;-0.4444441249739805;-0.40526838166285034;1.0000071799561332;10.000292230895338;0.4167466809179906;-0.43689999913353;-0.43689999872745167;0.38342978941183337;-0.4019679985942318;1.0869007895266973;0.5555076872926534;0.9999964510419881
0.000256;1.0966549707526043;0.4166728631640467;0.37993893340837287;-0.44444412498959185;-0.4052683816063686;1.000007343895386;10.000291766070589;0.41674673042838445;-0.43689999912826766;-0.43689999870992463;0.38342977366593844;-0.40196799858456483;1.0869008281415407;0.55550779128499;0.9999964627834801
