Time (s);P PGU (pu);P lower (pu);P upper (pu);P upper_overdamped (pu);P lower_overdamped (pu);P upper_underdamped (pu);P lower_underdamped (pu)
1.883e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.885e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.887e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.889e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.891e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.893e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.895e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.897e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.899e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.901e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.903e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.905e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.907e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.909e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.911e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.913e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.915e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.917e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.919e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.921e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.923e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.925e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.927e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.929e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.931e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.933e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.935e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.937e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.939e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.941e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.943e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.945e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.947e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.949e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.951e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.953e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.955e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.957e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.959e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.961e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.963e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.965e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.967e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.969e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.971e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.973e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.975e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.977e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.979e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.981e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.983e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.985e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.987e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.989e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.991e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.993e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.995e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.997e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.999e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.001e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.003e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.005e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.007e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.009e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.011e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.013e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.015e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.017e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.019e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.021e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.023e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.025e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.027e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.029e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.031e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.033e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.035e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.037e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.039e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.041e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.043e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.045e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.047e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.049e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.051e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.053e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.055e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.057e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.059e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.061e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.063e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.065e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.067e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.069e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.071e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.073e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.075e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.077e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.079e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.081e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.083e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.085e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.087e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.089e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.091e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.093e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.095e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.097e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.099e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.101e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.103e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.105e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.107e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.109e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.111e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.113e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.115e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.117e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.119e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.121e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.123e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.125e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.127e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.129e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.131e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.133e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.135e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.137e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.139e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.141e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.143e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.145e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.147e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.149e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.151e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.153e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.155e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.157e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.159e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.161e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.163e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.165e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.167e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.169e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.171e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.173e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.175e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.177e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.179e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.181e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.183e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.185e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.187e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.189e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.191e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.193e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.195e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.197e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.199e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.201e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.203e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.205e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.207e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.209e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.211e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.213e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.215e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.217e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.219e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.221e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.223e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.225e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.227e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.229e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.231e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.233e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.235e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.237e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.239e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.241e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.243e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.245e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.247e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.249e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.251e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.253e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.255e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.257e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.259e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.261e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.263e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.265e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.267e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.269e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.271e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.273e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.275e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.277e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.279e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.281e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.283e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.285e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.287e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.289e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.291e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.293e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.295e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.297e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.299e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.301e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.303e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.305e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.307e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.309e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.311e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.313e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.315e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.317e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.319e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.321e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
2.323e+00;-1.250e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
