Time (s);Ip PGU (pu);Ip lower (pu);Ip upper (pu);Ip upper_overdamped (pu);Ip lower_overdamped (pu);Ip upper_underdamped (pu);Ip lower_underdamped (pu)
1.767e-01;1.944e-01;-5.061e-02;3.099e-01;3.099e-01;8.267e-02;2.648e-01;-5.061e-02
1.784e-01;1.932e-01;-5.273e-02;3.083e-01;3.083e-01;8.186e-02;2.630e-01;-5.273e-02
1.801e-01;1.920e-01;-5.481e-02;3.066e-01;3.066e-01;8.106e-02;2.613e-01;-5.481e-02
1.817e-01;1.907e-01;-5.685e-02;3.049e-01;3.049e-01;8.025e-02;2.595e-01;-5.685e-02
1.834e-01;1.895e-01;-5.885e-02;3.033e-01;3.033e-01;7.946e-02;2.578e-01;-5.885e-02
1.851e-01;1.883e-01;-6.081e-02;3.016e-01;3.016e-01;7.866e-02;2.561e-01;-6.081e-02
1.867e-01;1.871e-01;-6.272e-02;3.000e-01;3.000e-01;7.787e-02;2.544e-01;-6.272e-02
1.884e-01;1.859e-01;-6.460e-02;2.984e-01;2.984e-01;7.708e-02;2.527e-01;-6.460e-02
1.901e-01;1.847e-01;-6.644e-02;2.967e-01;2.967e-01;7.630e-02;2.511e-01;-6.644e-02
1.917e-01;1.835e-01;-6.823e-02;2.951e-01;2.951e-01;7.552e-02;2.494e-01;-6.823e-02
1.934e-01;1.823e-01;-6.999e-02;2.935e-01;2.935e-01;7.475e-02;2.478e-01;-6.999e-02
1.951e-01;1.812e-01;-7.171e-02;2.919e-01;2.919e-01;7.397e-02;2.461e-01;-7.171e-02
1.967e-01;1.800e-01;-7.338e-02;2.903e-01;2.903e-01;7.321e-02;2.445e-01;-7.338e-02
1.984e-01;1.788e-01;-7.502e-02;2.888e-01;2.888e-01;7.244e-02;2.429e-01;-7.502e-02
2.001e-01;1.777e-01;-7.662e-02;2.872e-01;2.872e-01;7.168e-02;2.413e-01;-7.662e-02
2.017e-01;1.765e-01;-7.818e-02;2.856e-01;2.856e-01;7.093e-02;2.397e-01;-7.818e-02
2.034e-01;1.754e-01;-7.970e-02;2.841e-01;2.841e-01;7.017e-02;2.382e-01;-7.970e-02
2.051e-01;1.742e-01;-8.118e-02;2.825e-01;2.825e-01;6.943e-02;2.366e-01;-8.118e-02
2.067e-01;1.731e-01;-8.263e-02;2.810e-01;2.810e-01;6.868e-02;2.351e-01;-8.263e-02
2.084e-01;1.720e-01;-8.404e-02;2.795e-01;2.795e-01;6.794e-02;2.335e-01;-8.404e-02
2.101e-01;1.709e-01;-8.541e-02;2.779e-01;2.779e-01;6.720e-02;2.320e-01;-8.541e-02
2.117e-01;1.698e-01;-8.674e-02;2.764e-01;2.764e-01;6.647e-02;2.305e-01;-8.674e-02
2.134e-01;1.687e-01;-8.803e-02;2.749e-01;2.749e-01;6.574e-02;2.290e-01;-8.803e-02
2.151e-01;1.675e-01;-8.929e-02;2.734e-01;2.734e-01;6.502e-02;2.276e-01;-8.929e-02
2.167e-01;1.665e-01;-9.051e-02;2.719e-01;2.719e-01;6.430e-02;2.261e-01;-9.051e-02
2.184e-01;1.654e-01;-9.169e-02;2.705e-01;2.705e-01;6.358e-02;2.246e-01;-9.169e-02
2.201e-01;1.643e-01;-9.284e-02;2.690e-01;2.690e-01;6.287e-02;2.232e-01;-9.284e-02
2.217e-01;1.632e-01;-9.396e-02;2.675e-01;2.675e-01;6.216e-02;2.218e-01;-9.396e-02
2.234e-01;1.621e-01;-9.503e-02;2.661e-01;2.661e-01;6.146e-02;2.203e-01;-9.503e-02
2.251e-01;1.611e-01;-9.607e-02;2.646e-01;2.646e-01;6.076e-02;2.189e-01;-9.607e-02
2.267e-01;1.600e-01;-9.708e-02;2.632e-01;2.632e-01;6.006e-02;2.175e-01;-9.708e-02
2.284e-01;1.590e-01;-9.805e-02;2.618e-01;2.618e-01;5.937e-02;2.162e-01;-9.805e-02
2.301e-01;1.579e-01;-9.899e-02;2.604e-01;2.604e-01;5.868e-02;2.148e-01;-9.899e-02
2.317e-01;1.569e-01;-9.989e-02;2.589e-01;2.589e-01;5.799e-02;2.134e-01;-9.989e-02
2.334e-01;1.559e-01;-1.008e-01;2.575e-01;2.575e-01;5.731e-02;2.121e-01;-1.008e-01
2.351e-01;1.548e-01;-1.016e-01;2.561e-01;2.561e-01;5.663e-02;2.107e-01;-1.016e-01
2.367e-01;1.538e-01;-1.024e-01;2.548e-01;2.548e-01;5.596e-02;2.094e-01;-1.024e-01
2.384e-01;1.528e-01;-1.032e-01;2.534e-01;2.534e-01;5.529e-02;2.081e-01;-1.032e-01
2.401e-01;1.518e-01;-1.039e-01;2.520e-01;2.520e-01;5.463e-02;2.068e-01;-1.039e-01
2.417e-01;1.508e-01;-1.046e-01;2.506e-01;2.506e-01;5.396e-02;2.055e-01;-1.046e-01
2.434e-01;1.498e-01;-1.053e-01;2.493e-01;2.493e-01;5.331e-02;2.042e-01;-1.053e-01
2.451e-01;1.488e-01;-1.059e-01;2.480e-01;2.480e-01;5.265e-02;2.029e-01;-1.059e-01
2.467e-01;1.478e-01;-1.066e-01;2.466e-01;2.466e-01;5.200e-02;2.017e-01;-1.066e-01
2.484e-01;1.468e-01;-1.071e-01;2.453e-01;2.453e-01;5.136e-02;2.004e-01;-1.071e-01
2.501e-01;1.459e-01;-1.077e-01;2.440e-01;2.440e-01;5.071e-02;1.992e-01;-1.077e-01
2.518e-01;1.449e-01;-1.082e-01;2.427e-01;2.427e-01;5.008e-02;1.979e-01;-1.082e-01
2.534e-01;1.439e-01;-1.087e-01;2.414e-01;2.414e-01;4.944e-02;1.967e-01;-1.087e-01
2.551e-01;1.430e-01;-1.092e-01;2.401e-01;2.401e-01;4.881e-02;1.955e-01;-1.092e-01
2.568e-01;1.420e-01;-1.096e-01;2.388e-01;2.388e-01;4.818e-02;1.943e-01;-1.096e-01
2.584e-01;1.411e-01;-1.100e-01;2.375e-01;2.375e-01;4.756e-02;1.931e-01;-1.100e-01
2.601e-01;1.402e-01;-1.104e-01;2.362e-01;2.362e-01;4.694e-02;1.919e-01;-1.104e-01
2.618e-01;1.392e-01;-1.107e-01;2.350e-01;2.350e-01;4.632e-02;1.907e-01;-1.107e-01
2.634e-01;1.383e-01;-1.110e-01;2.337e-01;2.337e-01;4.571e-02;1.896e-01;-1.110e-01
2.651e-01;1.374e-01;-1.113e-01;2.325e-01;2.325e-01;4.510e-02;1.884e-01;-1.113e-01
2.668e-01;1.365e-01;-1.116e-01;2.312e-01;2.312e-01;4.450e-02;1.873e-01;-1.116e-01
2.684e-01;1.356e-01;-1.118e-01;2.300e-01;2.300e-01;4.390e-02;1.861e-01;-1.118e-01
2.701e-01;1.347e-01;-1.121e-01;2.288e-01;2.288e-01;4.330e-02;1.850e-01;-1.121e-01
2.718e-01;1.338e-01;-1.123e-01;2.276e-01;2.276e-01;4.271e-02;1.839e-01;-1.123e-01
2.734e-01;1.329e-01;-1.124e-01;2.263e-01;2.263e-01;4.212e-02;1.828e-01;-1.124e-01
2.751e-01;1.320e-01;-1.126e-01;2.251e-01;2.251e-01;4.153e-02;1.817e-01;-1.126e-01
2.768e-01;1.311e-01;-1.127e-01;2.240e-01;2.240e-01;4.095e-02;1.806e-01;-1.127e-01
2.784e-01;1.302e-01;-1.128e-01;2.228e-01;2.228e-01;4.037e-02;1.795e-01;-1.128e-01
2.801e-01;1.294e-01;-1.128e-01;2.216e-01;2.216e-01;3.979e-02;1.784e-01;-1.128e-01
2.818e-01;1.285e-01;-1.129e-01;2.204e-01;2.204e-01;3.922e-02;1.773e-01;-1.129e-01
2.834e-01;1.277e-01;-1.129e-01;2.193e-01;2.193e-01;3.865e-02;1.763e-01;-1.129e-01
2.851e-01;1.268e-01;-1.129e-01;2.181e-01;2.181e-01;3.808e-02;1.752e-01;-1.129e-01
2.868e-01;1.260e-01;-1.129e-01;2.170e-01;2.170e-01;3.752e-02;1.742e-01;-1.129e-01
2.884e-01;1.251e-01;-1.128e-01;2.158e-01;2.158e-01;3.696e-02;1.732e-01;-1.128e-01
2.901e-01;1.243e-01;-1.128e-01;2.147e-01;2.147e-01;3.641e-02;1.721e-01;-1.128e-01
2.918e-01;1.234e-01;-1.127e-01;2.136e-01;2.136e-01;3.586e-02;1.711e-01;-1.127e-01
2.934e-01;1.226e-01;-1.126e-01;2.125e-01;2.125e-01;3.531e-02;1.701e-01;-1.126e-01
2.951e-01;1.218e-01;-1.124e-01;2.113e-01;2.113e-01;3.476e-02;1.691e-01;-1.124e-01
2.968e-01;1.210e-01;-1.123e-01;2.102e-01;2.102e-01;3.422e-02;1.681e-01;-1.123e-01
2.984e-01;1.202e-01;-1.121e-01;2.091e-01;2.091e-01;3.368e-02;1.672e-01;-1.121e-01
3.001e-01;1.194e-01;-1.119e-01;2.081e-01;2.081e-01;3.315e-02;1.662e-01;-1.119e-01
3.018e-01;1.186e-01;-1.117e-01;2.070e-01;2.070e-01;3.262e-02;1.652e-01;-1.117e-01
3.034e-01;1.178e-01;-1.115e-01;2.059e-01;2.059e-01;3.209e-02;1.643e-01;-1.115e-01
3.051e-01;1.170e-01;-1.113e-01;2.048e-01;2.048e-01;3.157e-02;1.633e-01;-1.113e-01
3.068e-01;1.162e-01;-1.110e-01;2.038e-01;2.038e-01;3.104e-02;1.624e-01;-1.110e-01
3.084e-01;1.154e-01;-1.107e-01;2.027e-01;2.027e-01;3.053e-02;1.614e-01;-1.107e-01
3.101e-01;1.147e-01;-1.104e-01;2.017e-01;2.017e-01;3.001e-02;1.605e-01;-1.104e-01
3.118e-01;1.139e-01;-1.101e-01;2.006e-01;2.006e-01;2.950e-02;1.596e-01;-1.101e-01
3.134e-01;1.131e-01;-1.098e-01;1.996e-01;1.996e-01;2.899e-02;1.587e-01;-1.098e-01
3.151e-01;1.124e-01;-1.095e-01;1.986e-01;1.986e-01;2.849e-02;1.578e-01;-1.095e-01
3.168e-01;1.116e-01;-1.091e-01;1.976e-01;1.976e-01;2.798e-02;1.569e-01;-1.091e-01
3.184e-01;1.109e-01;-1.087e-01;1.966e-01;1.966e-01;2.749e-02;1.560e-01;-1.087e-01
3.201e-01;1.101e-01;-1.084e-01;1.956e-01;1.956e-01;2.699e-02;1.551e-01;-1.084e-01
3.218e-01;1.094e-01;-1.080e-01;1.946e-01;1.946e-01;2.650e-02;1.542e-01;-1.080e-01
3.234e-01;1.087e-01;-1.075e-01;1.936e-01;1.936e-01;2.601e-02;1.534e-01;-1.075e-01
3.251e-01;1.079e-01;-1.071e-01;1.926e-01;1.926e-01;2.552e-02;1.525e-01;-1.071e-01
3.268e-01;1.072e-01;-1.067e-01;1.916e-01;1.916e-01;2.504e-02;1.516e-01;-1.067e-01
3.284e-01;1.065e-01;-1.062e-01;1.906e-01;1.906e-01;2.456e-02;1.508e-01;-1.062e-01
3.301e-01;1.058e-01;-1.058e-01;1.897e-01;1.897e-01;2.408e-02;1.500e-01;-1.058e-01
3.318e-01;1.051e-01;-1.053e-01;1.887e-01;1.887e-01;2.361e-02;1.491e-01;-1.053e-01
3.334e-01;1.044e-01;-1.048e-01;1.878e-01;1.878e-01;2.314e-02;1.483e-01;-1.048e-01
3.351e-01;1.037e-01;-1.043e-01;1.868e-01;1.868e-01;2.267e-02;1.475e-01;-1.043e-01
3.368e-01;1.030e-01;-1.038e-01;1.859e-01;1.859e-01;2.220e-02;1.467e-01;-1.038e-01
3.384e-01;1.023e-01;-1.034e-01;1.849e-01;1.849e-01;2.174e-02;1.459e-01;-1.034e-01
3.401e-01;1.016e-01;-1.032e-01;1.840e-01;1.840e-01;2.128e-02;1.451e-01;-1.032e-01
3.418e-01;1.009e-01;-1.028e-01;1.831e-01;1.831e-01;2.082e-02;1.443e-01;-1.028e-01
3.434e-01;1.002e-01;-1.025e-01;1.822e-01;1.822e-01;2.037e-02;1.435e-01;-1.025e-01
3.451e-01;9.957e-02;-1.022e-01;1.813e-01;1.813e-01;1.992e-02;1.427e-01;-1.022e-01
3.468e-01;9.890e-02;-1.019e-01;1.804e-01;1.804e-01;1.947e-02;1.419e-01;-1.019e-01
3.484e-01;9.824e-02;-1.015e-01;1.795e-01;1.795e-01;1.903e-02;1.412e-01;-1.015e-01
3.501e-01;9.758e-02;-1.012e-01;1.786e-01;1.786e-01;1.858e-02;1.404e-01;-1.012e-01
3.518e-01;9.692e-02;-1.008e-01;1.777e-01;1.777e-01;1.815e-02;1.396e-01;-1.008e-01
3.535e-01;9.627e-02;-1.004e-01;1.768e-01;1.768e-01;1.771e-02;1.389e-01;-1.004e-01
3.551e-01;9.563e-02;-1.000e-01;1.760e-01;1.760e-01;1.728e-02;1.381e-01;-1.000e-01
3.568e-01;9.499e-02;-9.963e-02;1.751e-01;1.751e-01;1.684e-02;1.374e-01;-9.963e-02
3.585e-01;9.435e-02;-9.923e-02;1.742e-01;1.742e-01;1.642e-02;1.367e-01;-9.923e-02
3.601e-01;9.371e-02;-9.882e-02;1.734e-01;1.734e-01;1.599e-02;1.360e-01;-9.882e-02
3.618e-01;9.309e-02;-9.840e-02;1.725e-01;1.725e-01;1.557e-02;1.352e-01;-9.840e-02
3.635e-01;9.246e-02;-9.797e-02;1.717e-01;1.717e-01;1.515e-02;1.345e-01;-9.797e-02
3.651e-01;9.184e-02;-9.766e-02;1.708e-01;1.708e-01;1.473e-02;1.338e-01;-9.766e-02
3.668e-01;9.122e-02;-9.738e-02;1.700e-01;1.700e-01;1.432e-02;1.331e-01;-9.738e-02
3.685e-01;9.061e-02;-9.710e-02;1.692e-01;1.692e-01;1.390e-02;1.324e-01;-9.710e-02
3.701e-01;9.000e-02;-9.681e-02;1.684e-01;1.684e-01;1.349e-02;1.317e-01;-9.681e-02
3.718e-01;8.940e-02;-9.652e-02;1.676e-01;1.676e-01;1.309e-02;1.310e-01;-9.652e-02
3.735e-01;8.880e-02;-9.621e-02;1.667e-01;1.667e-01;1.268e-02;1.304e-01;-9.621e-02
3.751e-01;8.820e-02;-9.590e-02;1.659e-01;1.659e-01;1.228e-02;1.297e-01;-9.590e-02
3.768e-01;8.761e-02;-9.558e-02;1.651e-01;1.651e-01;1.188e-02;1.290e-01;-9.558e-02
3.785e-01;8.702e-02;-9.526e-02;1.643e-01;1.643e-01;1.149e-02;1.284e-01;-9.526e-02
3.801e-01;8.643e-02;-9.493e-02;1.636e-01;1.636e-01;1.109e-02;1.277e-01;-9.493e-02
3.818e-01;8.585e-02;-9.459e-02;1.628e-01;1.628e-01;1.070e-02;1.271e-01;-9.459e-02
3.835e-01;8.528e-02;-9.425e-02;1.620e-01;1.620e-01;1.031e-02;1.264e-01;-9.425e-02
3.851e-01;8.470e-02;-9.390e-02;1.612e-01;1.612e-01;9.925e-03;1.258e-01;-9.390e-02
3.868e-01;8.413e-02;-9.354e-02;1.605e-01;1.605e-01;9.541e-03;1.251e-01;-9.354e-02
3.885e-01;8.357e-02;-9.318e-02;1.597e-01;1.597e-01;9.160e-03;1.245e-01;-9.318e-02
3.901e-01;8.301e-02;-9.281e-02;1.589e-01;1.589e-01;8.781e-03;1.239e-01;-9.281e-02
3.918e-01;8.245e-02;-9.244e-02;1.582e-01;1.582e-01;8.404e-03;1.233e-01;-9.244e-02
3.935e-01;8.190e-02;-9.206e-02;1.575e-01;1.575e-01;8.030e-03;1.227e-01;-9.206e-02
3.951e-01;8.134e-02;-9.168e-02;1.567e-01;1.567e-01;7.658e-03;1.220e-01;-9.168e-02
3.968e-01;8.080e-02;-9.130e-02;1.560e-01;1.560e-01;7.289e-03;1.214e-01;-9.130e-02
3.985e-01;8.025e-02;-9.091e-02;1.552e-01;1.552e-01;6.922e-03;1.208e-01;-9.091e-02
4.001e-01;7.972e-02;-9.051e-02;1.545e-01;1.545e-01;6.557e-03;1.202e-01;-9.051e-02
