time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;NetworkFrequencyPu
0.000000000;1.050e+00;4.160e-01;4.440e-01;3.962e-01;4.229e-01;1.054e+00;3.946e-01;4.242e-01;1.050e+00;1.040e-03;1.110e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
0.000001000;1.050e+00;4.160e-01;4.440e-01;3.962e-01;4.229e-01;1.054e+00;3.946e-01;4.242e-01;1.050e+00;1.040e-03;1.110e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.989994000;1.050e+00;4.160e-01;4.440e-01;3.962e-01;4.229e-01;1.054e+00;3.946e-01;4.242e-01;1.050e+00;1.040e-03;1.110e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.989994000;1.050e+00;4.160e-01;4.436e-01;3.962e-01;4.225e-01;1.054e+00;3.946e-01;4.242e-01;1.050e+00;1.040e-03;1.109e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.989995000;1.050e+00;4.160e-01;4.436e-01;3.962e-01;4.225e-01;1.054e+00;3.946e-01;4.242e-01;1.050e+00;1.040e-03;1.109e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.989996000;1.050e+00;4.160e-01;4.440e-01;3.962e-01;4.229e-01;1.054e+00;3.946e-01;4.242e-01;1.050e+00;1.040e-03;1.110e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990000000;1.050e+00;4.160e-01;4.440e-01;3.962e-01;4.229e-01;1.054e+00;3.946e-01;4.242e-01;1.050e+00;1.040e-03;1.110e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990001000;1.050e+00;4.160e-01;4.440e-01;3.962e-01;4.229e-01;1.054e+00;3.946e-01;4.246e-01;1.050e+00;1.040e-03;1.110e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990003000;1.050e+00;4.160e-01;4.440e-01;3.962e-01;4.229e-01;1.054e+00;3.946e-01;4.246e-01;1.050e+00;1.040e-03;1.110e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990007000;1.050e+00;4.160e-01;4.444e-01;3.962e-01;4.232e-01;1.054e+00;3.946e-01;4.246e-01;1.050e+00;1.040e-03;1.111e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990014000;1.050e+00;4.160e-01;4.448e-01;3.962e-01;4.236e-01;1.054e+00;3.946e-01;4.249e-01;1.050e+00;1.040e-03;1.112e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990027000;1.050e+00;4.160e-01;4.452e-01;3.962e-01;4.240e-01;1.054e+00;3.946e-01;4.257e-01;1.050e+00;1.040e-03;1.113e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990041000;1.050e+00;4.160e-01;4.460e-01;3.962e-01;4.248e-01;1.054e+00;3.946e-01;4.261e-01;1.050e+00;1.040e-03;1.115e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990069000;1.050e+00;4.160e-01;4.472e-01;3.962e-01;4.259e-01;1.054e+00;3.946e-01;4.276e-01;1.050e+00;1.040e-03;1.118e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990093000;1.050e+00;4.164e-01;4.484e-01;3.966e-01;4.271e-01;1.054e+00;3.950e-01;4.284e-01;1.050e+00;1.041e-03;1.121e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990117000;1.050e+00;4.164e-01;4.496e-01;3.966e-01;4.282e-01;1.054e+00;3.950e-01;4.295e-01;1.050e+00;1.041e-03;1.124e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990141000;1.050e+00;4.164e-01;4.508e-01;3.966e-01;4.294e-01;1.054e+00;3.950e-01;4.306e-01;1.050e+00;1.041e-03;1.127e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990189000;1.050e+00;4.164e-01;4.528e-01;3.966e-01;4.313e-01;1.054e+00;3.950e-01;4.329e-01;1.050e+00;1.041e-03;1.132e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990237000;1.050e+00;4.164e-01;4.552e-01;3.966e-01;4.336e-01;1.054e+00;3.950e-01;4.348e-01;1.050e+00;1.041e-03;1.138e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990285000;1.050e+00;4.168e-01;4.572e-01;3.970e-01;4.355e-01;1.054e+00;3.954e-01;4.371e-01;1.050e+00;1.042e-03;1.143e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990382000;1.050e+00;4.168e-01;4.616e-01;3.970e-01;4.397e-01;1.054e+00;3.954e-01;4.413e-01;1.050e+00;1.042e-03;1.154e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990574000;1.050e+00;4.172e-01;4.704e-01;3.975e-01;4.482e-01;1.054e+00;3.958e-01;4.496e-01;1.050e+00;1.043e-03;1.176e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990748000;1.049e+00;4.176e-01;4.776e-01;3.979e-01;4.551e-01;1.054e+00;3.962e-01;4.569e-01;1.049e+00;1.044e-03;1.194e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990921000;1.049e+00;4.176e-01;4.852e-01;3.980e-01;4.624e-01;1.054e+00;3.962e-01;4.638e-01;1.049e+00;1.044e-03;1.213e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990954000;1.049e+00;4.180e-01;4.864e-01;3.984e-01;4.635e-01;1.054e+00;3.966e-01;4.653e-01;1.049e+00;1.045e-03;1.216e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990956000;1.049e+00;4.180e-01;4.864e-01;3.984e-01;4.635e-01;1.054e+00;3.966e-01;4.653e-01;1.049e+00;1.045e-03;1.216e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990958000;1.049e+00;4.180e-01;4.868e-01;3.984e-01;4.639e-01;1.054e+00;3.966e-01;4.653e-01;1.049e+00;1.045e-03;1.217e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990962000;1.049e+00;4.180e-01;4.868e-01;3.984e-01;4.639e-01;1.054e+00;3.966e-01;4.653e-01;1.049e+00;1.045e-03;1.217e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990970000;1.049e+00;4.180e-01;4.872e-01;3.984e-01;4.643e-01;1.054e+00;3.966e-01;4.657e-01;1.049e+00;1.045e-03;1.218e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.990986000;1.049e+00;4.180e-01;4.876e-01;3.984e-01;4.647e-01;1.054e+00;3.966e-01;4.664e-01;1.049e+00;1.045e-03;1.219e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.991002000;1.049e+00;4.180e-01;4.884e-01;3.984e-01;4.655e-01;1.054e+00;3.966e-01;4.672e-01;1.049e+00;1.045e-03;1.221e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.991018000;1.049e+00;4.180e-01;4.892e-01;3.984e-01;4.662e-01;1.054e+00;3.966e-01;4.676e-01;1.049e+00;1.045e-03;1.223e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.991050000;1.049e+00;4.180e-01;4.904e-01;3.984e-01;4.674e-01;1.054e+00;3.966e-01;4.691e-01;1.049e+00;1.045e-03;1.226e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.991082000;1.049e+00;4.180e-01;4.916e-01;3.984e-01;4.686e-01;1.054e+00;3.966e-01;4.702e-01;1.049e+00;1.045e-03;1.229e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.991114000;1.049e+00;4.180e-01;4.932e-01;3.984e-01;4.701e-01;1.054e+00;3.966e-01;4.714e-01;1.049e+00;1.045e-03;1.233e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.991178000;1.049e+00;4.180e-01;4.956e-01;3.984e-01;4.724e-01;1.054e+00;3.966e-01;4.741e-01;1.049e+00;1.045e-03;1.239e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.991306000;1.049e+00;4.184e-01;5.008e-01;3.989e-01;4.774e-01;1.054e+00;3.971e-01;4.791e-01;1.049e+00;1.046e-03;1.252e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
29.991434000;1.049e+00;4.184e-01;5.056e-01;3.989e-01;4.821e-01;1.054e+00;3.971e-01;4.837e-01;1.049e+00;1.046e-03;1.264e-03;5.000e+01;4.160e-01;4.440e-01;5.000e+01
