time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;6.674e-06;7.978e-01;6.388e-06;1.044e+00;1.060e+00;8.060e-01;6.348e-02;1.044e+00;7.500e-01;5.985e-06;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000001000;1.044e+00;8.333e-01;6.674e-06;7.978e-01;6.388e-06;1.044e+00;1.060e+00;8.060e-01;6.348e-02;1.044e+00;7.500e-01;5.985e-06;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000006000;1.044e+00;8.333e-01;3.342e-06;7.978e-01;3.194e-06;1.044e+00;1.060e+00;8.060e-01;6.348e-02;1.044e+00;7.500e-01;2.987e-06;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000006000;1.044e+00;8.333e-01;3.343e-06;7.978e-01;3.194e-06;1.044e+00;1.060e+00;8.060e-01;6.347e-02;1.044e+00;7.500e-01;2.988e-06;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000018000;1.044e+00;8.333e-01;-6.658e-06;7.978e-01;-6.384e-06;1.044e+00;1.060e+00;8.060e-01;6.347e-02;1.044e+00;7.500e-01;-6.011e-06;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000023000;1.044e+00;8.333e-01;-1.110e-05;7.978e-01;-1.064e-05;1.044e+00;1.060e+00;8.060e-01;6.346e-02;1.044e+00;7.500e-01;-1.001e-05;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000034000;1.044e+00;8.333e-01;-1.888e-05;7.978e-01;-1.809e-05;1.044e+00;1.060e+00;8.060e-01;6.345e-02;1.044e+00;7.499e-01;-1.701e-05;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000055000;1.044e+00;8.333e-01;-3.555e-05;7.978e-01;-3.404e-05;1.044e+00;1.060e+00;8.060e-01;6.344e-02;1.044e+00;7.499e-01;-3.201e-05;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000098000;1.044e+00;8.333e-01;-6.888e-05;7.978e-01;-6.596e-05;1.044e+00;1.060e+00;8.060e-01;6.341e-02;1.044e+00;7.499e-01;-6.201e-05;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000142000;1.044e+00;8.333e-01;-1.022e-04;7.978e-01;-9.787e-05;1.044e+00;1.060e+00;8.060e-01;6.337e-02;1.044e+00;7.499e-01;-9.201e-05;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000228000;1.044e+00;8.332e-01;-1.678e-04;7.978e-01;-1.606e-04;1.044e+00;1.060e+00;8.060e-01;6.331e-02;1.044e+00;7.499e-01;-1.510e-04;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000305000;1.044e+00;8.332e-01;-2.267e-04;7.978e-01;-2.170e-04;1.044e+00;1.060e+00;8.060e-01;6.325e-02;1.044e+00;7.499e-01;-2.040e-04;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000383000;1.044e+00;8.332e-01;-2.844e-04;7.978e-01;-2.723e-04;1.044e+00;1.060e+00;8.060e-01;6.320e-02;1.044e+00;7.499e-01;-2.560e-04;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000460000;1.044e+00;8.332e-01;-3.422e-04;7.977e-01;-3.277e-04;1.044e+00;1.060e+00;8.059e-01;6.314e-02;1.044e+00;7.499e-01;-3.080e-04;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000615000;1.044e+00;8.332e-01;-4.578e-04;7.977e-01;-4.383e-04;1.044e+00;1.060e+00;8.059e-01;6.303e-02;1.044e+00;7.498e-01;-4.120e-04;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000770000;1.044e+00;8.331e-01;-5.711e-04;7.977e-01;-5.468e-04;1.044e+00;1.060e+00;8.059e-01;6.292e-02;1.044e+00;7.498e-01;-5.140e-04;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000925000;1.044e+00;8.331e-01;-6.833e-04;7.977e-01;-6.543e-04;1.044e+00;1.060e+00;8.059e-01;6.281e-02;1.044e+00;7.498e-01;-6.150e-04;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.001235000;1.044e+00;8.331e-01;-9.033e-04;7.976e-01;-8.649e-04;1.044e+00;1.060e+00;8.059e-01;6.260e-02;1.044e+00;7.497e-01;-8.130e-04;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.001545000;1.044e+00;8.330e-01;-1.117e-03;7.976e-01;-1.069e-03;1.044e+00;1.060e+00;8.058e-01;6.240e-02;1.044e+00;7.497e-01;-1.005e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.001855000;1.044e+00;8.330e-01;-1.326e-03;7.976e-01;-1.269e-03;1.044e+00;1.060e+00;8.058e-01;6.219e-02;1.044e+00;7.497e-01;-1.193e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.002165000;1.044e+00;8.329e-01;-1.528e-03;7.975e-01;-1.463e-03;1.044e+00;1.060e+00;8.058e-01;6.200e-02;1.044e+00;7.496e-01;-1.375e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.002474000;1.044e+00;8.329e-01;-1.724e-03;7.975e-01;-1.651e-03;1.044e+00;1.060e+00;8.058e-01;6.181e-02;1.044e+00;7.496e-01;-1.552e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.002784000;1.044e+00;8.328e-01;-1.917e-03;7.975e-01;-1.835e-03;1.044e+00;1.060e+00;8.058e-01;6.163e-02;1.044e+00;7.496e-01;-1.725e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.003094000;1.044e+00;8.328e-01;-2.103e-03;7.974e-01;-2.014e-03;1.044e+00;1.060e+00;8.058e-01;6.145e-02;1.044e+00;7.495e-01;-1.893e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.003404000;1.044e+00;8.328e-01;-2.284e-03;7.974e-01;-2.187e-03;1.044e+00;1.060e+00;8.058e-01;6.128e-02;1.044e+00;7.495e-01;-2.056e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.003714000;1.044e+00;8.327e-01;-2.461e-03;7.974e-01;-2.357e-03;1.044e+00;1.060e+00;8.057e-01;6.111e-02;1.044e+00;7.495e-01;-2.215e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.004024000;1.044e+00;8.327e-01;-2.633e-03;7.974e-01;-2.522e-03;1.044e+00;1.060e+00;8.057e-01;6.095e-02;1.044e+00;7.494e-01;-2.370e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.004334000;1.044e+00;8.327e-01;-2.800e-03;7.974e-01;-2.681e-03;1.043e+00;1.060e+00;8.057e-01;6.079e-02;1.044e+00;7.494e-01;-2.520e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.004644000;1.044e+00;8.327e-01;-2.962e-03;7.974e-01;-2.837e-03;1.043e+00;1.060e+00;8.057e-01;6.063e-02;1.044e+00;7.494e-01;-2.666e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.004954000;1.044e+00;8.327e-01;-3.120e-03;7.974e-01;-2.988e-03;1.043e+00;1.060e+00;8.057e-01;6.049e-02;1.044e+00;7.494e-01;-2.808e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.005264000;1.044e+00;8.327e-01;-3.274e-03;7.974e-01;-3.136e-03;1.043e+00;1.060e+00;8.057e-01;6.034e-02;1.044e+00;7.494e-01;-2.947e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.005574000;1.044e+00;8.326e-01;-3.423e-03;7.974e-01;-3.278e-03;1.043e+00;1.060e+00;8.058e-01;6.020e-02;1.044e+00;7.494e-01;-3.081e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.005883000;1.044e+00;8.326e-01;-3.569e-03;7.974e-01;-3.418e-03;1.043e+00;1.060e+00;8.058e-01;6.007e-02;1.044e+00;7.494e-01;-3.212e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.006054000;1.044e+00;8.326e-01;-3.647e-03;7.974e-01;-3.492e-03;1.043e+00;1.060e+00;8.058e-01;5.999e-02;1.044e+00;7.494e-01;-3.282e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.006062000;1.044e+00;8.326e-01;-3.650e-03;7.974e-01;-3.495e-03;1.043e+00;1.060e+00;8.058e-01;5.999e-02;1.044e+00;7.494e-01;-3.285e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.006070000;1.044e+00;8.326e-01;-3.654e-03;7.974e-01;-3.500e-03;1.043e+00;1.060e+00;8.058e-01;5.998e-02;1.044e+00;7.494e-01;-3.289e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.006086000;1.044e+00;8.326e-01;-3.661e-03;7.974e-01;-3.506e-03;1.043e+00;1.060e+00;8.058e-01;5.998e-02;1.044e+00;7.494e-01;-3.295e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.006118000;1.044e+00;8.326e-01;-3.676e-03;7.974e-01;-3.520e-03;1.043e+00;1.060e+00;8.058e-01;5.996e-02;1.044e+00;7.494e-01;-3.308e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.006182000;1.044e+00;8.326e-01;-3.704e-03;7.974e-01;-3.547e-03;1.043e+00;1.060e+00;8.058e-01;5.994e-02;1.044e+00;7.494e-01;-3.334e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.006310000;1.044e+00;8.326e-01;-3.762e-03;7.974e-01;-3.603e-03;1.043e+00;1.060e+00;8.058e-01;5.988e-02;1.044e+00;7.494e-01;-3.386e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.006566000;1.044e+00;8.326e-01;-3.874e-03;7.974e-01;-3.710e-03;1.043e+00;1.059e+00;8.058e-01;5.978e-02;1.044e+00;7.494e-01;-3.487e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.007078000;1.044e+00;8.326e-01;-4.091e-03;7.974e-01;-3.918e-03;1.043e+00;1.059e+00;8.058e-01;5.958e-02;1.044e+00;7.494e-01;-3.682e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.007590000;1.044e+00;8.327e-01;-4.298e-03;7.974e-01;-4.116e-03;1.043e+00;1.059e+00;8.059e-01;5.939e-02;1.044e+00;7.494e-01;-3.868e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.008102000;1.044e+00;8.327e-01;-4.496e-03;7.974e-01;-4.305e-03;1.043e+00;1.059e+00;8.059e-01;5.921e-02;1.044e+00;7.494e-01;-4.046e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.008614000;1.044e+00;8.327e-01;-4.683e-03;7.974e-01;-4.485e-03;1.043e+00;1.059e+00;8.059e-01;5.903e-02;1.044e+00;7.494e-01;-4.215e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.009126000;1.044e+00;8.327e-01;-4.862e-03;7.975e-01;-4.656e-03;1.043e+00;1.059e+00;8.060e-01;5.887e-02;1.044e+00;7.494e-01;-4.376e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.009638000;1.044e+00;8.327e-01;-5.032e-03;7.975e-01;-4.819e-03;1.043e+00;1.059e+00;8.060e-01;5.872e-02;1.044e+00;7.495e-01;-4.529e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.010150000;1.044e+00;8.328e-01;-5.193e-03;7.975e-01;-4.974e-03;1.043e+00;1.059e+00;8.061e-01;5.857e-02;1.044e+00;7.495e-01;-4.674e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.010662000;1.044e+00;8.328e-01;-5.348e-03;7.976e-01;-5.122e-03;1.043e+00;1.059e+00;8.061e-01;5.843e-02;1.044e+00;7.495e-01;-4.813e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.011174000;1.044e+00;8.328e-01;-5.493e-03;7.976e-01;-5.261e-03;1.043e+00;1.059e+00;8.062e-01;5.830e-02;1.044e+00;7.496e-01;-4.944e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.011686000;1.044e+00;8.329e-01;-5.632e-03;7.977e-01;-5.394e-03;1.042e+00;1.059e+00;8.062e-01;5.818e-02;1.044e+00;7.496e-01;-5.069e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.012198000;1.044e+00;8.329e-01;-5.763e-03;7.977e-01;-5.520e-03;1.042e+00;1.059e+00;8.063e-01;5.806e-02;1.044e+00;7.496e-01;-5.187e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.012710000;1.044e+00;8.329e-01;-5.887e-03;7.977e-01;-5.638e-03;1.042e+00;1.059e+00;8.063e-01;5.795e-02;1.044e+00;7.497e-01;-5.298e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.013222000;1.044e+00;8.330e-01;-6.004e-03;7.978e-01;-5.751e-03;1.042e+00;1.059e+00;8.064e-01;5.784e-02;1.044e+00;7.497e-01;-5.404e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.013734000;1.044e+00;8.330e-01;-6.116e-03;7.978e-01;-5.857e-03;1.042e+00;1.059e+00;8.064e-01;5.775e-02;1.044e+00;7.497e-01;-5.504e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.014246000;1.044e+00;8.330e-01;-6.220e-03;7.978e-01;-5.957e-03;1.042e+00;1.059e+00;8.064e-01;5.765e-02;1.044e+00;7.497e-01;-5.598e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.014758000;1.044e+00;8.331e-01;-6.319e-03;7.979e-01;-6.052e-03;1.042e+00;1.059e+00;8.065e-01;5.756e-02;1.044e+00;7.498e-01;-5.687e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.015270000;1.044e+00;8.331e-01;-6.412e-03;7.979e-01;-6.141e-03;1.042e+00;1.059e+00;8.065e-01;5.748e-02;1.044e+00;7.498e-01;-5.771e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.015782000;1.044e+00;8.331e-01;-6.500e-03;7.979e-01;-6.225e-03;1.042e+00;1.059e+00;8.065e-01;5.740e-02;1.044e+00;7.498e-01;-5.850e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.016294000;1.044e+00;8.332e-01;-6.582e-03;7.980e-01;-6.304e-03;1.042e+00;1.059e+00;8.066e-01;5.733e-02;1.044e+00;7.498e-01;-5.924e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.016806000;1.044e+00;8.332e-01;-6.660e-03;7.980e-01;-6.379e-03;1.042e+00;1.059e+00;8.066e-01;5.726e-02;1.044e+00;7.499e-01;-5.994e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.017318000;1.044e+00;8.332e-01;-6.732e-03;7.980e-01;-6.448e-03;1.042e+00;1.059e+00;8.066e-01;5.720e-02;1.044e+00;7.499e-01;-6.059e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.017830000;1.044e+00;8.332e-01;-6.800e-03;7.980e-01;-6.513e-03;1.042e+00;1.059e+00;8.066e-01;5.713e-02;1.044e+00;7.499e-01;-6.120e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.018342000;1.044e+00;8.332e-01;-6.863e-03;7.980e-01;-6.574e-03;1.042e+00;1.059e+00;8.067e-01;5.708e-02;1.044e+00;7.499e-01;-6.177e-03;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
