time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;-1.129e-06;7.979e-01;-1.081e-06;1.044e+00;7.500e-01;-1.006e-06;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;5.000e+01
0.000014000;1.044e+00;8.332e-01;-2.890e-05;7.978e-01;-2.767e-05;1.044e+00;7.499e-01;-2.601e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.583e-01;-1.496e-02;5.000e+01
0.000500000;1.044e+00;8.262e-01;-1.383e-03;7.910e-01;-1.324e-03;1.044e+00;7.436e-01;-1.245e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.778e-01;-1.926e-02;5.000e+01
0.000598000;1.045e+00;8.247e-01;-1.643e-03;7.895e-01;-1.573e-03;1.045e+00;7.422e-01;-1.479e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.821e-01;-2.025e-02;5.000e+01
0.000891000;1.045e+00;8.199e-01;-2.383e-03;7.849e-01;-2.282e-03;1.045e+00;7.379e-01;-2.145e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.956e-01;-2.332e-02;5.000e+01
0.001282000;1.045e+00;8.133e-01;-3.254e-03;7.784e-01;-3.115e-03;1.045e+00;7.320e-01;-2.929e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.145e-01;-2.751e-02;5.000e+01
0.001478000;1.045e+00;8.100e-01;-3.633e-03;7.751e-01;-3.477e-03;1.045e+00;7.290e-01;-3.270e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.241e-01;-2.956e-02;5.000e+01
0.001674000;1.045e+00;8.066e-01;-3.970e-03;7.719e-01;-3.799e-03;1.045e+00;7.260e-01;-3.573e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.337e-01;-3.153e-02;5.000e+01
0.001772000;1.045e+00;8.050e-01;-4.123e-03;7.702e-01;-3.945e-03;1.045e+00;7.245e-01;-3.711e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.385e-01;-3.249e-02;5.000e+01
0.001869000;1.045e+00;8.033e-01;-4.264e-03;7.686e-01;-4.080e-03;1.045e+00;7.230e-01;-3.838e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.432e-01;-3.341e-02;5.000e+01
0.002065000;1.045e+00;8.001e-01;-4.517e-03;7.654e-01;-4.321e-03;1.045e+00;7.201e-01;-4.065e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.526e-01;-3.517e-02;5.000e+01
0.002163000;1.045e+00;7.985e-01;-4.626e-03;7.638e-01;-4.424e-03;1.045e+00;7.187e-01;-4.163e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.573e-01;-3.600e-02;5.000e+01
0.002261000;1.046e+00;7.969e-01;-4.724e-03;7.622e-01;-4.519e-03;1.046e+00;7.172e-01;-4.252e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.619e-01;-3.679e-02;5.000e+01
0.002359000;1.046e+00;7.954e-01;-4.812e-03;7.607e-01;-4.602e-03;1.046e+00;7.158e-01;-4.331e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.664e-01;-3.755e-02;5.000e+01
0.002457000;1.046e+00;7.939e-01;-4.889e-03;7.592e-01;-4.675e-03;1.046e+00;7.145e-01;-4.400e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.709e-01;-3.827e-02;5.000e+01
0.002554000;1.046e+00;7.924e-01;-4.956e-03;7.577e-01;-4.738e-03;1.046e+00;7.131e-01;-4.460e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.752e-01;-3.895e-02;5.000e+01
0.002652000;1.046e+00;7.909e-01;-5.011e-03;7.562e-01;-4.791e-03;1.046e+00;7.118e-01;-4.510e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.796e-01;-3.958e-02;5.000e+01
0.002750000;1.046e+00;7.895e-01;-5.058e-03;7.547e-01;-4.835e-03;1.046e+00;7.105e-01;-4.552e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.838e-01;-4.018e-02;5.000e+01
0.002848000;1.046e+00;7.880e-01;-5.093e-03;7.533e-01;-4.869e-03;1.046e+00;7.092e-01;-4.584e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.879e-01;-4.073e-02;5.000e+01
