time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;PV_Array_GEN_MagnitudeControlledByAVRPu;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu;PV_Array_GEN_VoltageSetpointPu;PV_Array_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;8.333e-01;-2.222e-06;7.978e-01;-2.128e-06;1.044e+00;1.058e+00;8.071e-01;4.853e-02;1.044e+00;7.500e-01;-2.000e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.005137;1.044e+00;8.328e-01;-1.493e-03;7.977e-01;-1.430e-03;1.044e+00;1.058e+00;8.069e-01;4.711e-02;1.044e+00;7.496e-01;-1.344e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.010510;1.044e+00;8.326e-01;-2.700e-03;7.977e-01;-2.587e-03;1.043e+00;1.058e+00;8.070e-01;4.599e-02;1.044e+00;7.493e-01;-2.430e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.015630;1.044e+00;8.326e-01;-3.558e-03;7.978e-01;-3.409e-03;1.043e+00;1.057e+00;8.072e-01;4.521e-02;1.044e+00;7.494e-01;-3.202e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.020750;1.043e+00;8.328e-01;-4.192e-03;7.981e-01;-4.018e-03;1.042e+00;1.057e+00;8.076e-01;4.465e-02;1.043e+00;7.495e-01;-3.773e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.026250;1.043e+00;8.330e-01;-4.687e-03;7.984e-01;-4.492e-03;1.042e+00;1.057e+00;8.079e-01;4.421e-02;1.043e+00;7.497e-01;-4.218e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.030750;1.043e+00;8.331e-01;-4.986e-03;7.986e-01;-4.779e-03;1.042e+00;1.057e+00;8.080e-01;4.395e-02;1.043e+00;7.498e-01;-4.487e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.037050;1.043e+00;8.331e-01;-5.284e-03;7.986e-01;-5.066e-03;1.042e+00;1.057e+00;8.081e-01;4.367e-02;1.043e+00;7.498e-01;-4.756e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.040050;1.043e+00;8.330e-01;-5.386e-03;7.986e-01;-5.163e-03;1.042e+00;1.057e+00;8.080e-01;4.357e-02;1.043e+00;7.497e-01;-4.847e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.056050;1.043e+00;8.329e-01;-5.617e-03;7.985e-01;-5.385e-03;1.041e+00;1.057e+00;8.080e-01;4.335e-02;1.043e+00;7.496e-01;-5.055e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
