time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;-4.671e-09;7.979e-01;4.619e-09;1.044e+00;7.500e-01;4.552e-09;1.000e+01;8.335e-01;1.045e+00
0.000660000;1.044e+00;8.236e-01;-1.917e-03;7.886e-01;-1.835e-03;1.044e+00;7.413e-01;-1.725e-03;1.000e+01;8.335e-01;1.045e+00
0.000770000;1.045e+00;8.218e-01;-2.234e-03;7.868e-01;-2.139e-03;1.045e+00;7.397e-01;-2.011e-03;1.000e+01;8.335e-01;1.045e+00
0.001318000;1.045e+00;8.125e-01;-3.740e-03;7.778e-01;-3.580e-03;1.045e+00;7.313e-01;-3.366e-03;1.000e+01;8.335e-01;1.045e+00
0.002195000;1.045e+00;7.976e-01;-5.671e-03;7.632e-01;-5.426e-03;1.045e+00;7.179e-01;-5.104e-03;1.000e+01;8.335e-01;1.045e+00
0.002743000;1.045e+00;7.890e-01;-6.492e-03;7.547e-01;-6.210e-03;1.045e+00;7.101e-01;-5.843e-03;1.000e+01;8.335e-01;1.045e+00
0.002853000;1.046e+00;7.874e-01;-6.618e-03;7.532e-01;-6.330e-03;1.046e+00;7.087e-01;-5.956e-03;1.000e+01;8.335e-01;1.045e+00
0.003072000;1.046e+00;7.843e-01;-6.831e-03;7.501e-01;-6.533e-03;1.046e+00;7.059e-01;-6.148e-03;1.000e+01;8.335e-01;1.045e+00
0.003840000;1.046e+00;7.750e-01;-7.193e-03;7.408e-01;-6.875e-03;1.046e+00;6.975e-01;-6.474e-03;1.000e+01;8.335e-01;1.045e+00
0.003949000;1.046e+00;7.739e-01;-7.200e-03;7.396e-01;-6.881e-03;1.046e+00;6.965e-01;-6.480e-03;1.000e+01;8.335e-01;1.045e+00
