time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu
30.493337000;3.170e-01;-9.906e-02;-5.793e-01;-3.125e-01;-1.827e+00;3.483e-01;3.170e-01;-8.915e-02;-5.213e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.499337000;3.171e-01;-9.909e-02;-5.793e-01;-3.125e-01;-1.827e+00;3.484e-01;3.171e-01;-8.918e-02;-5.214e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.499994000;3.171e-01;-9.909e-02;-5.793e-01;-3.125e-01;-1.827e+00;3.484e-01;3.171e-01;-8.918e-02;-5.214e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.499994000;6.968e-01;-8.418e-02;-6.270e-01;-1.208e-01;-8.998e-01;6.748e-01;6.968e-01;-7.576e-02;-5.643e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.499995000;6.969e-01;-8.415e-02;-6.270e-01;-1.208e-01;-8.997e-01;6.748e-01;6.969e-01;-7.574e-02;-5.643e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.503359000;8.404e-01;-8.859e-03;-4.637e-01;-1.054e-02;-5.518e-01;8.269e-01;8.404e-01;-7.973e-03;-4.173e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.505867000;9.318e-01;2.674e-02;-3.045e-01;2.870e-02;-3.268e-01;9.238e-01;9.318e-01;2.407e-02;-2.740e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.506379000;9.490e-01;3.136e-02;-2.697e-01;3.304e-02;-2.842e-01;9.421e-01;9.490e-01;2.822e-02;-2.427e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.508186000;1.006e+00;4.106e-02;-1.431e-01;4.081e-02;-1.422e-01;1.003e+00;1.006e+00;3.695e-02;-1.287e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.508316000;1.010e+00;4.140e-02;-1.338e-01;4.099e-02;-1.325e-01;1.007e+00;1.010e+00;3.726e-02;-1.204e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.508365000;1.012e+00;4.151e-02;-1.303e-01;4.104e-02;-1.288e-01;1.008e+00;1.012e+00;3.736e-02;-1.173e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.508611000;1.019e+00;4.200e-02;-1.127e-01;4.123e-02;-1.106e-01;1.016e+00;1.019e+00;3.780e-02;-1.015e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.508686000;1.021e+00;4.213e-02;-1.073e-01;4.126e-02;-1.051e-01;1.018e+00;1.021e+00;3.791e-02;-9.659e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.509819000;1.053e+00;4.242e-02;-2.574e-02;4.027e-02;-2.444e-02;1.053e+00;1.053e+00;3.818e-02;-2.317e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.510039000;1.059e+00;4.217e-02;-9.873e-03;3.981e-02;-9.320e-03;1.059e+00;1.059e+00;3.796e-02;-8.886e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.512102000;1.113e+00;3.759e-02;1.387e-01;3.378e-02;1.247e-01;1.116e+00;1.113e+00;3.383e-02;1.249e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.512230000;1.116e+00;3.744e-02;1.479e-01;3.355e-02;1.325e-01;1.119e+00;1.116e+00;3.370e-02;1.331e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.512834000;1.130e+00;3.732e-02;1.908e-01;3.301e-02;1.688e-01;1.135e+00;1.130e+00;3.359e-02;1.717e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.513058000;1.135e+00;3.744e-02;2.053e-01;3.298e-02;1.808e-01;1.140e+00;1.135e+00;3.369e-02;1.848e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.513122000;1.137e+00;3.747e-02;2.091e-01;3.297e-02;1.839e-01;1.141e+00;1.137e+00;3.372e-02;1.881e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.513314000;1.140e+00;3.758e-02;2.194e-01;3.297e-02;1.924e-01;1.145e+00;1.140e+00;3.382e-02;1.974e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.513442000;1.142e+00;3.767e-02;2.255e-01;3.299e-02;1.975e-01;1.147e+00;1.142e+00;3.390e-02;2.029e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.514853000;1.153e+00;4.070e-02;2.596e-01;3.530e-02;2.251e-01;1.159e+00;1.153e+00;3.663e-02;2.336e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.515109000;1.153e+00;4.180e-02;2.606e-01;3.624e-02;2.260e-01;1.159e+00;1.153e+00;3.762e-02;2.346e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.515173000;1.153e+00;4.210e-02;2.607e-01;3.650e-02;2.260e-01;1.159e+00;1.153e+00;3.789e-02;2.346e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.515237000;1.154e+00;4.242e-02;2.607e-01;3.677e-02;2.260e-01;1.159e+00;1.154e+00;3.818e-02;2.347e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.516069000;1.152e+00;4.759e-02;2.554e-01;4.131e-02;2.217e-01;1.157e+00;1.152e+00;4.283e-02;2.298e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.516197000;1.151e+00;4.855e-02;2.538e-01;4.217e-02;2.204e-01;1.157e+00;1.151e+00;4.370e-02;2.284e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.516261000;1.151e+00;4.905e-02;2.529e-01;4.261e-02;2.197e-01;1.157e+00;1.151e+00;4.414e-02;2.277e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.522340000;1.118e+00;1.137e-01;1.491e-01;1.016e-01;1.333e-01;1.122e+00;1.118e+00;1.023e-01;1.342e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.522510000;1.118e+00;1.153e-01;1.474e-01;1.031e-01;1.318e-01;1.121e+00;1.118e+00;1.038e-01;1.326e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.523020000;1.116e+00;1.200e-01;1.425e-01;1.075e-01;1.277e-01;1.119e+00;1.116e+00;1.080e-01;1.283e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.524211000;1.113e+00;1.302e-01;1.327e-01;1.170e-01;1.192e-01;1.116e+00;1.113e+00;1.172e-01;1.194e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.524552000;1.112e+00;1.330e-01;1.302e-01;1.195e-01;1.171e-01;1.115e+00;1.112e+00;1.197e-01;1.172e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.532503000;1.097e+00;1.926e-01;8.229e-02;1.756e-01;7.504e-02;1.098e+00;1.097e+00;1.733e-01;7.406e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.532623000;1.096e+00;1.936e-01;8.164e-02;1.765e-01;7.446e-02;1.098e+00;1.096e+00;1.742e-01;7.347e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.533292000;1.095e+00;1.989e-01;7.812e-02;1.816e-01;7.133e-02;1.097e+00;1.095e+00;1.790e-01;7.031e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.536519000;1.090e+00;2.250e-01;6.444e-02;2.063e-01;5.909e-02;1.092e+00;1.090e+00;2.025e-01;5.800e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.536735000;1.090e+00;2.268e-01;6.371e-02;2.080e-01;5.844e-02;1.092e+00;1.090e+00;2.041e-01;5.734e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.536950000;1.090e+00;2.285e-01;6.300e-02;2.096e-01;5.780e-02;1.091e+00;1.090e+00;2.057e-01;5.670e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.541253000;1.086e+00;2.632e-01;5.245e-02;2.423e-01;4.828e-02;1.088e+00;1.086e+00;2.369e-01;4.721e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.541468000;1.086e+00;2.650e-01;5.207e-02;2.439e-01;4.794e-02;1.088e+00;1.086e+00;2.385e-01;4.686e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.542113000;1.086e+00;2.702e-01;5.100e-02;2.488e-01;4.696e-02;1.087e+00;1.086e+00;2.431e-01;4.590e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.545125000;1.084e+00;2.945e-01;4.705e-02;2.716e-01;4.338e-02;1.086e+00;1.084e+00;2.651e-01;4.234e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.545556000;1.084e+00;2.980e-01;4.660e-02;2.749e-01;4.297e-02;1.085e+00;1.084e+00;2.682e-01;4.194e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.547062000;1.084e+00;3.103e-01;4.519e-02;2.863e-01;4.170e-02;1.085e+00;1.084e+00;2.793e-01;4.068e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.547492000;1.084e+00;3.138e-01;4.484e-02;2.896e-01;4.138e-02;1.085e+00;1.084e+00;2.825e-01;4.035e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.555821000;1.081e+00;3.824e-01;4.012e-02;3.537e-01;3.710e-02;1.082e+00;1.081e+00;3.442e-01;3.611e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.556274000;1.081e+00;3.862e-01;3.994e-02;3.572e-01;3.693e-02;1.082e+00;1.081e+00;3.476e-01;3.594e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.556728000;1.081e+00;3.899e-01;3.976e-02;3.607e-01;3.677e-02;1.082e+00;1.081e+00;3.509e-01;3.578e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.566260000;1.079e+00;4.690e-01;3.672e-02;4.348e-01;3.405e-02;1.080e+00;1.079e+00;4.221e-01;3.305e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.569437000;1.078e+00;4.954e-01;3.593e-02;4.597e-01;3.335e-02;1.079e+00;1.078e+00;4.458e-01;3.234e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.580068000;1.074e+00;5.838e-01;3.391e-02;5.436e-01;3.158e-02;1.075e+00;1.074e+00;5.254e-01;3.052e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.580177000;1.074e+00;5.846e-01;3.389e-02;5.445e-01;3.157e-02;1.075e+00;1.074e+00;5.262e-01;3.051e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.580323000;1.074e+00;5.858e-01;3.386e-02;5.456e-01;3.154e-02;1.075e+00;1.074e+00;5.272e-01;3.048e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.583662000;1.073e+00;6.004e-01;3.246e-02;5.598e-01;3.026e-02;1.073e+00;1.073e+00;5.404e-01;2.921e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.583807000;1.072e+00;6.006e-01;3.239e-02;5.600e-01;3.020e-02;1.073e+00;1.072e+00;5.405e-01;2.915e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.583952000;1.072e+00;6.007e-01;3.232e-02;5.602e-01;3.013e-02;1.073e+00;1.072e+00;5.407e-01;2.908e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.584098000;1.072e+00;6.009e-01;3.225e-02;5.603e-01;3.007e-02;1.073e+00;1.072e+00;5.408e-01;2.902e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.587002000;1.072e+00;6.006e-01;3.123e-02;5.603e-01;2.913e-02;1.073e+00;1.072e+00;5.406e-01;2.811e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.587263000;1.072e+00;6.005e-01;3.118e-02;5.601e-01;2.909e-02;1.073e+00;1.072e+00;5.404e-01;2.806e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.591183000;1.072e+00;6.006e-01;3.090e-02;5.603e-01;2.883e-02;1.073e+00;1.072e+00;5.405e-01;2.781e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.595992000;1.072e+00;6.049e-01;3.058e-02;5.645e-01;2.853e-02;1.073e+00;1.072e+00;5.444e-01;2.752e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.596463000;1.072e+00;6.053e-01;3.051e-02;5.649e-01;2.848e-02;1.072e+00;1.072e+00;5.448e-01;2.746e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.596933000;1.071e+00;6.058e-01;3.045e-02;5.653e-01;2.842e-02;1.072e+00;1.071e+00;5.452e-01;2.740e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.599756000;1.071e+00;6.081e-01;2.997e-02;5.676e-01;2.798e-02;1.072e+00;1.071e+00;5.473e-01;2.698e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.611517000;1.070e+00;6.161e-01;2.781e-02;5.758e-01;2.599e-02;1.071e+00;1.070e+00;5.545e-01;2.502e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.616221000;1.070e+00;6.192e-01;2.695e-02;5.789e-01;2.520e-02;1.070e+00;1.070e+00;5.573e-01;2.425e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.618103000;1.069e+00;6.204e-01;2.661e-02;5.802e-01;2.488e-02;1.070e+00;1.069e+00;5.584e-01;2.395e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.622103000;1.069e+00;6.230e-01;2.590e-02;5.828e-01;2.423e-02;1.070e+00;1.069e+00;5.607e-01;2.331e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.624103000;1.069e+00;6.242e-01;2.556e-02;5.841e-01;2.391e-02;1.070e+00;1.069e+00;5.618e-01;2.300e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.625103000;1.069e+00;6.248e-01;2.539e-02;5.847e-01;2.376e-02;1.069e+00;1.069e+00;5.624e-01;2.285e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.627103000;1.068e+00;6.261e-01;2.505e-02;5.860e-01;2.344e-02;1.069e+00;1.068e+00;5.635e-01;2.254e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.642103000;1.067e+00;6.350e-01;2.265e-02;5.951e-01;2.122e-02;1.068e+00;1.067e+00;5.715e-01;2.038e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.650103000;1.066e+00;6.395e-01;2.146e-02;5.996e-01;2.013e-02;1.067e+00;1.066e+00;5.755e-01;1.932e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.654103000;1.066e+00;6.416e-01;2.089e-02;6.019e-01;1.960e-02;1.067e+00;1.066e+00;5.775e-01;1.880e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.657103000;1.066e+00;6.432e-01;2.048e-02;6.035e-01;1.921e-02;1.067e+00;1.066e+00;5.789e-01;1.843e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.659103000;1.066e+00;6.443e-01;2.021e-02;6.046e-01;1.896e-02;1.066e+00;1.066e+00;5.799e-01;1.818e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.662103000;1.065e+00;6.459e-01;1.980e-02;6.062e-01;1.859e-02;1.066e+00;1.065e+00;5.813e-01;1.782e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.677103000;1.064e+00;6.533e-01;1.791e-02;6.139e-01;1.683e-02;1.065e+00;1.064e+00;5.880e-01;1.612e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.683103000;1.064e+00;6.562e-01;1.721e-02;6.168e-01;1.617e-02;1.065e+00;1.064e+00;5.905e-01;1.549e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.684103000;1.064e+00;6.566e-01;1.709e-02;6.172e-01;1.607e-02;1.064e+00;1.064e+00;5.910e-01;1.538e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.688103000;1.064e+00;6.584e-01;1.664e-02;6.191e-01;1.565e-02;1.064e+00;1.064e+00;5.926e-01;1.498e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.689103000;1.063e+00;6.589e-01;1.653e-02;6.196e-01;1.554e-02;1.064e+00;1.063e+00;5.930e-01;1.488e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.697103000;1.063e+00;6.624e-01;1.567e-02;6.232e-01;1.474e-02;1.064e+00;1.063e+00;5.962e-01;1.410e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.698103000;1.063e+00;6.629e-01;1.557e-02;6.237e-01;1.465e-02;1.063e+00;1.063e+00;5.966e-01;1.401e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.703103000;1.063e+00;6.650e-01;1.506e-02;6.259e-01;1.417e-02;1.063e+00;1.063e+00;5.985e-01;1.355e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.704103000;1.062e+00;6.654e-01;1.496e-02;6.263e-01;1.408e-02;1.063e+00;1.062e+00;5.989e-01;1.346e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.706103000;1.062e+00;6.663e-01;1.476e-02;6.271e-01;1.389e-02;1.063e+00;1.062e+00;5.996e-01;1.328e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.708103000;1.062e+00;6.671e-01;1.456e-02;6.280e-01;1.371e-02;1.063e+00;1.062e+00;6.004e-01;1.311e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.711103000;1.062e+00;6.683e-01;1.428e-02;6.293e-01;1.344e-02;1.063e+00;1.062e+00;6.015e-01;1.285e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.720103000;1.062e+00;6.719e-01;1.345e-02;6.329e-01;1.267e-02;1.062e+00;1.062e+00;6.047e-01;1.210e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.722103000;1.061e+00;6.726e-01;1.327e-02;6.337e-01;1.250e-02;1.062e+00;1.061e+00;6.054e-01;1.194e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.755103000;1.060e+00;6.843e-01;1.067e-02;6.457e-01;1.006e-02;1.060e+00;1.060e+00;6.158e-01;9.599e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.761103000;1.059e+00;6.862e-01;1.025e-02;6.477e-01;9.677e-03;1.060e+00;1.059e+00;6.176e-01;9.227e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.768103000;1.059e+00;6.883e-01;9.790e-03;6.499e-01;9.244e-03;1.060e+00;1.059e+00;6.195e-01;8.811e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.770103000;1.059e+00;6.889e-01;9.662e-03;6.506e-01;9.124e-03;1.060e+00;1.059e+00;6.201e-01;8.696e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.771103000;1.059e+00;6.892e-01;9.599e-03;6.509e-01;9.064e-03;1.059e+00;1.059e+00;6.203e-01;8.639e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.782103000;1.059e+00;6.925e-01;8.931e-03;6.542e-01;8.437e-03;1.059e+00;1.059e+00;6.232e-01;8.038e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.783103000;1.058e+00;6.927e-01;8.873e-03;6.545e-01;8.383e-03;1.059e+00;1.058e+00;6.235e-01;7.986e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.784103000;1.058e+00;6.930e-01;8.816e-03;6.548e-01;8.329e-03;1.059e+00;1.058e+00;6.237e-01;7.934e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.794103000;1.058e+00;6.958e-01;8.258e-03;6.576e-01;7.805e-03;1.059e+00;1.058e+00;6.262e-01;7.432e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.795103000;1.058e+00;6.960e-01;8.204e-03;6.579e-01;7.755e-03;1.058e+00;1.058e+00;6.264e-01;7.384e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.796103000;1.058e+00;6.963e-01;8.151e-03;6.581e-01;7.705e-03;1.058e+00;1.058e+00;6.267e-01;7.336e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.808103000;1.058e+00;6.994e-01;7.539e-03;6.613e-01;7.129e-03;1.058e+00;1.058e+00;6.294e-01;6.785e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.809103000;1.057e+00;6.996e-01;7.490e-03;6.616e-01;7.083e-03;1.058e+00;1.057e+00;6.297e-01;6.741e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.822103000;1.057e+00;7.027e-01;6.886e-03;6.648e-01;6.514e-03;1.058e+00;1.057e+00;6.325e-01;6.197e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.823103000;1.057e+00;7.030e-01;6.841e-03;6.651e-01;6.472e-03;1.057e+00;1.057e+00;6.327e-01;6.157e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.842103000;1.056e+00;7.072e-01;6.056e-03;6.694e-01;5.732e-03;1.057e+00;1.056e+00;6.365e-01;5.450e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.872103000;1.056e+00;7.130e-01;5.008e-03;6.755e-01;4.744e-03;1.056e+00;1.056e+00;6.417e-01;4.507e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.876103000;1.056e+00;7.138e-01;4.883e-03;6.762e-01;4.626e-03;1.056e+00;1.056e+00;6.424e-01;4.395e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.886103000;1.055e+00;7.155e-01;4.588e-03;6.780e-01;4.347e-03;1.056e+00;1.055e+00;6.440e-01;4.129e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.921103000;1.055e+00;7.210e-01;3.703e-03;6.836e-01;3.512e-03;1.055e+00;1.055e+00;6.489e-01;3.333e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.924103000;1.055e+00;7.214e-01;3.637e-03;6.841e-01;3.449e-03;1.055e+00;1.055e+00;6.492e-01;3.273e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.926103000;1.055e+00;7.217e-01;3.593e-03;6.844e-01;3.408e-03;1.055e+00;1.055e+00;6.495e-01;3.234e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.927103000;1.054e+00;7.218e-01;3.572e-03;6.845e-01;3.388e-03;1.055e+00;1.054e+00;6.496e-01;3.215e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.950103000;1.054e+00;7.248e-01;3.118e-03;6.876e-01;2.958e-03;1.055e+00;1.054e+00;6.523e-01;2.806e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.951103000;1.054e+00;7.249e-01;3.100e-03;6.877e-01;2.941e-03;1.054e+00;1.054e+00;6.524e-01;2.790e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.966103000;1.054e+00;7.267e-01;2.843e-03;6.896e-01;2.698e-03;1.054e+00;1.054e+00;6.540e-01;2.559e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.980103000;1.054e+00;7.283e-01;2.627e-03;6.912e-01;2.493e-03;1.054e+00;1.054e+00;6.554e-01;2.364e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.991103000;1.054e+00;7.294e-01;2.472e-03;6.923e-01;2.347e-03;1.054e+00;1.054e+00;6.565e-01;2.225e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.069103000;1.053e+00;7.359e-01;1.667e-03;6.991e-01;1.583e-03;1.053e+00;1.053e+00;6.623e-01;1.500e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.094103000;1.053e+00;7.376e-01;1.492e-03;7.007e-01;1.418e-03;1.053e+00;1.053e+00;6.638e-01;1.343e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.095103000;1.053e+00;7.376e-01;1.487e-03;7.008e-01;1.412e-03;1.053e+00;1.053e+00;6.639e-01;1.338e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.106103000;1.053e+00;7.383e-01;1.420e-03;7.014e-01;1.349e-03;1.053e+00;1.053e+00;6.644e-01;1.278e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.107103000;1.052e+00;7.383e-01;1.414e-03;7.015e-01;1.344e-03;1.053e+00;1.052e+00;6.645e-01;1.273e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.159103000;1.052e+00;7.409e-01;1.171e-03;7.042e-01;1.113e-03;1.053e+00;1.052e+00;6.668e-01;1.054e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.168103000;1.052e+00;7.413e-01;1.139e-03;7.046e-01;1.082e-03;1.053e+00;1.052e+00;6.672e-01;1.025e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.175103000;1.052e+00;7.416e-01;1.116e-03;7.049e-01;1.060e-03;1.053e+00;1.052e+00;6.675e-01;1.004e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.176103000;1.052e+00;7.417e-01;1.112e-03;7.049e-01;1.057e-03;1.052e+00;1.052e+00;6.675e-01;1.001e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.206103000;1.052e+00;7.428e-01;1.026e-03;7.061e-01;9.748e-04;1.052e+00;1.052e+00;6.685e-01;9.230e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.239103000;1.052e+00;7.439e-01;9.533e-04;7.071e-01;9.063e-04;1.052e+00;1.052e+00;6.695e-01;8.580e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.246103000;1.052e+00;7.441e-01;9.411e-04;7.073e-01;8.947e-04;1.052e+00;1.052e+00;6.697e-01;8.470e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.384103000;1.052e+00;7.469e-01;8.200e-04;7.103e-01;7.797e-04;1.052e+00;1.052e+00;6.722e-01;7.380e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.415103000;1.052e+00;7.474e-01;8.156e-04;7.107e-01;7.755e-04;1.052e+00;1.052e+00;6.726e-01;7.340e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.428103000;1.052e+00;7.475e-01;8.144e-04;7.108e-01;7.745e-04;1.052e+00;1.052e+00;6.728e-01;7.330e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.707103000;1.052e+00;7.493e-01;9.056e-04;7.126e-01;8.612e-04;1.052e+00;1.052e+00;6.744e-01;8.150e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.733103000;1.052e+00;7.494e-01;9.189e-04;7.126e-01;8.739e-04;1.052e+00;1.052e+00;6.744e-01;8.270e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31.950103000;1.052e+00;7.497e-01;1.032e-03;7.130e-01;9.816e-04;1.052e+00;1.052e+00;6.747e-01;9.290e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
32.265103000;1.052e+00;7.498e-01;1.197e-03;7.130e-01;1.138e-03;1.052e+00;1.052e+00;6.749e-01;1.077e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
32.375103000;1.052e+00;7.499e-01;1.253e-03;7.130e-01;1.192e-03;1.052e+00;1.052e+00;6.749e-01;1.128e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
