time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;NetworkFrequencyPu
0.000000000;9.922e-01;4.160e-01;-4.440e-01;4.193e-01;-4.475e-01;9.922e-01;9.922e-01;1.040e-03;-1.110e-03;5.000e+01;1.000e+01;4.160e-01;-4.440e-01;-4.440e-01;4.193e-01;4.475e-01;5.000e+01
29.989994000;9.922e-01;4.160e-01;-4.440e-01;4.193e-01;-4.475e-01;9.922e-01;9.922e-01;1.040e-03;-1.110e-03;5.000e+01;1.000e+01;4.160e-01;-4.440e-01;-4.440e-01;4.193e-01;4.475e-01;5.000e+01
29.989997000;9.922e-01;4.160e-01;-4.440e-01;4.193e-01;-4.475e-01;9.922e-01;9.922e-01;1.040e-03;-1.110e-03;5.000e+01;1.000e+01;4.160e-01;-4.440e-01;-4.440e-01;4.193e-01;4.479e-01;5.000e+01
29.990009000;9.922e-01;4.160e-01;-4.440e-01;4.193e-01;-4.475e-01;9.922e-01;9.922e-01;1.040e-03;-1.110e-03;5.000e+01;1.000e+01;4.160e-01;-4.440e-01;-4.440e-01;4.193e-01;4.465e-01;5.000e+01
29.990020000;9.923e-01;4.160e-01;-4.444e-01;4.192e-01;-4.479e-01;9.922e-01;9.923e-01;1.040e-03;-1.111e-03;5.000e+01;1.000e+01;4.160e-01;-4.440e-01;-4.440e-01;4.193e-01;4.453e-01;5.000e+01
29.990031000;9.923e-01;4.160e-01;-4.448e-01;4.192e-01;-4.482e-01;9.923e-01;9.923e-01;1.040e-03;-1.112e-03;5.000e+01;1.000e+01;4.160e-01;-4.440e-01;-4.440e-01;4.193e-01;4.440e-01;5.000e+01
29.990042000;9.923e-01;4.160e-01;-4.448e-01;4.192e-01;-4.482e-01;9.923e-01;9.923e-01;1.040e-03;-1.112e-03;5.000e+01;1.000e+01;4.160e-01;-4.440e-01;-4.440e-01;4.193e-01;4.428e-01;5.000e+01
29.990064000;9.924e-01;4.160e-01;-4.452e-01;4.192e-01;-4.486e-01;9.924e-01;9.924e-01;1.040e-03;-1.113e-03;5.000e+01;1.000e+01;4.160e-01;-4.440e-01;-4.440e-01;4.192e-01;4.404e-01;5.000e+01
29.990086000;9.925e-01;4.160e-01;-4.456e-01;4.192e-01;-4.490e-01;9.924e-01;9.925e-01;1.040e-03;-1.114e-03;5.000e+01;1.000e+01;4.160e-01;-4.440e-01;-4.440e-01;4.192e-01;4.380e-01;5.000e+01
29.990130000;9.926e-01;4.160e-01;-4.464e-01;4.191e-01;-4.497e-01;9.926e-01;9.926e-01;1.040e-03;-1.116e-03;5.000e+01;1.000e+01;4.160e-01;-4.440e-01;-4.440e-01;4.192e-01;4.334e-01;5.000e+01
29.990174000;9.927e-01;4.164e-01;-4.472e-01;4.194e-01;-4.505e-01;9.927e-01;9.927e-01;1.041e-03;-1.118e-03;5.000e+01;1.000e+01;4.160e-01;-4.440e-01;-4.440e-01;4.192e-01;4.289e-01;5.000e+01
29.990262000;9.930e-01;4.164e-01;-4.488e-01;4.193e-01;-4.520e-01;9.930e-01;9.930e-01;1.041e-03;-1.122e-03;5.000e+01;1.000e+01;4.160e-01;-4.440e-01;-4.440e-01;4.191e-01;4.203e-01;5.000e+01
29.990350000;9.933e-01;4.164e-01;-4.500e-01;4.192e-01;-4.530e-01;9.933e-01;9.933e-01;1.041e-03;-1.125e-03;5.000e+01;1.000e+01;4.160e-01;-4.440e-01;-4.440e-01;4.190e-01;4.123e-01;5.000e+01
29.990438000;9.936e-01;4.168e-01;-4.516e-01;4.195e-01;-4.545e-01;9.936e-01;9.936e-01;1.042e-03;-1.129e-03;5.000e+01;1.000e+01;4.160e-01;-4.440e-01;-4.440e-01;4.189e-01;4.048e-01;5.000e+01
29.990526000;9.939e-01;4.168e-01;-4.528e-01;4.194e-01;-4.556e-01;9.939e-01;9.939e-01;1.042e-03;-1.132e-03;5.000e+01;1.000e+01;4.160e-01;-4.440e-01;-4.440e-01;4.188e-01;3.978e-01;5.000e+01
