time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_InjectedCurrent
0.0;1.044444978544552;0.8334116541347595;0.7978298631950492;-9.080515865370308e-08;-4.8186761204669696e-08;1.044979595686425;10.001405471393385;0.8335165621389303;0.015561729426933006;0.015563080343090141;0.7976189071314895;0.014893527701193494;0.7979836943044221
1e-06;1.0444456808551346;0.8334111076132844;0.7978297297881722;-9.07006539197878e-08;-4.824081008326727e-08;1.0449796037685024;10.001397811017425;0.8335163292779824;0.015561730643171472;0.015563075077824133;0.7976193529117576;0.014893529403945477;0.7979830190070647
2e-06;1.0444464383326848;0.8334105208135154;0.7978295877270406;-9.058904621472085e-08;-4.829894135293839e-08;1.0449796130791054;10.00138959710802;0.8335160788002629;0.015561731897662905;0.015563069455627533;0.7976198320492982;0.014893531251217198;0.7979822949265372
4e-06;1.044447254903392;0.8334098940316691;0.7978294376680665;-9.047050241125769e-08;-4.836116474704665e-08;1.044979624312094;10.001380834735025;0.8335158091791747;0.015561733157965135;0.015563063502057994;0.79762034471438;0.014893533253337147;0.7979815225185147
8e-06;1.0444481336478626;0.8334092286889724;0.7978292795796134;-9.034484711394494e-08;-4.842750237240316e-08;1.0449796390042847;10.001371534497169;0.8335155179288349;0.015561734410571206;0.015563057254073207;0.7976208901239253;0.014893535417838093;0.7979807035407808
1.6e-05;1.0444490766332906;0.8334085267275501;0.7978291124481917;-9.021149642114982e-08;-4.849814775570352e-08;1.0449796595925394;10.001361702785045;0.8335152020348343;0.015561735667895102;0.015563050756012005;0.7976214666905203;0.014893537760134707;0.7979798408299874
3.2e-05;1.0444500849739355;0.8334077904311953;0.7978289349656541;-9.006966670723857e-08;-4.8573184769797704e-08;1.0449796886802787;10.001351337340541;0.8335148584498057;0.015561736961701884;0.015563044058682756;0.7976220722253825;0.014893540306327608;0.7979789378308552
6.4e-05;1.0444511589410785;0.8334070225516435;0.7978287464713695;-8.991860855720246e-08;-4.865225002961071e-08;1.0449797282071203;10.001340432796049;0.8335144841988454;0.015561738335048656;0.015563037219982343;0.7976227046165449;0.014893543080347049;0.7979779977042625
0.000128;1.0444522977900679;0.8334062260712686;0.7978285471465538;-8.975773055779446e-08;-4.873462329770423e-08;1.0449797790231456;10.001328994724913;0.8335140765023076;0.01556173983757356;0.015563030303581107;0.7976233623399519;0.014893546093922004;0.7979770224979126
0.000256;1.0444534991678154;0.8334054036556264;0.7978283377562825;-8.958663603088049e-08;-4.881946197633737e-08;1.0449798410666509;10.00131704609218;0.8335136326354053;0.01556174152119485;0.015563023374703102;0.7976240440133301;0.01489354935890873;0.7979760133435132
0.000512;1.044454759102545;0.8334045576387704;0.7978281196749976;-8.940507967281716e-08;-4.8905957158153496e-08;1.0449799139437734;10.001304619101102;0.8335131496996694;0.015561743440311065;0.015563016495914081;0.7976247473324422;0.014893552905744657;0.7979749715490522
0.001;1.0444560725718344;0.833403690172354;0.7978278948480919;-8.921286438210559e-08;-4.899348092485337e-08;1.0449799971526654;10.00129174356084;0.8335126250314;0.015561745658666491;0.015563009719054714;0.7976254684249546;0.014893556785154334;0.7979738993408326
