time;BusPDR_bus_terminal_V_re;BusPDR_bus_terminal_V_im;AuxLoad_Xfmr_transformer_terminal1_V_re;AuxLoad_Xfmr_transformer_terminal1_V_im;AuxLoad_Xfmr_transformer_terminal1_i_re;AuxLoad_Xfmr_transformer_terminal1_i_im;StepUp_Xfmr_transformer_terminal1_V_re;StepUp_Xfmr_transformer_terminal1_V_im;StepUp_Xfmr_transformer_terminal1_i_re;StepUp_Xfmr_transformer_terminal1_i_im;StepUp_Xfmr_transformer_tap_value;Wind_Turbine_WPP_wT4BCurrentSource_wT4Injector_genSystem_iECFrameRotation_ipCmdPu;Wind_Turbine_WPP_wT4BCurrentSource_wT4Injector_genSystem_iECFrameRotation_iqCmdPu;Wind_Turbine_WPP_UWPRefPu;Wind_Turbine_WPP_wPPControl2015_qControl_UWPPu;Wind_Turbine_WPP_wPPControl2015_qControl_QWPPu;Wind_Turbine_WPP_omegaRefPu;
0.000000;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000001;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000002;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000004;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000008;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000016;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000032;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000064;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000128;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000192;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000256;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000320;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000384;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000448;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000512;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000576;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000704;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000819;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.000934;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001000;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001000;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001001;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001002;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001004;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001008;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001016;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001032;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001064;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001128;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001256;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001384;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001512;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001640;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001768;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.001896;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.002024;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.002280;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.002511;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.002741;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.002971;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.003202;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.003432;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.003663;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.003893;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.004354;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.004815;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.005275;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.005736;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.006197;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.006658;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.007579;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.008501;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.009423;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.010344;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.011266;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.012187;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.013109;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.014031;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.015874;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.017717;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.019560;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.021403;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.023247;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.025090;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.026933;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.028776;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.030619;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.032463;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.036149;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.039835;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.043522;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.047208;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.050895;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.054581;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.058267;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.064610;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.064610;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.064611;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.064612;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.064614;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
0.064618;1.013260;0.253315;1.013260;0.253315;0.010450;-0.002322;1.013260;0.253315;-0.707095;-0.171839;10.000000;0.808265;-0.020609;1.044982;1.044982;0.021536;1.000000;
