time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_InjectedCurrent
0.0;1.0398097326828597;0.8547451734915336;0.8219318319891704;-0.4488793595999785;-0.4315541506036599;1.029964972621529;10.003156161733447;0.7500940512223447;-0.4244549724759202;-0.4244550520900893;0.8058498541795306;0.4103077151581073;0.9042610908317444
0.0;1.0398090505114788;0.8547564919760162;0.8219434040491445;-0.4488772337093093;-0.43155243583628455;1.0299643751298626;10.003145283797686;0.7500940814681252;-0.4244549723465448;-0.42445505229448255;0.805849567203943;0.4103076787756726;0.9042610321056336
1e-06;1.0398069639179897;0.8548073622674204;0.821994123931827;-0.4488728339229783;-0.4315491242531638;1.029960732441285;10.00313354197267;0.7500941162958943;-0.4244549722072011;-0.42445505251544263;0.8058452587332443;0.41030764026000677;0.9042574060395073
2e-06;1.0398053502800184;0.8548698555701741;0.8220556592759034;-0.44886660898113045;-0.4315438720109824;1.029958043624082;10.0031208740836;0.7500941573660013;-0.42445497205705024;-0.42445505275408124;0.8058409291006443;0.4103075996761312;0.904253777972391
4e-06;1.0397995270349458;0.854994544806174;0.8221803361595806;-0.4488535447581368;-0.43153380615168957;1.029952308807883;10.003107235893285;0.7500942066681893;-0.4244549718948965;-0.4244550530108855;0.8058325797266533;0.4103065567862979;0.9042461308116172
8e-06;1.0397884263984898;0.8552418410328478;0.8224270870682767;-0.44882935146792075;-0.43151525120531614;1.0299405288106864;10.003092612820584;0.7500942671458278;-0.42445497171923596;-0.42445505328578936;0.8058162121630821;0.4103065112243908;0.904231809569322
1.6e-05;1.0397663542677447;0.8557346559346867;0.822918604039747;-0.44877972688835766;-0.43147682431449974;1.0299187051506622;10.003077023213715;0.7500943430971465;-0.42445497152863537;-0.4244550535783106;0.805783827303118;0.41030446258113373;0.9042023258339894
3.2e-05;1.0397224643537404;0.8567143968892725;0.8238956269530573;-0.448679991576715;-0.4313992988593628;1.029875841394786;10.003060502769483;0.7500944405284132;-0.42445497132198934;-0.42445505388756144;0.8057184252607456;0.41030241028188297;0.9041434393243726
6.4e-05;1.0396355669270667;0.8586338109061687;0.8258104546947962;-0.44848832738491523;-0.4312512469102348;1.0297929445213372;10.003043087509809;0.7500945668937974;-0.4244549710983946;-0.42445505421242363;0.805589005929769;0.41029735369123366;0.9040261667242305
0.000128;1.039464299694745;0.8623320887417216;0.8295036109241993;-0.4481202049205597;-0.4309684897184602;1.0296300239807423;10.003024810765998;0.7500947299428039;-0.42445497085695066;-0.42445505455207183;0.8053315697969079;0.41028929272324915;0.9037934882514801
0.000256;1.0391337138082604;0.8691946003118125;0.8363698678570007;-0.44744480708504203;-0.4304560903149776;1.0293150896148042;10.003005699686375;0.7500949369558756;-0.4244549705967768;-0.4244550549064221;0.8048201182374877;0.4102772285354266;0.9033327162508922
0.000384;1.0388203002231937;0.8753875790841643;0.842582346916722;-0.44684984161948277;-0.430013713426781;1.0290161503510538;10.00298576972291;0.7500951950238882;-0.42445497031725177;-0.42445505527614236;0.8043116535198127;0.41027016358274;0.9028769514323164
0.00064;1.0382379836184255;0.8860474609843174;0.8533194726028119;-0.4458732485348449;-0.42931489097423103;1.0284572134198722;10.002965029553629;0.7500955113274185;-0.42445497001814947;-0.42445505566223096;0.803305178710755;0.4102691011451851;0.9019804575662225
0.00087;1.0377626850102535;0.8938687867902373;0.8612452841437761;-0.44522083236858806;-0.42888343234222126;1.027997284368672;10.002943488036586;0.7500958923143046;-0.42445496969944263;-0.4244550560654409;0.802411697451168;0.4102790449859138;0.9011898286977547
0.001101;1.0373291322828473;0.9002726145710472;0.8677774458223025;-0.4447558582225656;-0.42861503360868686;1.0275723680637305;10.002921151114204;0.7500963424780129;-0.42445496936106913;-0.42445505648611503;0.8015292143450452;0.41029899913299417;0.9004137601920644
0.001331;1.0369310847914905;0.9054756056539954;0.8731275490502376;-0.44445090259875497;-0.4284860700802858;1.0271804692022037;10.002898013464531;0.7500968644797449;-0.4244549690030241;-0.42445505692436797;0.8006587355524192;0.410322967418732;0.8996504135277489
0.001562;1.0365655248442918;0.9096601557944518;0.8774721395403674;-0.4442866890491745;-0.42847937047628754;1.0268155919897903;10.002874056945567;0.7500974605233061;-0.4244549686257679;-0.4244550573800404;0.7997992683709283;0.41035095275035643;0.89889889887566
0.001792;1.0362277917819227;0.9129841016831898;0.8809659744282453;-0.44424097800012124;-0.42857553515540414;1.0264757398821085;10.002849260342694;0.7500981330254252;-0.42445496823068;-0.4244550578525963;0.798949820160687;0.41037995659063553;0.898156955450179
0.002022;1.0359151222697192;0.9155806143577365;0.8837388100182706;-0.44429573749462664;-0.42875839762830664;1.026157915175828;10.00282360898121;0.7500988839465015;-0.4244549678200003;-0.424455058341399;0.7981123975035175;0.4104079791987238;0.8974254425535856
0.002253;1.0356237223539764;0.9175614682473183;0.8859009319735295;-0.4444366519384886;-0.42901577364949534;1.0258591181696768;10.002797096855351;0.7500997140042938;-0.4244549673961566;-0.4244550588460775;0.7972860056446863;0.4104350202983265;0.8967034631836907
