time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;5.000e-01;0.000e+00;4.787e-01;0.000e+00;1.044e+00;1.053e+00;4.890e-01;1.894e-02;1.044e+00;4.500e-01;0.000e+00;1.000e+01;5.111e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.018024;1.044e+00;5.000e-01;-0.000e+00;4.787e-01;0.000e+00;1.044e+00;1.053e+00;4.890e-01;1.894e-02;1.044e+00;4.500e-01;-0.000e+00;1.000e+01;5.111e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.022024;1.044e+00;5.000e-01;-1.111e-06;4.787e-01;-1.064e-06;1.044e+00;1.053e+00;4.891e-01;1.894e-02;1.044e+00;4.500e-01;-1.000e-06;1.000e+01;5.111e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.026024;1.044e+00;5.000e-01;-1.111e-06;4.788e-01;-1.064e-06;1.044e+00;1.053e+00;4.891e-01;1.894e-02;1.044e+00;4.500e-01;-1.000e-06;1.000e+01;5.111e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.030024;1.044e+00;5.001e-01;-2.222e-06;4.788e-01;-2.128e-06;1.044e+00;1.053e+00;4.891e-01;1.894e-02;1.044e+00;4.501e-01;-2.000e-06;1.000e+01;5.111e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.036024;1.044e+00;5.001e-01;-3.333e-06;4.788e-01;-3.192e-06;1.044e+00;1.053e+00;4.891e-01;1.894e-02;1.044e+00;4.501e-01;-3.000e-06;1.000e+01;5.111e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.040024;1.044e+00;5.001e-01;-4.444e-06;4.788e-01;-4.255e-06;1.044e+00;1.053e+00;4.891e-01;1.894e-02;1.044e+00;4.501e-01;-4.000e-06;1.000e+01;5.111e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.045024;1.044e+00;5.001e-01;-6.667e-06;4.789e-01;-6.383e-06;1.044e+00;1.053e+00;4.892e-01;1.895e-02;1.044e+00;4.501e-01;-6.000e-06;1.000e+01;5.111e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.050024;1.044e+00;5.002e-01;-7.778e-06;4.789e-01;-7.447e-06;1.044e+00;1.053e+00;4.892e-01;1.895e-02;1.044e+00;4.502e-01;-7.000e-06;1.000e+01;5.111e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.055024;1.044e+00;5.002e-01;-1.000e-05;4.790e-01;-9.575e-06;1.044e+00;1.053e+00;4.893e-01;1.895e-02;1.044e+00;4.502e-01;-9.000e-06;1.000e+01;5.111e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
