time;BusPDR_bus_terminal_V_re;BusPDR_bus_terminal_V_im;AuxLoad_Xfmr_transformer_terminal1_V_re;AuxLoad_Xfmr_transformer_terminal1_V_im;AuxLoad_Xfmr_transformer_terminal1_i_re;AuxLoad_Xfmr_transformer_terminal1_i_im;StepUp_Xfmr_transformer_terminal1_V_re;StepUp_Xfmr_transformer_terminal1_V_im;StepUp_Xfmr_transformer_terminal1_i_re;StepUp_Xfmr_transformer_terminal1_i_im;StepUp_Xfmr_transformer_tap_value;Wind_Turbine_WPP_wT4BCurrentSource_wT4Injector_genSystem_iECFrameRotation_ipCmdPu;Wind_Turbine_WPP_wT4BCurrentSource_wT4Injector_genSystem_iECFrameRotation_iqCmdPu;Wind_Turbine_WPP_UWPRefPu;Wind_Turbine_WPP_wPPControl2015_qControl_UWPPu;Wind_Turbine_WPP_wPPControl2015_qControl_QWPPu;Wind_Turbine_WPP_omegaRefPu;
0.000000;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.725719;0.283539;10.000000;0.800350;-0.330000;1.055380;1.008112;0.333364;1.000000;
0.000001;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.725719;0.283539;10.000000;0.800350;-0.330000;1.055380;1.008112;0.333364;1.000000;
0.000002;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.725719;0.283539;10.000000;0.800350;-0.330000;1.055380;1.008112;0.333364;1.000000;
0.000004;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.725719;0.283539;10.000000;0.800350;-0.330000;1.055380;1.008112;0.333364;1.000000;
0.000008;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.725719;0.283538;10.000000;0.800350;-0.330000;1.055380;1.008112;0.333364;1.000000;
0.000016;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.725719;0.283538;10.000000;0.800350;-0.330000;1.055380;1.008112;0.333363;1.000000;
0.000032;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.725720;0.283537;10.000000;0.800350;-0.330000;1.055380;1.008112;0.333362;1.000000;
0.000064;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.725721;0.283535;10.000000;0.800350;-0.330000;1.055380;1.008112;0.333360;1.000000;
0.000128;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.725725;0.283531;10.000000;0.800353;-0.330000;1.055380;1.008112;0.333356;1.000000;
0.000256;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.725735;0.283523;10.000000;0.800361;-0.330000;1.055380;1.008112;0.333347;1.000000;
