time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_AVRSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;6.667e-01;6.784e-08;6.383e-01;-2.371e-08;1.044e+00;4.000e-01;-3.297e-08;1.000e+01;6.541e-01;-1.799e-02;1.051e+00;5.000e+01;5.000e+01
29.999994000;1.044e+00;6.667e-01;-2.972e-08;6.383e-01;-3.318e-08;1.044e+00;4.000e-01;9.939e-08;1.000e+01;6.541e-01;-1.799e-02;1.051e+00;5.000e+01;5.000e+01
29.999994000;3.047e-02;1.941e-02;9.917e-04;6.371e-01;3.255e-02;3.047e-02;1.165e-02;5.951e-04;1.000e+01;6.541e-01;-1.799e-02;1.051e+00;5.256e+01;5.256e+01
30.000000000;3.047e-02;1.941e-02;9.900e-04;6.371e-01;3.250e-02;3.047e-02;1.165e-02;5.941e-04;1.000e+01;6.541e-01;-1.799e-02;1.051e+00;5.256e+01;5.256e+01
30.000002000;3.046e-02;1.941e-02;9.900e-04;6.371e-01;3.250e-02;3.046e-02;1.165e-02;5.941e-04;1.000e+01;6.541e-01;-1.799e-02;1.051e+00;5.255e+01;5.255e+01
30.000062000;3.046e-02;1.941e-02;9.717e-04;6.371e-01;3.190e-02;3.046e-02;1.164e-02;5.831e-04;1.000e+01;6.541e-01;-1.803e-02;1.051e+00;5.255e+01;5.255e+01
30.000126000;3.045e-02;1.941e-02;9.533e-04;6.372e-01;3.130e-02;3.045e-02;1.164e-02;5.721e-04;1.000e+01;6.541e-01;-1.808e-02;1.051e+00;5.255e+01;5.255e+01
30.000510000;3.042e-02;1.940e-02;8.583e-04;6.378e-01;2.821e-02;3.042e-02;1.164e-02;5.150e-04;1.000e+01;6.545e-01;-1.883e-02;1.051e+00;5.253e+01;5.253e+01
30.000638000;3.041e-02;1.941e-02;8.317e-04;6.381e-01;2.734e-02;3.041e-02;1.164e-02;4.990e-04;1.000e+01;6.547e-01;-1.923e-02;1.051e+00;5.252e+01;5.252e+01
30.000990000;3.039e-02;1.943e-02;7.733e-04;6.392e-01;2.544e-02;3.039e-02;1.166e-02;4.640e-04;1.000e+01;6.556e-01;-2.072e-02;1.051e+00;5.251e+01;5.251e+01
30.001046000;3.039e-02;1.943e-02;7.650e-04;6.394e-01;2.517e-02;3.039e-02;1.166e-02;4.590e-04;1.000e+01;6.558e-01;-2.102e-02;1.051e+00;5.251e+01;5.251e+01
30.001494000;3.038e-02;1.949e-02;7.583e-04;6.414e-01;2.496e-02;3.038e-02;1.169e-02;4.550e-04;1.000e+01;6.577e-01;-2.495e-02;1.051e+00;5.249e+01;5.249e+01
30.001814000;3.039e-02;1.955e-02;8.017e-04;6.433e-01;2.637e-02;3.039e-02;1.173e-02;4.810e-04;1.000e+01;6.594e-01;-2.929e-02;1.051e+00;5.248e+01;5.248e+01
30.002006000;3.041e-02;1.960e-02;8.483e-04;6.445e-01;2.790e-02;3.041e-02;1.176e-02;5.090e-04;1.000e+01;6.606e-01;-3.248e-02;1.051e+00;5.248e+01;5.248e+01
30.002902000;3.051e-02;1.991e-02;1.238e-03;6.524e-01;4.058e-02;3.051e-02;1.194e-02;7.430e-04;1.000e+01;6.680e-01;-5.275e-02;1.051e+00;5.247e+01;5.247e+01
30.003392000;3.060e-02;2.013e-02;1.565e-03;6.577e-01;5.114e-02;3.060e-02;1.208e-02;9.390e-04;1.000e+01;6.729e-01;-6.731e-02;1.051e+00;5.246e+01;5.246e+01
30.003584000;3.064e-02;2.022e-02;1.712e-03;6.599e-01;5.586e-02;3.064e-02;1.213e-02;1.027e-03;1.000e+01;6.748e-01;-7.361e-02;1.051e+00;5.246e+01;5.246e+01
30.004783000;3.096e-02;2.086e-02;2.855e-03;6.738e-01;9.221e-02;3.096e-02;1.252e-02;1.713e-03;1.000e+01;6.867e-01;-1.199e-01;1.051e+00;5.246e+01;5.246e+01
30.005063000;3.105e-02;2.100e-02;3.170e-03;6.764e-01;1.021e-01;3.105e-02;1.260e-02;1.902e-03;1.000e+01;6.885e-01;-1.323e-01;1.051e+00;5.245e+01;5.245e+01
30.005175000;3.109e-02;2.105e-02;3.302e-03;6.772e-01;1.062e-01;3.109e-02;1.263e-02;1.981e-03;1.000e+01;6.890e-01;-1.374e-01;1.051e+00;5.245e+01;5.245e+01
30.005557000;3.122e-02;2.120e-02;3.758e-03;6.790e-01;1.204e-01;3.122e-02;1.272e-02;2.255e-03;1.000e+01;6.895e-01;-1.553e-01;1.051e+00;5.243e+01;5.243e+01
30.010500000;3.271e-02;2.313e-02;9.238e-03;7.074e-01;2.825e-01;3.271e-02;1.388e-02;5.543e-03;1.000e+01;6.902e-01;-3.622e-01;1.051e+00;5.218e+01;5.218e+01
30.010756000;3.277e-02;2.324e-02;9.493e-03;7.092e-01;2.897e-01;3.277e-02;1.395e-02;5.696e-03;1.000e+01;6.902e-01;-3.716e-01;1.051e+00;5.217e+01;5.217e+01
30.011524000;3.296e-02;2.356e-02;1.024e-02;7.149e-01;3.107e-01;3.296e-02;1.414e-02;6.145e-03;1.000e+01;6.903e-01;-3.990e-01;1.051e+00;5.213e+01;5.213e+01
30.011780000;3.302e-02;2.367e-02;1.048e-02;7.169e-01;3.175e-01;3.302e-02;1.420e-02;6.291e-03;1.000e+01;6.904e-01;-4.079e-01;1.051e+00;5.212e+01;5.212e+01
30.017156000;3.407e-02;2.594e-02;1.494e-02;7.613e-01;4.385e-01;3.407e-02;1.556e-02;8.965e-03;1.000e+01;6.909e-01;-5.711e-01;1.051e+00;5.189e+01;5.189e+01
30.017924000;3.419e-02;2.626e-02;1.548e-02;7.679e-01;4.527e-01;3.419e-02;1.576e-02;9.288e-03;1.000e+01;6.910e-01;-5.910e-01;1.051e+00;5.186e+01;5.186e+01
