time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_InjectedCurrent
0.000000000;1.044e+00;1.250e+00;-1.261e-07;1.197e+00;-1.207e-07;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.197e+00
0.000001000;1.044e+00;1.250e+00;-7.070e-07;1.197e+00;-6.769e-07;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.197e+00
0.000002000;1.044e+00;1.250e+00;-1.288e-06;1.197e+00;-1.233e-06;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.197e+00
0.000004000;1.044e+00;1.250e+00;-2.450e-06;1.197e+00;-2.345e-06;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.197e+00
0.000008000;1.044e+00;1.250e+00;-6.667e-06;1.197e+00;-6.383e-06;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.197e+00
0.000016000;1.044e+00;1.250e+00;-1.321e-05;1.197e+00;-1.264e-05;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.197e+00
0.000032000;1.044e+00;1.250e+00;-2.520e-05;1.196e+00;-2.413e-05;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.196e+00
0.000064000;1.044e+00;1.249e+00;-4.824e-05;1.196e+00;-4.619e-05;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.196e+00
0.000128000;1.044e+00;1.248e+00;-8.982e-05;1.195e+00;-8.600e-05;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.195e+00;-3.350e-02;1.195e+00
0.000256000;1.044e+00;1.247e+00;-1.564e-04;1.194e+00;-1.498e-04;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.193e+00;-3.350e-02;1.194e+00
0.000512000;1.044e+00;1.244e+00;-2.350e-04;1.191e+00;-2.250e-04;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.190e+00;-3.351e-02;1.191e+00
0.001024000;1.044e+00;1.237e+00;-2.307e-04;1.185e+00;-2.209e-04;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.184e+00;-3.353e-02;1.185e+00
0.001536000;1.044e+00;1.231e+00;-7.137e-05;1.179e+00;-6.834e-05;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.179e+00;-3.355e-02;1.179e+00
0.002048000;1.044e+00;1.226e+00;1.835e-04;1.173e+00;1.757e-04;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.173e+00;-3.358e-02;1.173e+00
0.002560000;1.044e+00;1.220e+00;4.884e-04;1.168e+00;4.676e-04;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.168e+00;-3.361e-02;1.168e+00
0.003072000;1.044e+00;1.214e+00;8.203e-04;1.163e+00;7.853e-04;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.162e+00;-3.363e-02;1.163e+00
0.004096000;1.045e+00;1.204e+00;1.491e-03;1.152e+00;1.428e-03;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.152e+00;-3.368e-02;1.152e+00
0.005120000;1.045e+00;1.194e+00;2.151e-03;1.143e+00;2.059e-03;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.142e+00;-3.372e-02;1.143e+00
0.007168000;1.045e+00;1.175e+00;3.361e-03;1.125e+00;3.217e-03;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.124e+00;-3.378e-02;1.125e+00
0.009216000;1.045e+00;1.158e+00;4.427e-03;1.108e+00;4.237e-03;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.108e+00;-3.381e-02;1.108e+00
0.013312000;1.045e+00;1.128e+00;6.173e-03;1.080e+00;5.908e-03;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.080e+00;-3.382e-02;1.080e+00
0.016994000;1.045e+00;1.107e+00;7.386e-03;1.059e+00;7.069e-03;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.059e+00;-3.379e-02;1.059e+00
0.020676000;1.045e+00;1.089e+00;8.345e-03;1.042e+00;7.986e-03;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.041e+00;-3.373e-02;1.042e+00
0.024358000;1.045e+00;1.073e+00;9.105e-03;1.027e+00;8.714e-03;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.027e+00;-3.366e-02;1.027e+00
0.028041000;1.045e+00;1.061e+00;9.708e-03;1.015e+00;9.290e-03;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.015e+00;-3.358e-02;1.015e+00
0.031723000;1.045e+00;1.051e+00;1.019e-02;1.005e+00;9.752e-03;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.005e+00;-3.351e-02;1.005e+00
0.035405000;1.045e+00;1.042e+00;1.058e-02;9.970e-01;1.012e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.965e-01;-3.345e-02;9.971e-01
0.039087000;1.045e+00;1.035e+00;1.090e-02;9.901e-01;1.043e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.896e-01;-3.339e-02;9.902e-01
0.042769000;1.045e+00;1.029e+00;1.115e-02;9.844e-01;1.067e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.839e-01;-3.334e-02;9.845e-01
0.046451000;1.045e+00;1.024e+00;1.136e-02;9.797e-01;1.087e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.792e-01;-3.330e-02;9.798e-01
0.050133000;1.045e+00;1.020e+00;1.153e-02;9.758e-01;1.103e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.753e-01;-3.326e-02;9.758e-01
0.053816000;1.045e+00;1.016e+00;1.167e-02;9.725e-01;1.117e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.720e-01;-3.323e-02;9.726e-01
0.061180000;1.045e+00;1.011e+00;1.188e-02;9.675e-01;1.137e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.670e-01;-3.319e-02;9.675e-01
0.068544000;1.045e+00;1.007e+00;1.203e-02;9.640e-01;1.151e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.635e-01;-3.315e-02;9.641e-01
0.075908000;1.045e+00;1.005e+00;1.213e-02;9.616e-01;1.161e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.611e-01;-3.313e-02;9.617e-01
