time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_InjectedCurrent
0.000000000;1.045e+00;1.263e+00;1.158e-03;1.209e+00;1.109e-03;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.196e+00;-3.350e-02;1.197e+00
0.010000000;1.045e+00;1.167e+00;3.891e-03;1.117e+00;3.725e-03;1.045e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.116e+00;-3.367e-02;1.117e+00
0.020000000;1.045e+00;1.111e+00;6.982e-03;1.064e+00;6.682e-03;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.063e+00;-3.365e-02;1.064e+00
0.030000000;1.045e+00;1.074e+00;8.930e-03;1.028e+00;8.546e-03;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.028e+00;-3.355e-02;1.028e+00
0.040000000;1.045e+00;1.050e+00;1.014e-02;1.004e+00;9.708e-03;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;1.004e+00;-3.343e-02;1.004e+00
0.050000000;1.045e+00;1.033e+00;1.091e-02;9.885e-01;1.044e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.879e-01;-3.334e-02;9.885e-01
0.060000000;1.045e+00;1.022e+00;1.141e-02;9.779e-01;1.091e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.774e-01;-3.326e-02;9.779e-01
0.070000000;1.045e+00;1.015e+00;1.172e-02;9.708e-01;1.122e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.703e-01;-3.321e-02;9.709e-01
0.080000000;1.045e+00;1.010e+00;1.193e-02;9.661e-01;1.142e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.656e-01;-3.317e-02;9.662e-01
0.090000000;1.045e+00;1.006e+00;1.207e-02;9.629e-01;1.155e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.624e-01;-3.315e-02;9.630e-01
0.100000000;1.045e+00;1.004e+00;1.216e-02;9.608e-01;1.163e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.603e-01;-3.313e-02;9.609e-01
0.110000000;1.045e+00;1.003e+00;1.229e-02;9.594e-01;1.176e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.589e-01;-3.313e-02;9.595e-01
0.120000000;1.045e+00;1.002e+00;1.230e-02;9.585e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.580e-01;-3.312e-02;9.586e-01
0.130000000;1.045e+00;1.001e+00;1.231e-02;9.579e-01;1.178e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.574e-01;-3.312e-02;9.580e-01
0.140000000;1.045e+00;1.001e+00;1.231e-02;9.575e-01;1.178e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.570e-01;-3.312e-02;9.575e-01
0.150000000;1.045e+00;1.000e+00;1.232e-02;9.572e-01;1.179e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.567e-01;-3.312e-02;9.573e-01
0.160000000;1.045e+00;1.000e+00;1.232e-02;9.570e-01;1.179e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.565e-01;-3.312e-02;9.571e-01
0.170000000;1.045e+00;1.000e+00;1.232e-02;9.569e-01;1.179e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.564e-01;-3.312e-02;9.570e-01
0.180000000;1.045e+00;9.999e-01;1.232e-02;9.568e-01;1.179e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.563e-01;-3.312e-02;9.569e-01
0.190000000;1.045e+00;9.999e-01;1.232e-02;9.567e-01;1.179e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.562e-01;-3.312e-02;9.568e-01
0.200000000;1.045e+00;9.998e-01;1.232e-02;9.567e-01;1.179e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.562e-01;-3.312e-02;9.568e-01
0.210000000;1.045e+00;9.998e-01;1.232e-02;9.567e-01;1.178e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.562e-01;-3.312e-02;9.568e-01
0.220000000;1.045e+00;9.998e-01;1.231e-02;9.567e-01;1.178e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.562e-01;-3.313e-02;9.567e-01
0.230000000;1.045e+00;9.998e-01;1.231e-02;9.567e-01;1.178e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.562e-01;-3.313e-02;9.567e-01
0.240000000;1.045e+00;9.998e-01;1.231e-02;9.566e-01;1.178e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.313e-02;9.567e-01
0.250000000;1.045e+00;9.998e-01;1.231e-02;9.566e-01;1.178e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.313e-02;9.567e-01
0.260000000;1.045e+00;9.998e-01;1.231e-02;9.566e-01;1.178e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.313e-02;9.567e-01
0.270000000;1.045e+00;9.998e-01;1.231e-02;9.566e-01;1.178e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.313e-02;9.567e-01
0.280000000;1.045e+00;9.998e-01;1.231e-02;9.566e-01;1.178e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.313e-02;9.567e-01
0.290000000;1.045e+00;9.998e-01;1.231e-02;9.566e-01;1.178e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.313e-02;9.567e-01
0.300000000;1.045e+00;9.998e-01;1.231e-02;9.566e-01;1.178e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.314e-02;9.567e-01
0.310000000;1.045e+00;9.998e-01;1.231e-02;9.566e-01;1.178e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.314e-02;9.567e-01
0.320000000;1.045e+00;9.998e-01;1.231e-02;9.566e-01;1.178e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.314e-02;9.567e-01
0.330000000;1.045e+00;9.997e-01;1.231e-02;9.566e-01;1.178e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.314e-02;9.567e-01
0.340000000;1.045e+00;9.997e-01;1.231e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.314e-02;9.567e-01
0.350000000;1.045e+00;9.997e-01;1.231e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.314e-02;9.567e-01
0.360000000;1.045e+00;9.997e-01;1.231e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.314e-02;9.567e-01
0.370000000;1.045e+00;9.997e-01;1.231e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.314e-02;9.567e-01
0.380000000;1.045e+00;9.997e-01;1.231e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.314e-02;9.567e-01
0.390000000;1.045e+00;9.997e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.314e-02;9.567e-01
0.400000000;1.045e+00;9.998e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.315e-02;9.567e-01
0.410000000;1.045e+00;9.998e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.315e-02;9.567e-01
0.420000000;1.045e+00;9.998e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.315e-02;9.567e-01
0.430000000;1.045e+00;9.998e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.315e-02;9.567e-01
0.440000000;1.045e+00;9.998e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.315e-02;9.567e-01
0.450000000;1.045e+00;9.998e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.315e-02;9.567e-01
0.460000000;1.045e+00;9.998e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.315e-02;9.567e-01
0.470000000;1.045e+00;9.998e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.315e-02;9.567e-01
0.480000000;1.045e+00;9.998e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.315e-02;9.567e-01
0.490000000;1.045e+00;9.998e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.315e-02;9.567e-01
0.500000000;1.045e+00;9.998e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.315e-02;9.567e-01
0.510000000;1.045e+00;9.998e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.315e-02;9.567e-01
0.520000000;1.045e+00;9.998e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.315e-02;9.567e-01
0.530000000;1.045e+00;9.998e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.315e-02;9.567e-01
0.540000000;1.045e+00;9.998e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.315e-02;9.567e-01
0.550000000;1.045e+00;9.998e-01;1.230e-02;9.566e-01;1.177e-02;1.046e+00;1.000e+01;1.250e+00;3.502e-02;3.502e-02;9.561e-01;-3.315e-02;9.567e-01
