time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_InjectedCurrent
0.001792000;1.046e+00;-1.233e+00;-1.818e-03;-1.179e+00;-1.738e-03;1.046e+00;1.000e+01;-1.250e+00;1.045e+00;-1.178e+00;-3.352e-02;1.179e+00
0.002304000;1.046e+00;-1.228e+00;-1.713e-03;-1.174e+00;-1.637e-03;1.046e+00;1.000e+01;-1.250e+00;1.045e+00;-1.173e+00;-3.352e-02;1.174e+00
0.002816000;1.047e+00;-1.224e+00;-1.509e-03;-1.169e+00;-1.441e-03;1.047e+00;1.000e+01;-1.250e+00;1.045e+00;-1.168e+00;-3.351e-02;1.169e+00
0.003328000;1.048e+00;-1.219e+00;-1.250e-03;-1.164e+00;-1.193e-03;1.048e+00;1.000e+01;-1.250e+00;1.045e+00;-1.163e+00;-3.350e-02;1.164e+00
0.003840000;1.048e+00;-1.214e+00;-9.618e-04;-1.158e+00;-9.176e-04;1.048e+00;1.000e+01;-1.250e+00;1.045e+00;-1.158e+00;-3.349e-02;1.158e+00
0.004352000;1.049e+00;-1.210e+00;-6.632e-04;-1.153e+00;-6.324e-04;1.049e+00;1.000e+01;-1.250e+00;1.045e+00;-1.153e+00;-3.347e-02;1.153e+00
0.004864000;1.049e+00;-1.205e+00;-3.594e-04;-1.148e+00;-3.424e-04;1.049e+00;1.000e+01;-1.250e+00;1.045e+00;-1.148e+00;-3.345e-02;1.148e+00
0.005376000;1.050e+00;-1.200e+00;-5.656e-05;-1.143e+00;-5.387e-05;1.050e+00;1.000e+01;-1.250e+00;1.045e+00;-1.143e+00;-3.343e-02;1.143e+00
0.006400000;1.051e+00;-1.191e+00;5.312e-04;-1.133e+00;5.054e-04;1.051e+00;1.000e+01;-1.250e+00;1.045e+00;-1.132e+00;-3.336e-02;1.133e+00
0.007322000;1.052e+00;-1.182e+00;1.040e-03;-1.124e+00;9.887e-04;1.052e+00;1.000e+01;-1.250e+00;1.045e+00;-1.123e+00;-3.329e-02;1.124e+00
0.008243000;1.053e+00;-1.174e+00;1.523e-03;-1.114e+00;1.446e-03;1.053e+00;1.000e+01;-1.250e+00;1.045e+00;-1.114e+00;-3.319e-02;1.114e+00
0.009165000;1.054e+00;-1.165e+00;1.977e-03;-1.105e+00;1.876e-03;1.054e+00;1.000e+01;-1.250e+00;1.045e+00;-1.105e+00;-3.307e-02;1.105e+00
0.010086000;1.055e+00;-1.157e+00;2.405e-03;-1.096e+00;2.279e-03;1.055e+00;1.000e+01;-1.250e+00;1.045e+00;-1.095e+00;-3.293e-02;1.096e+00
0.011008000;1.056e+00;-1.148e+00;2.802e-03;-1.087e+00;2.652e-03;1.056e+00;1.000e+01;-1.250e+00;1.045e+00;-1.086e+00;-3.277e-02;1.087e+00
0.011930000;1.057e+00;-1.139e+00;3.169e-03;-1.078e+00;2.997e-03;1.057e+00;1.000e+01;-1.250e+00;1.045e+00;-1.077e+00;-3.258e-02;1.078e+00
0.012237000;1.058e+00;-1.136e+00;3.284e-03;-1.074e+00;3.105e-03;1.058e+00;1.000e+01;-1.250e+00;1.045e+00;-1.074e+00;-3.251e-02;1.074e+00
0.012238000;1.058e+00;-1.136e+00;3.285e-03;-1.074e+00;3.106e-03;1.058e+00;1.000e+01;-1.250e+00;1.045e+00;-1.074e+00;-3.251e-02;1.074e+00
0.012239000;1.058e+00;-1.136e+00;3.286e-03;-1.074e+00;3.107e-03;1.058e+00;1.000e+01;-1.250e+00;1.045e+00;-1.074e+00;-3.251e-02;1.074e+00
0.012241000;1.058e+00;-1.136e+00;3.286e-03;-1.074e+00;3.107e-03;1.058e+00;1.000e+01;-1.250e+00;1.045e+00;-1.074e+00;-3.251e-02;1.074e+00
0.012245000;1.058e+00;-1.136e+00;3.287e-03;-1.074e+00;3.108e-03;1.058e+00;1.000e+01;-1.250e+00;1.045e+00;-1.074e+00;-3.251e-02;1.074e+00
0.012253000;1.058e+00;-1.136e+00;3.291e-03;-1.074e+00;3.112e-03;1.058e+00;1.000e+01;-1.250e+00;1.045e+00;-1.074e+00;-3.251e-02;1.074e+00
0.012269000;1.058e+00;-1.136e+00;3.296e-03;-1.074e+00;3.117e-03;1.058e+00;1.000e+01;-1.250e+00;1.045e+00;-1.074e+00;-3.250e-02;1.074e+00
0.012301000;1.058e+00;-1.136e+00;3.309e-03;-1.074e+00;3.128e-03;1.058e+00;1.000e+01;-1.250e+00;1.045e+00;-1.073e+00;-3.250e-02;1.074e+00
0.012365000;1.058e+00;-1.135e+00;3.331e-03;-1.073e+00;3.149e-03;1.058e+00;1.000e+01;-1.250e+00;1.045e+00;-1.073e+00;-3.248e-02;1.073e+00
0.012493000;1.058e+00;-1.134e+00;3.376e-03;-1.072e+00;3.191e-03;1.058e+00;1.000e+01;-1.250e+00;1.045e+00;-1.071e+00;-3.245e-02;1.072e+00
0.012749000;1.058e+00;-1.132e+00;3.460e-03;-1.069e+00;3.269e-03;1.058e+00;1.000e+01;-1.250e+00;1.045e+00;-1.069e+00;-3.238e-02;1.069e+00
0.013261000;1.059e+00;-1.127e+00;3.602e-03;-1.064e+00;3.402e-03;1.059e+00;1.000e+01;-1.250e+00;1.045e+00;-1.064e+00;-3.223e-02;1.064e+00
0.014285000;1.060e+00;-1.117e+00;3.797e-03;-1.054e+00;3.583e-03;1.060e+00;1.000e+01;-1.250e+00;1.045e+00;-1.053e+00;-3.183e-02;1.054e+00
0.015309000;1.061e+00;-1.107e+00;3.870e-03;-1.044e+00;3.648e-03;1.061e+00;1.000e+01;-1.250e+00;1.045e+00;-1.043e+00;-3.134e-02;1.044e+00
0.016333000;1.062e+00;-1.097e+00;3.827e-03;-1.033e+00;3.604e-03;1.062e+00;1.000e+01;-1.250e+00;1.045e+00;-1.033e+00;-3.073e-02;1.033e+00
0.017357000;1.063e+00;-1.087e+00;3.670e-03;-1.023e+00;3.453e-03;1.063e+00;1.000e+01;-1.250e+00;1.045e+00;-1.023e+00;-3.003e-02;1.023e+00
0.018381000;1.064e+00;-1.077e+00;3.404e-03;-1.013e+00;3.200e-03;1.064e+00;1.000e+01;-1.250e+00;1.045e+00;-1.013e+00;-2.924e-02;1.013e+00
0.019405000;1.064e+00;-1.067e+00;3.032e-03;-1.003e+00;2.849e-03;1.064e+00;1.000e+01;-1.250e+00;1.045e+00;-1.002e+00;-2.835e-02;1.003e+00
0.020429000;1.065e+00;-1.057e+00;2.562e-03;-9.924e-01;2.405e-03;1.065e+00;1.000e+01;-1.250e+00;1.045e+00;-9.920e-01;-2.737e-02;9.924e-01
0.021453000;1.066e+00;-1.047e+00;1.997e-03;-9.822e-01;1.874e-03;1.066e+00;1.000e+01;-1.250e+00;1.045e+00;-9.818e-01;-2.632e-02;9.822e-01
0.022477000;1.067e+00;-1.037e+00;1.344e-03;-9.719e-01;1.260e-03;1.067e+00;1.000e+01;-1.250e+00;1.045e+00;-9.716e-01;-2.519e-02;9.719e-01
0.023501000;1.068e+00;-1.027e+00;6.064e-04;-9.616e-01;5.681e-04;1.068e+00;1.000e+01;-1.250e+00;1.045e+00;-9.613e-01;-2.399e-02;9.616e-01
0.024525000;1.068e+00;-1.016e+00;-2.077e-04;-9.514e-01;-1.944e-04;1.068e+00;1.000e+01;-1.250e+00;1.045e+00;-9.511e-01;-2.272e-02;9.514e-01
0.026573000;1.070e+00;-9.956e-01;-2.039e-03;-9.308e-01;-1.907e-03;1.070e+00;1.000e+01;-1.250e+00;1.045e+00;-9.306e-01;-2.002e-02;9.308e-01
0.028416000;1.071e+00;-9.769e-01;-3.896e-03;-9.123e-01;-3.639e-03;1.071e+00;1.000e+01;-1.250e+00;1.045e+00;-9.122e-01;-1.741e-02;9.123e-01
0.030260000;1.072e+00;-9.580e-01;-5.922e-03;-8.938e-01;-5.525e-03;1.072e+00;1.000e+01;-1.250e+00;1.045e+00;-8.937e-01;-1.468e-02;8.939e-01
0.032103000;1.073e+00;-9.391e-01;-8.087e-03;-8.754e-01;-7.538e-03;1.073e+00;1.000e+01;-1.250e+00;1.045e+00;-8.753e-01;-1.184e-02;8.754e-01
0.033946000;1.074e+00;-9.201e-01;-1.037e-02;-8.569e-01;-9.654e-03;1.074e+00;1.000e+01;-1.250e+00;1.045e+00;-8.569e-01;-8.910e-03;8.569e-01
0.035789000;1.075e+00;-9.010e-01;-1.274e-02;-8.384e-01;-1.185e-02;1.074e+00;1.000e+01;-1.250e+00;1.045e+00;-8.384e-01;-5.921e-03;8.385e-01
0.037632000;1.076e+00;-8.819e-01;-1.518e-02;-8.199e-01;-1.411e-02;1.075e+00;1.000e+01;-1.250e+00;1.045e+00;-8.200e-01;-2.890e-03;8.200e-01
0.039476000;1.076e+00;-8.627e-01;-1.767e-02;-8.014e-01;-1.641e-02;1.076e+00;1.000e+01;-1.250e+00;1.045e+00;-8.016e-01;1.660e-04;8.016e-01
0.041319000;1.077e+00;-8.435e-01;-2.019e-02;-7.829e-01;-1.874e-02;1.077e+00;1.000e+01;-1.250e+00;1.045e+00;-7.832e-01;3.232e-03;7.832e-01
0.043162000;1.078e+00;-8.242e-01;-2.273e-02;-7.645e-01;-2.108e-02;1.078e+00;1.000e+01;-1.250e+00;1.045e+00;-7.647e-01;6.295e-03;7.647e-01
0.045005000;1.079e+00;-8.048e-01;-2.528e-02;-7.460e-01;-2.343e-02;1.078e+00;1.000e+01;-1.250e+00;1.045e+00;-7.463e-01;9.343e-03;7.463e-01
0.046848000;1.080e+00;-7.854e-01;-2.783e-02;-7.275e-01;-2.577e-02;1.079e+00;1.000e+01;-1.250e+00;1.045e+00;-7.279e-01;1.237e-02;7.280e-01
0.048692000;1.080e+00;-7.660e-01;-3.036e-02;-7.090e-01;-2.810e-02;1.080e+00;1.000e+01;-1.250e+00;1.045e+00;-7.094e-01;1.536e-02;7.096e-01
0.050535000;1.081e+00;-7.466e-01;-3.288e-02;-6.906e-01;-3.041e-02;1.080e+00;1.000e+01;-1.250e+00;1.045e+00;-6.910e-01;1.832e-02;6.912e-01
0.052378000;1.082e+00;-7.271e-01;-3.537e-02;-6.721e-01;-3.270e-02;1.081e+00;1.000e+01;-1.250e+00;1.045e+00;-6.726e-01;2.123e-02;6.729e-01
0.056064000;1.083e+00;-6.880e-01;-4.027e-02;-6.352e-01;-3.718e-02;1.082e+00;1.000e+01;-1.250e+00;1.045e+00;-6.357e-01;2.691e-02;6.363e-01
0.059751000;1.084e+00;-6.488e-01;-4.503e-02;-5.983e-01;-4.152e-02;1.083e+00;1.000e+01;-1.250e+00;1.045e+00;-5.988e-01;3.239e-02;5.997e-01
0.063437000;1.086e+00;-6.095e-01;-4.964e-02;-5.614e-01;-4.572e-02;1.084e+00;1.000e+01;-1.250e+00;1.045e+00;-5.620e-01;3.766e-02;5.632e-01
0.067124000;1.087e+00;-5.700e-01;-5.410e-02;-5.245e-01;-4.978e-02;1.086e+00;1.000e+01;-1.250e+00;1.045e+00;-5.251e-01;4.272e-02;5.268e-01
0.074496000;1.089e+00;-4.909e-01;-6.259e-02;-4.507e-01;-5.747e-02;1.088e+00;1.000e+01;-1.250e+00;1.045e+00;-4.514e-01;5.220e-02;4.544e-01
0.081869000;1.091e+00;-4.113e-01;-7.051e-02;-3.770e-01;-6.463e-02;1.089e+00;1.000e+01;-1.250e+00;1.045e+00;-3.776e-01;6.089e-02;3.825e-01
0.089242000;1.093e+00;-3.315e-01;-7.790e-02;-3.033e-01;-7.129e-02;1.091e+00;1.000e+01;-1.250e+00;1.045e+00;-3.039e-01;6.881e-02;3.116e-01
0.096615000;1.094e+00;-2.514e-01;-8.479e-02;-2.297e-01;-7.748e-02;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-2.302e-01;7.600e-02;2.424e-01
0.098634000;1.095e+00;-2.294e-01;-8.659e-02;-2.095e-01;-7.910e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-2.100e-01;7.784e-02;2.240e-01
0.100108000;1.095e+00;-2.136e-01;-8.788e-02;-1.950e-01;-8.025e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-1.955e-01;7.916e-02;2.109e-01
0.101582000;1.095e+00;-1.985e-01;-8.914e-02;-1.813e-01;-8.139e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-1.817e-01;8.045e-02;1.987e-01
0.102799000;1.095e+00;-1.869e-01;-9.015e-02;-1.706e-01;-8.231e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-1.710e-01;8.149e-02;1.894e-01
0.104015000;1.095e+00;-1.759e-01;-9.116e-02;-1.605e-01;-8.322e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-1.609e-01;8.250e-02;1.808e-01
0.105231000;1.096e+00;-1.655e-01;-9.216e-02;-1.511e-01;-8.412e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-1.514e-01;8.350e-02;1.729e-01
0.107664000;1.096e+00;-1.465e-01;-9.412e-02;-1.337e-01;-8.589e-02;1.094e+00;1.000e+01;-1.250e+00;1.045e+00;-1.340e-01;8.543e-02;1.589e-01
0.109854000;1.096e+00;-1.313e-01;-9.581e-02;-1.198e-01;-8.743e-02;1.094e+00;1.000e+01;-1.250e+00;1.045e+00;-1.201e-01;8.708e-02;1.483e-01
0.112043000;1.096e+00;-1.176e-01;-9.742e-02;-1.074e-01;-8.891e-02;1.094e+00;1.000e+01;-1.250e+00;1.045e+00;-1.076e-01;8.864e-02;1.394e-01
0.114014000;1.096e+00;-1.066e-01;-9.881e-02;-9.726e-02;-9.017e-02;1.094e+00;1.000e+01;-1.250e+00;1.045e+00;-9.746e-02;8.996e-02;1.326e-01
0.115984000;1.096e+00;-9.656e-02;-1.001e-01;-8.812e-02;-9.136e-02;1.094e+00;1.000e+01;-1.250e+00;1.045e+00;-8.829e-02;9.120e-02;1.269e-01
0.117955000;1.096e+00;-8.748e-02;-1.013e-01;-7.984e-02;-9.248e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-7.998e-02;9.236e-02;1.222e-01
0.119925000;1.096e+00;-7.925e-02;-1.025e-01;-7.233e-02;-9.353e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-7.245e-02;9.344e-02;1.182e-01
0.121896000;1.096e+00;-7.180e-02;-1.035e-01;-6.553e-02;-9.451e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-6.563e-02;9.444e-02;1.150e-01
0.123866000;1.096e+00;-6.505e-02;-1.045e-01;-5.938e-02;-9.541e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-5.945e-02;9.536e-02;1.124e-01
0.125837000;1.096e+00;-5.894e-02;-1.054e-01;-5.380e-02;-9.623e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-5.386e-02;9.620e-02;1.102e-01
0.127807000;1.095e+00;-5.340e-02;-1.062e-01;-4.875e-02;-9.699e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-4.879e-02;9.696e-02;1.085e-01
0.129778000;1.095e+00;-4.838e-02;-1.070e-01;-4.417e-02;-9.767e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-4.420e-02;9.766e-02;1.072e-01
0.131748000;1.095e+00;-4.384e-02;-1.077e-01;-4.002e-02;-9.830e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-4.004e-02;9.829e-02;1.061e-01
0.133719000;1.095e+00;-3.973e-02;-1.083e-01;-3.627e-02;-9.886e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-3.627e-02;9.886e-02;1.053e-01
0.135689000;1.095e+00;-3.600e-02;-1.088e-01;-3.287e-02;-9.936e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-3.286e-02;9.936e-02;1.047e-01
0.137660000;1.095e+00;-3.262e-02;-1.093e-01;-2.978e-02;-9.982e-02;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-2.976e-02;9.982e-02;1.042e-01
0.139630000;1.095e+00;-2.956e-02;-1.098e-01;-2.699e-02;-1.002e-01;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-2.697e-02;1.002e-01;1.038e-01
0.141601000;1.095e+00;-2.680e-02;-1.102e-01;-2.447e-02;-1.006e-01;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-2.443e-02;1.006e-01;1.035e-01
0.143571000;1.095e+00;-2.429e-02;-1.105e-01;-2.218e-02;-1.009e-01;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-2.213e-02;1.009e-01;1.033e-01
0.145542000;1.095e+00;-2.201e-02;-1.108e-01;-2.010e-02;-1.012e-01;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-2.005e-02;1.012e-01;1.032e-01
0.147512000;1.095e+00;-1.996e-02;-1.111e-01;-1.822e-02;-1.015e-01;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-1.817e-02;1.015e-01;1.031e-01
0.149483000;1.095e+00;-1.809e-02;-1.114e-01;-1.652e-02;-1.017e-01;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-1.646e-02;1.017e-01;1.030e-01
0.151453000;1.095e+00;-1.641e-02;-1.116e-01;-1.498e-02;-1.019e-01;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-1.491e-02;1.019e-01;1.030e-01
0.153424000;1.095e+00;-1.488e-02;-1.118e-01;-1.359e-02;-1.021e-01;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-1.351e-02;1.021e-01;1.030e-01
0.155394000;1.095e+00;-1.349e-02;-1.120e-01;-1.232e-02;-1.022e-01;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-1.225e-02;1.023e-01;1.030e-01
0.157365000;1.095e+00;-1.223e-02;-1.121e-01;-1.117e-02;-1.024e-01;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-1.110e-02;1.024e-01;1.030e-01
0.159335000;1.095e+00;-1.110e-02;-1.123e-01;-1.013e-02;-1.025e-01;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-1.005e-02;1.025e-01;1.030e-01
0.161306000;1.095e+00;-1.006e-02;-1.124e-01;-9.189e-03;-1.027e-01;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-9.108e-03;1.027e-01;1.031e-01
0.163276000;1.095e+00;-9.128e-03;-1.125e-01;-8.336e-03;-1.028e-01;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-8.252e-03;1.028e-01;1.031e-01
0.165247000;1.095e+00;-8.280e-03;-1.127e-01;-7.562e-03;-1.029e-01;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-7.478e-03;1.029e-01;1.032e-01
0.167217000;1.095e+00;-7.513e-03;-1.128e-01;-6.861e-03;-1.030e-01;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-6.775e-03;1.030e-01;1.032e-01
0.169188000;1.095e+00;-6.819e-03;-1.129e-01;-6.227e-03;-1.031e-01;1.093e+00;1.000e+01;-1.250e+00;1.045e+00;-6.139e-03;1.031e-01;1.033e-01
0.171159000;1.095e+00;-6.188e-03;-1.129e-01;-5.651e-03;-1.031e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-5.563e-03;1.032e-01;1.033e-01
0.173129000;1.095e+00;-5.617e-03;-1.130e-01;-5.129e-03;-1.032e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-5.040e-03;1.032e-01;1.034e-01
0.175100000;1.095e+00;-5.098e-03;-1.131e-01;-4.656e-03;-1.033e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-4.567e-03;1.033e-01;1.034e-01
0.177070000;1.095e+00;-4.630e-03;-1.132e-01;-4.228e-03;-1.034e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-4.138e-03;1.034e-01;1.035e-01
0.179041000;1.095e+00;-4.205e-03;-1.133e-01;-3.840e-03;-1.034e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-3.750e-03;1.034e-01;1.035e-01
0.181011000;1.095e+00;-3.819e-03;-1.133e-01;-3.488e-03;-1.035e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-3.398e-03;1.035e-01;1.036e-01
0.182982000;1.095e+00;-3.469e-03;-1.134e-01;-3.168e-03;-1.036e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-3.079e-03;1.036e-01;1.036e-01
0.184952000;1.095e+00;-3.153e-03;-1.135e-01;-2.879e-03;-1.036e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-2.790e-03;1.036e-01;1.037e-01
0.186923000;1.095e+00;-2.866e-03;-1.135e-01;-2.617e-03;-1.037e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-2.528e-03;1.037e-01;1.037e-01
0.188893000;1.095e+00;-2.606e-03;-1.136e-01;-2.380e-03;-1.037e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-2.290e-03;1.037e-01;1.038e-01
0.190864000;1.095e+00;-2.370e-03;-1.136e-01;-2.164e-03;-1.038e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-2.075e-03;1.038e-01;1.038e-01
0.192834000;1.095e+00;-2.156e-03;-1.137e-01;-1.969e-03;-1.038e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-1.880e-03;1.038e-01;1.039e-01
0.196775000;1.095e+00;-1.783e-03;-1.138e-01;-1.629e-03;-1.039e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-1.541e-03;1.039e-01;1.039e-01
0.200322000;1.095e+00;-1.506e-03;-1.139e-01;-1.375e-03;-1.040e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-1.288e-03;1.040e-01;1.040e-01
0.203869000;1.095e+00;-1.272e-03;-1.140e-01;-1.161e-03;-1.041e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-1.076e-03;1.041e-01;1.041e-01
0.207416000;1.095e+00;-1.076e-03;-1.141e-01;-9.832e-04;-1.042e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-8.990e-04;1.042e-01;1.042e-01
0.210963000;1.095e+00;-9.133e-04;-1.141e-01;-8.342e-04;-1.043e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-7.510e-04;1.043e-01;1.043e-01
0.214510000;1.095e+00;-7.763e-04;-1.142e-01;-7.090e-04;-1.043e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-6.270e-04;1.043e-01;1.043e-01
0.218057000;1.095e+00;-6.599e-04;-1.143e-01;-6.027e-04;-1.044e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-5.240e-04;1.044e-01;1.044e-01
0.221604000;1.095e+00;-5.640e-04;-1.144e-01;-5.152e-04;-1.045e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-4.380e-04;1.045e-01;1.045e-01
0.225151000;1.095e+00;-4.832e-04;-1.144e-01;-4.413e-04;-1.045e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-3.650e-04;1.045e-01;1.045e-01
0.228698000;1.095e+00;-4.173e-04;-1.145e-01;-3.812e-04;-1.046e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-3.050e-04;1.046e-01;1.046e-01
0.232244000;1.095e+00;-3.589e-04;-1.146e-01;-3.279e-04;-1.047e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-2.550e-04;1.047e-01;1.047e-01
0.235791000;1.095e+00;-3.118e-04;-1.147e-01;-2.848e-04;-1.047e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-2.130e-04;1.047e-01;1.047e-01
0.239338000;1.095e+00;-2.721e-04;-1.147e-01;-2.486e-04;-1.048e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-1.780e-04;1.048e-01;1.048e-01
0.242885000;1.095e+00;-2.381e-04;-1.148e-01;-2.175e-04;-1.049e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-1.490e-04;1.049e-01;1.049e-01
0.246432000;1.095e+00;-2.096e-04;-1.149e-01;-1.915e-04;-1.049e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-1.240e-04;1.049e-01;1.049e-01
0.249979000;1.095e+00;-1.868e-04;-1.149e-01;-1.707e-04;-1.050e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-1.040e-04;1.050e-01;1.050e-01
0.253526000;1.095e+00;-1.658e-04;-1.150e-01;-1.515e-04;-1.051e-01;1.092e+00;1.000e+01;-1.250e+00;1.045e+00;-8.700e-05;1.051e-01;1.051e-01
