time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_AVRSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;-6.667e-01;-8.829e-09;-6.383e-01;-5.111e-08;1.044e+00;-4.000e-01;1.904e-08;1.000e+01;-6.222e-01;-1.704e-02;1.041e+00;5.000e+01;5.000e+01
0.034024000;1.044e+00;-6.667e-01;-1.068e-04;-6.383e-01;-1.021e-04;1.044e+00;-4.000e-01;-6.401e-05;1.000e+01;-6.222e-01;-1.694e-02;1.041e+00;5.000e+01;5.000e+01
0.035024000;1.044e+00;-6.666e-01;-1.117e-04;-6.383e-01;-1.069e-04;1.044e+00;-4.000e-01;-6.700e-05;1.000e+01;-6.222e-01;-1.694e-02;1.041e+00;5.000e+01;5.000e+01
0.064024000;1.044e+00;-6.666e-01;-2.400e-04;-6.383e-01;-2.298e-04;1.044e+00;-4.000e-01;-1.440e-04;1.000e+01;-6.222e-01;-1.682e-02;1.041e+00;5.000e+01;5.000e+01
0.067024000;1.044e+00;-6.666e-01;-2.533e-04;-6.383e-01;-2.426e-04;1.044e+00;-4.000e-01;-1.520e-04;1.000e+01;-6.222e-01;-1.680e-02;1.041e+00;5.000e+01;5.000e+01
0.072024000;1.044e+00;-6.666e-01;-2.767e-04;-6.383e-01;-2.649e-04;1.044e+00;-4.000e-01;-1.660e-04;1.000e+01;-6.222e-01;-1.678e-02;1.041e+00;5.000e+01;5.000e+01
0.101024000;1.044e+00;-6.666e-01;-4.184e-04;-6.383e-01;-4.005e-04;1.044e+00;-4.000e-01;-2.510e-04;1.000e+01;-6.222e-01;-1.665e-02;1.041e+00;5.000e+01;5.000e+01
0.102024000;1.044e+00;-6.666e-01;-4.234e-04;-6.384e-01;-4.053e-04;1.044e+00;-4.000e-01;-2.540e-04;1.000e+01;-6.222e-01;-1.664e-02;1.041e+00;5.000e+01;5.000e+01
0.135024000;1.044e+00;-6.666e-01;-5.917e-04;-6.384e-01;-5.666e-04;1.044e+00;-4.000e-01;-3.550e-04;1.000e+01;-6.222e-01;-1.648e-02;1.041e+00;5.000e+01;5.000e+01
0.136024000;1.044e+00;-6.666e-01;-5.967e-04;-6.384e-01;-5.714e-04;1.044e+00;-4.000e-01;-3.580e-04;1.000e+01;-6.223e-01;-1.648e-02;1.041e+00;5.000e+01;5.000e+01
0.182024000;1.044e+00;-6.666e-01;-8.433e-04;-6.384e-01;-8.077e-04;1.044e+00;-4.000e-01;-5.060e-04;1.000e+01;-6.223e-01;-1.624e-02;1.041e+00;5.000e+01;5.000e+01
0.189024000;1.044e+00;-6.666e-01;-8.817e-04;-6.384e-01;-8.444e-04;1.044e+00;-4.000e-01;-5.290e-04;1.000e+01;-6.223e-01;-1.621e-02;1.041e+00;5.000e+01;5.000e+01
0.200024000;1.044e+00;-6.666e-01;-9.433e-04;-6.384e-01;-9.035e-04;1.044e+00;-4.000e-01;-5.660e-04;1.000e+01;-6.223e-01;-1.615e-02;1.041e+00;5.000e+01;5.000e+01
0.201024000;1.044e+00;-6.666e-01;-9.483e-04;-6.385e-01;-9.082e-04;1.044e+00;-4.000e-01;-5.690e-04;1.000e+01;-6.223e-01;-1.614e-02;1.041e+00;5.000e+01;5.000e+01
0.223024000;1.044e+00;-6.666e-01;-1.072e-03;-6.385e-01;-1.026e-03;1.044e+00;-4.000e-01;-6.430e-04;1.000e+01;-6.223e-01;-1.603e-02;1.041e+00;5.000e+01;5.000e+01
0.224024000;1.044e+00;-6.666e-01;-1.077e-03;-6.385e-01;-1.031e-03;1.044e+00;-4.000e-01;-6.460e-04;1.000e+01;-6.224e-01;-1.602e-02;1.041e+00;5.000e+01;5.000e+01
0.289024000;1.044e+00;-6.666e-01;-1.447e-03;-6.385e-01;-1.386e-03;1.044e+00;-4.000e-01;-8.680e-04;1.000e+01;-6.224e-01;-1.567e-02;1.041e+00;5.000e+01;5.000e+01
0.290024000;1.044e+00;-6.666e-01;-1.452e-03;-6.386e-01;-1.391e-03;1.044e+00;-4.000e-01;-8.709e-04;1.000e+01;-6.224e-01;-1.566e-02;1.041e+00;5.000e+01;5.000e+01
0.305024000;1.044e+00;-6.666e-01;-1.538e-03;-6.386e-01;-1.474e-03;1.044e+00;-4.000e-01;-9.229e-04;1.000e+01;-6.224e-01;-1.558e-02;1.041e+00;5.000e+01;5.000e+01
0.306024000;1.044e+00;-6.666e-01;-1.543e-03;-6.386e-01;-1.478e-03;1.044e+00;-4.000e-01;-9.259e-04;1.000e+01;-6.225e-01;-1.558e-02;1.041e+00;5.000e+01;5.000e+01
0.374024000;1.044e+00;-6.666e-01;-1.938e-03;-6.386e-01;-1.857e-03;1.044e+00;-4.000e-01;-1.163e-03;1.000e+01;-6.225e-01;-1.520e-02;1.041e+00;5.000e+01;5.000e+01
0.375024000;1.044e+00;-6.666e-01;-1.943e-03;-6.387e-01;-1.862e-03;1.044e+00;-4.000e-01;-1.166e-03;1.000e+01;-6.225e-01;-1.520e-02;1.041e+00;5.000e+01;5.000e+01
0.383024000;1.044e+00;-6.666e-01;-1.990e-03;-6.387e-01;-1.907e-03;1.044e+00;-4.000e-01;-1.194e-03;1.000e+01;-6.225e-01;-1.515e-02;1.041e+00;5.000e+01;5.000e+01
