time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_InjectedCurrent;NetworkFrequencyPu
0.008192000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.016384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.026384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.036384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.046384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.056384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.066384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.076384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.086384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.096384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.106384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.116384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.126384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.136384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.146384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.156384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.166384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.176384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.186384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.196384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.206384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.216384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.226384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.236384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.246384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.256384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.266384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.276384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.286384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.296384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.306384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.316384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.326384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.336384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.346384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.356384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.366384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.376384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.386384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.396384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.406384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.416384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.426384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.436384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.446384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.456384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.466384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.476384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.486384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.496384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.506384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.516384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.526384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.536384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.546384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.556384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.566384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.576384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.586384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.596384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.606384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.616384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.626384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.636384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.646384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.656384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.666384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.676384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.686384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.696384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.706384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.716384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.726384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.736384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.746384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.756384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.766384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.776384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.786384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.796384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.806384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.816384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.826384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.836384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.846384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.856384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.866384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.876384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.886384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.896384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.906384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.916384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.926384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.936384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.946384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.956384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.966384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.976384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.986384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
0.996384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
1.006384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
1.016384000;9.922e-01;6.250e-01;-6.667e-01;6.299e-01;-6.719e-01;9.761e-01;1.000e+00;1.000e+01;6.252e-01;-6.459e-01;-6.459e-01;6.405e-01;6.618e-01;9.210e-01;1.000e+00
