time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_InjectedCurrent
0.002048000;1.045e+00;1.226e+00;-3.291e-03;1.173e+00;-3.149e-03;1.046e+00;1.000e+01;1.250e+00;2.101e-02;1.173e+00;-3.242e-02;1.173e+00
0.002560000;1.045e+00;1.221e+00;-3.298e-03;1.168e+00;-3.156e-03;1.046e+00;1.000e+01;1.250e+00;2.101e-02;1.168e+00;-3.221e-02;1.168e+00
0.003072000;1.046e+00;1.216e+00;-3.202e-03;1.163e+00;-3.063e-03;1.046e+00;1.000e+01;1.250e+00;2.101e-02;1.162e+00;-3.202e-02;1.163e+00
0.003584000;1.046e+00;1.211e+00;-3.048e-03;1.157e+00;-2.915e-03;1.046e+00;1.000e+01;1.250e+00;2.101e-02;1.157e+00;-3.183e-02;1.157e+00
0.004608000;1.046e+00;1.201e+00;-2.681e-03;1.147e+00;-2.562e-03;1.047e+00;1.000e+01;1.250e+00;2.101e-02;1.147e+00;-3.147e-02;1.147e+00
0.005632000;1.047e+00;1.192e+00;-2.286e-03;1.138e+00;-2.184e-03;1.048e+00;1.000e+01;1.250e+00;2.101e-02;1.137e+00;-3.112e-02;1.138e+00
0.006656000;1.048e+00;1.183e+00;-1.901e-03;1.129e+00;-1.815e-03;1.048e+00;1.000e+01;1.250e+00;2.101e-02;1.128e+00;-3.079e-02;1.129e+00
0.007680000;1.048e+00;1.174e+00;-1.543e-03;1.120e+00;-1.472e-03;1.049e+00;1.000e+01;1.250e+00;2.101e-02;1.120e+00;-3.047e-02;1.120e+00
0.008704000;1.049e+00;1.166e+00;-1.219e-03;1.112e+00;-1.162e-03;1.049e+00;1.000e+01;1.250e+00;2.101e-02;1.112e+00;-3.016e-02;1.112e+00
0.009728000;1.049e+00;1.159e+00;-9.266e-04;1.104e+00;-8.832e-04;1.050e+00;1.000e+01;1.250e+00;2.101e-02;1.104e+00;-2.986e-02;1.104e+00
0.011776000;1.050e+00;1.144e+00;-4.310e-04;1.090e+00;-4.105e-04;1.051e+00;1.000e+01;1.250e+00;2.101e-02;1.089e+00;-2.926e-02;1.090e+00
0.013619000;1.051e+00;1.132e+00;-7.521e-05;1.078e+00;-7.158e-05;1.051e+00;1.000e+01;1.250e+00;2.101e-02;1.077e+00;-2.875e-02;1.078e+00
0.015462000;1.051e+00;1.122e+00;2.076e-04;1.067e+00;1.975e-04;1.052e+00;1.000e+01;1.250e+00;2.101e-02;1.067e+00;-2.824e-02;1.067e+00
0.017306000;1.052e+00;1.112e+00;4.286e-04;1.057e+00;4.075e-04;1.052e+00;1.000e+01;1.250e+00;2.101e-02;1.057e+00;-2.776e-02;1.057e+00
0.019149000;1.052e+00;1.103e+00;5.921e-04;1.048e+00;5.627e-04;1.053e+00;1.000e+01;1.250e+00;2.101e-02;1.047e+00;-2.728e-02;1.048e+00
0.019860000;1.052e+00;1.099e+00;6.453e-04;1.044e+00;6.131e-04;1.053e+00;1.000e+01;1.250e+00;2.101e-02;1.044e+00;-2.711e-02;1.044e+00
0.019861000;1.052e+00;1.099e+00;6.426e-04;1.044e+00;6.106e-04;1.053e+00;1.000e+01;1.250e+00;2.101e-02;1.044e+00;-2.711e-02;1.044e+00
0.019862000;1.052e+00;1.099e+00;6.436e-04;1.044e+00;6.116e-04;1.053e+00;1.000e+01;1.250e+00;2.101e-02;1.044e+00;-2.711e-02;1.044e+00
0.019864000;1.052e+00;1.099e+00;6.431e-04;1.044e+00;6.111e-04;1.053e+00;1.000e+01;1.250e+00;2.101e-02;1.044e+00;-2.711e-02;1.044e+00
0.019868000;1.052e+00;1.099e+00;6.446e-04;1.044e+00;6.124e-04;1.053e+00;1.000e+01;1.250e+00;2.101e-02;1.044e+00;-2.710e-02;1.044e+00
0.019876000;1.052e+00;1.099e+00;6.425e-04;1.044e+00;6.105e-04;1.053e+00;1.000e+01;1.250e+00;2.101e-02;1.044e+00;-2.710e-02;1.044e+00
0.019892000;1.052e+00;1.099e+00;6.446e-04;1.044e+00;6.125e-04;1.053e+00;1.000e+01;1.250e+00;2.101e-02;1.044e+00;-2.710e-02;1.044e+00
0.019924000;1.052e+00;1.099e+00;6.464e-04;1.044e+00;6.141e-04;1.053e+00;1.000e+01;1.250e+00;2.101e-02;1.044e+00;-2.709e-02;1.044e+00
0.019988000;1.053e+00;1.099e+00;6.501e-04;1.044e+00;6.177e-04;1.053e+00;1.000e+01;1.250e+00;2.101e-02;1.043e+00;-2.707e-02;1.044e+00
0.020116000;1.053e+00;1.098e+00;6.585e-04;1.043e+00;6.257e-04;1.053e+00;1.000e+01;1.250e+00;2.101e-02;1.043e+00;-2.704e-02;1.043e+00
0.020372000;1.053e+00;1.097e+00;6.696e-04;1.042e+00;6.362e-04;1.053e+00;1.000e+01;1.250e+00;2.101e-02;1.042e+00;-2.698e-02;1.042e+00
0.020884000;1.053e+00;1.095e+00;6.881e-04;1.040e+00;6.537e-04;1.053e+00;1.000e+01;1.250e+00;2.101e-02;1.039e+00;-2.684e-02;1.040e+00
0.021908000;1.053e+00;1.090e+00;6.910e-04;1.035e+00;6.562e-04;1.053e+00;1.000e+01;1.250e+00;2.101e-02;1.035e+00;-2.655e-02;1.035e+00
0.023956000;1.053e+00;1.082e+00;6.005e-04;1.027e+00;5.702e-04;1.054e+00;1.000e+01;1.250e+00;2.101e-02;1.027e+00;-2.592e-02;1.027e+00
0.026004000;1.054e+00;1.074e+00;4.041e-04;1.020e+00;3.836e-04;1.054e+00;1.000e+01;1.250e+00;2.101e-02;1.020e+00;-2.525e-02;1.020e+00
0.028052000;1.054e+00;1.068e+00;1.290e-04;1.013e+00;1.224e-04;1.054e+00;1.000e+01;1.250e+00;2.101e-02;1.013e+00;-2.455e-02;1.013e+00
0.030100000;1.054e+00;1.061e+00;-1.952e-04;1.007e+00;-1.852e-04;1.054e+00;1.000e+01;1.250e+00;2.101e-02;1.007e+00;-2.386e-02;1.007e+00
0.032148000;1.054e+00;1.056e+00;-5.504e-04;1.001e+00;-5.221e-04;1.055e+00;1.000e+01;1.250e+00;2.101e-02;1.001e+00;-2.317e-02;1.001e+00
0.034196000;1.054e+00;1.050e+00;-9.156e-04;9.964e-01;-8.686e-04;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.961e-01;-2.251e-02;9.964e-01
0.036244000;1.054e+00;1.046e+00;-1.280e-03;9.918e-01;-1.215e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.915e-01;-2.187e-02;9.918e-01
0.038292000;1.054e+00;1.041e+00;-1.634e-03;9.876e-01;-1.550e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.874e-01;-2.128e-02;9.876e-01
0.040340000;1.054e+00;1.037e+00;-1.972e-03;9.839e-01;-1.870e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.836e-01;-2.073e-02;9.839e-01
0.044436000;1.055e+00;1.031e+00;-2.578e-03;9.773e-01;-2.444e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.771e-01;-1.976e-02;9.773e-01
0.048532000;1.055e+00;1.025e+00;-3.086e-03;9.719e-01;-2.926e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.717e-01;-1.896e-02;9.719e-01
0.052628000;1.055e+00;1.020e+00;-3.502e-03;9.675e-01;-3.320e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.673e-01;-1.830e-02;9.675e-01
0.056724000;1.055e+00;1.017e+00;-3.833e-03;9.638e-01;-3.634e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.637e-01;-1.778e-02;9.638e-01
0.060820000;1.055e+00;1.014e+00;-4.093e-03;9.609e-01;-3.880e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.607e-01;-1.736e-02;9.609e-01
0.064916000;1.055e+00;1.011e+00;-4.296e-03;9.584e-01;-4.072e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.583e-01;-1.703e-02;9.584e-01
0.069012000;1.055e+00;1.009e+00;-4.453e-03;9.564e-01;-4.221e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.563e-01;-1.678e-02;9.565e-01
0.073108000;1.055e+00;1.007e+00;-4.573e-03;9.548e-01;-4.335e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.547e-01;-1.657e-02;9.548e-01
0.077204000;1.055e+00;1.006e+00;-4.671e-03;9.535e-01;-4.427e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.534e-01;-1.641e-02;9.535e-01
0.081300000;1.055e+00;1.005e+00;-4.747e-03;9.524e-01;-4.499e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.523e-01;-1.628e-02;9.524e-01
0.085396000;1.055e+00;1.004e+00;-4.808e-03;9.515e-01;-4.557e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.514e-01;-1.618e-02;9.515e-01
0.089492000;1.055e+00;1.003e+00;-4.859e-03;9.508e-01;-4.605e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.507e-01;-1.609e-02;9.508e-01
0.093588000;1.055e+00;1.002e+00;-4.900e-03;9.502e-01;-4.645e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.501e-01;-1.603e-02;9.502e-01
0.101780000;1.055e+00;1.002e+00;-4.967e-03;9.493e-01;-4.708e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.492e-01;-1.593e-02;9.493e-01
0.109972000;1.055e+00;1.001e+00;-5.016e-03;9.487e-01;-4.754e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.486e-01;-1.586e-02;9.487e-01
0.118164000;1.055e+00;1.001e+00;-5.049e-03;9.483e-01;-4.785e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.482e-01;-1.582e-02;9.483e-01
0.126356000;1.055e+00;1.000e+00;-5.074e-03;9.480e-01;-4.809e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.479e-01;-1.579e-02;9.481e-01
0.134548000;1.055e+00;1.000e+00;-5.094e-03;9.479e-01;-4.828e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.478e-01;-1.577e-02;9.479e-01
0.142740000;1.055e+00;1.000e+00;-5.109e-03;9.478e-01;-4.842e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.476e-01;-1.576e-02;9.478e-01
0.152740000;1.055e+00;9.999e-01;-5.123e-03;9.477e-01;-4.855e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.476e-01;-1.576e-02;9.477e-01
0.162740000;1.055e+00;9.998e-01;-5.135e-03;9.476e-01;-4.867e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.576e-02;9.476e-01
0.172740000;1.055e+00;9.998e-01;-5.145e-03;9.476e-01;-4.876e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.576e-02;9.476e-01
0.182740000;1.055e+00;9.998e-01;-5.154e-03;9.476e-01;-4.885e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.576e-02;9.476e-01
0.192740000;1.055e+00;9.998e-01;-5.162e-03;9.476e-01;-4.893e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.576e-02;9.476e-01
0.202740000;1.055e+00;9.998e-01;-5.169e-03;9.476e-01;-4.900e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.576e-02;9.476e-01
0.212740000;1.055e+00;9.998e-01;-5.176e-03;9.476e-01;-4.906e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.577e-02;9.476e-01
0.222740000;1.055e+00;9.997e-01;-5.183e-03;9.476e-01;-4.912e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.577e-02;9.476e-01
0.232740000;1.055e+00;9.998e-01;-5.189e-03;9.476e-01;-4.919e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.577e-02;9.476e-01
0.242740000;1.055e+00;9.997e-01;-5.194e-03;9.476e-01;-4.923e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.577e-02;9.476e-01
0.252740000;1.055e+00;9.997e-01;-5.201e-03;9.476e-01;-4.929e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.577e-02;9.476e-01
0.262740000;1.055e+00;9.997e-01;-5.206e-03;9.476e-01;-4.934e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.577e-02;9.476e-01
0.272740000;1.055e+00;9.997e-01;-5.212e-03;9.476e-01;-4.940e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.282740000;1.055e+00;9.997e-01;-5.216e-03;9.476e-01;-4.944e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.292740000;1.055e+00;9.997e-01;-5.221e-03;9.476e-01;-4.948e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.302740000;1.055e+00;9.997e-01;-5.226e-03;9.476e-01;-4.953e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.312740000;1.055e+00;9.998e-01;-5.230e-03;9.476e-01;-4.957e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.322740000;1.055e+00;9.998e-01;-5.233e-03;9.476e-01;-4.960e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.332740000;1.055e+00;9.998e-01;-5.238e-03;9.476e-01;-4.965e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.342740000;1.055e+00;9.998e-01;-5.241e-03;9.476e-01;-4.968e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.352740000;1.055e+00;9.998e-01;-5.245e-03;9.476e-01;-4.972e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.362740000;1.055e+00;9.998e-01;-5.248e-03;9.476e-01;-4.975e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.372740000;1.055e+00;9.998e-01;-5.252e-03;9.476e-01;-4.978e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.382740000;1.055e+00;9.998e-01;-5.255e-03;9.476e-01;-4.981e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.392740000;1.055e+00;9.998e-01;-5.258e-03;9.476e-01;-4.984e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.402740000;1.055e+00;9.998e-01;-5.261e-03;9.476e-01;-4.987e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.412740000;1.055e+00;9.998e-01;-5.263e-03;9.476e-01;-4.988e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.422740000;1.055e+00;9.998e-01;-5.266e-03;9.476e-01;-4.991e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.432740000;1.055e+00;9.998e-01;-5.268e-03;9.476e-01;-4.993e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.442740000;1.055e+00;9.998e-01;-5.269e-03;9.476e-01;-4.995e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.452740000;1.055e+00;9.998e-01;-5.271e-03;9.476e-01;-4.996e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.462740000;1.055e+00;9.998e-01;-5.274e-03;9.476e-01;-4.999e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.472740000;1.055e+00;9.998e-01;-5.276e-03;9.476e-01;-5.001e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.482740000;1.055e+00;9.998e-01;-5.277e-03;9.476e-01;-5.002e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.492740000;1.055e+00;9.998e-01;-5.279e-03;9.476e-01;-5.004e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.502740000;1.055e+00;9.998e-01;-5.281e-03;9.476e-01;-5.005e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.512740000;1.055e+00;9.998e-01;-5.282e-03;9.476e-01;-5.007e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.522740000;1.055e+00;9.998e-01;-5.284e-03;9.476e-01;-5.008e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.532740000;1.055e+00;9.998e-01;-5.286e-03;9.476e-01;-5.010e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.542740000;1.055e+00;9.998e-01;-5.286e-03;9.476e-01;-5.010e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.552740000;1.055e+00;9.998e-01;-5.287e-03;9.476e-01;-5.012e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.562740000;1.055e+00;9.998e-01;-5.289e-03;9.476e-01;-5.013e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.572740000;1.055e+00;9.998e-01;-5.288e-03;9.476e-01;-5.012e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.582740000;1.055e+00;9.998e-01;-5.290e-03;9.476e-01;-5.014e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.592740000;1.055e+00;9.998e-01;-5.290e-03;9.476e-01;-5.014e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.602740000;1.055e+00;9.998e-01;-5.289e-03;9.476e-01;-5.013e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.612740000;1.055e+00;9.998e-01;-5.291e-03;9.476e-01;-5.015e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.622740000;1.055e+00;9.998e-01;-5.291e-03;9.476e-01;-5.015e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.632740000;1.055e+00;9.998e-01;-5.291e-03;9.476e-01;-5.015e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.642740000;1.055e+00;9.998e-01;-5.291e-03;9.476e-01;-5.015e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.652740000;1.055e+00;9.998e-01;-5.291e-03;9.476e-01;-5.015e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.662740000;1.055e+00;9.998e-01;-5.291e-03;9.476e-01;-5.015e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.672740000;1.055e+00;9.998e-01;-5.291e-03;9.476e-01;-5.015e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.682740000;1.055e+00;9.998e-01;-5.291e-03;9.476e-01;-5.015e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.692740000;1.055e+00;9.998e-01;-5.291e-03;9.476e-01;-5.015e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.702740000;1.055e+00;9.998e-01;-5.291e-03;9.476e-01;-5.015e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.712740000;1.055e+00;9.998e-01;-5.289e-03;9.476e-01;-5.013e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.722740000;1.055e+00;9.998e-01;-5.289e-03;9.476e-01;-5.013e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.578e-02;9.476e-01
0.732740000;1.055e+00;9.998e-01;-5.289e-03;9.476e-01;-5.013e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.579e-02;9.476e-01
0.742740000;1.055e+00;9.998e-01;-5.287e-03;9.476e-01;-5.012e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.579e-02;9.476e-01
0.752740000;1.055e+00;9.998e-01;-5.287e-03;9.476e-01;-5.012e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.579e-02;9.476e-01
0.762740000;1.055e+00;9.998e-01;-5.286e-03;9.476e-01;-5.010e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.579e-02;9.476e-01
0.772740000;1.055e+00;9.998e-01;-5.286e-03;9.476e-01;-5.010e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.579e-02;9.476e-01
0.782740000;1.055e+00;9.998e-01;-5.284e-03;9.476e-01;-5.009e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.579e-02;9.476e-01
0.792740000;1.055e+00;9.998e-01;-5.283e-03;9.476e-01;-5.007e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.579e-02;9.476e-01
0.802740000;1.055e+00;9.998e-01;-5.283e-03;9.476e-01;-5.007e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.579e-02;9.476e-01
0.812740000;1.055e+00;9.998e-01;-5.281e-03;9.476e-01;-5.006e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.579e-02;9.476e-01
0.822740000;1.055e+00;9.998e-01;-5.279e-03;9.476e-01;-5.004e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.580e-02;9.476e-01
0.832740000;1.055e+00;9.998e-01;-5.278e-03;9.476e-01;-5.003e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.580e-02;9.476e-01
0.842740000;1.055e+00;9.998e-01;-5.276e-03;9.476e-01;-5.001e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.580e-02;9.476e-01
0.852740000;1.055e+00;9.998e-01;-5.274e-03;9.476e-01;-4.999e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.580e-02;9.476e-01
0.862740000;1.055e+00;9.998e-01;-5.273e-03;9.476e-01;-4.998e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.580e-02;9.476e-01
0.872740000;1.055e+00;9.998e-01;-5.271e-03;9.476e-01;-4.996e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.580e-02;9.476e-01
0.882740000;1.055e+00;9.998e-01;-5.269e-03;9.476e-01;-4.995e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.580e-02;9.476e-01
0.892740000;1.055e+00;9.998e-01;-5.268e-03;9.476e-01;-4.993e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.581e-02;9.476e-01
0.902740000;1.055e+00;9.998e-01;-5.266e-03;9.476e-01;-4.991e-03;1.055e+00;1.000e+01;1.250e+00;2.101e-02;9.475e-01;-1.581e-02;9.476e-01
