time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;6.667e-01;-2.167e-01;6.383e-01;-2.074e-01;1.044e+00;4.000e-01;-1.300e-01;1.000e+01;6.668e-01;-2.057e-01;-2.057e-01;6.413e-01;1.978e-01
29.999994000;1.044e+00;6.667e-01;-2.167e-01;6.383e-01;-2.074e-01;1.044e+00;4.000e-01;-1.300e-01;1.000e+01;6.668e-01;-2.057e-01;-2.057e-01;6.413e-01;1.978e-01
29.999994000;1.303e-05;4.988e-06;-2.828e-05;-6.622e-08;1.773e-08;1.297e-05;3.097e-06;-1.696e-05;1.000e+01;6.668e-01;-2.057e-01;-2.057e-01;6.413e-01;1.978e-01
30.000002000;1.302e-05;4.992e-06;-2.829e-05;-7.090e-08;1.045e-08;1.296e-05;3.093e-06;-1.696e-05;1.000e+01;6.668e-01;-2.057e-01;-2.057e-01;6.413e-01;1.979e-01
30.000634000;1.201e-05;4.993e-06;-2.831e-05;-8.323e-08;-1.728e-09;1.194e-05;3.087e-06;-1.696e-05;1.000e+01;6.668e-01;-2.057e-01;-2.057e-01;6.420e-01;2.012e-01
30.001039000;1.197e-05;4.975e-06;-2.835e-05;-9.732e-08;-1.334e-08;1.195e-05;3.081e-06;-1.699e-05;1.000e+01;6.668e-01;-2.057e-01;-2.057e-01;6.431e-01;2.022e-01
30.002204000;1.196e-05;4.962e-06;-2.837e-05;-8.625e-08;-3.662e-08;1.198e-05;3.079e-06;-1.700e-05;1.000e+01;6.668e-01;-2.057e-01;-2.057e-01;6.493e-01;1.939e-01
30.004504000;1.297e-05;4.950e-06;-2.835e-05;6.587e-10;-9.154e-08;1.300e-05;3.079e-06;-1.700e-05;1.000e+01;6.668e-01;-2.057e-01;-2.057e-01;6.714e-01;1.339e-01
30.006524000;1.297e-05;6.663e-06;-3.003e-05;5.027e-08;-6.669e-08;1.305e-05;4.051e-06;-1.798e-05;1.000e+01;6.668e-01;-2.057e-01;-2.057e-01;6.916e-01;4.558e-02
30.007001000;1.296e-05;6.662e-06;-3.002e-05;3.445e-08;-6.129e-08;1.306e-05;4.024e-06;-1.798e-05;1.000e+01;6.668e-01;-2.057e-01;-2.057e-01;6.950e-01;2.109e-02
