time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_AVRSetpointPu;Bess_GEN_NetworkFrequencyPu;Bess_GEN_InjectedCurrent;NetworkFrequencyPu
0.000000000;1.044e+00;-1.250e+00;-2.651e-07;-1.197e+00;-2.538e-07;1.057e+00;1.000e+01;-1.180e+00;-4.061e-02;1.057e+00;1.000e+00;1.181e+00;1.000e+00
0.000001000;1.044e+00;-1.250e+00;-3.522e-06;-1.197e+00;-3.372e-06;1.057e+00;1.000e+01;-1.180e+00;-4.061e-02;1.057e+00;1.000e+00;1.181e+00;1.000e+00
0.000002000;1.044e+00;-1.250e+00;-5.626e-06;-1.197e+00;-5.387e-06;1.057e+00;1.000e+01;-1.180e+00;-4.061e-02;1.057e+00;1.000e+00;1.181e+00;1.000e+00
0.000004000;1.044e+00;-1.250e+00;-1.187e-05;-1.197e+00;-1.136e-05;1.057e+00;1.000e+01;-1.180e+00;-4.061e-02;1.057e+00;1.000e+00;1.181e+00;1.000e+00
0.000008000;1.044e+00;-1.250e+00;-2.064e-05;-1.197e+00;-1.976e-05;1.057e+00;1.000e+01;-1.180e+00;-4.061e-02;1.057e+00;1.000e+00;1.181e+00;1.000e+00
0.000016000;1.044e+00;-1.250e+00;-4.101e-05;-1.197e+00;-3.927e-05;1.057e+00;1.000e+01;-1.180e+00;-4.061e-02;1.057e+00;1.000e+00;1.181e+00;1.000e+00
0.000032000;1.044e+00;-1.250e+00;-8.228e-05;-1.196e+00;-7.877e-05;1.057e+00;1.000e+01;-1.180e+00;-4.061e-02;1.057e+00;1.000e+00;1.181e+00;1.000e+00
0.000064000;1.044e+00;-1.249e+00;-1.603e-04;-1.196e+00;-1.535e-04;1.057e+00;1.000e+01;-1.180e+00;-4.061e-02;1.057e+00;1.000e+00;1.180e+00;1.000e+00
0.000128000;1.044e+00;-1.249e+00;-3.068e-04;-1.196e+00;-2.937e-04;1.057e+00;1.000e+01;-1.179e+00;-4.061e-02;1.057e+00;1.000e+00;1.180e+00;1.000e+00
0.000256000;1.044e+00;-1.247e+00;-5.668e-04;-1.194e+00;-5.427e-04;1.057e+00;1.000e+01;-1.178e+00;-4.061e-02;1.057e+00;1.000e+00;1.178e+00;1.000e+00
0.000512000;1.045e+00;-1.245e+00;-9.680e-04;-1.192e+00;-9.267e-04;1.057e+00;1.000e+01;-1.175e+00;-4.062e-02;1.057e+00;1.000e+00;1.176e+00;1.000e+00
0.000661000;1.045e+00;-1.243e+00;-1.149e-03;-1.190e+00;-1.100e-03;1.057e+00;1.000e+01;-1.174e+00;-4.063e-02;1.057e+00;1.000e+00;1.174e+00;1.000e+00
