;time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_AVRSetpointPu;Bess_GEN_NetworkFrequencyPu;Bess_GEN_InjectedCurrent;NetworkFrequencyPu
65;3.500e-01;1.046e+00;9.830e-01;7.425e-03;9.401e-01;7.101e-03;1.058e+00;1.000e+01;9.555e-01;-3.641e-02;1.037e+00;1.000e+00;9.562e-01;1.000e+00
66;3.600e-01;1.046e+00;9.830e-01;7.243e-03;9.401e-01;6.927e-03;1.058e+00;1.000e+01;9.555e-01;-3.624e-02;1.037e+00;1.000e+00;9.562e-01;1.000e+00
67;3.700e-01;1.046e+00;9.830e-01;7.061e-03;9.402e-01;6.753e-03;1.058e+00;1.000e+01;9.556e-01;-3.607e-02;1.037e+00;1.000e+00;9.562e-01;1.000e+00
68;3.800e-01;1.046e+00;9.830e-01;6.876e-03;9.402e-01;6.577e-03;1.058e+00;1.000e+01;9.556e-01;-3.589e-02;1.037e+00;1.000e+00;9.562e-01;1.000e+00
69;3.900e-01;1.046e+00;9.830e-01;6.692e-03;9.402e-01;6.401e-03;1.058e+00;1.000e+01;9.556e-01;-3.572e-02;1.037e+00;1.000e+00;9.562e-01;1.000e+00
70;4.000e-01;1.046e+00;9.830e-01;6.508e-03;9.402e-01;6.225e-03;1.058e+00;1.000e+01;9.556e-01;-3.554e-02;1.037e+00;1.000e+00;9.562e-01;1.000e+00
71;4.100e-01;1.046e+00;9.830e-01;6.324e-03;9.402e-01;6.049e-03;1.058e+00;1.000e+01;9.556e-01;-3.537e-02;1.037e+00;1.000e+00;9.563e-01;1.000e+00
72;4.200e-01;1.046e+00;9.830e-01;6.140e-03;9.402e-01;5.873e-03;1.057e+00;1.000e+01;9.556e-01;-3.519e-02;1.037e+00;1.000e+00;9.563e-01;1.000e+00
73;4.300e-01;1.046e+00;9.830e-01;5.954e-03;9.402e-01;5.695e-03;1.057e+00;1.000e+01;9.556e-01;-3.502e-02;1.037e+00;1.000e+00;9.563e-01;1.000e+00
74;4.400e-01;1.046e+00;9.830e-01;5.770e-03;9.402e-01;5.519e-03;1.057e+00;1.000e+01;9.556e-01;-3.484e-02;1.037e+00;1.000e+00;9.563e-01;1.000e+00
75;4.500e-01;1.046e+00;9.830e-01;5.584e-03;9.402e-01;5.341e-03;1.057e+00;1.000e+01;9.557e-01;-3.467e-02;1.037e+00;1.000e+00;9.563e-01;1.000e+00
76;4.600e-01;1.046e+00;9.830e-01;5.397e-03;9.402e-01;5.162e-03;1.057e+00;1.000e+01;9.557e-01;-3.449e-02;1.037e+00;1.000e+00;9.563e-01;1.000e+00
77;4.700e-01;1.045e+00;9.830e-01;5.211e-03;9.402e-01;4.984e-03;1.057e+00;1.000e+01;9.557e-01;-3.431e-02;1.037e+00;1.000e+00;9.563e-01;1.000e+00
78;4.800e-01;1.045e+00;9.830e-01;5.025e-03;9.403e-01;4.806e-03;1.057e+00;1.000e+01;9.557e-01;-3.413e-02;1.037e+00;1.000e+00;9.563e-01;1.000e+00
79;4.900e-01;1.045e+00;9.830e-01;4.837e-03;9.403e-01;4.627e-03;1.057e+00;1.000e+01;9.557e-01;-3.396e-02;1.037e+00;1.000e+00;9.563e-01;1.000e+00
80;5.000e-01;1.045e+00;9.830e-01;4.652e-03;9.403e-01;4.449e-03;1.057e+00;1.000e+01;9.557e-01;-3.378e-02;1.037e+00;1.000e+00;9.563e-01;1.000e+00
81;5.100e-01;1.045e+00;9.830e-01;4.464e-03;9.403e-01;4.270e-03;1.057e+00;1.000e+01;9.557e-01;-3.360e-02;1.037e+00;1.000e+00;9.563e-01;1.000e+00
82;5.200e-01;1.045e+00;9.830e-01;4.277e-03;9.403e-01;4.091e-03;1.057e+00;1.000e+01;9.557e-01;-3.342e-02;1.037e+00;1.000e+00;9.563e-01;1.000e+00
83;5.300e-01;1.045e+00;9.830e-01;4.089e-03;9.403e-01;3.911e-03;1.057e+00;1.000e+01;9.558e-01;-3.324e-02;1.037e+00;1.000e+00;9.563e-01;1.000e+00
84;5.400e-01;1.045e+00;9.830e-01;3.900e-03;9.403e-01;3.730e-03;1.057e+00;1.000e+01;9.558e-01;-3.307e-02;1.037e+00;1.000e+00;9.563e-01;1.000e+00
85;5.500e-01;1.045e+00;9.830e-01;3.712e-03;9.403e-01;3.551e-03;1.057e+00;1.000e+01;9.558e-01;-3.289e-02;1.037e+00;1.000e+00;9.563e-01;1.000e+00
86;5.600e-01;1.045e+00;9.830e-01;3.525e-03;9.403e-01;3.372e-03;1.056e+00;1.000e+01;9.558e-01;-3.271e-02;1.037e+00;1.000e+00;9.564e-01;1.000e+00
87;5.700e-01;1.045e+00;9.830e-01;3.336e-03;9.403e-01;3.191e-03;1.056e+00;1.000e+01;9.558e-01;-3.253e-02;1.037e+00;1.000e+00;9.564e-01;1.000e+00
88;5.800e-01;1.045e+00;9.830e-01;3.146e-03;9.403e-01;3.010e-03;1.056e+00;1.000e+01;9.558e-01;-3.235e-02;1.037e+00;1.000e+00;9.564e-01;1.000e+00
89;5.900e-01;1.045e+00;9.830e-01;2.959e-03;9.404e-01;2.830e-03;1.056e+00;1.000e+01;9.558e-01;-3.217e-02;1.037e+00;1.000e+00;9.564e-01;1.000e+00
90;6.000e-01;1.045e+00;9.830e-01;2.769e-03;9.404e-01;2.649e-03;1.056e+00;1.000e+01;9.558e-01;-3.199e-02;1.037e+00;1.000e+00;9.564e-01;1.000e+00
91;6.100e-01;1.045e+00;9.830e-01;2.580e-03;9.404e-01;2.468e-03;1.056e+00;1.000e+01;9.559e-01;-3.181e-02;1.037e+00;1.000e+00;9.564e-01;1.000e+00
92;6.200e-01;1.045e+00;9.830e-01;2.391e-03;9.404e-01;2.287e-03;1.056e+00;1.000e+01;9.559e-01;-3.163e-02;1.037e+00;1.000e+00;9.564e-01;1.000e+00
93;6.300e-01;1.045e+00;9.830e-01;2.202e-03;9.404e-01;2.106e-03;1.056e+00;1.000e+01;9.559e-01;-3.145e-02;1.037e+00;1.000e+00;9.564e-01;1.000e+00
94;6.400e-01;1.045e+00;9.830e-01;2.011e-03;9.404e-01;1.924e-03;1.056e+00;1.000e+01;9.559e-01;-3.127e-02;1.037e+00;1.000e+00;9.564e-01;1.000e+00
95;6.500e-01;1.045e+00;9.830e-01;1.822e-03;9.404e-01;1.743e-03;1.056e+00;1.000e+01;9.559e-01;-3.109e-02;1.037e+00;1.000e+00;9.564e-01;1.000e+00
96;6.600e-01;1.045e+00;9.830e-01;1.632e-03;9.404e-01;1.562e-03;1.056e+00;1.000e+01;9.559e-01;-3.091e-02;1.037e+00;1.000e+00;9.564e-01;1.000e+00
97;6.700e-01;1.045e+00;9.830e-01;1.441e-03;9.404e-01;1.379e-03;1.056e+00;1.000e+01;9.559e-01;-3.073e-02;1.037e+00;1.000e+00;9.564e-01;1.000e+00
98;6.800e-01;1.045e+00;9.830e-01;1.252e-03;9.404e-01;1.198e-03;1.056e+00;1.000e+01;9.559e-01;-3.055e-02;1.037e+00;1.000e+00;9.564e-01;1.000e+00
99;6.900e-01;1.045e+00;9.830e-01;1.061e-03;9.404e-01;1.015e-03;1.056e+00;1.000e+01;9.560e-01;-3.037e-02;1.037e+00;1.000e+00;9.564e-01;1.000e+00
100;7.000e-01;1.045e+00;9.830e-01;8.721e-04;9.405e-01;8.343e-04;1.055e+00;1.000e+01;9.560e-01;-3.019e-02;1.037e+00;1.000e+00;9.565e-01;1.000e+00
101;7.100e-01;1.045e+00;9.830e-01;6.811e-04;9.405e-01;6.516e-04;1.055e+00;1.000e+01;9.560e-01;-3.000e-02;1.037e+00;1.000e+00;9.565e-01;1.000e+00
102;7.200e-01;1.045e+00;9.830e-01;4.919e-04;9.405e-01;4.706e-04;1.055e+00;1.000e+01;9.560e-01;-2.982e-02;1.037e+00;1.000e+00;9.565e-01;1.000e+00
103;7.300e-01;1.045e+00;9.830e-01;3.009e-04;9.405e-01;2.879e-04;1.055e+00;1.000e+01;9.560e-01;-2.964e-02;1.037e+00;1.000e+00;9.565e-01;1.000e+00
104;7.400e-01;1.045e+00;9.830e-01;1.100e-04;9.405e-01;1.052e-04;1.055e+00;1.000e+01;9.560e-01;-2.946e-02;1.037e+00;1.000e+00;9.565e-01;1.000e+00
105;7.500e-01;1.045e+00;9.830e-01;-8.095e-05;9.405e-01;-7.745e-05;1.055e+00;1.000e+01;9.560e-01;-2.928e-02;1.037e+00;1.000e+00;9.565e-01;1.000e+00
106;7.600e-01;1.045e+00;9.830e-01;-2.701e-04;9.405e-01;-2.585e-04;1.055e+00;1.000e+01;9.561e-01;-2.910e-02;1.037e+00;1.000e+00;9.565e-01;1.000e+00
107;7.700e-01;1.045e+00;9.830e-01;-4.611e-04;9.405e-01;-4.411e-04;1.055e+00;1.000e+01;9.561e-01;-2.891e-02;1.037e+00;1.000e+00;9.565e-01;1.000e+00
108;7.800e-01;1.045e+00;9.830e-01;-6.520e-04;9.405e-01;-6.238e-04;1.055e+00;1.000e+01;9.561e-01;-2.873e-02;1.037e+00;1.000e+00;9.565e-01;1.000e+00
109;7.900e-01;1.045e+00;9.830e-01;-8.429e-04;9.405e-01;-8.065e-04;1.055e+00;1.000e+01;9.561e-01;-2.855e-02;1.037e+00;1.000e+00;9.565e-01;1.000e+00
110;8.000e-01;1.045e+00;9.830e-01;-1.034e-03;9.405e-01;-9.891e-04;1.055e+00;1.000e+01;9.561e-01;-2.837e-02;1.037e+00;1.000e+00;9.565e-01;1.000e+00
111;8.100e-01;1.045e+00;9.830e-01;-1.225e-03;9.406e-01;-1.172e-03;1.055e+00;1.000e+01;9.561e-01;-2.819e-02;1.037e+00;1.000e+00;9.565e-01;1.000e+00
112;8.200e-01;1.045e+00;9.830e-01;-1.416e-03;9.406e-01;-1.354e-03;1.055e+00;1.000e+01;9.561e-01;-2.801e-02;1.037e+00;1.000e+00;9.565e-01;1.000e+00
113;8.300e-01;1.045e+00;9.830e-01;-1.606e-03;9.406e-01;-1.537e-03;1.055e+00;1.000e+01;9.561e-01;-2.782e-02;1.037e+00;1.000e+00;9.566e-01;1.000e+00
114;8.400e-01;1.045e+00;9.830e-01;-1.797e-03;9.406e-01;-1.720e-03;1.054e+00;1.000e+01;9.562e-01;-2.764e-02;1.037e+00;1.000e+00;9.566e-01;1.000e+00
115;8.500e-01;1.045e+00;9.830e-01;-1.988e-03;9.406e-01;-1.902e-03;1.054e+00;1.000e+01;9.562e-01;-2.746e-02;1.037e+00;1.000e+00;9.566e-01;1.000e+00
116;8.600e-01;1.045e+00;9.830e-01;-2.179e-03;9.406e-01;-2.085e-03;1.054e+00;1.000e+01;9.562e-01;-2.728e-02;1.037e+00;1.000e+00;9.566e-01;1.000e+00
117;8.700e-01;1.045e+00;9.830e-01;-2.370e-03;9.406e-01;-2.268e-03;1.054e+00;1.000e+01;9.562e-01;-2.710e-02;1.037e+00;1.000e+00;9.566e-01;1.000e+00
118;8.800e-01;1.045e+00;9.830e-01;-2.561e-03;9.406e-01;-2.450e-03;1.054e+00;1.000e+01;9.562e-01;-2.692e-02;1.037e+00;1.000e+00;9.566e-01;1.000e+00
119;8.900e-01;1.045e+00;9.830e-01;-2.752e-03;9.406e-01;-2.633e-03;1.054e+00;1.000e+01;9.562e-01;-2.673e-02;1.037e+00;1.000e+00;9.566e-01;1.000e+00
120;9.000e-01;1.045e+00;9.830e-01;-2.943e-03;9.406e-01;-2.816e-03;1.054e+00;1.000e+01;9.562e-01;-2.655e-02;1.037e+00;1.000e+00;9.566e-01;1.000e+00
121;9.100e-01;1.045e+00;9.830e-01;-3.133e-03;9.406e-01;-2.998e-03;1.054e+00;1.000e+01;9.563e-01;-2.637e-02;1.037e+00;1.000e+00;9.566e-01;1.000e+00
122;9.200e-01;1.045e+00;9.830e-01;-3.324e-03;9.407e-01;-3.181e-03;1.054e+00;1.000e+01;9.563e-01;-2.619e-02;1.037e+00;1.000e+00;9.566e-01;1.000e+00
123;9.300e-01;1.045e+00;9.830e-01;-3.513e-03;9.407e-01;-3.362e-03;1.054e+00;1.000e+01;9.563e-01;-2.601e-02;1.037e+00;1.000e+00;9.566e-01;1.000e+00
124;9.400e-01;1.045e+00;9.830e-01;-3.704e-03;9.407e-01;-3.545e-03;1.054e+00;1.000e+01;9.563e-01;-2.583e-02;1.037e+00;1.000e+00;9.566e-01;1.000e+00
125;9.500e-01;1.045e+00;9.830e-01;-3.895e-03;9.407e-01;-3.727e-03;1.054e+00;1.000e+01;9.563e-01;-2.564e-02;1.037e+00;1.000e+00;9.566e-01;1.000e+00
126;9.600e-01;1.045e+00;9.830e-01;-4.086e-03;9.407e-01;-3.910e-03;1.054e+00;1.000e+01;9.563e-01;-2.546e-02;1.037e+00;1.000e+00;9.567e-01;1.000e+00
127;9.700e-01;1.045e+00;9.830e-01;-4.277e-03;9.407e-01;-4.093e-03;1.054e+00;1.000e+01;9.563e-01;-2.528e-02;1.037e+00;1.000e+00;9.567e-01;1.000e+00
128;9.800e-01;1.045e+00;9.830e-01;-4.468e-03;9.407e-01;-4.275e-03;1.053e+00;1.000e+01;9.563e-01;-2.510e-02;1.037e+00;1.000e+00;9.567e-01;1.000e+00
129;9.900e-01;1.045e+00;9.830e-01;-4.657e-03;9.407e-01;-4.456e-03;1.053e+00;1.000e+01;9.564e-01;-2.492e-02;1.037e+00;1.000e+00;9.567e-01;1.000e+00
130;1.000e+00;1.045e+00;9.830e-01;-4.848e-03;9.407e-01;-4.639e-03;1.053e+00;1.000e+01;9.564e-01;-2.474e-02;1.037e+00;1.000e+00;9.567e-01;1.000e+00
131;1.010e+00;1.045e+00;9.830e-01;-5.039e-03;9.407e-01;-4.822e-03;1.053e+00;1.000e+01;9.564e-01;-2.456e-02;1.037e+00;1.000e+00;9.567e-01;1.000e+00
132;1.020e+00;1.045e+00;9.830e-01;-5.228e-03;9.407e-01;-5.003e-03;1.053e+00;1.000e+01;9.564e-01;-2.438e-02;1.037e+00;1.000e+00;9.567e-01;1.000e+00
