time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;NetworkFrequencyPu
0.000000000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.350e-01;9.978e-01;1.006e+00;3.809e-01;-3.033e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.247e-01;-3.300e-01;5.000e+01
0.000096000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.350e-01;9.978e-01;1.006e+00;3.809e-01;-3.032e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.247e-01;-3.300e-01;5.000e+01
0.000160000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.350e-01;9.978e-01;1.006e+00;3.809e-01;-3.032e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.246e-01;-3.300e-01;5.000e+01
0.001736000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.349e-01;9.978e-01;1.006e+00;3.809e-01;-3.032e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.246e-01;-3.300e-01;5.000e+01
0.001794000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.349e-01;9.978e-01;1.006e+00;3.809e-01;-3.032e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.245e-01;-3.300e-01;5.000e+01
0.001851000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.349e-01;9.978e-01;1.006e+00;3.808e-01;-3.032e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.245e-01;-3.300e-01;5.000e+01
0.001967000;1.006e+00;4.232e-01;-3.368e-01;4.207e-01;-3.349e-01;9.978e-01;1.006e+00;3.808e-01;-3.032e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.245e-01;-3.300e-01;5.000e+01
0.002082000;1.006e+00;4.231e-01;-3.368e-01;4.207e-01;-3.349e-01;9.978e-01;1.006e+00;3.808e-01;-3.032e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.245e-01;-3.300e-01;5.000e+01
0.002312000;1.006e+00;4.231e-01;-3.368e-01;4.207e-01;-3.349e-01;9.978e-01;1.006e+00;3.808e-01;-3.031e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.245e-01;-3.300e-01;5.000e+01
0.002427000;1.006e+00;4.231e-01;-3.368e-01;4.206e-01;-3.349e-01;9.978e-01;1.006e+00;3.808e-01;-3.031e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.245e-01;-3.300e-01;5.000e+01
0.002543000;1.006e+00;4.231e-01;-3.368e-01;4.206e-01;-3.349e-01;9.978e-01;1.006e+00;3.808e-01;-3.031e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.245e-01;-3.300e-01;5.000e+01
0.002773000;1.006e+00;4.231e-01;-3.368e-01;4.206e-01;-3.348e-01;9.979e-01;1.006e+00;3.808e-01;-3.031e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.244e-01;-3.300e-01;5.000e+01
0.003003000;1.006e+00;4.231e-01;-3.368e-01;4.206e-01;-3.348e-01;9.979e-01;1.006e+00;3.807e-01;-3.031e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.244e-01;-3.300e-01;5.000e+01
0.003234000;1.006e+00;4.230e-01;-3.368e-01;4.206e-01;-3.348e-01;9.979e-01;1.006e+00;3.807e-01;-3.031e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.244e-01;-3.300e-01;5.000e+01
0.003464000;1.006e+00;4.230e-01;-3.368e-01;4.205e-01;-3.348e-01;9.979e-01;1.006e+00;3.807e-01;-3.031e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.243e-01;-3.300e-01;5.000e+01
0.003695000;1.006e+00;4.230e-01;-3.368e-01;4.205e-01;-3.348e-01;9.979e-01;1.006e+00;3.807e-01;-3.031e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.243e-01;-3.300e-01;5.000e+01
0.003925000;1.006e+00;4.229e-01;-3.368e-01;4.204e-01;-3.348e-01;9.979e-01;1.006e+00;3.806e-01;-3.031e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.242e-01;-3.300e-01;5.000e+01
0.004155000;1.006e+00;4.229e-01;-3.368e-01;4.204e-01;-3.348e-01;9.979e-01;1.006e+00;3.806e-01;-3.031e-01;5.000e+01;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.242e-01;-3.300e-01;5.000e+01
