time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.333e-01;4.678e-08;7.979e-01;-3.608e-08;1.045e+00;1.044e+00;7.500e-01;8.582e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999994000;1.044e+00;8.333e-01;2.763e-08;7.979e-01;-2.129e-08;1.045e+00;1.044e+00;7.500e-01;-9.969e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999994000;4.831e-01;1.617e-01;-2.238e+00;3.347e-01;-4.631e+00;4.837e-01;4.831e-01;1.455e-01;-2.014e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999996000;4.831e-01;1.617e-01;-2.238e+00;3.347e-01;-4.631e+00;4.837e-01;4.831e-01;1.455e-01;-2.014e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999998000;4.831e-01;1.617e-01;-2.238e+00;3.346e-01;-4.631e+00;4.837e-01;4.831e-01;1.455e-01;-2.014e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.976e-01;1.489e-02
30.000053000;4.831e-01;1.608e-01;-2.237e+00;3.328e-01;-4.632e+00;4.837e-01;4.831e-01;1.447e-01;-2.014e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.958e-01;1.491e-02
30.001992000;4.838e-01;1.348e-01;-2.238e+00;2.787e-01;-4.625e+00;4.847e-01;4.838e-01;1.213e-01;-2.014e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.418e-01;3.459e-02
30.002088000;4.839e-01;1.338e-01;-2.238e+00;2.765e-01;-4.624e+00;4.848e-01;4.839e-01;1.204e-01;-2.014e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.397e-01;3.639e-02
30.002152000;4.840e-01;1.331e-01;-2.238e+00;2.750e-01;-4.623e+00;4.849e-01;4.840e-01;1.198e-01;-2.014e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.382e-01;3.763e-02
30.003817000;4.867e-01;1.188e-01;-2.239e+00;2.440e-01;-4.601e+00;4.888e-01;4.867e-01;1.069e-01;-2.015e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.080e-01;8.846e-02
