time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;8.390e-08;7.979e-01;3.860e-08;1.051e+00;1.045e+00;8.083e-01;2.061e-02;1.044e+00;7.500e-01;-2.781e-08;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.000419000;1.044e+00;8.333e-01;-5.660e-05;7.979e-01;-5.422e-05;1.051e+00;1.045e+00;8.083e-01;2.056e-02;1.044e+00;7.500e-01;-5.101e-05;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.000483000;1.044e+00;8.333e-01;-7.326e-05;7.979e-01;-7.017e-05;1.051e+00;1.045e+00;8.083e-01;2.054e-02;1.044e+00;7.500e-01;-6.601e-05;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.001002000;1.044e+00;8.333e-01;-2.666e-04;7.979e-01;-2.553e-04;1.051e+00;1.045e+00;8.083e-01;2.036e-02;1.044e+00;7.499e-01;-2.400e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.001032000;1.044e+00;8.333e-01;-2.799e-04;7.979e-01;-2.681e-04;1.051e+00;1.045e+00;8.083e-01;2.034e-02;1.044e+00;7.499e-01;-2.520e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.003048000;1.044e+00;8.330e-01;-1.389e-03;7.979e-01;-1.330e-03;1.051e+00;1.045e+00;8.083e-01;1.929e-02;1.044e+00;7.497e-01;-1.250e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.003176000;1.044e+00;8.329e-01;-1.459e-03;7.979e-01;-1.397e-03;1.051e+00;1.044e+00;8.083e-01;1.922e-02;1.044e+00;7.497e-01;-1.313e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.003304000;1.044e+00;8.329e-01;-1.530e-03;7.978e-01;-1.466e-03;1.050e+00;1.044e+00;8.083e-01;1.915e-02;1.044e+00;7.496e-01;-1.377e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.003816000;1.044e+00;8.329e-01;-1.800e-03;7.978e-01;-1.724e-03;1.050e+00;1.044e+00;8.083e-01;1.889e-02;1.044e+00;7.496e-01;-1.620e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.003944000;1.044e+00;8.328e-01;-1.866e-03;7.978e-01;-1.787e-03;1.050e+00;1.044e+00;8.083e-01;1.883e-02;1.044e+00;7.496e-01;-1.679e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.005762000;1.044e+00;8.327e-01;-2.643e-03;7.979e-01;-2.533e-03;1.050e+00;1.044e+00;8.083e-01;1.809e-02;1.044e+00;7.494e-01;-2.379e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.006453000;1.044e+00;8.326e-01;-2.863e-03;7.979e-01;-2.744e-03;1.050e+00;1.044e+00;8.083e-01;1.788e-02;1.044e+00;7.493e-01;-2.577e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.006683000;1.044e+00;8.326e-01;-2.928e-03;7.979e-01;-2.806e-03;1.050e+00;1.044e+00;8.083e-01;1.782e-02;1.044e+00;7.493e-01;-2.635e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.006914000;1.044e+00;8.326e-01;-2.987e-03;7.979e-01;-2.862e-03;1.050e+00;1.044e+00;8.083e-01;1.776e-02;1.044e+00;7.493e-01;-2.688e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.007144000;1.043e+00;8.326e-01;-3.042e-03;7.979e-01;-2.915e-03;1.050e+00;1.044e+00;8.083e-01;1.771e-02;1.043e+00;7.493e-01;-2.738e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.007375000;1.043e+00;8.326e-01;-3.092e-03;7.979e-01;-2.963e-03;1.049e+00;1.044e+00;8.083e-01;1.766e-02;1.043e+00;7.493e-01;-2.783e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.007835000;1.043e+00;8.325e-01;-3.180e-03;7.979e-01;-3.048e-03;1.049e+00;1.044e+00;8.083e-01;1.758e-02;1.043e+00;7.493e-01;-2.862e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.008066000;1.043e+00;8.325e-01;-3.217e-03;7.979e-01;-3.083e-03;1.049e+00;1.044e+00;8.083e-01;1.754e-02;1.043e+00;7.493e-01;-2.895e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
