time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;-4.208e-08;7.979e-01;0.000e+00;1.045e+00;1.044e+00;7.500e-01;-4.980e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;1.044e+00;8.333e-01;3.466e-08;7.979e-01;0.000e+00;1.045e+00;1.044e+00;7.500e-01;-1.930e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;7.801e-05;-4.462e-06;-6.744e-04;2.393e-09;0.000e+00;1.951e-02;7.800e-05;-3.990e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999995000;7.802e-05;-5.574e-06;-6.744e-04;3.030e-09;0.000e+00;1.951e-02;7.800e-05;-4.990e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000211000;7.798e-05;-6.642e-06;-6.733e-04;-3.234e-08;0.000e+00;1.910e-02;7.802e-05;-5.967e-06;-6.060e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000218000;7.798e-05;-6.643e-06;-6.722e-04;-3.219e-08;0.000e+00;1.908e-02;7.802e-05;-5.967e-06;-6.050e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000333000;7.797e-05;-6.660e-06;-6.722e-04;-1.631e-08;0.000e+00;1.887e-02;7.801e-05;-5.965e-06;-6.050e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000340000;7.797e-05;-6.661e-06;-6.711e-04;-1.482e-08;0.000e+00;1.886e-02;7.801e-05;-5.965e-06;-6.040e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000458000;7.798e-05;-7.780e-06;-6.711e-04;-6.841e-10;0.000e+00;1.864e-02;7.800e-05;-6.964e-06;-6.040e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000471000;7.798e-05;-7.780e-06;-6.700e-04;6.044e-10;0.000e+00;1.861e-02;7.800e-05;-6.963e-06;-6.030e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000601000;7.798e-05;-7.785e-06;-6.700e-04;9.961e-09;0.000e+00;1.838e-02;7.800e-05;-6.964e-06;-6.030e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000614000;7.798e-05;-7.785e-06;-6.689e-04;1.083e-08;0.000e+00;1.836e-02;7.800e-05;-6.965e-06;-6.020e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000743000;7.798e-05;-8.894e-06;-6.689e-04;1.768e-08;0.000e+00;1.813e-02;7.800e-05;-7.973e-06;-6.020e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000756000;7.798e-05;-8.893e-06;-6.678e-04;1.801e-08;0.000e+00;1.810e-02;7.801e-05;-7.974e-06;-6.010e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000885000;7.698e-05;-1.000e-05;-6.678e-04;1.847e-08;0.000e+00;1.788e-02;7.701e-05;-8.993e-06;-6.010e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000898000;7.698e-05;-1.000e-05;-6.667e-04;1.823e-08;0.000e+00;1.785e-02;7.701e-05;-8.995e-06;-6.000e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001714000;7.802e-05;-1.445e-05;-6.678e-04;-1.046e-08;0.000e+00;1.652e-02;7.799e-05;-1.301e-05;-6.010e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001743000;7.802e-05;-1.445e-05;-6.689e-04;-1.078e-08;0.000e+00;1.648e-02;7.799e-05;-1.301e-05;-6.020e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002002000;7.802e-05;-1.557e-05;-6.689e-04;-1.054e-08;0.000e+00;1.609e-02;7.799e-05;-1.401e-05;-6.020e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002031000;7.802e-05;-1.557e-05;-6.700e-04;-1.038e-08;0.000e+00;1.605e-02;7.799e-05;-1.401e-05;-6.030e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002241000;7.802e-05;-1.667e-05;-6.700e-04;-9.647e-09;0.000e+00;1.576e-02;7.800e-05;-1.501e-05;-6.030e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002273000;7.803e-05;-1.667e-05;-6.711e-04;-9.747e-09;0.000e+00;1.572e-02;7.800e-05;-1.501e-05;-6.040e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002856000;7.802e-05;-1.889e-05;-6.733e-04;-7.605e-09;0.000e+00;1.501e-02;7.801e-05;-1.700e-05;-6.060e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002888000;7.802e-05;-1.889e-05;-6.744e-04;-6.939e-09;0.000e+00;1.498e-02;7.801e-05;-1.700e-05;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002984000;7.802e-05;-2.000e-05;-6.744e-04;-4.644e-09;0.000e+00;1.487e-02;7.801e-05;-1.800e-05;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
